group,CD52,CD3,HLA-ABC,CD45RA,CD7,CD45RO,CD279,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD226,CD29,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD99,CD94,CD101
healthy,0.0676093525316034,0.494176187915717,0.298664661994462,-0.18171410886444,-0.12372478614401,0.252816352775107,0.434256873642451,0.453614621785596,0.10434718325227,-0.228764752009158,0.546401698673162,-0.0294763248592084,0.361579627641194,0.504012995722864,0.524877139565216,0.561454634023537,0.379537195639424,0.0028971132554352,0.107506355992845,0.47103851841012,0.319795621974849,-0.365586303962493,0.0374767416386994,-0.353001334535139,0.49951868274211,-0.161634211193863,0.379684501401399,-0.0445801294786521,0.387066708028374,0.295800607710092,-0.0293293786508694
healthy,-0.164186532589503,0.440444969412351,0.297443982800597,-0.397614735658511,-0.484536591977322,0.480812027863121,0.48008064956184,0.475694649837744,-0.346539758591753,-0.53119147823582,0.729627216728774,-0.537054880826889,0.581045197234759,0.683785009942064,0.657139014940669,0.741838252108122,0.475589928983757,0.290971759853166,0.305611287598862,0.406612982580938,0.538982132675791,-0.451414639574969,0.0465400019266207,-0.469466249550592,0.423213271011334,-0.23275104391427,0.608255183961268,-0.606441963405767,0.683195352283837,0.297450263761712,-0.520952766284768
healthy,-0.0715448092756882,0.047306635365204,0.299906295368161,-0.659433313000738,-0.339867512050465,0.553686909430458,0.284714505769741,0.293129132704293,-0.007468323081365,-0.0650502818207697,0.469249613499535,-0.268337641054267,0.666598137967821,-0.0132538344203674,0.453939878347553,0.43466587825949,0.376487583597081,0.390103243927473,0.522564718282361,0.241491561018922,0.45427590401171,0.0772283141915159,-0.140497760692309,-0.138033830701576,0.161011689995593,-0.152419222313365,0.551345600523112,-0.502685244414248,0.686043317810413,0.111872646082418,-0.0360917565322877
healthy,0.211374795366625,0.313534082273037,0.207126083077977,0.0946093937588506,0.26468385592185,0.256668476768941,0.196618898111012,0.122565956693945,0.132772769570439,-0.0331438202759621,0.353276274066577,-0.168918722325408,0.106783320025178,0.0579064230472922,0.417129485621001,0.251947014856443,0.377548333515978,0.133749171997324,0.145183536666078,0.44666892073139,0.41787986370314,0.0884804179105898,0.0791795520967016,-0.0376774936230939,0.422043573403787,0.0248275968104139,0.267033428100355,-0.192924759901999,0.244956438351887,0.0053925842368928,0.0877260354538766
healthy,-0.191948680258472,0.176890012642225,0.0949247422978844,-0.387531251236478,-0.46739896027497,0.377548596336397,0.330096264269914,0.339657140795173,-0.244511167298778,-0.11589629196807,0.662030317308174,-0.472610551509155,0.645434668939265,0.454314866066678,0.528880513676531,0.565353280576427,0.426984888304851,0.264251648104351,0.29874887843575,0.32529736630443,0.395951852768124,-0.177695563768753,-0.147135836802981,-0.220477147101933,0.284305121712339,-0.401774792224068,0.549164002356125,-0.537055421973808,0.637309395502419,0.200618853353926,-0.13314377984669
healthy,-0.0186685637638493,0.532269332195675,0.268768041440153,0.485399595592943,-0.0633082186776484,-0.0787451444235723,0.14664499158693,0.332544193036324,-0.049332652214286,-0.380624002601652,0.667495552173737,-0.0977756419816956,0.0166049029749508,0.439373489963308,0.639645712772002,0.682015514498792,0.572878794348845,0.0492295128997002,0.064143048420525,0.504952862757629,0.343684551406467,-0.282129365172936,0.0482368151680915,-0.192561751860804,0.529577284365539,-0.330307137514491,0.426084679191799,-0.184781752016546,0.248449477409218,0.324644570492407,-0.0683735637725904
healthy,0.418631970038716,-0.0874813461245622,-0.224013559250744,-0.139736257194779,0.347831224223017,0.0891696818783722,0.0083340191025993,-0.371438577797099,0.221950778775588,-0.0475169840374827,-0.567384313879523,0.723022198792235,-0.271946419612814,-0.607680645138886,-0.40951728338663,-0.521658786861874,-0.335836076329233,-0.226586916111582,-0.213487957082376,0.0184739164868953,-0.33289018872207,0.711482709432439,0.0354688234781114,0.565211598916043,-0.056345363179534,0.531639923025285,-0.375067430884551,0.53522741131648,-0.311939884523923,-0.506061122492069,0.371892207651875
healthy,-0.499651438129274,0.0849725188793065,0.171951803792161,-0.0184381968652938,-0.451209027986444,0.0935480262762217,0.349473313277791,0.550457195038273,-0.317706727518583,-0.075363393575694,0.788184160229162,-0.396309129604746,0.487155191708896,0.0836404837641901,0.467470024878553,0.623166034312225,0.620638239382069,-0.188510858337354,0.111895291761373,0.432320102895067,0.37085524603745,-0.339209938491977,-0.0895459329619462,-0.547725237318006,0.129987935117744,-0.492265636667696,0.621820535519699,-0.541588971323773,0.17727220328963,0.332860662369438,-0.612994941829029
healthy,-0.0796241478709244,0.117728567163304,0.210291145489983,-0.503219324397318,-0.241923173616729,0.472974685570554,0.404527641194822,0.276808396961417,-0.111797212303312,-0.3029188605533,0.654644320295507,-0.379063302849829,0.713434880214161,0.388448854553178,0.643957726813896,0.759864164148208,0.683886679563786,0.313877416004665,0.367503559108972,0.472918070285222,0.559067791055985,-0.282399582242706,-0.278586589537834,-0.2613835087329,0.295073520790594,-0.358080957190032,0.59341087427256,-0.496071928414646,0.784522538459287,0.391809517533757,-0.257252839989027
healthy,-0.130664228218095,0.262798108078812,0.116887945954673,-0.0867094107583585,-0.507821358682512,0.184394612139692,0.0368455762525811,0.0252529637976565,0.0759197280629498,-0.112188065200495,0.514361971791701,-0.560819148325309,0.0275801655347427,0.59762212653119,0.362685017695699,0.411686729267513,0.115268128616298,0.199978272685901,0.0484536333640126,0.32367005486302,0.156759546596949,-0.609480412611455,-0.0939050197050396,-0.41418997386,0.096649289979755,-0.392880108790637,0.322211779486568,-0.354627589232562,0.169378510942944,0.110595934185906,-0.2430391216472
