group,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD45RO,CD279,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CX3CR1,CD11a,CD244,CD54,CD226,CD29,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD305,CD99,CD94,CD82,CD101
healthy,0.284210035818542,0.279755739806319,0.312371730575163,0.0163817905746719,0.136087100913358,-0.23759968465836,-0.199893691490248,-0.4119182177379,-0.352729305726316,-0.0624898177631411,0.254019313362037,-0.577826928260903,0.335996381130446,-0.458541896198382,-0.586943728192262,-0.345671300437579,-0.523513013549227,-0.559749494340592,-0.422436290287092,-0.0074881670482014,-0.0919152729004473,-0.351430781694596,0.43850865848273,-0.0744026440302159,0.328884300899359,0.0132140133481168,-0.286430222047463,0.241173264255308,-0.057389162908412,-0.330497951178412,-0.502309973009262,-0.0166636461131894,0.0982988282652089
healthy,0.38272432307954,0.476455950093961,-0.060151053741828,-0.157864609731858,0.0248389081065343,-0.181330221868213,-0.42947155371736,-0.464405720278647,-0.479372026212093,0.341555487702305,0.547479296767349,-0.673370847843312,0.498332270980727,-0.523330986991471,-0.636839895881809,-0.34652299046648,-0.565945447948126,-0.678600919333945,-0.433024873552688,-0.283655816183541,-0.304038319578272,-0.46296330739668,0.463703562243939,-0.063716381285222,0.464934127390796,0.23139113716421,-0.477712971973613,0.584002882026443,0.290026912990409,-0.57081154300596,-0.280810673191459,0.0099554797297594,0.503525453012584
healthy,0.685976159155234,0.250665869353799,-0.456668740267515,-0.301723101811568,-0.0721768241052304,0.0752581925059061,-0.599602811048748,-0.270697209998782,-0.265652017655899,0.0112020739135631,-0.0296271114420688,-0.48086905983029,0.202498206223964,-0.648024760685076,-0.025681866190014,-0.046323149476581,-0.395229415538629,-0.265382174626178,-0.342067993003345,-0.330982561750925,-0.519047106335989,-0.386819411835668,-0.152934865945499,0.412994727113261,-0.101020446093205,0.0867756858311213,-0.339177812580605,0.427047396149549,0.122453686602937,-0.722532382099016,-0.14689270065741,-0.477651808899044,0.0041295732763345
healthy,-0.0679055892420767,-0.202937720331885,-0.122488275786187,-0.292344613662964,-0.100443277318027,0.0307348447393396,-0.116195799857866,0.10480338087172,-0.0051786123281816,-0.175125906276125,-0.394735502605208,0.184456227945983,-0.153669460462539,-0.209142250626009,-0.0305643013090992,0.177050156755194,0.160330869208153,0.185822834526976,0.0774300811556861,0.0577310166170996,0.0310506201412556,-0.0749043505179475,-0.222337844200143,0.128602120709027,-0.114754933463304,-0.425616533050707,0.0875958014028115,-0.0837380989163961,0.0261899557485729,-0.229928347880753,0.0521501527123728,-0.542246880749016,0.0767132064114199
healthy,0.118335859759317,0.18279878129755,-0.198619147031445,0.0909709217561684,0.0814076979504064,-0.10465945892473,-0.0306411993686255,0.0002635004105176,-0.0507489141446484,-0.192149178255373,0.437120811755315,-0.176144447311002,0.100107034065884,-0.10857142720354,-0.0993535025166745,-0.0529874685094586,-0.129182954970852,-0.16076826654299,-0.115343639392289,0.0273123989189582,-0.0675259678772014,0.0368239420789035,-0.102542546595554,0.178205566119119,-0.290940410924518,0.178516315241068,-0.170816242726515,0.0119410266234808,0.106368114664482,-0.215911648959042,-0.0190383101986159,-0.0518298532494955,0.419765026507254
healthy,-0.401738985538373,0.112090709118405,0.0212945173420934,0.0344928584084726,0.0999756597201814,0.0073631108808432,0.0636187757091371,-0.146856749175375,-0.260940575163174,0.060243038144163,0.369021077208778,-0.595194005495398,0.118000310989737,0.0068819517254244,-0.381385725638885,-0.220111338503593,-0.5417853137424,-0.536166447537657,-0.461917795916178,-0.144819173452288,-0.194357338235627,-0.234406021195117,0.225008894625189,-0.0120882910683954,0.203465380109895,0.114412801152497,-0.408653049762024,0.174763907099313,-0.148209859835754,-0.245418748176652,-0.212815749622286,0.178165562154016,0.125340427205743
healthy,-0.294036303739167,0.237618433788071,0.366459721188922,-0.0092080683718984,-0.043379188569906,-0.0247232010652536,0.13059941097994,0.0318781767002439,-0.52323110830268,0.332329116852136,0.206903617894533,-0.621141857550561,0.698268908559964,-0.32019500259223,-0.546754038870795,-0.461389414472911,-0.469579716765646,-0.609959805843432,-0.235603663389195,-0.021220937335509,-0.15022806826065,-0.260695631258697,0.723498887317026,-0.148004682951183,0.654124744249089,0.546802136729312,-0.297044463463334,0.528814216080242,0.0261866959632129,-0.258179682020701,-0.578847748681444,0.161550016055249,0.399462663317355
healthy,-0.304597290289166,0.180720536725695,0.135949241911435,-0.0291818391791134,-0.0941846813057055,-0.178276284284544,0.117797263540609,-0.187907587922901,-0.156538593831538,0.0195544831024968,0.0561241742497824,-0.0192549862987411,0.168126129392027,0.11232520861678,-0.181461284651378,-0.223686918142013,-0.0381228362782716,-0.0818020649590384,-0.0101927758639881,0.0441205849301847,0.187749437734852,0.0536310920413163,0.180083676049053,-0.260918220846244,0.513699984362476,0.267085043382218,0.219877090513032,0.236273027280521,-0.133149478122358,0.406925198574871,-0.072033192163815,0.108495454273177,0.078791110616214
healthy,0.42666176679227,0.216252778403463,-0.209793870342939,-0.125521281082862,-0.0202928713118339,-0.138699553193143,-0.417143224970303,-0.356044916864194,-0.219859219652138,-0.0114332681107309,0.534403207014645,-0.584185493894432,0.39616301377162,-0.580902715920768,-0.39393197608256,-0.256075137134573,-0.500411252242331,-0.643890013900106,-0.553016407789199,-0.340993152025695,-0.359759594891074,-0.431775005807102,0.253536309909436,0.240963014183487,0.200336528624339,0.254001327939508,-0.387195259122725,0.491202753947093,0.163816187058595,-0.610114630699328,-0.375358870438875,-0.117034455210962,0.169417408462215
healthy,0.0349388421750152,0.467266764822993,0.29647421464889,0.0381417431172554,-0.357638244870495,-0.174493147593069,-0.132198252448289,0.0478231271511302,0.0034880226242724,-0.068131399641344,0.121710911418269,-0.399974637869603,0.565405340537312,0.0013110996409399,-0.707198065766102,-0.504685069386254,-0.3494250917107,-0.381786948413841,-0.0226316768491766,-0.137789756451383,0.0627730158144842,-0.0743925123887875,0.684878714129769,-0.0921582349357935,0.443102578264644,0.373075314016928,-0.222877007521175,0.318772761649511,-0.275087991221873,-0.0758491486277236,-0.157739424372465,0.30438990273826,0.15095054343535
