group,CD7,CD45RO,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD2,CD18,CD28,CD127,CD26,CD49d,CD73,CD99,CD94,CD52,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD18,CD28,CD127,CD26,CD49d,CD73,CD99,CD94
healthy,0.110253837561286,-0.148435909522461,0.481062163460772,-0.561725978880872,0.242125859321922,-0.195559753386109,-0.395634976008722,-0.395566889723462,-0.471157017655684,-0.351917230592296,-0.208855979266938,-0.277750468810376,0.387909162957412,0.336714506625261,0.0577883963319914,-0.222013492137053,0.142732249302853,-0.2380016020615,-0.246774140003677,0.204788179390148,0.548604153712883,-0.230745423907325,0.327688441414539,-0.180206889501507,0.101450801562843,-0.0712162745086509,-0.111596905039018,-0.365795019904028,-0.121491480381849,-0.0368951482569503,-0.0267636431711349,-0.227171051670715,-0.034940655942645,0.104020302116855,-0.0307523437555583,-0.0553173307708656
healthy,0.483500681568172,-0.516092358723322,0.5488820543329,-0.713132165648511,0.503421526846652,-0.578125179981541,-0.64425837951175,-0.624779952804019,-0.707569129228192,-0.475584359924774,-0.336361231073391,-0.508173829006798,0.426126919072778,0.424773142389017,0.17641563984065,-0.548660677033027,0.568998404530473,-0.624710311299252,-0.302256495533798,0.0554143773950643,0.534985147332197,-0.752674640816648,0.461564751998747,-0.61826144987972,-0.630697002085906,-0.749473664650662,-0.760459445456647,-0.506410761049232,-0.57163479978011,0.325506432097828,0.339870647110323,0.181763859140416,-0.683057269713025,0.504580979193155,-0.752383321864561,-0.29516266445423
healthy,0.0307953016036687,-0.405779809430988,0.475723187888005,-0.398051346605727,0.185139398244782,-0.379035793128556,-0.119512574414282,-0.330411870247003,-0.446726547649179,-0.212363959234047,-0.258222281181707,-0.30173381597024,0.0028940183899749,0.0285190045081814,0.305740383714282,-0.142206452405712,0.384396339997271,-0.34559701826427,-0.169477109735974,-0.0669333739387167,-0.0418782236526132,-0.414437954225861,0.0360733813703897,-0.451493333232886,-0.0345719149425384,-0.442617985260401,-0.162499674865457,-0.242160407188913,-0.385207545508558,-0.263475196529369,-0.162318690049173,0.020314631263326,-0.43139804990461,0.290014360669519,-0.563230734303855,0.0002024971533639
healthy,-0.236317611968043,-0.127258746403053,0.200928257323195,-0.468931210533686,-0.0847181214603839,0.122190787019946,-0.0993699264911647,-0.498289126336853,-0.607295992138256,-0.406155562370241,-0.402271277582112,-0.422088786646149,0.157970202324134,0.118478516056113,0.295321790454077,-0.34800251668345,0.0601952833069639,-0.116115800889711,-0.139782470495813,-0.293438729795446,-0.0768017416516182,0.0943237440267004,-0.218899826384058,-0.178363308183213,-0.060480245187298,0.0795108386295534,0.10272651270255,0.104237115280155,-0.154306147197848,-0.159796678887427,-0.13026214845904,-0.383542606926029,0.217092343895745,0.0495775530310774,-0.106226685375561,0.0438432686574692
healthy,-0.434607569870601,0.200136650535639,-0.184628015127079,0.391126517739787,-0.337044912367003,0.361961723485402,0.297724590949663,0.268949053127177,0.350360561983539,0.328472992459492,0.174913657530995,0.290359467252947,-0.177393273247797,0.0283036505237707,-0.216561603699676,0.452334791642353,-0.203660101947566,0.465704453347265,0.262733230558477,0.0557825336717559,0.104004704501921,-0.663371640891957,0.304450642574781,-0.747927318539238,-0.425186911364267,-0.697302353197584,-0.591890276021465,-0.548048206670316,-0.571312188718858,0.0441042927034676,0.0822260390570295,0.307408831685369,-0.716313565818076,0.513389983570201,-0.78977513394477,-0.199105369918582
healthy,0.0638489138290863,0.0069353946027784,0.324919741553485,-0.682927184807217,0.141328884255418,-0.0798113191585761,-0.509448657353049,-0.564468255463244,-0.685240441123517,-0.495481142982633,-0.277712683832205,-0.345631423215614,0.228870532359959,0.14168193825657,0.331535279094138,-0.281589361228289,0.148059603582319,-0.222396283763995,-0.321420561480894,0.165640685183135,0.0323136792503001,-0.586473371974025,0.0905307824720353,-0.205327251874565,-0.353380677210161,-0.528124500051244,-0.603023921139808,-0.505365316525786,-0.256970180973963,0.20764588797714,0.20433558304241,0.343797289137821,-0.342679331766466,0.232552391909847,-0.352295241155749,-0.164376429174299
healthy,0.0503297535594625,0.34379609481313,0.228469111139602,-0.430657519650007,0.468134333357987,-0.129915379734014,-0.254040848425849,-0.283217603167352,-0.566267865091991,-0.328035403876172,0.0644647479823359,-0.0375835656048778,0.503555531076053,0.299177718378189,0.352231896263167,-0.237434258510131,0.321541840478396,-0.116374560605886,-0.650846797029997,0.231141104316555,0.327550432943423,-0.720372925434948,0.689752813913184,-0.377441649674634,-0.530197216781508,-0.515995127150906,-0.7170464884182,-0.342101526618877,-0.277002147486291,0.714999470197217,0.529552266721321,0.518092040230451,-0.437796300811867,0.533162179187492,-0.369625957464131,-0.749571718921164
healthy,0.239714993973796,0.120375947291974,0.209462038246623,-0.676217559086228,0.267596020778873,-0.233535116772354,-0.169328546136851,-0.590118626970549,-0.790880497305469,-0.589315640211517,-0.158662138612092,-0.413796779803442,0.340279377694005,0.527364309055374,0.580481970141884,-0.417776760610412,0.352227295706697,-0.0748410820635935,-0.232757733390528,0.282282282834719,0.290981311066091,-0.757772210004228,0.235126922101546,-0.411858335560905,-0.0775502499543803,-0.608298637449146,-0.641703912342511,-0.594612138898131,-0.451243764376472,0.158214093711783,0.353311358378871,0.240333682732669,-0.459018532953604,0.513372033206776,-0.158337193322499,-0.471366994988592
healthy,0.264480774695651,-0.507739039077076,0.501809967874383,-0.692466002277564,0.438532665957935,-0.700801292615132,-0.434483787060332,-0.58356395171484,-0.713999701645469,-0.563810033906106,-0.416875373820918,-0.484691740782496,0.266118664692026,0.227615334784803,0.226217751170636,-0.462504554121164,0.568968189963462,-0.685467055822686,-0.405344333191912,-0.0485574584641099,0.568361325067988,-0.678124700987427,0.424117225232302,-0.68312667068069,-0.434236830033524,-0.561908534862881,-0.737404246936691,-0.65459712711578,-0.509786675027257,0.232167256156152,0.172319505044648,0.249257449987457,-0.522652723614613,0.428073474800025,-0.699982352877441,-0.448041041945438
healthy,0.523750250719893,-0.121131313544177,0.0943664610973564,-0.355335081436059,0.565007473615511,0.0614920667760302,-0.54181856511403,-0.201430681869226,-0.338705376972554,-0.06816142505219,0.0141483627127355,-0.0803248211708486,0.66204739307199,0.458016033835751,0.406385830120838,-0.210025546233095,0.356730945851675,-0.0150522553197245,-0.141873171129399,0.314150680677234,-0.0770658585741227,-0.314264783986819,0.27094599905233,0.148727227806182,-0.209567875107214,-0.039413927107299,-0.280258880960126,-0.199645845150596,-0.125526571687101,0.422713562194366,0.301485880408513,0.251423726034437,0.039167465423112,0.115918123895346,-0.0793410483402245,-0.232679494605879
