group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD279,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD2,CD226,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD99,CD94,CD82
healthy,0.210252761365028,0.271308932320894,-0.0522941542655348,0.0358321205030392,-0.116342609555502,-0.0312106252798373,0.0873208197284795,0.0886875339729479,0.283365575268313,0.0743520347446868,0.215689990720803,-0.0163552982968151,0.151817718117259,0.381103844873865,0.360025476024267,0.291175036911213,0.247705731265543,0.271677156608663,0.0642589218787522,0.163178205628314,-0.322052160806644,0.130568574412624,-0.315291063759192,0.428816847780776,-0.122991970394011,0.182424971634252,-0.0518747314670585,0.264072290371781,0.193163632544871,-0.0483897388247814
healthy,0.0062158572238127,-0.405547332297339,0.307018219163727,0.31191932045725,-0.202305898618228,-0.101039559691672,-0.0574758179715394,-0.518424491347976,-0.418443110641995,0.447689787696397,-0.62064727610221,0.38123486373374,-0.562178624197765,-0.467012020869609,-0.657170353516721,-0.60664830569528,-0.451252477366543,-0.460409129036486,-0.159942864601651,-0.430129001803304,0.219388923809674,-0.0553155405113196,0.212293547831804,-0.507196503130847,0.0612904957908902,-0.573549532675059,0.389801038942725,-0.604172463692757,-0.240932908713774,-0.158310225951581
healthy,0.279758425351725,0.242048170355308,0.479168418432316,0.221874028422612,-0.293167464818304,-0.224084736984152,-0.0535106919401488,-0.344713106186974,-0.0850735044969947,-0.318671301467425,-0.218037020848725,0.377583336887286,-0.436050719211179,0.0116148993762023,-0.145045005829291,-0.288038359240798,-0.346925795935507,-0.0561249572349791,-0.333222978837131,-0.21934106765578,0.145686676543301,0.293546201012207,0.0497542357489969,0.138086763810175,0.0984301293058647,-0.260426313914919,0.405537408717833,-0.482381134848994,-0.103811079721674,-0.369657322114326
healthy,0.0146092200116872,-0.040159861794844,-0.263378449629221,-0.111581062835129,-0.0617163003033729,0.0603752807090898,0.0778371368531948,0.0506183657088666,-0.0076414690143287,-0.116272659569968,-0.0967597571056,-0.0908217593620563,0.0351503728769387,-0.0626423080717925,-0.0665892372139705,0.0438284706399628,-0.0284997236852146,-0.0706985032640854,0.0643925072744615,-0.0075326276945649,-0.0489221593475155,0.0409878636138049,-0.112305451625118,-0.0065505722652346,-0.0005482045279402,-0.362924169794927,-0.253603380780272,-0.163582324219686,-0.0484948526305577,-0.0995223256389016
healthy,0.118325596892724,-0.161648756847872,0.41536382504886,0.517456310193764,-0.183111963172391,-0.169873762036519,0.0236777694850557,-0.396760636200188,-0.308651980861024,0.290409610494315,-0.607295143646533,0.516405093116178,-0.639125008700969,-0.434892433930603,-0.438785210329459,-0.519810527882479,-0.415498936510319,-0.263707928705216,-0.310609778542416,-0.306042386958155,0.173744119319123,0.236831629390296,0.149441144133697,-0.294269354562419,0.337070941290595,-0.477738059913053,0.442267754312506,-0.633295919360549,-0.168531933979327,-0.0599384928559166
healthy,-0.0390539500616309,0.260873433584036,0.344101712712375,-0.0266383361824456,-0.147554750835721,-0.114905224574913,0.149359848005646,-0.323986257702615,-0.0157438269510866,-0.419405723805552,0.0934824318658669,-0.147575473452106,-0.21577522561419,0.0962896639051351,0.0928400524060577,0.171717296744737,-0.0605688358991681,-0.0879312453828247,-0.141040925496405,-0.0982790062366954,-0.224445713976616,0.150047264675499,-0.141048733957258,0.0812652267030654,-0.242221393455387,-0.0895899016179094,-0.258294133721177,-0.268112492255384,0.12506132943018,-0.3205608564551
healthy,-0.357444872266546,0.236042332876504,0.200022824757532,-0.222895677804083,-0.389806707633146,0.0162418068112884,-0.0372540287107523,-0.0299175703318027,0.0219792222125683,-0.270265341205214,0.700721288568784,-0.672703673794292,0.450205179263267,0.589423190926735,0.509625399725902,0.640169596564869,0.319495146709497,-0.0484635297700624,0.0508246629837429,0.350075380693344,-0.683510921997094,0.064483109740487,-0.612950073500958,0.199342165372316,-0.498757373327272,0.421676092112665,-0.5212168604424,0.382859964637627,0.644596378468579,-0.0957923401709519
healthy,0.272343772876759,0.0344430046025292,0.0505317159850882,0.0797992010559867,0.0711595215659336,0.128530300069475,0.110299414977707,0.0019914058783832,-0.0310716596477202,0.0477709648127257,-0.413872457138185,0.279466010966409,-0.160844408647719,0.0136552969669794,-0.228897882946078,-0.197930468552529,-0.29341853771311,-0.0991599267170115,-0.0433571236953085,-0.142218962064548,0.256202583958101,0.0834089563427698,0.0086034636955284,-0.0902006345234371,-0.034970750043053,-0.3870674198505,0.205412481324897,-0.104147106504308,-0.331205295837043,0.129714659057309
healthy,0.157152153496963,0.135710653258245,-0.369540045852685,-0.0954072387663473,0.179125290860566,0.163455090145122,0.0182839020817429,0.344709077352162,0.2934090157164,-0.618330616289991,0.267134707118309,-0.170505211405159,0.509936652205232,0.123835790099758,0.428787079145269,0.446818841584674,0.444347968724525,0.346558286619718,0.210298282704597,0.366660903418192,-0.0502250217127827,-0.205818144608616,0.0546846256020927,0.291131090276775,-0.256408853181724,0.309781752093469,-0.222216522785667,0.577639611387067,0.233289545572171,0.212593985401038
healthy,0.0267589514804161,-0.245899955383814,0.14433979044964,0.374026445790737,0.0973550546390724,0.082815381154761,-0.512614322605724,-0.268247750511651,0.0077683068796658,0.116805226972587,-0.520188331511378,0.559117216357607,-0.0372144972937679,-0.440943572158287,-0.33305475703944,-0.323210483567823,-0.228582284634596,-0.210925336854596,-0.237665982996364,-0.200145271836892,0.510927322049277,0.0177394446905667,0.167731940510439,-0.13601393809635,0.292070329088541,-0.258685841336799,0.283260799333969,-0.18879234571268,-0.135627399478343,0.239226482506785
