group,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD194,CD4,CD45RO,CD279,TIGIT,CD5,CD195,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,ITGB7,CD54,CD226,CD81,CD18,CD28,CD127,CD45,CD26,CD49d,CD73,CD305,CD99,CD94,CD82,CD101
healthy,0.0739945977739907,-0.15184118357457,0.275596472304333,0.191006744691561,-0.0008438178083137,-0.0105077786350232,-0.010169967096646,0.229295302878901,-0.226853704453383,-0.0225402352441328,-0.230386684787148,-0.111249353216154,-0.286968735776714,0.283803562623418,-0.232179274686994,-0.0066678113956087,-0.308329112570046,0.0761459763880495,-0.417644972743113,-0.271177039050716,-0.086549287932054,0.0004671134296022,-0.0235410241029082,-0.140619712540314,-0.220105909301338,-0.0012638453591939,-0.0753422394946343,-0.149504613308476,-0.101029713656535,-0.402730781904155,-0.0074209936070174,0.23631643284161,-0.276427074390308,0.0109399246573002,-0.0647368687548153,0.0571450978085245
healthy,0.105044779349065,-0.517098702417368,-0.19578956201456,0.294208692595991,0.406388714097392,-0.0381009489746776,-0.0988106177231043,0.0222999010071734,-0.480364646561106,-0.469044799091364,-0.471832923257902,0.288475743910145,-0.241218025437208,0.430614211673455,-0.752767481501965,0.487273559554313,-0.585053051678742,-0.703678198757906,-0.738940800267947,-0.773592646935074,0.186285048226265,-0.490677062986588,-0.251164406354851,-0.459120721427124,-0.582086749190497,0.41906135232931,0.410691689072147,-0.506337824381115,0.204961021615861,-0.691974022622725,0.548050150151234,0.180845577993501,-0.744878186240483,-0.330142969557265,-0.0319044870170017,0.47896271426451
healthy,-0.0519478519276659,-0.110108069723515,0.105632641125744,0.631661470669012,0.233684917836012,-0.359342972333675,-0.282396905174279,0.0064037810151194,-0.55312844623749,-0.254334620398259,-0.176970890909419,-0.032231580443212,-0.0140324701717044,0.0660970851923554,-0.510645482653175,0.185272058719815,-0.656392098210112,0.0133984244151687,-0.613437635044396,-0.409706638148167,0.125875029261283,-0.467906700360848,-0.254231359615374,-0.379659335039023,-0.638850607647021,-0.179481713887487,0.0207553436519005,-0.249486922425792,0.0285986489988755,-0.672748447572443,0.412514604521847,0.0257901864841469,-0.761500274461127,-0.179389626639185,-0.461489686911435,0.0950392597750048
healthy,0.0195972962196317,-0.0620595516586241,-0.0251546324563022,0.188865361930636,0.0954275768044723,0.15910960056801,-0.139707152818875,-0.185276305847012,-0.168363664899419,-0.0583726462830978,-0.0428837572299702,0.040226400460963,0.0373629050699002,-0.0927389940921539,-0.224422214576557,0.171055047343053,-0.125895345509478,0.136181203933879,-0.113268701879951,-0.076112939974515,0.111643241610715,-0.0910010581927852,0.126411944110839,-0.280801499836223,-0.199971409929396,-0.0071452297033406,0.147612644812856,-0.121219955610191,0.114589145707984,0.191764031163282,0.327900430137495,0.180565788035413,-0.0374943060047832,0.113521014500103,0.0162341456591358,0.1468559543073
healthy,0.343427947773627,0.0498398651495997,-0.191829084327617,0.343355548204787,0.488832055635034,0.0335241516826563,-0.133703342356074,0.0519645954943307,-0.207616631565781,-0.231843161197552,-0.294937456272295,0.365786978508218,-0.204778354073746,-0.0624695975808048,-0.369643558221408,0.380171073738426,-0.467767086182683,-0.359060684774737,-0.283648155853664,-0.353203150120882,0.167538173046672,-0.347291224948426,-0.217205555389623,-0.0432571393728864,-0.204789429252976,0.288922092602679,0.261704872674811,-0.0278583431227165,0.250882407762866,-0.34851475495507,0.408808764025578,0.336299195563535,-0.440621035977123,-0.140067472305414,-0.055549238049154,0.0333412345540067
healthy,-0.117354253748202,0.474788565561517,0.144509126991451,0.387614779700012,-0.166270629246309,-0.215775044038805,-0.1630407816484,-0.0860989407760235,-0.032790959000948,0.136721318774701,0.315084803274122,-0.137545435862244,0.182209547649238,-0.379614369011478,0.655385912848329,-0.259556926037839,0.009234535693126,0.406260056070068,0.575301406897204,0.648821369205037,0.138680272235314,0.490426575068452,0.026806629143601,0.472198167668271,0.284291080864308,-0.338144958811761,-0.26094878254183,0.470425304149835,-0.364649255653649,0.379350324082983,-0.268014970874796,0.238297000606191,0.211839665040217,0.28329350048993,-0.252828445874921,-0.0840261788908728
healthy,0.36056873002003,-0.103746002740978,-0.255494363669472,-0.100153565234508,0.322211611157443,0.274876486820593,-0.0697624273513436,-0.0699727509677989,0.0168962904633682,-0.0061600876360665,-0.347785555533922,0.220947062413059,0.0474768223765183,0.1448645873609,-0.513453422824921,0.695685602779373,-0.330077583276964,-0.590205351884006,-0.41044160194914,-0.500308040178844,0.238792748829833,-0.271245418503571,-0.144658605380095,-0.0952311700919411,-0.263768712109209,0.675914996475541,0.586117585503684,-0.0986995583980508,0.493440619708951,-0.32359042399128,0.487010131698447,0.129002952323563,-0.276139358614271,-0.454142171324139,0.0627218270682611,0.398039467769438
healthy,0.406750501296526,-0.131185486393494,0.194435826840661,0.0547119166752414,0.358016828982794,-0.0022826624770104,0.0320004525171485,-0.176000032302334,-0.185611841200726,-0.360320774901473,-0.532188804854333,0.23840740001929,-0.180771954148813,0.0435496307263952,-0.720826734231892,0.353634434388493,-0.522842716485248,-0.0972050954314937,-0.529610940626521,-0.586582230868033,0.148476102854096,-0.634739611271972,0.227917203614422,-0.442587470668904,-0.386100496442659,0.303275882615433,0.471383052897862,-0.243263774073909,0.425355656709162,-0.565083183221324,0.598797936766999,0.237559713274806,-0.29813764912309,-0.230513914303428,0.0744368734360538,0.603137194949608
healthy,-0.0101090712088529,-0.155395735706706,-0.13709749302948,0.494398555570319,0.245346371503316,-0.253858114237228,-0.133574470966691,-0.100756629866196,-0.51101233043499,-0.400128475199089,-0.270020487616044,0.0589556599109312,-0.361415472270301,0.545540587593523,-0.675147034650404,0.413990051372659,-0.740761365028179,-0.409624531204026,-0.634380192085554,-0.752106300400927,0.306497620543711,-0.66945851478759,-0.329333210957054,-0.487369132693043,-0.553463050343635,0.23650483349918,0.169108708714709,-0.344489519469904,0.272987749481657,-0.563434876436674,0.478567385311749,0.184556336358172,-0.78006064142757,-0.414541690790127,-0.163910122342187,0.21259187234003
healthy,0.155533627500445,-0.0124083172219142,-0.106576128015007,0.102474192045541,0.375427468778467,0.0402729629803955,-0.0761219202080975,-0.0357496962149981,-0.0252296939280841,-0.0508849555917372,-0.127424586510853,0.252515405914435,0.135322388799199,0.0550117515496489,-0.141233398683872,0.400761385327268,-0.185113722433079,-0.448890161185197,-0.102706825294932,-0.208864246195751,0.171205647670844,-0.0671668063592827,-0.193519060992885,0.0559839711410719,0.10551808224512,0.364042991689103,0.347200595098042,0.0798738175408277,0.173031773805855,-0.123570447981108,0.308417064985971,0.0540156630324118,-0.0655614632939015,-0.164504140457265,0.154438747411173,0.175915571711144
