group,CD8,CD45RA,CD7,CD4,CD45RO,CD279,TIGIT,CD62L,CLEC15A,CD27,CD95,CD314,CD57,CD11a,CD244,CD54,CD41,CD2,CD226,CD29,CD18,CD28,CD127,CD45,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94
healthy,-0.124108846235631,0.181314094739432,-0.130656146712301,0.172505509618732,-0.0484189365759882,-0.239073096743867,-0.058179029647852,0.473367899068249,-0.171001641421125,-0.0046444755238378,0.116009509944593,-0.149151486622847,-0.305011291762047,-0.120695497501649,-0.0755197391156682,0.107044316254664,-0.164993173728883,-0.172010366530914,-0.172892753347586,-0.139341012439217,-0.0005298499657494,0.257672182750356,0.20378893422234,-0.093760644562255,0.0194460953054885,-0.208352037199852,0.140457200167855,0.0677423592174321,0.153368199113047,-0.0363015264079474,0.175802801142202
healthy,-0.269887758504444,0.407177915216465,0.483336879621115,0.0041645254676319,-0.513618425042954,-0.510984057661996,-0.515553747010208,0.52468476147511,-0.739115864208754,0.521381413755244,-0.590654722733025,-0.062534075574431,-0.691766536784018,-0.666748442844234,-0.738996171655074,-0.485235428498824,-0.176392578151228,-0.346629919825195,-0.296913499737223,-0.336719763333772,-0.531426486691578,0.447803823277472,0.445907304378696,-0.449254207911122,0.194655667435268,-0.594395404276888,0.585541785622395,-0.21114989461504,-0.148683972655437,-0.659018111806664,-0.315234315055289
healthy,-0.158027158668016,0.695738289852847,0.288134444636534,-0.0800918813196385,-0.627239056138359,-0.288412935884395,-0.304163249770971,0.117242445985995,-0.554045494934348,0.223205561735484,-0.707492863408669,-0.264485425679807,-0.0232558845762089,-0.529669220767558,-0.433676768846484,-0.427104916477426,-0.22673824442039,-0.419744071114996,-0.39198010074516,-0.564546320525876,-0.4897295266853,-0.167609091750017,0.0763425966096516,-0.241389393946239,0.122886148694304,-0.512337941070111,0.523951009313524,0.0200983816591904,0.0142548694821491,-0.772110850360009,-0.163164893783457
healthy,0.0465331364253679,0.0855553510558063,-0.039991855001706,0.0192834516417681,-0.0653245608529335,-0.0699232666051013,-0.107578988462697,-0.0915407519358821,0.0220558788811374,0.108663799407678,-0.0457740491449059,-0.0339734790611369,-0.0103697973776873,0.0759310810196623,-0.125355145478184,0.048303933120052,0.0304867698706222,-0.0223490882547646,0.0524609510987583,0.0379864284210806,-0.149411593809822,0.120179899152848,0.0932561542651378,0.0001662008938086,0.021274038378831,0.252103562176708,0.170894200926651,-0.0461962157969433,-0.0796171235117556,0.0582153835065237,-0.0832473131735498
healthy,0.216528185979829,-0.380066619018198,-0.485300334120468,-0.0986066717736086,0.355011918929383,0.296706112250087,0.321136308532808,0.0874320847944114,0.650248451948743,-0.354172619689113,0.664692996941928,0.169416084492184,0.432954745518356,0.612666189633499,0.542622992128018,0.49202762749633,-0.018925325573842,0.313215948487144,0.375624437702986,0.368782292234945,0.523999327861211,-0.0654680939441084,-0.132888139009794,0.321944384456555,-0.294163892586993,0.637617501625377,-0.440488418099231,0.054856888889314,-0.0890252572921442,0.73978347778978,0.247568956208951
healthy,-0.307148763462933,-0.48730699338307,0.0794660363139204,0.0835342460030006,0.0243599892371092,-0.113477902876702,-0.210260093360734,0.197330060190776,-0.64548299624904,0.1333389765768,-0.062902627592069,-0.24685452657553,-0.457918080679828,-0.601197283770714,-0.603828585985241,-0.504022137800096,-0.115665412228472,-0.238152580850533,-0.0483784299875099,-0.139317308347078,-0.309681765381319,0.189540100850884,0.169193831580264,-0.497500188571278,0.178905637400253,-0.344195775106217,0.177704135948575,-0.0762489965248696,-0.0809084000703989,-0.301203190895702,-0.214739302752122
healthy,0.207370237442529,0.479859128175765,-0.157713243607536,-0.273748562996765,-0.352042935021935,-0.0519935018150209,0.573692027389803,-0.199387965515762,0.640855349650507,-0.584069503215972,0.258057903847396,0.128789938012302,0.33343667655116,0.381681132937414,0.729244951436001,0.343917012463242,-0.0599193539689552,-0.217434140398965,-0.0756720567111606,0.22908467026507,0.173143283717317,-0.65341710098083,-0.573918383559474,0.101813613522156,-0.540858675790958,0.288736145055735,-0.459607290568131,0.0686446164466142,-0.0177379231897965,0.257200118694748,0.703046577746747
healthy,-0.128864683801902,-0.0002786800460102,0.0335853116090767,0.0967969644483247,0.09287532616717,0.0718135102591363,0.134616525610811,0.0612177310082554,-0.0356004755166877,-0.134131336536806,-0.0652681056770824,-0.229723889029528,0.153649535113947,-0.235850837672561,-0.147999576834052,-0.147302579690429,-0.176801130504971,-0.153827248759998,-0.162590548579846,-0.143495457098038,-0.344690193839067,-0.267103674311546,0.0503962345568429,-0.0704455069484785,-0.198866818130535,-0.0740915966506083,-0.0232526762769239,0.0183565224812364,-0.0070070075475631,-0.150242021393042,-0.194018856798536
healthy,0.104671383058867,-0.0837437217042784,0.0034781595997856,-0.103831700085037,0.132835499759028,0.115583297580702,0.0855935754501842,0.217176322383101,0.33331451863812,-0.164782879419332,0.281673868310875,-0.0406918691826917,0.345090937623983,0.278012994668517,0.382001434908141,0.44634680511815,-0.056674994126753,0.0728866901451301,0.140240244892293,0.145814397742738,0.327463116331656,-0.407292895427265,-0.33163653995704,0.0832358363701323,-0.129047229464291,0.370790848901972,-0.246886788934315,-0.0387380490435775,-0.0331732501519226,0.340708714601311,0.231174688945288
healthy,0.172694450061245,-0.185273484647015,0.343123673394711,-0.144944769673093,0.0247271062721163,0.156391979899165,-0.133065183097311,0.0999866465047668,-0.476262446350765,0.483112811927423,0.103635191357449,0.0895745013713371,-0.574145884797795,-0.253486281604599,-0.395717129859582,-0.0698157607111362,-0.058528527638149,-0.037359921340361,-0.109742175206539,0.169825567184903,-0.055269760666848,0.65020067514401,0.445789345919978,-0.0888131197291116,0.427419471920081,-0.0744863401115243,0.244231652288009,-0.0911322696440222,-0.0500174066672834,0.0270263264938902,-0.327567947763224
