group,CD52,CD3,HLA-ABC,CD45RA,CD7,CD45RO,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CX3CR1,CD11a,CD244,CD54,TCR,CD309,CD2,CD29,CD81,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD305,CD99,CD94
healthy,-0.11622631281899,-0.0771571799886387,-0.0238429120389283,0.196730023710913,-0.23981000748775,-0.0787918066714504,-0.0008332933933937,-0.120207368503354,0.079384550978538,-0.0722729442075755,0.0524480478266863,-0.199446897929409,-0.101019983367308,-0.207806805587912,-0.0218227964685601,-0.063994539855512,-0.216741860461609,-0.154500575142414,-0.238830062939652,-0.137933007137921,-0.214306242804235,-0.120961630416099,0.191343141971456,0.0840226580256615,-0.0585542784182993,-0.12665790095717,-0.181474609551664,-0.179205259244885,-0.512747032171285,-0.0824599567725646,0.0545045577651227
healthy,-0.0218413583748678,-0.447360175891797,-0.294759882200749,0.179642796025806,0.20561161419906,-0.378210949048963,-0.327147962574705,0.431975643790237,-0.575552189426065,0.265890786572368,-0.449911442847617,-0.441189161265474,-0.217855839928989,-0.634771614802948,-0.596525013821542,-0.356151906865499,-0.315063103354103,0.008856215237963,-0.392361289403181,-0.12468207331343,-0.502556383217952,-0.455120006443931,0.187717977944647,-0.0018546103855036,0.201813173689888,0.17684458961786,-0.546623864220421,0.322666942017473,0.103202193184369,-0.595992141523771,-0.16524308564769
healthy,-0.187149197162375,-0.18250365427874,-0.107392665264118,0.401432550611636,0.0306864625142452,-0.521354233231379,-0.187573739871138,0.12056177282914,-0.37413608747068,0.173852579314795,-0.584523936713336,-0.0122424497660099,-0.040510797362368,-0.358833553214518,-0.237519217951318,-0.333888111253849,0.0515893127366506,-0.105720875669697,-0.32725785962559,-0.124173363857687,-0.197070684858758,-0.414392592562193,-0.303535130623808,0.058224455293848,0.0169957448656284,-0.168337133303369,-0.216407451495693,0.26119506787655,0.0655405076748263,-0.562027310943937,-0.101093539798925
healthy,-0.435907995202814,-0.353926319208617,-0.230662093042907,0.0901638700883641,-0.284201214979248,-0.42330157256812,-0.0313211597660426,0.119661010412571,-0.290906182602827,-0.339993435451085,-0.328067061861707,-0.129266262785768,0.0198893034181756,-0.335720523867831,-0.142225382631074,-0.0059355257757567,-0.373708220516468,0.0024323996363757,-0.316159397745712,0.0864085677723411,-0.30125598384722,-0.199283711217578,-0.341741054471523,0.169236710338497,-0.263355289151717,-0.209686689147682,-0.153203851423331,-0.0292779162875835,-0.0916700277605539,-0.366945793170273,0.0148911684111768
healthy,-0.285323424523179,0.0952802359882006,-0.0078761698706289,-0.106241232157018,-0.298103261265478,0.119301223468625,0.28492457204988,0.437873443873425,0.449539440167902,-0.135887903363599,0.461345379959886,0.379008816901205,0.0699226745250213,0.552513424885716,0.409131303204237,0.355403100273387,0.0499001856590179,-0.0722379167488498,0.156462851997175,0.246489881480007,0.144748539384207,0.441964603017679,-0.14644918780455,-0.0687816615854207,-0.274661645538864,-0.269177130983113,0.536895013187174,-0.362682607209242,-0.072283658097114,0.491593153198734,0.153437245075104
healthy,-0.210652162348979,-0.348475281586012,-0.0441535304045948,-0.497399794863252,-0.200664553974102,0.145553611194257,-0.190714022344154,0.115944994969754,-0.219011029134584,-0.195428659690407,0.0096876441008709,-0.172349650310655,-0.133129470989942,-0.120728392138051,-0.298450781029257,0.0010269858069042,-0.286617558780473,-0.152567465519194,-0.0925000216712273,0.120415841338284,-0.332236272229418,0.0579960197172178,0.0258696173960373,-0.0425720497776143,-0.0074344127824271,0.0083743100442743,0.13818330928623,0.0491742729289835,-0.221832405449892,0.161923783359578,-0.0974856414652203
healthy,-0.107974901930766,0.356555504796711,0.44810935045961,0.401366295400671,-0.0357155228739454,-0.272796302063846,0.426854717781833,-0.305884983762109,0.514020810957025,-0.424402899084047,0.218039835577645,0.290652309914377,0.328465343114287,0.345082990711131,0.624722588306193,0.343925576075716,0.442286911061538,0.0810699125723996,-0.0461230394396224,0.132621840426508,0.241044214404854,0.130482586518977,-0.510971799766829,0.23262103699188,-0.334477694236571,-0.337754211090249,0.325209906510796,-0.310732349057292,0.248827110037092,0.180699726819042,0.632945874393002
healthy,0.166849885926417,0.0143259305598999,-0.331577249283037,0.051354161974533,-0.0428611696669542,-0.0299938826400989,-0.242609068976768,0.217032483747141,-0.423553656894986,0.298740763219672,-0.257653998523174,-0.0073359634527254,-0.264105174209412,-0.455181705149872,-0.281847469993198,-0.287036057855224,0.0506132901773369,0.0906841617075108,-0.143589972742303,-0.3849674674328,-0.0657701564755063,-0.252742556754394,0.195231069116432,-0.0394829746960575,0.244954709524474,0.0666528420905712,-0.244261157007173,0.464356867975419,0.0866557794285988,-0.146546053101381,-0.338629697228183
healthy,-0.285617823638753,-0.334439995649917,-0.252191896593677,0.228008489244681,0.101853909423224,-0.375650484111453,-0.224800539418774,0.686046984224826,-0.51810650907009,0.275151083354927,-0.491634780429505,-0.326582565746222,-0.20595803842449,-0.4464094900036,-0.520562809867034,-0.392903177106343,-0.207820528862503,-0.0904768725913555,-0.450929441715324,-0.298856706367623,-0.540010287240913,-0.344915738844805,0.0543855024464549,0.113771690519758,0.0473563846539653,0.12141055051886,-0.281873243805122,0.332879445654002,0.0961030540107717,-0.472591581590548,-0.328500444265258
healthy,-0.315583378961282,0.0805652453472829,-0.0344537816603436,0.0188345241459795,-0.395349369078759,0.0432075227040056,0.0773908619783789,-0.104815028218498,0.465908195428922,-0.474472708925825,0.100630249808427,0.544299926144913,0.331433593478384,0.267588601590512,0.349091402492002,0.176759983755551,0.130819424083168,0.0073106224092942,-0.0007143906727847,0.0243760155785176,0.217772123529341,0.125215430776424,-0.601789479340964,-0.0590833241592586,-0.376190247240693,-0.3323918923479,0.29434747444302,-0.368996564451322,0.0847042783425214,0.180162304138324,0.109251706247337
