group,CD52,CD3,CD45RA,CD7,CD4,CD45RO,CD279,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD2,CD226,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94,CD82
healthy,0.0109440133573011,-0.2749372450075,0.320549780559699,0.248368730972075,-0.0481931731795009,-0.210973789303421,-0.170829327598216,0.0234269074460915,-0.0529511966113366,0.102367844206173,-0.318897374965713,0.195558477667073,-0.228400346843407,-0.243734793924985,-0.229173170686177,-0.263728270962064,-0.223506241977115,-0.137504627915587,0.11726184635524,-0.192273202276969,-0.111309753924188,0.221201303404481,-0.0796331922324289,-0.16674318387718,0.0266613131866166,-0.212153485530204,0.0027625596639261,0.150013980692896,-0.174857455284606,-0.293358812294633,-0.332440414808984,-0.186502506274658
healthy,0.141270988161119,-0.392382002434625,0.44582039593548,0.477040105408328,-0.0071078460495466,-0.5050966510849,-0.494927063814805,-0.506663391374718,0.308307548253535,0.586816970148522,-0.697567530646627,0.506445582090636,-0.569828231175571,-0.62349572152334,-0.61441729584701,-0.687497539810668,-0.467585236522309,-0.32008629505128,-0.292160653506927,-0.480365535903256,0.416295263358805,-0.0714820152932298,0.421871612273599,-0.412950259502141,0.190880263985273,-0.51950396015356,0.568559506480777,-0.221225368770994,-0.127283843253527,-0.601341141127002,-0.282006398794765,-0.0470115160094484
healthy,0.17398167644444,0.191737202426301,0.604274774415692,0.320683493077328,-0.0852221602574907,-0.547851636600013,-0.231875975615974,-0.258845962701829,0.143240333873141,-0.0836665205726338,-0.412623275200855,0.331510723550467,-0.604782211271724,-0.0544895593810413,-0.29725590974641,-0.372442188681577,-0.369251752314013,-0.185511683218903,-0.288233164559335,-0.454826000132317,0.0728840007497384,0.09892566463759,0.0442223808712997,-0.0209962391424078,-0.075295877958556,-0.419479174191908,0.507558735034082,-0.0509836630503935,0.0111614145060083,-0.607723553083651,-0.224107748007055,-0.432737627452449
healthy,0.0441503484989922,0.212605812813458,0.0887012153376317,0.0663985412859659,-0.0181248560067729,-0.117529888605014,0.118121083064918,0.0292796531304043,-0.0835182557696016,-0.493546257149155,0.218054280838004,0.103010404423968,-0.161441111235612,0.0624553824415127,0.185753406914625,0.199328627799849,0.174883000046727,0.218748581349196,-0.02886037179245,0.111509570521313,-0.147065244023389,0.0603902249887199,-0.124631528053924,0.238336185447329,-0.220224969810489,-0.0202394489915902,0.0072874099217278,0.0810258586847079,0.0027027302054363,-0.123802205437071,0.0964192706068148,-0.480318756693329
healthy,0.168938437795587,-0.0861609776654025,0.440115225665015,0.55580388172565,-0.0134303150697808,-0.414940037234406,-0.318689796499331,-0.300062459532332,0.229129793510325,0.236196330660303,-0.566189881170869,0.507318620174947,-0.614086692386741,-0.417817622329248,-0.376491999076031,-0.481201792098477,-0.377796558283801,-0.196009849349419,-0.287783961194967,-0.268004221016533,0.174834901898237,0.179345682763486,0.211087072987456,-0.220329858462067,0.315288643759795,-0.426557372426289,0.52838709350092,-0.0505374189321412,0.0298849108036024,-0.590964687987759,-0.145619587931622,-0.0711870737567392
healthy,0.141621062868508,-0.430743117864937,-0.346321922280619,0.220120901304846,0.0509218322705711,0.0779614374527617,-0.121015328389718,-0.319835105439744,0.147601132153778,0.297341268406397,-0.578039793822091,0.324646252574028,0.0217313048088961,-0.434261702397817,-0.48381269917201,-0.62182724765084,-0.459806179243402,-0.157588348777695,-0.0113884696700317,-0.278380218729308,0.391304335805102,0.0071547373106586,0.371781277915378,-0.416510789014047,0.373873901527955,-0.287221692965398,0.277485916944909,-0.107207745755201,-0.0600361335560851,-0.162583632235003,-0.271028350407638,0.231112459696204
healthy,0.313494584926448,-0.330047205725598,-0.395810105824073,0.154683706402359,0.0888071375064944,0.228912695840119,0.0549499009740918,-0.613599388340091,0.37288748258472,0.323139446412017,-0.720322524874088,0.693659979152203,-0.390877586514906,-0.54542988256139,-0.526057560529922,-0.708118716342256,-0.304873167666244,0.121233439926907,0.0328033949953805,-0.268262597931737,0.716795170597593,-0.181704216083181,0.596131868029911,-0.226333181056799,0.550629527862374,-0.351289133242567,0.511646911074335,-0.105939395581768,-0.0304107850827013,-0.325704044166208,-0.749181067761075,0.203266150374433
healthy,0.188559095178112,0.0142991197104428,0.30200987067499,0.328123979424709,0.212388797221468,-0.294888236693347,-0.346348885279882,-0.429273843901026,0.185870366692952,-0.0046127160545995,-0.423478934658561,0.283242215911106,-0.563756265919496,-0.0403883687293184,-0.441908085602945,-0.385893149513377,-0.535852131816321,-0.132105992224854,0.0834788801994636,-0.365293635625696,0.172053895149792,0.140546729106601,0.254705904196191,-0.139103623933152,0.424015833081351,-0.467864522954001,0.462811303183203,0.0446032383544077,0.122804056328409,-0.51306366730529,-0.0123135071961202,-0.178860567111019
healthy,-0.0649124625328975,-0.215916414483127,0.473837483875088,0.255747147642858,-0.0646521361226695,-0.510613644797149,-0.40896507904528,-0.266730163066437,-0.013105049958254,0.567765804546038,-0.689532416547952,0.403242538951836,-0.721643382623461,-0.39545324755237,-0.602506014884678,-0.73242863656909,-0.645863583751522,-0.459929297534128,-0.346577269927372,-0.498606021172953,0.202783906503876,0.249543706007964,0.199346652204135,-0.400591903831697,0.290526940889554,-0.513585920903573,0.461554106160399,-0.0761267634767107,-0.0298549826782529,-0.754556488245079,-0.409188771936542,-0.159543929952957
healthy,0.167567521390687,-0.183363100881266,0.0166256406172258,0.406808316750843,-0.250020693604867,-0.0624194776573174,0.154381949413531,-0.0203596920585526,0.0147000120049492,0.22923039383413,-0.216644262025841,0.499930387658526,0.138162782974885,-0.386047001859108,-0.138516963706869,-0.259337423672,-0.0233926378834604,-0.0113284812859534,-0.245973549925211,0.0513585277693832,0.549671129172968,-0.0522671537444663,0.332467574337343,0.0003808222905322,0.254122197934183,0.0423176858815263,0.198300606452748,-0.0397273061034706,-0.0526935709802282,0.111383030827331,0.0130202109035855,0.274523443769528
