group,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD279,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD2,CD226,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD99,CD94,CD82
healthy,-0.114592877989542,-0.216632481549675,-0.403631672261133,-0.178852469354764,-0.472010586525527,-0.147896227243381,-0.0649021922536422,-0.13621265737369,-0.0949575698744564,-0.0064377413768088,-0.142563600957694,-0.261608131238747,0.0717072616937605,-0.212232868707384,-0.33707257305958,-0.108291327232608,-0.119897469656301,-0.26462791558682,-0.116660259996187,-0.0446788191706979,0.336517860701033,-0.0321454046391784,0.115526855279966,-0.268545532751125,-0.0383423010265029,-0.316633916984709,-0.189533260079956,-0.1702746504442,-0.0256023496809031,0.18929529612603
healthy,0.0607612711850063,-0.508005725396335,-0.278154611754399,0.250746495982019,0.333835092092353,0.0160971010965837,-0.0431928056978074,-0.413678375830657,-0.396095797553639,0.39233562717735,-0.706804192324246,0.435399653034568,-0.550860759234519,-0.633847277352021,-0.731926751180394,-0.73060806495239,-0.455023947377176,-0.398335087296494,-0.183285472297217,-0.555765369187144,0.33392073172535,-0.0084364310230871,0.344301353218932,-0.502089656833276,0.20893405817635,-0.704059949066354,0.486777759595072,-0.748785723925506,-0.29632409973848,-0.020297754341624
healthy,-0.156728838012143,-0.0163527690171376,0.0495378886924297,-0.148980867129004,0.0469449689063875,0.0290692063935256,0.262554333493244,0.0299409437667685,0.156728214183565,0.245883573696501,-0.0884705682620424,-0.0476140212711831,0.256493743519133,-0.0133626495710941,0.0377961849795313,0.0754403186769499,0.0195064266634919,0.0318040329108923,0.161285423758934,0.0481580956775581,0.0159474953204024,-0.256480522825395,-0.0821994438527869,-0.0140868903083887,-0.296982946242022,-0.159067250833588,-0.152464342690674,0.125168185222952,-0.070509438489812,0.285848633307523
healthy,-0.0582911828706657,-0.544945353495709,-0.416717150448851,-0.144487588368141,-0.127056834199087,-0.0352247124192211,0.267278768318576,-0.299488396622631,-0.122514633901429,0.297989557260249,-0.554039515514324,-0.0184506442657643,-0.0014293785705618,-0.155535196115152,-0.663902933903655,-0.609633923169374,-0.411682258392548,-0.435255021158269,-0.153743917001609,-0.345949680847132,0.0293073000210807,-0.0443878370904873,-0.0147878982258738,-0.463693312205938,0.330350311294719,-0.409234164418849,0.0150105272845572,-0.149583259877891,-0.0509381202686807,0.442490796830138
healthy,0.243910045054587,-0.0532416772018542,-0.0879245912148659,0.431619285087728,0.391097520775134,-0.0197682771774723,-0.19306871463664,-0.313315938127186,-0.282061715509495,-0.161274915690846,-0.542602075413323,0.409773268645665,-0.630551793220235,-0.40759968460982,-0.461100234608408,-0.55450260313848,-0.46329854256848,-0.20425732307663,-0.345078319548251,-0.367784221038556,0.200514798741409,0.141208222736838,0.199831641268772,-0.18645799862247,0.261206530236709,-0.543282981862804,0.449711088498833,-0.642871450338299,-0.212556771768339,-0.084900966655288
healthy,0.130099123575104,-0.534215890103275,-0.2796795621105,-0.47918300880186,0.142234041957965,0.213348820979899,0.119025171776577,-0.150446135685812,-0.319942029782311,0.327847924617932,-0.659075549297228,0.140839112036032,-0.010174343337545,-0.452831678021615,-0.553268492789687,-0.690187876474331,-0.484576212230048,-0.203644040942246,-0.0048155888038293,-0.248817459137593,0.358098886120389,-0.0891902349466574,0.210483293765266,-0.45821932086787,0.410682854704487,-0.38505879120226,0.178566050505108,-0.145316061463238,-0.266368881110679,0.306216757472072
healthy,-0.0622182297561333,-0.0549215775848942,0.0213689538183244,0.212842566704968,0.255139919652319,0.0237633379053506,0.0958689793597848,-0.0014136090860476,-0.0013924701909826,-0.0376523671569317,-0.408317089226457,0.404031397200089,-0.274184086021433,-0.352547692305893,-0.367076290543627,-0.26938336134717,-0.412663357869188,-0.294580478148317,-0.420914816849427,-0.407898945101075,0.349985392872191,0.347035146040592,0.0137978031292144,-0.15312623724684,0.162389006102455,-0.469209084219338,0.417496089755648,-0.409597625498916,-0.151080021743855,-0.181327082930543
healthy,-0.0208824896733574,-0.150458018678225,-0.332221756991847,-0.0517325324435062,-0.147904115519488,-0.130017026185608,0.326614479820192,0.0976720358992945,0.142978176839281,0.127881262546426,0.196215922712008,-0.134046327183786,0.154822124541073,0.142686159674188,-0.0338621406923451,0.011310312488716,-0.0378057195249138,-0.129259573707494,-0.0869544974295641,-0.0791456504174244,-0.0114807443747119,0.213006428214776,-0.163705297387238,-0.0945842084096698,0.149672283917494,-0.0757064651159147,-0.43299805038529,-0.0023463936629942,0.298411439914549,0.173619387174333
healthy,0.128462865977469,-0.118893703982463,-0.155385428142465,0.422594203918951,0.184143949435921,-0.13524642751209,-0.0696533786971063,-0.365657107500757,-0.210981081820393,0.0172993637573924,-0.636473096026675,0.404342320227196,-0.649754458456821,-0.442968374121042,-0.630183542575211,-0.663492515899179,-0.537351639883966,-0.292918518838948,-0.249697084352398,-0.551938004968075,0.292549531338664,0.200817375441717,0.216955139273569,-0.215480250982939,0.247149465387131,-0.593509657948848,0.445928431337021,-0.65664020198715,-0.346742185342962,-0.0998518192449007
healthy,0.110172147878934,-0.0426111708176984,0.0231980196577012,0.0821455790383135,0.0557888837680108,-0.199874782125147,0.121253486587329,-0.168875146078089,-0.0069174848687061,0.0935703200041735,-0.358732040357561,0.102742167439927,-0.248460163025408,0.172991121986494,-0.195365755742725,-0.152939880752563,-0.376811841635255,-0.214609857984979,-0.131436685901145,-0.274260826844276,-0.140728853409923,0.189364430015451,-0.213035543817287,-0.124267775194059,0.0096636355854356,-0.306422617981291,0.156110891224661,-0.320427668176487,-0.0987989452127464,-0.069629036529512
