group,CD52,CD3,HLA-ABC,CD45RA,CD7,CD194,CD45RO,CD279,TIGIT,CD69,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD226,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94,CD82,CD101
healthy,-0.26281966405817,0.182985434921232,0.25808362237583,-0.149251424104135,-0.220176175269306,-0.0961885714783335,-0.0686934896771664,0.236672470063394,0.225557370802708,-0.21891048275879,-0.129794173734361,0.316328392318806,-0.100860227547369,0.114116898518977,0.286544645944833,0.295288800091564,0.158832265729705,0.0314623497099856,-0.173367689946838,-0.0711401498131272,-0.369393067092595,0.112410552085842,-0.156494491637888,0.170652962769051,-0.0038325637705761,0.192017688905373,-0.169130041647037,-0.0274151788746712,-0.173565228298788,-0.0397118057738362,0.195016754997965,-0.0519645098345382,0.0151722104496301
healthy,-0.0599613007066622,0.521156713566469,0.302108489545078,-0.29924881968823,-0.361386745954107,0.0710456633210785,0.490656885540465,0.451756216216241,0.435205752252756,0.0691210753298605,-0.46097861770072,0.737109969612507,-0.445734831957419,0.581032092998876,0.654349994932277,0.746199662588221,0.760747941914641,0.480622477363973,0.203046898986752,0.582342428679297,-0.344272043593339,0.0266289661731077,-0.350062467602088,0.522320282255576,-0.20352328370074,0.695408325958812,-0.500107973260189,0.113773024666125,0.100669373205637,0.761849078532404,0.305359790733205,0.0363803230652575,-0.469085594970654
healthy,-0.0266241802386156,0.0593395725428236,-0.201197673117314,0.531224712799991,0.210093121097997,-0.366725425068476,-0.501785350441262,-0.139944943031716,-0.104950078960086,-0.027938170130513,0.039631928811394,-0.107065553163239,0.176490181700748,-0.444384264370858,-0.0266850524426043,-0.169679102485533,-0.0549881221955809,-0.178159967614499,-0.29140985699019,-0.177445350495804,-0.187752626223412,0.224884857277363,-0.0695707582188164,-0.0261432378696222,0.184324774385713,-0.0204173217014112,0.394649550499779,-0.0109336535724136,0.0013901901672984,-0.528766920221079,-0.0528151950419641,-0.513540569015862,0.269332593501003
healthy,-0.265915301989602,0.215926776745298,0.0546268659628215,0.0472665032467287,-0.275852511294708,-0.406100537837176,-0.0868520912057011,0.133293656860315,0.133890473425924,0.093293077791555,-0.19407047949912,0.295014830547449,-0.151776370124713,-0.251935685535826,-0.0459640974652235,0.39277502692625,0.351326690188339,0.292414576664745,0.183884993474929,0.174359027981113,-0.246402365935412,0.0923996187457645,-0.123190323689433,0.184713826702299,-0.346036366183307,0.246801165319414,-0.144566105203047,0.0444769022476558,-0.11039485453443,-0.221267292463131,0.0233765250905942,-0.607839663758944,0.120625665628949
healthy,0.135551936094712,-0.249699747155499,-0.236330729880016,0.269230459149338,0.357597886157892,-0.179253511445825,-0.417478103865876,-0.328075061121003,-0.324237868186168,-0.144032773415252,0.154562342619396,-0.612817498948312,0.474483712296316,-0.613236727393206,-0.46567150412631,-0.493301782112105,-0.551381080253131,-0.363958185373737,-0.157333562514836,-0.31031095820322,0.162675635628734,0.023286169112917,0.335727979253516,-0.293523459356471,0.341648516875963,-0.435937494718503,0.578996537333793,-0.0607591523193699,0.060067618618017,-0.546462859190405,-0.136066309200483,-0.0071496427578847,0.0712033326676128
healthy,-0.254930627691653,0.225000928551946,0.127628765720037,0.292555391153822,-0.284420715838687,-0.0973096951487198,-0.132480552283113,-0.010843514709182,0.175110297017319,0.048447280365111,0.0902113754144453,0.389778984933656,-0.283410065405291,0.0910500259149635,0.286528607944444,0.379685956895355,0.45464227357398,0.291677769778744,-0.0667606750798698,0.208164168668304,-0.311769372003204,0.0156523250025666,-0.367531005791073,0.262389993458868,-0.304311554935928,0.328029294068091,-0.251465175315766,-0.0773346653761666,0.0103093316658216,0.200519403694549,0.200930948485223,-0.100631753126141,-0.0327550428001873
healthy,-0.265716772216041,0.344257651895843,0.495732313910537,0.379875229252949,-0.14323658020177,-0.137703670973982,-0.275918529637241,-0.076353345073283,0.535979609233748,-0.0912032409666599,-0.276925336302154,0.750371950174608,-0.637929055625763,0.391201730880213,0.484859467849567,0.534831734429724,0.715645200097324,0.290734643472626,0.037447068293591,0.305511139856183,-0.667817420479643,0.105702559221364,-0.504085661732427,0.239932998324958,-0.53773166739204,0.42623683508018,-0.492133437925795,0.0547719766006134,0.0261514219083851,0.406302453688594,0.746595553255749,-0.153502040370384,-0.279245001622772
healthy,-0.286590162151029,0.270351668975379,0.365148238183415,0.240759168529948,-0.0560485341347802,-0.272118735526388,-0.0828435523186926,0.367829759316339,0.44548817628319,0.000393845891196,-0.346725285689555,0.314361118779326,-0.224751306856579,0.167898626695132,0.236583628122767,0.327825559481816,0.503281319619839,0.485070809676033,-0.275486711325935,-0.0002995401106008,-0.445421427644645,-0.0404237433181948,-0.396351269985966,0.32470172929979,-0.597674117770118,0.0642525296438454,-0.313062222509315,0.256647000304328,0.0669415151436934,-0.178476123995473,0.0032062414896552,-0.399462739521263,0.0350677639951902
healthy,-0.0469391026786758,0.114971774777241,0.238505643238307,-0.473942327499028,-0.225866430246806,0.080050779436366,0.511456649009662,0.383498940985057,0.236995059242962,-0.0053738693996341,-0.213783885029048,0.685098598717247,-0.362374511954772,0.736237212262608,0.43006118393842,0.685757341819224,0.737744362810068,0.673773455842578,0.284401469536557,0.555641933374072,-0.249127037479918,-0.249198515297164,-0.194870792198056,0.306448212288831,-0.258366673383262,0.708804604724393,-0.410121558533143,0.0395546132794414,0.038215425606941,0.794712289222985,0.41464473438892,0.16830944667572,-0.194058248656583
healthy,-0.0101050052522828,0.292331166793078,0.142285466480178,0.0020350475007698,-0.35803517417868,-0.0462663189694364,0.176565545188797,0.065765297962502,0.0057791574852021,-0.0270432427437884,-0.126700547372774,0.613361546147061,-0.491258025176782,0.0833775861458248,0.525749308719746,0.404725744869735,0.519106650035995,0.248314336425124,0.134061333077304,0.307018963627505,-0.512088294861053,-0.06207742140744,-0.296591015836261,0.248779326762254,-0.32358950626569,0.343287162757029,-0.277538760435805,0.0806477800998095,-0.0495092389147733,0.275863610533782,0.258790112941046,-0.302174755920121,-0.188318765228264
