group,CD52,CD3,CD45RA,CD7,CD194,CD45RO,CD279,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD226,CD29,CD18,CD28,CD127,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD82,CD101
healthy,0.131818190736447,-0.409007101137471,0.329503942896428,0.117878334186407,-0.0913403190076791,-0.241814174074544,-0.440689087114557,-0.53012610608811,0.0732133607971572,0.345947157696904,-0.624188103470194,0.276921104995559,-0.317655901675485,-0.416523477015079,-0.57078294549459,-0.583277430492097,-0.487214375250323,-0.241030324120227,-0.163483152117534,-0.281319164167924,0.362708391036136,0.385512348709086,0.0286442483548712,-0.342174897954258,0.145585088694359,-0.125702899140857,0.0486978132618273,-0.340489471425841,0.0330852504392599,0.0446796666879364
healthy,0.137867243858564,-0.471837180449432,0.383825773065018,0.465049497878015,-0.126444147943049,-0.500917064500104,-0.487694766563663,-0.486235513290563,0.322435668010114,0.535700727300116,-0.747185727177937,0.526004666846112,-0.597451217969057,-0.68827668127309,-0.689689280314704,-0.761221271454892,-0.489525669262142,-0.284921456659879,-0.307664114762926,-0.564054745846366,0.437375596383502,0.446481702089846,0.222213246462755,-0.638964476710713,0.588796549441257,-0.169069745327364,-0.124354917324273,-0.713943311879507,-0.0241640478350776,0.510964347577832
healthy,-0.0999097776044137,-0.130203625159509,0.619233484443723,0.22740510773305,-0.290278165341969,-0.603035205937055,-0.315544012590334,-0.295948481831919,-0.100013676592532,0.356272853269502,-0.502798511073533,0.219639336024299,-0.657316418791942,-0.07218320101291,-0.522129985447358,-0.475319474370538,-0.450657494498806,-0.307522774271632,-0.41268106949635,-0.617996738453017,-0.136085402929328,-0.0234413583030403,0.151315334946516,-0.479746208486691,0.417914383325475,-0.0053964046413164,-0.0040691030972953,-0.711205806245056,-0.375724795735922,0.110944055642354
healthy,-0.0382768028335848,-0.474466434983009,-0.0919008734683255,-0.0648485970368391,0.309161437778163,-0.18605230805388,-0.28097103407601,-0.159871924320609,0.0164034663853695,0.257404105666667,-0.499848551029159,0.0460500176162974,-0.045093294746552,-0.126611395966899,-0.611076628354654,-0.607860467499032,-0.406454819547546,-0.10056042930482,-0.14834981550264,-0.331197767878575,0.110109124217857,0.114405301294965,0.287359968219957,-0.401630126950895,0.140086707957635,-0.0177213325658531,-0.0037856848631893,-0.0945236932944424,0.49547425988567,-0.19350347470645
healthy,0.0451154989692832,-0.197002739148757,0.31798408738515,0.377694711512744,-0.0641817221262036,-0.281201821604549,-0.234234814923603,-0.31767432298701,0.194281500210704,0.0336941515613113,-0.602209578332294,0.257730281062514,-0.656126572126921,-0.369483588555401,-0.628275324638481,-0.56664841743542,-0.459706270517177,-0.226339589021903,-0.424382630770707,-0.485616541353778,0.10617426068648,-0.0219782054842293,0.242159174297872,-0.690509797943888,0.377876057687633,0.0109998452863679,0.218352971119417,-0.765793994134408,-0.131187437377077,-0.0739313104175397
healthy,0.120035381750558,-0.484820899636508,-0.427494632749979,0.135519827935227,0.132743399043071,0.065682910534157,-0.159673170545666,-0.31804073425427,0.131480016889144,0.344550850732366,-0.662193913473927,0.207067213347735,-0.0527604039522592,-0.454111653088569,-0.589885430764131,-0.657824079433568,-0.524949492533866,-0.0387888835110832,0.0119131932932178,-0.307457286308623,0.328673964569967,0.24036493183217,0.389350959664991,-0.357982543582106,0.228794898342271,-0.129134971254792,-0.0801797618975601,-0.221779782624912,0.256480143965977,0.0597981290127918
healthy,0.358855253680357,-0.127534642911527,-0.0991019398070808,0.372698802825954,-0.0116333947798375,0.0536200147254468,0.0148705770435664,-0.332591694826047,0.154575366009558,0.0587818457145828,-0.593988173564897,0.738123689080484,-0.295638008954494,-0.695494439998312,-0.461087254454089,-0.525421265094546,-0.260807931918921,-0.281045436418646,-0.246576024929351,-0.33928914101833,0.736701494610658,0.589201306925375,0.544027651197913,-0.386763185930292,0.536966395171556,-0.217389589222266,-0.0397807558415402,-0.310052358923835,0.0920993193759145,0.343680757719774
healthy,0.366768554986334,-0.111868269359668,0.223415300625816,0.402447071506768,0.0716678396847674,-0.218360590954084,-0.466582398490048,-0.589756955812082,0.243698192522342,0.265110962963507,-0.727154773629126,0.357535916274483,-0.638659568546839,-0.0761326955331315,-0.579481410565412,-0.71081635841177,-0.72978402804825,0.13145414353231,-0.159499485721045,-0.483021840587682,0.234220665570199,0.519000332532042,0.614117407747792,-0.593596123935626,0.534894599641667,-0.200839023594707,0.0716182290419519,-0.395687088091976,-0.0003150767129568,0.553400496188531
healthy,0.0855529748480026,-0.11796877932182,0.519306635468556,0.310412302930585,-0.147999650356977,-0.491162070238397,-0.41371032976892,-0.279670899729896,0.0961222696007256,0.351897205791787,-0.652713390831026,0.433397609550786,-0.71959151031259,-0.385653989913916,-0.607827513738055,-0.719397947170307,-0.637992263432228,-0.340771396915908,-0.39166904242513,-0.531162033895873,0.252951822189373,0.265350785123392,0.362291430041833,-0.570766183616546,0.51136824906518,-0.0803952837392679,-0.0305111100657213,-0.756930753118121,-0.168064652260181,0.216318258676094
healthy,0.076955606161425,-0.250588669878724,-0.119931463160666,0.485581264851113,0.0355606350335085,-0.0752025934453955,-0.0113301099205019,-0.102846747092239,0.0447981347482324,0.218974070531797,-0.560800449195248,0.543951106058977,-0.0939625395708798,-0.683666177402403,-0.417591758580557,-0.506740576277257,-0.18533638015231,-0.153982698812299,0.0100312659778561,-0.175260673873098,0.684357389358397,0.427734769175257,0.388567916142443,-0.323523080989085,0.334579335050643,-0.0913698904621116,0.0130854789273716,-0.189134018138801,0.321290337545049,0.165971354417424
