group,CD11b,CD52,CD3,CD8,CD56,CD45RA,CD7,CD49f,CD4,CD45RO,CD279,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD64,CD57,CD11a,CD244,CD54,CD2,CD226,CD29,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD158e1,CD99,CD94
healthy,0.318965429469092,0.204788179390148,-0.0718998289529445,0.056755377073478,0.063032394176062,0.417814753571383,0.165132131451979,-0.381868422123804,0.290878363093139,-0.324813612826946,-0.198427371726398,-0.167965434227474,0.12656446854374,0.548604153712883,-0.230745423907325,0.327688441414539,-0.180206889501507,-0.156572994994114,0.101450801562843,-0.0712162745086509,-0.111596905039018,-0.365795019904028,-0.191706775268419,-0.291120304121304,-0.132369669118167,0.0865479063201696,-0.121491480381849,-0.0368951482569503,0.0031476528410456,-0.0267636431711349,0.0555514417553339,-0.227171051670715,-0.034940655942645,0.104020302116855,-0.405017439536328,-0.0307523437555583,-0.0553173307708656
healthy,-0.255264570746529,0.0554143773950643,-0.506379233009091,-0.324697869815938,-0.175158654594895,0.35314697572132,0.387370358367108,-0.0985953041271105,-0.0178986047557576,-0.537999583715009,-0.470735324064667,-0.464927660179186,0.211451874785017,0.534985147332197,-0.752674640816648,0.461564751998747,-0.61826144987972,-0.0255093716309515,-0.630697002085906,-0.749473664650662,-0.760459445456647,-0.506410761049232,-0.448333025462749,-0.216573944524949,-0.28367092101121,-0.508182143867877,-0.57163479978011,0.325506432097828,-0.0365194297419281,0.339870647110323,-0.539195467502441,0.181763859140416,-0.683057269713025,0.504580979193155,-0.0890583004689377,-0.752383321864561,-0.29516266445423
healthy,-0.0111177180171949,-0.0669333739387167,-0.0723487637879972,-0.133190241676785,0.14484987257552,0.426919964272304,0.167586322758818,-0.289421064953935,-0.0534162731604599,-0.415495859866691,-0.229951467655649,-0.0585630354433027,-0.0685460139304104,-0.0418782236526132,-0.414437954225861,0.0360733813703897,-0.451493333232886,0.0842396591653872,-0.0345719149425384,-0.442617985260401,-0.162499674865457,-0.242160407188913,-0.299905085269242,-0.0743163941105075,-0.311184223638209,-0.340985827293091,-0.385207545508558,-0.263475196529369,0.093892636536881,-0.162318690049173,-0.230566814672314,0.020314631263326,-0.43139804990461,0.290014360669519,0.0063161291256611,-0.563230734303855,0.0002024971533639
healthy,0.0147957670451012,-0.293438729795446,-0.123450704181754,0.0386140650464909,-0.173984838353389,-0.0542032200583119,-0.302893172119115,-0.164422099131906,-0.309002578307841,-0.213982840014449,0.0684346035950884,0.0603591680816839,-0.380109219657973,-0.0768017416516182,0.0943237440267004,-0.218899826384058,-0.178363308183213,-0.0408198487785184,-0.060480245187298,0.0795108386295534,0.10272651270255,0.104237115280155,-0.0929044761013955,-0.05226690493499,-0.146584127205114,-0.0986849672879517,-0.154306147197848,-0.159796678887427,-0.010450444791487,-0.13026214845904,-0.176141143562393,-0.383542606926029,0.217092343895745,0.0495775530310774,0.0121912223664857,-0.106226685375561,0.0438432686574692
healthy,0.0435939312282182,0.0557825336717559,-0.233551411715129,-0.27232150029539,-0.119677880459985,0.421934762955008,0.426577283772927,-0.188776021465899,0.0432038864409359,-0.456222011427676,-0.351151497072687,-0.328469710791695,0.116970080067425,0.104004704501921,-0.663371640891957,0.304450642574781,-0.747927318539238,-0.0069784303182557,-0.425186911364267,-0.697302353197584,-0.591890276021465,-0.548048206670316,-0.433064273352384,-0.29081381229919,-0.327564350220966,-0.409196197868015,-0.571312188718858,0.0441042927034676,0.194813554713398,0.0822260390570295,-0.427274690664855,0.307408831685369,-0.716313565818076,0.513389983570201,0.14391976735707,-0.78977513394477,-0.199105369918582
healthy,-0.189440405227206,0.165640685183135,-0.328252533863252,-0.374770463936315,-0.139457677258772,-0.292606229148866,0.0453257055670966,0.0749883180947575,0.129574687414165,-0.0267470295398214,-0.141351369830152,-0.272388256712795,0.066482067831235,0.0323136792503001,-0.586473371974025,0.0905307824720353,-0.205327251874565,-0.11143210564902,-0.353380677210161,-0.528124500051244,-0.603023921139808,-0.505365316525786,-0.219647038313767,0.0005433690155913,-0.148162637582032,-0.358927529252969,-0.256970180973963,0.20764588797714,-0.071595436716915,0.20433558304241,-0.450085610558713,0.343797289137821,-0.342679331766466,0.232552391909847,-0.154871261089919,-0.352295241155749,-0.164376429174299
healthy,-0.525369989568423,0.231141104316555,-0.324583523679001,-0.211232793884672,-0.458605959901292,-0.31086383910334,0.266273698160143,0.446496246050745,0.151456578222628,0.184960654796253,-0.0103344789580506,-0.508278179085616,0.303458944391242,0.327550432943423,-0.720372925434948,0.689752813913184,-0.377441649674634,0.0475057947356365,-0.530197216781508,-0.515995127150906,-0.7170464884182,-0.342101526618877,0.0354362722704431,-0.0980508286498005,-0.205158886446268,-0.215138393836837,-0.277002147486291,0.714999470197217,-0.102281585316561,0.529552266721321,-0.247449368052383,0.518092040230451,-0.437796300811867,0.533162179187492,-0.0512222974067666,-0.369625957464131,-0.749571718921164
healthy,-0.241329251143179,0.282282282834719,-0.223615889896778,-0.0529445608560011,0.116490375464713,0.0033645517750013,0.120876723800004,0.0562184580800472,-0.0935672325629046,0.03711596157244,-0.281547212881247,-0.365761649569995,0.0889291060838185,0.290981311066091,-0.757772210004228,0.235126922101546,-0.411858335560905,0.140948820248819,-0.0775502499543803,-0.608298637449146,-0.641703912342511,-0.594612138898131,-0.242066222798159,0.0250660873968075,-0.155328905524328,-0.556496250235545,-0.451243764376472,0.158214093711783,0.0074382266759645,0.353311358378871,-0.289673354484115,0.240333682732669,-0.459018532953604,0.513372033206776,0.108636838536615,-0.158337193322499,-0.471366994988592
healthy,-0.246504396821354,-0.0485574584641099,-0.242671715318364,-0.177987280829502,-0.148992476520037,0.42076617637343,0.23330550057974,-0.290330839299704,-0.0819191185388915,-0.468385862218414,-0.379092809511765,-0.247565186427745,-0.0103341335600609,0.568361325067988,-0.678124700987427,0.424117225232302,-0.68312667068069,-0.0481045487339335,-0.434236830033524,-0.561908534862881,-0.737404246936691,-0.65459712711578,-0.446362950537989,-0.397856899261005,-0.404792855935946,-0.508908090205415,-0.509786675027257,0.232167256156152,0.1663882713982,0.172319505044648,-0.378593396484241,0.249257449987457,-0.522652723614613,0.428073474800025,-0.0214247707011299,-0.699982352877441,-0.448041041945438
healthy,-0.117466780555074,0.314150680677234,0.0046808475242805,-0.12286252665682,-0.0103203242989857,-0.0840797698435792,0.0237193695311155,-0.0524668759428559,0.108939235064141,0.113730994112115,-0.0063471881823422,-0.0801877601198282,0.1756017227602,-0.0770658585741227,-0.314264783986819,0.27094599905233,0.148727227806182,-0.0281965672572734,-0.209567875107214,-0.039413927107299,-0.280258880960126,-0.199645845150596,-0.0218780327122983,-0.235513307944414,-0.161011470477682,-0.0894516989251925,-0.125526571687101,0.422713562194366,-0.0438854290739338,0.301485880408513,0.0212018300516193,0.251423726034437,0.039167465423112,0.115918123895346,0.0909077859689896,-0.0793410483402245,-0.232679494605879
