group,CD52,CD3,CD8,HLA-ABC,CD45RA,CD7,CD49f,CD194,CD45RO,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CX3CR1,CD11a,CD244,CD54,TCR,CD41,CD2,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD99,CD94,CD82,CD101
healthy,-0.031495593393264,0.347222119388411,-0.0272289442893651,0.337446236553551,0.0031231872067971,-0.29951011742595,-0.335264758379421,-0.10760847866507,0.153048720988986,0.486472895366007,0.0012254977560672,0.537619362647691,-0.204126998517982,0.519211448057947,0.634027442310598,0.332824942280061,0.441873036983616,0.530238611933143,0.262593088312222,0.0582924319089903,-0.247823514653282,0.0856127360236949,0.260140749360467,-0.371326902762687,0.0985805524154975,-0.539422872457426,0.336344653080615,-0.149586630297661,0.179455090126165,-0.291802135481772,0.3689533382385,0.290761415074485,-0.109831115554977,-0.314858982347311
healthy,-0.128204838117713,-0.206382665385362,-0.303036647983258,-0.223565804465227,0.35209971953376,0.166885277825121,-0.374088507513882,-0.121097250851337,-0.484764388590534,-0.275160534869939,0.396717704628683,-0.338507727827547,0.178969379741217,-0.412856264648831,-0.156057756976151,-0.103672710376272,-0.42021613925626,-0.322687762047199,-0.308218536743078,0.0015329911561817,-0.286653505532061,-0.431782089175265,-0.259905545843421,-0.0424211278963585,-0.0787126286700502,-0.0287985868060761,-0.349199716357817,-0.113060422252218,-0.330273226269402,0.146809813774824,-0.366659034121851,-0.142779088197357,-0.249841947490938,0.07799126355277
healthy,-0.0563697452795989,0.0241628015575709,-0.052439971530391,-0.213662144746206,0.437269732012291,0.178963087955158,-0.275663741822945,-0.296069483582601,-0.422972011920857,-0.108990633200973,0.245084068839545,-0.168308805680744,0.347274320120891,-0.386268850154652,-0.0424952975957986,-0.0950466942684841,-0.22737038339992,-0.250289522507639,-0.23837493224904,0.27217319406033,-0.299188009470387,-0.195030263054677,-0.27975537926569,-0.0275568381805558,0.0909968730190047,0.0016506407435493,-0.0542192698670988,-0.0281684743342685,-0.0348263804437277,0.503445829066505,-0.380322539387884,-0.196351927251436,-0.246119039949854,0.0456582638204208
healthy,-0.163809797557741,-0.414284864318278,-0.41197842902133,-0.307847959144818,-0.0718072571005034,-0.2011819401931,-0.214878480841103,0.129958111053832,-0.381358946239107,-0.107981729820636,0.143608480079678,-0.501109693666271,-0.104201736834486,-0.0922422209769551,-0.154477693773219,-0.0507617044975593,-0.538030694482889,-0.526447434675788,-0.257100162335735,-0.388577766991237,-0.375483995718087,-0.37370769727551,-0.367087367568289,-0.0420366815106804,-0.0663727929195071,0.0299372544140155,-0.45212080552593,0.0650100630347501,-0.455447658499774,-0.0216549304484855,-0.190330847892775,-0.0230229685622852,0.213343739605838,-0.117481397216694
healthy,-0.21762436447911,0.308557732827644,0.0806579437046867,0.215006181947073,-0.11604636582889,-0.27731613529182,-0.0818651901067828,0.0121769089227113,0.250735953184739,0.310268203223508,0.0234583547550065,0.55898227316126,-0.283400110412325,0.494711316011044,0.449202101539163,0.109836283543916,0.545349094336538,0.470368475744431,0.255895687086382,0.261883215598353,0.0083400129335121,0.198988147647538,0.360545041987884,-0.104479425545385,0.0598517817093005,-0.383095510658506,0.264208092123831,-0.378422226715798,0.399033564149754,-0.590316530268442,0.398578175506281,0.0714441796017366,-0.136739148661533,0.0929337528314346
healthy,-0.0840331592957054,0.471384978720359,0.290566542954726,0.250671028525984,0.346207232736776,-0.173101877373382,-0.149666249290442,-0.119329920901154,0.0024892629510788,0.316680987931682,-0.381636092721243,0.661933268185768,-0.195568560092491,0.112236766993556,0.433212546797036,0.204841078660842,0.62791150435376,0.637535907881704,0.525014709613291,0.274203439068095,0.102395397844147,0.269020113788391,0.338110438952033,-0.247490979213072,0.0188933949209942,-0.24009556029698,0.502489156388425,-0.356116182294368,0.432107566164647,-0.230496525878323,0.313160904786351,0.286688601620834,-0.144722007105947,-0.14631893959599
healthy,-0.498018471173334,0.0724988579259936,-0.0463902776477921,0.297041629319258,0.403024745384332,-0.201643061607929,-0.265594666653374,-0.0695143494395809,-0.352505092248854,0.524185348774158,0.0242375911614376,0.555197305534644,-0.689913846753838,0.122073991161002,0.400983252995988,0.296279995615249,0.289736561595858,0.555994550770063,0.28144234542874,-0.0115803523362003,-0.0878753634788672,-0.263852596314908,0.134093228093092,-0.722454794720771,0.0002092709011532,-0.56354638934833,-0.0444221105527638,-0.544192721429529,0.184401726093883,-0.462670399362076,0.196750549839641,0.581758021380097,-0.119550535846569,-0.498078219166766
healthy,0.246308809290844,-0.0744224496179454,-0.036980310040837,0.0090121959278261,-0.0424069465136033,0.10075146453419,0.236837509966496,0.0760795823008223,-0.0129361298748593,-0.183362528605768,0.238211839401472,-0.108683492880015,0.268808522603533,-0.0766468362478845,-0.0097749207229548,-0.0516499827040955,-0.106077244377881,-0.171489164844153,-0.220753758781024,-0.0774744140649228,-0.143493838363862,-0.0471200679208186,-0.0333495441048849,0.0805853892822244,0.0673396904387851,0.293376304567164,-0.023535457348407,0.26051674977248,-0.181862818440529,-0.170842579867955,-0.0073031787241013,0.0841157179833219,0.0386514298452248,0.0223324155234958
healthy,-0.193777422142669,-0.182820081328588,-0.185583882499505,-0.163009034851622,0.289185323983499,0.0896033406875592,-0.227480156960387,-0.128542373486501,-0.33702518558454,-0.179871947594193,0.765407787358625,-0.376338233118167,0.298106497972711,-0.451510285678851,-0.202452953430924,-0.207429587184319,-0.312808520041115,-0.454033712570938,-0.391910875835678,0.0168314170397227,-0.0991768388564851,-0.361956216694255,-0.301272215176022,0.0802354941832378,0.0751062937859473,0.050805842957192,-0.30829577190376,0.151063134788219,-0.226795289284976,0.253388100703262,-0.422965610645508,-0.268808685961349,-0.118116184129288,0.138042746849954
healthy,-0.233305126546375,0.155275660655204,-0.304030874331946,-0.0917593333914482,0.0690114191435071,-0.430532032182658,-0.263247535675714,-0.038617912784544,0.0019174183478551,0.0841181056131281,-0.0409088682752743,0.260888721778706,-0.454384828394924,-0.204507473106114,0.556703413171808,0.43044276787247,0.108638058768144,0.271387966740589,-0.0728775026760658,0.176201458396272,-0.0371039478684141,-0.107350489749958,0.0117711690994821,-0.636845328934472,0.0120811842622029,-0.457124022204064,-0.0812922803566682,-0.392405234009017,0.0564510586411236,-0.255055809250206,-0.0758223360500962,0.175376124168768,-0.291204803579225,-0.117461747136368
