group,CD52,CD3,CD45RA,CD7,CD4,CD44,CD45RO,CD279,TIGIT,CD5,CD195,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,TCR,CD2,CD226,CD29,CD18,CD28,CD127,CD45,CD26,CD49d,CD73,CD305,CD99,CD94,CD101
healthy,-0.077855443734504,-0.341979577792254,0.173375352873878,0.361455385461272,-0.0042027920394375,0.0753470563730156,-0.164752171703041,-0.385456348069178,-0.538970379149811,0.0601495970457729,0.0336571385199698,0.193954410684919,-0.481519950893149,0.275112365352612,-0.30290867344708,-0.485421695594444,-0.519124086367349,-0.471695482818719,-0.453341117516584,-0.198709058798335,-0.229559422436135,-0.0024855015360837,-0.240545686168946,-0.157630364810467,0.242978077068162,0.327694109629022,-0.373517172090449,0.0123641839902934,-0.206451313034677,0.179060811680758,0.0421375023598356,-0.33725868044763,-0.237215929456139,0.107149284360826
healthy,0.0514488923453033,-0.329860752138928,0.0404789752102466,0.139991292593373,0.0765104931680019,-0.251532850981135,-0.189603181079154,-0.188323845511336,-0.119285340902446,0.134479802620649,0.006998575489798,0.0807922109228576,-0.375050085844992,0.224169720929794,-0.289151683945788,-0.372646079003777,-0.460874304477993,-0.407922085287855,-0.194075546400944,-0.311513853406791,-0.219057954174658,-0.0093244088965965,0.0103041175106606,-0.357558874126962,0.185112567262567,0.207973266278582,-0.290837316162406,0.191800107675968,-0.501423788713636,0.266682705489794,-0.0153108532586974,-0.515729319147767,-0.135859033119026,0.247229276619632
healthy,-0.0530538899898732,-0.134595741692291,0.482703745364462,0.161941886509962,-0.000819255631081,-0.421951781330529,-0.424578380789397,-0.156531275372355,-0.0650214796505658,-0.049286660968771,0.0569491663972272,0.200160045488756,-0.357030331160311,-0.0018802466089836,-0.41652742859931,0.0472764564445112,-0.412289571708405,-0.196115316913904,-0.236621548476877,-0.0275712846974844,-0.278440227746069,-0.0502931189730701,-0.273297432272003,-0.474727994401891,-0.206222016649469,-0.0546003608442463,-0.181938108695643,0.0322931024075137,-0.625859080270652,0.187413186782599,0.0442098999413026,-0.570086600717931,-0.068601887180519,-0.0329681183324661
healthy,0.163949851533342,0.483780933449853,0.0985067581093679,0.306738186537932,0.192001110317595,0.0717805305349245,0.169520846402405,0.150155555908017,0.026260874987273,0.231707554789846,0.202337125387914,-0.341456370594285,0.447371527491114,0.167976834841854,-0.0312221526326608,0.0138900122192493,0.353589557554808,0.412939869406874,0.230886990899906,0.251611117184628,0.371311668189738,0.174097076684854,0.186379258314808,0.34715754865977,0.0105897653243922,0.127679497897913,0.460618595670478,-0.121256053306688,0.130094024578305,-0.0021698771818335,0.203451292170163,0.056334820301063,0.170745211701818,0.0088058450582104
healthy,0.253521438396874,-0.102525284450063,0.376700653817629,0.533362778581244,0.0346423341509333,-0.172892776983016,-0.314217848445402,-0.292513355718027,-0.390296978682899,0.260951327433628,-0.222448805994193,-0.0751783284894731,-0.616830005395525,0.332192927690807,-0.685589007162495,-0.415352336092707,-0.614434086735035,-0.484339518662133,-0.446971376304301,0.0194899542212767,-0.24052840300475,-0.226728050479846,-0.285856897634251,-0.423960594018751,0.109198751335835,0.207671733478029,-0.246083260029015,0.293170589306,-0.661484116154274,0.507559522958906,0.304028760656747,-0.695416940761377,-0.175125154921802,0.0543566475625937
healthy,-0.16199910459973,0.384912081330677,0.557693413741291,-0.0131013110947395,-0.0695999256823349,-0.15732594971013,-0.304002406510803,0.116708000986325,0.2643832377985,-0.159097363946477,0.0983703454019574,-0.156971001448553,0.379199279148637,-0.0901862263867639,-0.178415603754612,0.356712904265472,0.215337328725439,0.478212145598856,0.308676100800549,0.220293475479071,-0.0113465730084383,-0.0723104740788528,-0.163133392267664,-0.0183100095131799,-0.457459595094442,-0.251854654560518,0.199504654899568,-0.2610321173497,0.0167738775521896,-0.0429563512598439,0.125511105789601,-0.195171015492241,0.294273512497896,-0.152004585134674
healthy,0.40199068782781,-0.25437795035785,-0.281101922391939,-0.0835384948912838,0.310589767453688,0.0839784056734366,0.101775909006478,-0.0716105574086062,-0.592782528114406,0.468657863706774,-0.122681174400056,0.180171436772474,-0.697498707253201,0.372591006374358,-0.407652821910984,-0.0874673397466102,-0.443325719506624,-0.720211796369169,-0.36331048067464,-0.213104526784988,0.122188213796254,0.195697073049075,-0.0681733972072788,-0.307824326086078,0.39992044484689,0.454880980402213,-0.174492157758489,0.414784188043842,-0.374084472759165,0.507185163846863,0.0244502911876928,-0.415234304046393,-0.620531325679019,0.314942134932882
healthy,0.16080366111836,0.0113454577952545,0.444240915946025,0.182893099143106,-0.158521483275355,-0.502840666114454,-0.380337167212176,-0.204382472349448,-0.289519144201996,0.138905646078865,-0.180535290015081,-0.0895202384850833,-0.532451976204723,0.0401915272727619,-0.600384200562046,0.143125267441039,-0.401848163287443,-0.413874678702941,-0.533088028878233,0.0871160041857577,-0.216193753072076,-0.0265182654099985,-0.222566907794698,-0.539223612682663,-0.0459993660132782,0.151861978928215,-0.136869386478395,0.170626764561196,-0.7110856330964,0.338921597614902,0.164675705770975,-0.581259289140034,-0.0669955983310119,0.39940958248419
healthy,0.061494617634471,-0.0424535477727878,0.292225533409556,0.0941424427600582,0.0636234666983795,-0.269220506175948,-0.378028230767177,-0.231011839089639,-0.148778404222911,0.0846496948603148,-0.223174027007136,-0.197814995632555,-0.50088346766271,0.219780646040111,-0.531677598428488,-0.350709781725086,-0.493849662132742,-0.514337805632079,-0.47030657922649,-0.0284483721621319,-0.239428614005645,-0.119736330425966,-0.192610040622277,-0.421394004990604,0.131668543156564,0.157578763506305,-0.184358914325336,0.157217915119761,-0.576310199095627,0.234751981216346,0.0325219346119877,-0.559917468507604,-0.229196669146636,0.0572270392949915
healthy,-0.0952382313314678,0.0964493605606251,0.0192652453043408,-0.13643393459221,0.181057760583607,-0.265260614421446,0.0154554992277675,-0.206512338357077,0.0451780530372559,0.0368035988549535,-0.170937250037664,-0.144978006456686,-0.105079018596853,-0.17835970249836,-0.253856238670303,0.20286036192752,-0.113117464188981,-0.0494881637785116,-0.201021146595987,0.0197173551857606,-0.0930050269662819,0.0637544216915262,-0.0580378500487339,-0.298666299157386,-0.262267711091155,-0.107817369185336,-0.104477392810823,-0.190516318918343,-0.30419784525096,0.0709410895349414,0.0451695189558427,-0.401684387483495,-0.0751966077136846,0.0143703818917018
