group,CD11b,CD52,CD3,CD45RA,CD7,CD45RO,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,TCR,CD2,CD226,CD81,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD158e1,CD319,CD99,CD94,Mac-2,CD82
healthy,0.0361945339915602,-0.119790170628694,-0.0918037156908966,0.419476350706033,0.0311760543821649,-0.313562092966031,0.0062497004504528,-0.0961627922767188,-0.142802576087639,-0.250464455641948,-0.136283163535798,-0.126862473290099,-0.29364295239836,-0.137009469261145,-0.066480788755008,-0.10092918210528,-0.309026286560533,-0.0154987643555798,-0.132230553595806,-0.270285817822317,-0.171639336010047,0.14813641183171,-0.363211922801716,-0.148370207883521,-0.146548803016559,-0.0850976712162362,0.10220558252642,0.0277425505754985,-0.187924341899238,-0.0697846902730903,-0.0288951549449608,-0.156526561869926
healthy,0.137098626334148,-0.0198770650518458,0.406637782429073,-0.221708489456114,-0.252297768591053,0.369752565643319,0.225684774065727,-0.254220279166727,0.532155911710289,-0.342095522015799,0.451446049100313,0.47338170078941,0.605936849626579,0.564230164923214,0.338125932491778,0.278143347000959,0.377712846159889,0.143195136893751,0.318584864712356,0.485410147463802,-0.201284387191847,-0.0476233791137483,-0.239896308489554,-0.150459576427675,0.660160926626914,-0.363995817504188,0.0208225367297673,0.0999666153002867,0.698710011968624,0.249527495697506,-0.0383076199317254,0.0332891048864229
healthy,0.160607771978659,-0.0699968488388298,-0.0572227810139325,-0.733564841662777,-0.330314725707443,0.63504973192742,0.238795120952429,0.0917697622423446,0.485695810635786,-0.245740592522228,0.70828996567386,0.0083318121231112,0.50155659860022,0.357622753923299,0.430318294258789,-0.328463218633491,0.348176064155951,0.314102538454518,0.324809879061772,0.53760895932617,0.143653141906803,-0.226558107350699,-0.049059056125329,-0.0679518715271477,0.572587706696975,-0.529645881727476,-0.0457314459775314,0.0571857364262595,0.801388193396675,0.159415180870645,-0.124565938550837,0.565564356196588
healthy,-0.116145958885472,0.048113927310324,-0.0776189396692157,0.190550723215683,0.209243502811566,-0.238026615757703,-0.12850443147799,-0.137437217093817,-0.200010843332157,0.322900765227545,0.10075627844096,0.0693729379341033,-0.0505813902006369,-0.210215852952976,-0.104813921860244,-0.108960499231494,-0.0337783162701979,0.0553339757705506,-0.25310172749019,-0.0930399479753315,0.177386911017226,-0.117216538900184,0.251581425882906,0.313216091349209,-0.0152357931769815,0.402208304524311,-0.0994508925999391,-0.0347702150397024,0.137408331585909,0.0684962118854092,-0.017752272208684,0.175278876732447
healthy,0.0739427857305809,0.0623091786082319,-0.303929624947324,0.347070596142022,0.398175740881732,-0.491077804052131,-0.340793747008611,0.0824522632610478,-0.66405262055757,0.34563844825898,-0.735493609592526,-0.440762434184353,-0.654898116072441,-0.576195856175219,-0.431404485270216,-0.192416127818753,-0.351582477766152,-0.155324534745703,-0.369685981211175,-0.433242804024996,0.0679524781032241,0.0682395168916357,0.184373485561419,0.375752287664128,-0.589439507218446,0.526034741667538,0.165156082337684,-0.130518298859583,-0.702559914953167,-0.139221741508653,0.116661007149853,-0.0835790739769705
healthy,-0.180644933112935,-0.018988714624199,-0.489222085365739,-0.476333162151458,0.0105987579450948,0.084285833385941,-0.219072315762577,0.102329189373014,-0.538688772713091,0.134504813260835,0.0351622422328415,-0.332438913806399,-0.515407123362873,-0.677941560779215,-0.366993115519113,-0.349977231021501,-0.209897153171271,0.0298642893234178,-0.53642900348148,-0.276940764718404,0.255305744380774,-0.0152727983234488,0.177980175403879,0.237386328862,-0.364212875377884,0.16704959913941,-0.0490314944214329,-0.0820383883689054,-0.147205541126227,-0.162590217062912,-0.147436584297216,0.247878886425293
healthy,0.506368980235344,-0.332220977456476,0.166506776305771,0.146626849384959,-0.38408325948799,-0.098886537574338,0.345560259166044,-0.111745566588366,0.641366991707721,-0.659726121920139,0.35588299141599,0.542895973153136,0.451146642302421,0.644555209004536,0.539632925971694,0.098478304975675,0.0328749809654332,0.190321529866783,0.211474221455857,0.330631824548973,-0.669745910711464,0.0139018140782651,-0.509227664412383,-0.541672835746894,0.472630783534198,-0.531735346458688,0.0478141786426566,0.225636121298307,0.446167481858967,0.558163632638837,-0.021449212400608,-0.0071407926268967
healthy,-0.131277169597235,0.380621693866584,-0.234121274409044,-0.289127149198453,0.314324184810411,0.185739974554831,-0.434454432162143,0.376867288417248,-0.452863454132652,0.407910669203797,-0.100825208647174,-0.274408943908616,-0.348818478058306,-0.563878847506537,-0.468982373099902,-0.238919907023216,-0.0548103132400911,0.259053608661958,-0.408828526345045,-0.0500701413235013,0.451577443219344,-0.131698814869116,0.520744522125779,0.690825693832941,-0.199476515343974,0.215170300833963,-0.150799833319363,-0.518473252833357,0.257272620400758,-0.176392777940312,-0.0073893465278457,0.427304614445046
healthy,0.180586998043801,0.0546876165956799,0.250278753954245,-0.425902609274415,-0.30404520663635,0.527492970554255,0.290807785381948,-0.573806154844324,0.65899094753701,-0.405779450008512,0.756429985455577,0.385852129035795,0.594175436888228,0.679355823969687,0.608659888147418,0.0718468757532066,0.451279514109128,0.330578654514961,0.569316210202532,0.494073162820108,-0.0952300741049785,-0.200445628196051,-0.165104769506884,-0.261521712439635,0.574028704419058,-0.444655667804204,0.0490183502539201,0.287519319083918,0.762908000512503,0.38171702892175,0.0161882582927329,0.184888649460735
healthy,-0.152707134885333,-0.133367518565741,-0.0386249216810599,-0.457379867230804,-0.0780279706224179,0.436551198399565,-0.0011084871899522,-0.0338427023081916,0.0900820431946699,-0.0135951408227705,0.329051608363811,-0.124145728365296,0.0729625650936078,-0.0834841533762412,0.142820671652858,-0.0911947843226031,0.102144036382464,-0.0051771313192712,0.0357283109071653,0.215924004637486,0.184327637746499,-0.179548254013842,0.0375186189739669,0.094331528218892,0.262841135711294,-0.240485541473707,-0.096526942490006,0.0056702529002538,0.394710260633226,-0.136761156408138,-0.0753570511612471,0.289499072863702
