group,CD52,CD3,CD56,CD45RA,CD7,CD194,CD45RO,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD2,CD226,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94,CD82
healthy,0.0697476672174261,-0.156417300391555,-0.12072835823945,0.539972913285518,0.355473319927333,-0.159329484514121,-0.391231864415895,0.141405615118442,0.233015212580835,-0.277793652615208,0.276997746505853,-0.246675402769161,-0.309053652996866,-0.2520074539973,-0.226828449928522,-0.358170523278907,-0.23829692706405,-0.193346689555358,-0.154669438531279,0.114096304535423,0.178707990050365,0.228876913368131,-0.0228787393782653,-0.0261498066787071,0.167649454114737,0.0451007081582364,-0.101152656834272,-0.389773991209189,-0.171673914273027,-0.049581329161367
healthy,0.135045454361063,-0.474103305447223,-0.236250897432559,0.254771813908199,0.451605815267631,-0.0883131998425879,-0.414189922730953,0.344303065396411,0.375313980154993,-0.725779659070282,0.547321080485152,-0.559602880835727,-0.740380532409274,-0.700000878491589,-0.725727010027037,-0.462756382928606,-0.331734864756001,-0.256866576455587,-0.510153164494921,0.47003825139102,-0.0728907056948026,0.467554827944624,0.199488627618748,-0.667318983459892,0.615090483233642,-0.156312974236961,-0.126216464064279,-0.687699818082619,-0.352646908405355,-0.017446049332955
healthy,-0.0054135490894746,0.0694988576143505,0.0588880868998495,0.377497705423682,0.200641370287045,-0.333870890785085,-0.35327318567431,-0.0189336611334651,-0.0248150945115671,-0.0634826978368854,0.200459424186612,-0.459300115050232,0.0786487587701325,-0.121779812358419,-0.146998760928054,-0.286787334162775,-0.164947920110628,-0.195206642585846,-0.278321576346751,-0.195450567277188,0.165274997395375,-0.021832009256996,0.242590163590151,-0.260294537532356,0.209824998485249,0.0674447163028706,-0.0233140875031096,-0.475695926213824,-0.111671555159286,-0.411557065492948
healthy,0.164160189005857,0.389554096305004,-0.0029974945514604,0.40497246686673,0.166992084331137,-0.272022283040761,0.0682872368772159,0.182934198393146,-0.254122101447775,0.241656784893511,0.203942446136972,-0.158661535497318,0.138569407615845,0.340804415801626,0.185650504147457,0.251762634062812,0.266177235877043,-0.133758303581501,0.137315335415626,0.0861549713586728,0.125100552099594,0.0967396218246905,-0.166974048179006,0.389733868522564,0.215333112410128,0.074917020742173,0.0691860350669003,0.0843698831228959,0.0271718922954455,-0.311664778299213
healthy,0.284349958837739,0.167949852507375,-0.148777243048945,0.494897305544973,0.409205773705167,-0.18981565635922,-0.289704768032606,0.437705436156764,-0.174693271168019,-0.311721308010266,0.464227441432826,-0.512850315946321,-0.250823421770573,-0.290679696516229,-0.387960040090113,-0.324435237762156,-0.0908022784456096,-0.362903066294015,-0.231569990044762,0.299965209256344,0.185728599123952,0.197947825220645,0.0375263425584244,-0.408655040150385,0.398180231280555,-0.0433275479447514,0.0993518590263564,-0.529137966610228,-0.15102048903246,-0.139216358883186
healthy,0.0423374529245853,0.640378904575983,0.235057994566798,0.559476148983763,-0.0270509085193542,-0.117832271539248,-0.181494282483324,0.0620366944664647,-0.181264357806978,0.595360117501961,0.013503650727601,-0.0700143209722862,0.451064940815112,0.527797138487874,0.662791053836065,0.460509400111062,0.259575552158791,-0.024256945152212,0.255375508293092,-0.160058209462029,0.09796770524749,-0.128428858725215,-0.319206804347153,0.347453453910916,-0.0986966172487136,0.19823996862788,0.199408037617802,0.128872579323482,0.235942263611541,-0.371469248405079
healthy,0.246835024497882,-0.31382975483478,-0.560300792588497,-0.438306167064398,0.110380928221308,0.186218954823766,0.33933805510116,0.319067571528105,0.225146437948529,-0.62902267252137,0.650955764893379,-0.199821240366236,-0.403658340834289,-0.430080706563119,-0.641541102736146,-0.336161493603223,0.0890604537840719,-0.0461143813028239,-0.193518814827255,0.675067918857963,-0.0798636562194632,0.416597606859059,0.437433315981842,-0.329090725693671,0.475365887749341,-0.155706243489742,-0.0377939953638447,-0.24703733961631,-0.716377352474753,0.169086064292705
healthy,0.298477049061179,0.0180615755842531,-0.0865442635200565,0.253997603561149,0.39316674315585,-0.107934508585844,-0.285956274134272,0.278025783745692,0.197726170369526,-0.577771012596424,0.465023531904098,-0.629363010672484,-0.171757957586062,-0.430614002652311,-0.495934214190178,-0.529406459088554,-0.0763126145046695,-0.0044953451731867,-0.2836331895036,0.296594134323771,0.0895547251920597,0.464148732847158,0.336214529148438,-0.351936202420351,0.676532925376104,-0.265553543528558,-0.0515244858790895,-0.256282628894063,-0.358571089409126,-0.130132741618732
healthy,0.194828022895864,-0.0310928068792695,-0.0758326614700145,0.565656170634646,0.328259523392057,-0.103983610441163,-0.483565956905476,0.191519126477548,0.236271323247688,-0.676067045695089,0.477862527571182,-0.720983522203435,-0.412130042005353,-0.561067161010625,-0.746211115897875,-0.657023805986801,-0.291409457295187,-0.381640946722888,-0.496652945789544,0.3507220759487,0.333866190271974,0.302396538314675,0.367521382271202,-0.616393201763729,0.476871278152825,-0.059453170497041,-0.0309465394428342,-0.751692598799899,-0.398153215842254,-0.152343503170518
healthy,0.362979429452261,-0.0299653412341176,-0.187919949514161,-0.234216011348885,0.387034495067071,0.0578134728845728,0.117462320454861,0.335042191747775,0.134804122280454,-0.524612722326575,0.478915963535932,-0.071591022507799,-0.454647765171338,-0.230025576107849,-0.502937791939759,-0.261265689982114,0.0028692879781859,-0.200337874347215,-0.0868131685444584,0.653859164080523,-0.0064600219811644,0.503789026895078,0.38534418299525,-0.212751001818913,0.314043630706131,-0.0197640208496213,0.0346736079457238,-0.10025596146287,-0.319937276874439,0.275138765778927
