group,CD52,HLA-ABC,CD45RA,CD7,CD45RO,CD279,TIGIT,CD5,CD195,CD69,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,ITGB7,CD54,CD62,CD226,CD29,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD305,CD158b,CD158e1,CD99,CD94,CD82
healthy,0.255484056733195,-0.332885523385402,0.0901724148721094,0.402983276170429,-0.0163941812931894,-0.323095030560411,-0.378201569683465,0.0685921654565315,-0.0970691386300579,-0.0828834340165252,0.285975330798727,-0.698031418623137,0.377382796689397,-0.170925523070283,-0.573142715165897,-0.385395254430326,-0.564655510270467,0.239635215585458,-0.280795443891562,0.0671839479240304,-0.0658420438762578,-0.0293792325672829,-0.180273658934996,0.367230825634697,0.0026755049148887,0.367408913070799,0.090981731249329,-0.100842326607098,0.292235478174153,0.108677661597393,0.162743388200831,0.0055278598837749,-0.151248881350294,-0.332602969410133,0.0975428402089379
healthy,0.125845905777803,-0.317385019165335,0.399443594537959,0.468654631082233,-0.526535302241118,-0.505518689394654,-0.498652068922758,0.310457500456156,-0.259207633008486,-0.181103951167906,0.536535206690653,-0.753525629145529,0.524605944449882,-0.611484592436274,-0.696397355641395,-0.702928294519872,-0.763128741734247,0.22166269151737,-0.494389744387824,-0.166109965043939,-0.284213770864423,-0.31951359952175,-0.562728243069519,0.430776466722515,-0.0615429172738254,0.436331686687884,0.205287488600413,-0.643277309942784,0.582825385551381,0.255723874042279,-0.179046075349826,-0.130084588560999,-0.712520378872851,-0.315260992411719,-0.0363283712452534
healthy,0.109783415938798,-0.131929112902114,0.644550640395911,0.302884810891458,-0.505507430792769,-0.250634054314726,-0.225844096489461,0.0135792546215999,-0.0239795236960712,0.0126101557557205,-0.173103808188358,-0.397013877850763,0.163489865861045,-0.639755570103541,0.0443936002595041,-0.41107160519289,-0.243481509009685,0.167293652100074,-0.397192812680971,0.0360978849162186,-0.239400438272332,-0.39109952177644,-0.500255924775382,-0.17420709223491,0.153025204028671,0.0262674771218341,0.126969807751872,-0.611268289356439,0.441833302408672,0.092856377352083,0.077815977641265,0.0772652604960215,-0.746410646912498,-0.104750441516446,-0.570356834729314
healthy,0.268371633253989,0.0143197247628927,-0.0851804079291934,0.135966955272669,0.0931021200788447,-0.173708286597183,-0.0277292771064821,0.208865402117994,-0.152795158055303,-0.118714901420663,0.364844204315822,-0.393848780373374,0.215083629513875,0.221969637884418,-0.118097783169612,-0.247001223057488,-0.386746718781194,-0.175043306630433,-0.053924179313502,-0.0408922313216623,-0.0268765351299252,0.0761790111799295,-0.0780088189884422,0.385225364961543,-0.0936441591219491,0.292218452977998,0.427784666530816,-0.296946543226754,0.155439847428798,-0.143314004299791,0.0806958246161672,0.078488934875669,0.141945074899901,-0.0675428517899049,0.553057415015347
healthy,0.461136173571471,0.0289426697494568,0.253337365056293,0.266463427397986,-0.0253468093038862,-0.101956058841342,-0.118330349792341,0.35378002528445,-0.0786438184854741,-0.0370320007884002,-0.254391919476641,-0.00440573207904,0.121938844949414,-0.152254648049731,-0.0531659188841115,0.0483555425989893,-0.0530276946663423,-0.0318685942582851,-0.0181056875423461,-0.17708176153487,-0.0907205772028823,0.0603030954027795,0.0363054008537108,0.314571866089741,-0.0477509136471058,0.224759506091517,0.192431693763284,-0.0950543651025257,0.262941608992004,0.239768273310392,-0.0528205131142497,0.093841722718514,-0.11255035451354,-0.0292446215702926,0.0982126995850957
healthy,0.149685637756142,0.0317168274802099,0.307397653266679,0.275623511711814,-0.270837615225395,-0.0782358441631869,-0.044069244283156,0.11884098835787,-0.105362905421982,0.0091785910616648,-0.0310068056007312,-0.162521222801623,0.251391115953837,-0.22962445467429,-0.182456768908249,-0.247868929234535,-0.116945525375122,0.019446142262873,-0.13203979357559,0.0582603883327835,-0.13276906161402,0.0969298106772341,-0.243230552609274,0.0583595645336562,-0.0023093978621222,0.0151239433596173,0.170428234294286,-0.133890815714414,0.0896134587237834,0.0122817169411311,-0.0412608918436334,-0.0780515239885883,-0.291690289334731,-0.185218512877493,0.0034801609232318
healthy,0.382699228878209,-0.539990619741637,-0.482497362896317,-0.0620367290662479,0.280288581723317,0.0371192338861124,-0.610491941238144,0.502746142780753,0.245014716972577,-0.243038896283038,0.28881923102632,-0.503606222335717,0.515771237788413,-0.182992490570224,-0.242647586847011,-0.301024821075072,-0.607702471632801,0.134955544427108,-0.198522442869059,0.0236761901310707,0.239696432619475,-0.102701208783187,-0.0126547581108807,0.579480069995784,-0.349797176033499,0.625493829918685,0.456938648717709,-0.130811854136362,0.342350237331412,-0.22521903630654,-0.0382079780890455,-0.0212481284606655,-0.0294798288033055,-0.654012797194893,0.309980403109432
healthy,0.486513299965424,-0.168592915880599,0.0966068169254439,0.413886551395977,-0.103216755621401,-0.407459934993692,-0.588011915555705,0.323757177729,-0.105021502253594,0.141960236689728,0.186359319776798,-0.733459462327477,0.39418836995571,-0.520373854573747,-0.0670928030286019,-0.581400622683037,-0.763193220148133,-0.110004503544881,-0.739445515709913,0.0924501314312677,0.179408051306138,-0.106203137251128,-0.438025998152718,0.392367357651602,0.110468509888546,0.4991680834986,0.611266335246862,-0.702541592185776,0.453274937733917,0.162512272596166,-0.110657680720222,0.0971305096869345,-0.311239674649625,-0.284816536033884,0.113518504177816
healthy,0.160430221589193,-0.177986453516549,0.544893888075313,0.28271779676695,-0.51965051476653,-0.394304662374332,-0.253285431120894,0.165790667587829,-0.328119605598337,-0.0017812592002592,0.0757669712668499,-0.66870293279236,0.409767046079973,-0.755816218513184,-0.3859228490278,-0.637196282707297,-0.713925612327441,0.185698278495185,-0.659299237773557,0.0882383865026372,-0.311946505224377,-0.379381964202053,-0.584987760979338,0.228261749256773,0.275362022295571,0.227353792934352,0.313254301905085,-0.699838764308371,0.443226806333944,0.180006767022747,-0.0404645486282762,-0.0379137936923272,-0.789272094604737,-0.346709976790167,-0.177608534401235
healthy,0.218472081659424,0.0361172161189714,0.173320694258847,0.499508816617541,-0.219278323493889,-0.0710783255225291,0.0283912241532748,-0.050170804025373,-0.160356277998957,0.0145460485693063,0.142724499130133,-0.541201617924826,0.54472059852621,-0.0406986936361427,-0.590140891289474,-0.310696464725731,-0.278650711773941,0.283307674450869,-0.148275085232097,0.0068184843177316,-0.197989150995471,-0.0379362526817293,-0.271149771708967,0.524598505040984,0.100537565174353,0.345921530058395,0.313656279542997,-0.344220127117083,0.35671516461992,-0.149814271605765,0.0158281615230226,0.0636721449876315,-0.208164107288176,-0.102909710808327,0.219476210383057
