group,CD45RA,CLEC15A,CD27,CD95,CD11a,CD244,CD54,CD49d,CD99,CD94,CD45RA,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD28,CD127,CD26,CD49d,CD99,CD94,CD62L,CLEC15A,CD57,CD11a,CD244,CD54,CD28,CD49d,CD99
healthy,-0.261255379106516,-0.159351603836316,0.0396543174262986,0.0194863272381482,0.107662163066274,-0.137966740662096,0.221667924609003,0.0313767981329405,0.0777035144990882,0.0998898024058094,-0.0445092639865232,-0.0521379488372402,0.119024550658132,-0.149190363938989,-0.141173671459591,0.396845903603294,0.240768241822085,0.039083596416962,-0.447157624314322,-0.322056361506372,0.0798173063524333,0.0891409934652351,-0.0310664484339954,0.155288410477249,-0.229850636096813,0.424823101313745,0.366911061155139,0.338807385492957,0.384658572160356,0.238664826176467,-0.242368994967346,0.0633030243448771,0.142109930944338
healthy,-0.204353782731372,0.0429898349885155,-0.176628511985794,0.110845687297844,-0.0873500923236957,0.0599271629859107,0.0731241417243413,-0.0226616137322607,0.0234866015192356,0.110632852374523,0.35296058714797,0.470529749029614,-0.552930666778011,0.435113596167134,-0.440467743473127,-0.524591081795083,-0.422874333127901,-0.547650370087417,0.42603878983953,0.398401942785902,0.146003054808471,-0.333556164653798,-0.417578755480025,-0.261752826109212,-0.493825728169284,0.715600127738245,0.603814866963899,0.750131119706006,0.725656998035995,0.504593440642681,-0.28730050817508,0.703136877776984,0.755752472308266
healthy,-0.708960123306266,0.528036963053645,-0.234595469765264,0.70378241199779,0.589796845425002,0.42531756899972,0.444911794715953,0.625697289298613,0.772583257787095,0.175661710294964,0.707934857833601,0.0988449352764266,-0.547237520045981,0.347362623533065,-0.698599756434398,-0.0591432703477384,-0.502358719188587,-0.431480601820875,-0.101875115430123,-0.0569511115634043,0.0327346573542532,-0.445978767429205,-0.740605183894571,-0.23563989057962,-0.199240169953278,-0.347652876709453,-0.0615275146434565,-0.24865040028919,-0.212933305378061,-0.19168320076252,-0.167091569301625,-0.227917224242248,-0.540978485367053
healthy,0.0867339742845135,-0.127785329991571,0.247183361961657,0.179652833886439,0.0080039235066668,-0.228833402777458,-0.055927496790586,0.17131926186744,0.201033540396521,0.0286380787930339,-0.264616784030172,-0.0187791290484245,0.1693449993576,-0.252490018146475,-0.0606215905053786,-0.0422595713378611,0.0743540998083116,0.249229210047562,-0.170735004522802,-0.208775651014206,-0.308897309336411,-0.211332082759969,-0.0910795849034268,-0.100396499156899,-0.0860939095155008,0.0995743221203491,0.135888397352182,0.140632455235009,0.239984725571024,0.265662328828349,-0.130438044505377,0.0324200760413096,-0.0261852780649068
healthy,-0.647128195776261,0.311974669131647,-0.179668133894999,0.595848096020797,0.290849372482457,0.220129284616313,0.356117918090618,0.534563683916345,0.692037880603791,0.110833556188245,0.432570362863422,0.226268377366969,-0.542868047269252,0.320551132691029,-0.635364111665659,-0.386137081030881,-0.451220034711594,-0.471686760715292,0.0741489053028905,-0.0105413536310116,0.247681166956246,-0.520887676403562,-0.706186920185324,-0.2143619788013,0.201677113213123,0.388749967492623,0.338195898874404,0.393770492655579,0.345658023057632,0.332139132806693,-0.227177139777688,0.437464662943382,0.501270557261471
healthy,-0.42680600899893,-0.300663348937202,0.0546427049746837,0.0753236334513492,-0.243433836218767,-0.344945244824983,-0.207012077937484,-0.127749388842749,-0.0494578405999604,-0.100225451990144,-0.286611237637616,0.485120096572946,-0.391503661970595,0.111267815560594,0.156316761335754,-0.152541048231758,-0.180176120306976,-0.436223337966508,0.35978939365659,0.269163285626615,0.236573591677997,-0.124869495731843,0.119481773886541,-0.0571439890047602,-0.274493825262514,-0.0434839520063187,-0.0112695903308615,-0.0310827336265657,-0.075269711231063,-0.0420234922461281,0.182460632835155,-0.0478783133193561,0.0547573421885057
healthy,-0.310231029616487,-0.735722950796212,0.690441017421662,-0.435168397373577,-0.545051012638952,-0.690155498264896,-0.311271743204339,-0.423156239746864,-0.387168215159861,-0.770924177912356,0.297484656884918,-0.207516278848592,0.702148540814951,-0.678294055988775,0.408733048298199,0.562720994760978,0.514085579412213,0.638502559832187,-0.669678213934649,-0.46570689840663,-0.50201960875209,0.409707758438815,0.37975826800988,0.716228308859458,-0.249761448938205,0.669711961677344,0.579926101710078,0.492243033348561,0.646279519101831,0.348828633471861,-0.708924118431806,0.414301241297415,0.348293414301882
healthy,-0.247853048400338,0.509661694095128,-0.303331268282775,0.566177077691848,0.2900534988758,0.508513488567871,0.541296080532655,0.503592928583924,0.401149110197879,-0.0094482382147987,0.143878202941356,0.149507911878779,0.389484987225008,-0.168739091569069,0.120509748985121,0.0744526310338736,0.220340743935014,0.350628882526202,-0.237716563465904,-0.382980655975951,-0.342976803956815,0.47703259198349,8.19303315885469e-05,0.1019177826523,-0.0523836808673253,0.625191611887575,0.209659639940058,0.32733626093262,0.538982366967351,0.465041010400715,-0.273560750501942,0.354329428539296,0.0723080693119809
healthy,-0.506322133195913,0.632396563119195,-0.406293370164338,0.709751733008979,0.588217292667336,0.704200134494069,0.626270316714579,0.575265247193075,0.752379516575,0.354165352175895,0.492358520096441,0.590126845225245,-0.651916483523472,0.431383655472247,-0.702597212520854,-0.392132380982524,-0.550959925410198,-0.70781605357877,0.219794139196345,0.214562320655981,0.303569600414148,-0.48261069271767,-0.721655032071595,-0.388202767080129,-0.083779807971139,0.139019109090052,0.126815212807708,0.0260352568690571,0.0913457583905598,0.0576286672482479,-0.231703428421685,0.0624234030945672,0.0271274572367142
healthy,-0.0182825152589471,0.427695391221436,-0.326236426317529,0.127082162792489,0.218444575290931,0.325920442013581,0.229675240262703,0.291477674467947,0.187248517586469,0.0937524432984421,-0.0627874533562161,0.185659246864566,-0.524979988234595,0.497223004677524,-0.110655135420554,-0.6806930807528,-0.414756001105944,-0.501576065013005,0.659405200939437,0.425264419594246,0.324557267813209,-0.230197004398346,-0.141993321903071,-0.267017157879761,0.0706530419428649,-0.334022727043989,-0.302503568037475,-0.190766387723697,-0.33208678587926,-0.0080126401006472,0.40294578662865,-0.184688758800169,-0.112705517366456
