group,CD52,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD4,CD45RO,TIGIT,CD62L,CLEC15A,CD27,CD95,HLA-DR,CD57,CD58,CD11a,CD244,CD235ab,ITGB7,CD54,CD41,CD226,CD29,CD81,CD18,CD28,CD38,CD127,CD71,CD26,CD49d,CD73,CD99,CD94,CD82
healthy,-0.535217195979921,-0.213892735235299,-0.0118361365554342,0.107680725420559,0.0081217464050202,0.452485539636409,-0.316598755698127,-0.26542366519544,-0.170560006838722,0.0159624960885213,0.0192524339061779,-0.235718629061314,-0.225690127281925,-0.301023909033036,-0.0239336277515291,0.018235144953546,-0.154101757436687,-0.0999002451086448,0.019581795852783,-0.295307370183262,-0.127717852558352,0.483320379358824,0.358656288534893,-0.0792775667814992,-0.161059845782566,-0.241471329979059,-0.497224173001426,-0.0262042099017048,-0.278301171910028,-0.0310354654292641,-0.225654689483226,-0.119849568258856,-0.208817009890892,-0.161240401597723,0.281918444772002,-0.069540467299176
healthy,0.21018117624651,-0.340782552907988,-0.266360708699476,0.383203600562021,0.48799913499741,-0.158575935916718,0.0178898465980256,-0.421527589601288,-0.476958918021538,0.475620980412588,-0.650893048151277,0.516288051980712,-0.510765918025423,-0.141626302259586,-0.609878584619427,-0.319693510615164,-0.530133729732423,-0.646706999592056,-0.184144569315859,0.253826145580755,-0.437948401149103,-0.200807214850224,-0.317602797271966,-0.339457444521089,-0.323560377641991,-0.437277777572032,0.465162377448308,-0.0693376402677008,0.461086088518676,-0.144690670487581,0.188314241506592,-0.470335584087515,0.585208091328414,-0.545736996286625,-0.290542107935889,-0.0214683256193128
healthy,0.0396851220938908,0.0403726440221175,-0.133721048453997,0.58145404277643,0.335969019081379,-0.362029263968772,-0.226340238090808,-0.462160157581646,-0.116564508850271,-0.119528083772724,-0.136842994610331,0.186116075054778,-0.492496889968046,-0.0702239221036915,0.0412103844461212,-0.392075640805726,-0.242759763044618,-0.117321828687644,-0.018246010551422,0.174352741068869,-0.233464839482039,-0.118805778467967,-0.348748417173673,-0.427691429387127,-0.0074935607085435,-0.268065785060272,-0.17387604216078,0.170999660817598,-0.042972331222949,-0.0582133705615424,0.0764308024584932,-0.243538995747026,0.547975806412478,-0.569433286511249,-0.0558811285046149,-0.519185770807704
healthy,-0.113449876455544,-0.0769967077802256,-0.14171031181912,-0.154819772920299,-0.202823481413125,0.0361443279441342,0.0339808675062676,-0.0108735517308488,-0.0032376128278872,-0.13922141861737,-0.0951671200937245,-0.333345365883094,-0.101056550773769,0.0418224615356005,0.001982980287653,0.0279498338749528,-0.263182466183196,0.0808789687059118,0.15502334904726,-0.190012363252423,-0.244040868555166,-0.0200082590266319,0.035082404961278,-0.0857386973160307,-0.0814101298148447,-0.215173170927488,-0.143103771387375,0.135270455785875,-0.297346734223603,-0.0084453370020402,-0.095098571966017,-0.378492581864795,-0.303562516104488,-0.295842447314051,-0.14197158408004,-0.0788394349563673
healthy,0.11502276688855,-0.104222503160556,-0.0831648133980704,0.448569722629729,0.39579768691511,-0.288788142742496,0.0929711919303682,-0.33932705408417,-0.166339710991387,0.203897660905954,-0.469632926025132,0.325516015852699,-0.589846279295472,-0.0203267068256631,-0.273866920988495,-0.184871592043513,-0.494572771026831,-0.385766756490656,-0.0574026701213247,0.123698766888754,-0.244548380401074,-0.142173204772333,-0.266735132616009,-0.423579833431419,-0.141415416454714,-0.494239570589281,0.0576672016716755,0.263931420445308,0.0769390133340512,-0.0712434734820692,0.193040891124369,-0.588775521033716,0.324266018093603,-0.604872789638133,-0.144871544394613,-0.0606036035734499
healthy,0.186475896081995,-0.230834100906177,-0.146214095557251,-0.242093329704877,0.0523355783518668,0.107217226087902,0.12331868270995,0.103444645705798,-0.110768649176455,-0.0143498165863852,-0.249769641369177,0.0339332170430123,0.0827913405805089,-0.0177083166613182,-0.250091321398295,0.0413439123285422,-0.217944663045538,-0.327324952594187,-0.0272187028725306,-0.0833439009160392,-0.187259119150816,-0.115343976459932,-0.0902228093688351,0.0118925879615188,-0.0850976210881564,-0.159124966261265,0.326559080016968,-0.0354776850506608,0.184522159082277,0.0206443950379445,0.288377612606662,-0.0948210769901177,0.100343974263175,-0.0676463099482319,-0.119742155921734,0.383339744272025
healthy,0.379100167019855,0.0807537688442211,-0.0105340661168351,-0.199954041117657,-0.073135351491469,-0.0826880262721554,0.0423077656227562,0.145703064661203,-0.22820575505952,-0.29977302293631,0.0009507378525831,0.164612854963794,0.100824187439114,0.125344686205861,0.0168756906123239,0.0663910372843492,0.0665113446017968,-0.10419017761505,-0.0377940461354138,-0.0156942062032331,-0.0166476626483295,-0.201795959636473,0.184516732662592,0.0143897790780136,0.217108305297683,0.151511413805758,0.194638648230643,-0.0386770674586018,0.26174462962171,-0.057144130056758,0.145957523555324,0.12988828465062,0.0430255015307284,0.111612328946585,-0.079713232100184,0.125446035194417
healthy,-0.499419062896444,0.0526118235846106,0.223493513902468,-0.160193446935824,-0.39999735092088,-0.0742993102694895,0.0932279750119151,0.138036994599458,0.38956205973335,-0.128971540886604,0.726739131189012,-0.52973354625854,0.529846596291648,-0.171521812749886,0.0077559795775398,0.063156426929423,0.471925099340188,0.503258331179822,0.0387178500510791,-0.088970088000676,0.653126395930408,-0.0289959293598017,-0.0229145148257929,0.214051591305138,0.328262990099665,0.312780230564234,-0.432776881785373,-0.24316084676048,-0.373057753520394,-0.0841580472438475,-0.362920777891327,0.64161721250921,-0.47745495288617,0.22628247247739,0.340565541146466,-0.0748186009921361
healthy,0.229682314700774,0.332750764923766,0.213792669763312,-0.148233170490273,-0.120056542426159,0.145648912967388,-0.0126794002152157,0.310546663889344,0.125343895587219,-0.660149988880964,0.431220885702913,-0.217341607698126,0.370959350497971,0.150753958067649,0.327167588963666,0.118084198738075,0.355219858737244,0.335570105466341,0.0937452599027937,-0.27017155567163,0.245359055425267,0.111194323010442,0.20101764633332,0.277220952588459,0.389223673471719,0.229513332847227,-0.0204945666438366,-0.108628139883228,0.0290698221180685,0.0909389750023798,-0.0456777804601731,0.163421694389013,-0.292270477129634,0.304931618848248,0.225474818346079,0.0293071284354672
healthy,0.150964236488326,0.0644207684817847,-0.0836453722746609,-0.139617730844977,0.163236561673323,0.0515153496686042,0.369273358461429,0.179722714154956,-0.200055697616181,0.0666499646268766,-0.0631519846595571,0.1150561547794,-0.0709032212697249,0.0378796418371854,-0.260145059313943,-0.0880508770595517,-0.0838165745260002,-0.299200390720959,-0.0505397952127203,0.0600100041979943,0.112728356069875,-0.200248190018073,-0.154375658348008,-0.0278317156932196,0.02560290038993,0.0599300983019631,0.385945946424038,-0.0604072273648179,0.414938519077778,3.48972626140825e-05,0.250385093803674,0.130457887743874,0.143159804019153,0.0255185074088482,-0.137804559023181,0.0970427122140057
