group,CD52,CD3,CD45RA,CD7,CD49f,CD194,CD45RO,CD279,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD96,CD11a,CD244,CD54,CD2,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94,CD82,CD101
healthy,-0.192968050987961,-0.368532902882394,0.44280025122576,0.0720258772096414,0.340745761068007,-0.226144463875326,-0.382489339981028,-0.41263290812369,-0.276388267799724,-0.145612087800294,0.0826978295898029,-0.348052340818979,0.110133850292986,-0.408198432276981,-0.323406706544286,-0.239595399694341,-0.391948990289752,-0.386079521896143,-0.465335384934759,-0.436208811551277,-0.361289109892797,-0.403979431238926,0.0800790692048294,-0.0424933133541159,0.180987375148511,-0.431601084264381,0.0843497295941582,-0.279302506428054,-0.0527775287428514,-0.208391878239532,-0.108140254609434,-0.469257432219421,-0.298499014089158,-0.135562019385623,0.0484014882653692
healthy,-0.249196322407539,0.343638441321503,-0.36289708059631,-0.499390683523717,0.180429893347982,0.130699271827491,0.401490862877967,0.424253198314693,0.453446355334058,-0.422679811979387,-0.39697366323942,0.671701435114753,-0.583976811642377,0.527832644681138,0.646337400439342,-0.0053411328188605,0.574618166158262,0.659807654763039,0.468682341141968,0.254952708687306,0.270515538294557,0.456078240514996,-0.46829452138224,0.0420061209086954,-0.488469354860228,0.331646516416668,-0.195741981218454,0.576588337374287,-0.616189475116732,0.183450534116142,0.142343877324592,0.613464328273696,0.315935475310616,0.0317673494921381,-0.462546891520457
healthy,-0.0779146931694145,-0.0499721334293296,-0.530229201101623,-0.24527032551321,0.271707079480861,0.241761631731714,0.473106237684133,0.211430481502508,0.190409916628276,-0.0135114877216645,0.272093000931652,0.417880394733864,-0.0754583460540681,0.54484474253225,-0.0053625000649239,0.0844942361454584,0.415875498414513,0.237314304931122,0.359866628509287,0.305925660942896,0.320168597091391,0.425958038150079,0.155762345734966,-0.229370647009182,0.0985546538287592,0.153944629103542,-0.0249590278586938,0.570555965684701,-0.291490035514138,-0.0424069352503234,-0.0495516503985855,0.649326868715837,0.0768476697016149,0.482548066101794,0.0397069857479192
healthy,-0.230637090684911,-0.13745630786279,0.0237198597200425,-0.0614929574456851,0.0685070593372236,0.0292569507571542,-0.0958348166857171,-0.179863600879528,0.000398464458562,-0.165544820994183,0.370979667448155,-0.0130684075754486,0.207284594141805,0.0201125904836933,-0.109876976954022,0.0893947109633288,-0.0218314939590895,-0.118249051593321,0.0717235207159325,-0.0897472166231408,0.0214771047074278,0.14038567748388,0.0459206392616305,-0.110222637602479,0.0516622661916952,-0.0898213237891247,0.133159188394592,0.0008623452778562,-0.0625177934060528,-0.067535092418615,-0.030402555084731,0.0432406423461829,-0.0598651402150912,0.219135284434838,0.049100659889742
healthy,-0.211911048015751,0.186855246523388,-0.284208074467232,-0.403530320452382,0.0252459126382991,0.156693875832976,0.399186853778103,0.325911257749929,0.374694331497039,-0.194088706278972,0.194584262860943,0.607821355206325,-0.199331021761816,0.687570749777249,0.396745972533779,0.0439030775597574,0.657990223432148,0.477773556730882,0.444150743836306,0.266314334785706,0.304184064551435,0.483509095339175,-0.0302945836071365,-0.086925520044473,-0.247884772019385,0.274156522109377,-0.285428303267233,0.605005240491896,-0.504308699706287,0.0511883759599577,-0.180591596862177,0.651651940044325,0.130044491818479,0.119117879025275,0.046788951710868
healthy,-0.260607014420191,0.203077470970035,0.0450452609148201,-0.25938457774988,-0.164406735193018,-0.18870883811185,0.0816608886284261,0.0504278758031603,0.193885006790761,-0.172648510902892,-0.108022196295713,0.465589616897742,-0.213949394958383,0.0742298474086273,0.228212933426014,0.0165572924773778,0.390864409161881,0.439661596627224,0.34666321762532,0.0785244880052165,0.231107490645091,0.217803658449191,-0.284328497495482,-0.0601053031404728,-0.307608281035537,0.316867600502586,-0.395465469796962,0.368236485764577,-0.215453970714375,-0.0288637642544603,-0.0352835934308065,0.2847905338129,0.209969493317468,-0.182521119974127,0.0121734092223028
healthy,0.253885408476857,-0.214948987361048,-0.0414643066421945,0.182577765159812,0.338496868357998,-0.131916159220741,-0.165153662567195,-0.124980759456253,-0.423470294320371,0.198006279632475,0.275070119657865,-0.532457488848523,0.607436215936088,-0.443918766254018,-0.461046561278045,-0.10203071185567,-0.462163849550784,-0.513761935348972,-0.286191257800364,-0.0010293893710979,-0.138514396708655,-0.309392846044466,0.559704799999373,-0.153988793017219,0.515381950044366,-0.214233287650373,0.409695921469284,-0.352927650582482,0.490672369267013,-0.127693158640041,-0.0598588158785827,-0.289760316152918,-0.437863470773616,0.100756845881882,0.384498142962047
healthy,-0.457998177644496,0.272590374905045,0.129937403566552,-0.346000681291433,-0.232506766927109,-0.25293990998715,0.0387977118450692,0.35212476156773,0.579365483452063,-0.250494894715874,0.0053451594523602,0.728737951013378,-0.283166154911035,0.361430858575201,0.095229110480662,-0.101004137503451,0.478263638080237,0.655285482704977,0.596014084418804,0.0916662942937575,0.510445071963906,0.33800642569954,-0.30049893544378,-0.143952252903871,-0.485015747209527,0.241159122391528,-0.560154545000759,0.54474747119007,-0.332439452740085,0.066228673765636,-0.115869618479267,0.207736631585305,0.223859450834333,-0.163433926511248,-0.522285954433561
healthy,-0.304259202106876,-0.0838305725014643,-0.443956284047766,-0.241745129044642,0.178511620095392,0.0326365273971976,0.359200005626446,0.301126167811886,0.193640453261114,-0.23774014430318,0.136263086023874,0.509243655515392,-0.345397682171157,0.579773347782912,0.287729301203294,0.0975076186925669,0.445641380584658,0.553550145631026,0.565000286055245,0.14599524804546,0.180458221778223,0.450255385624825,-0.300261749052291,-0.26461822825924,-0.317257789708386,0.0815401304328902,-0.368686950453032,0.562819632544613,-0.34500132276774,-0.0141241915751323,0.003463727012292,0.610747983257562,0.226655547708084,0.107809381536458,-0.151358091252834
healthy,-0.280995423629775,-0.114418122774477,0.155890134533388,-0.113096898325081,0.023053717452984,0.0161558919403375,-0.150917785019578,0.0377508342415372,0.100470331678156,-0.301168943882136,0.33454191161823,0.14733104575505,-0.10790288999578,0.0535719582943183,0.280159460533332,0.0621030257344441,-0.0211340624739414,0.0943528915027397,0.151321457311011,-0.108533340715922,-0.195957714532038,0.193946725951839,-0.25468987279082,0.0693017025393309,-0.254239958586517,-0.150249426073819,-0.0522439664224199,0.109208369166119,-0.187383530121836,-0.0022349885566578,0.052542952607188,0.237360573651472,0.271182290211973,0.0791595128056428,-0.0406846372862239
