group,AHR,ARID3A,ARNTL,ATF2,BACH2,BCL11A,BCL6,CLOCK,CTCF,CUX1,E2F1,E2F2,E2F6,E2F7,E2F8,EHF,ESRRA,ETS2,ETV7,FOS,FOSL1,FOSL2,GATA1,GMEB1,GTF2B,HES1,HNF4A,IRF1,JUND,KLF1,KMT2A,MEF2C,MITF,NFAT5,NFYA,NR2C2,NR2F2,PBX1,PBX3,PRDM1,RFX5,RUNX1,SMAD3,SP1,STAT5A,STAT5B,TAL1,TCF12,TFAP2A,TFDP1,VDR,ZEB1,ZFX,ZNF143,ZNF263
healthy,0.0234379389755842,-0.47526212977638,0.402895987335147,0.45637085804631,-0.27170419477935,-0.469859262185108,0.225672310330749,-0.308581952960758,0.256610087698548,-0.35911012566749,-0.0995325386309308,-0.36593179937028,0.017815069401144,-0.361807813768443,0.415616875601649,0.4430350212644,-0.435751414916693,0.464430538390734,0.120109748749949,-0.211430439705214,-0.327725556019366,-0.360345380617559,-0.382498279633163,0.444743688383221,0.450983385381405,-0.118891913098453,-0.442046776089581,0.408152384930131,0.466076413605163,-0.452090219977203,-0.200569597959472,0.428546637865175,-0.431560176518414,0.299621002714491,-0.309302411270727,0.191455595476746,-0.0584146419465489,-0.463409127453286,0.0199698136029231,-0.389812821297474,0.208394548103771,-0.440360195235201,-0.195262591059307,-0.313338112424749,0.458621256865378,0.294648320278251,-0.0420617875004812,-0.246343114328882,-0.460877437873326,-0.409386354949339,0.338223029014904,-0.178766042552494,0.455190212657879,-0.368244468848202,-0.457802901370106
healthy,0.361579048581005,-0.247733283902927,0.317036405490708,0.394956178572442,-0.262729364563629,-0.352886189411845,0.0768509647571224,-0.0064420542495046,0.224562729070991,-0.358232442958355,0.245914840895669,-0.411696775611255,-0.455007792074038,-0.0988984154559435,0.340711659044205,0.266503182464387,-0.360166009669065,0.324871383973254,0.357887071847996,-0.28837191666049,-0.336499811177202,-0.268509777210341,-0.0620725857499926,0.293201720642095,0.336466770570627,-0.317557797322077,-0.431810728721974,0.33326521874065,0.335816741565961,-0.420625999538118,-0.0845688495418907,0.402273878018789,-0.24361654874439,0.278152035398969,0.0727286306673457,0.0539859318520925,-0.298537398429596,-0.397613700916963,-0.21388473772563,0.2346319576086,0.223631716665223,-0.335888387149047,-0.196260961125714,-0.403239866464153,0.339161861052541,0.181896764785105,-0.0752267217167526,-0.237161775935032,-0.378817812254933,-0.477394980390674,0.434328381469416,-0.427203914273445,0.429439235728931,-0.273237798151817,-0.386813051503889
healthy,0.354146706207066,-0.465341817068668,0.339915474243555,0.471211557830117,-0.237845209977929,-0.389759198366345,0.366977926557697,-0.283415487389158,0.20759978285782,-0.344086933722978,0.145121796049139,-0.437798205825265,-0.308683267922099,-0.199887617096108,0.470487142889181,0.452419454896293,-0.491942970502234,0.481336159137692,0.463493530813238,-0.326338029792321,-0.427020353010934,-0.331011754288497,-0.288534493250302,0.403783100610247,0.473162130645442,-0.205759230396323,-0.444703439640392,0.414046053991997,0.432490769659927,-0.453439946756519,-0.13441333158577,0.432803845611425,-0.298856268017047,0.485217319419665,-0.17441734481546,0.432620608295777,-0.123747963358436,-0.486318894296745,-0.0280619842701995,-0.423458143857847,0.225631586325306,-0.441644616242872,-0.443492317765007,-0.180365293655066,0.41187442414686,0.418053760304482,-0.452870667127536,-0.111013432834739,-0.472367394564717,-0.40442966248967,0.411749555744014,-0.414497238378797,0.371090321013252,-0.328073246727458,-0.42960419894545
healthy,-0.625565114485077,0.1422915130872,-0.079964349417922,0.493683573622349,-0.197784218020335,-0.498150995141016,0.41839024770351,0.444991174835094,0.544083601922768,-0.549340473700981,0.256982478997034,0.324510031314475,-0.501512398159619,0.512358472690531,0.200942019058523,0.396049199426684,-0.496744171134403,-0.528058155722317,-0.23669584038066,0.0824299037226963,0.000868263929385,-0.41783461133115,0.0441658670162099,0.630090332694958,0.477408550800744,0.513662838926354,-0.108895534054392,0.156125939266147,0.0383625537937843,0.544922967506545,-0.368491999767729,0.223180609564558,-0.150992542237347,-0.308421534178153,-0.404189337959815,-0.174224184983345,0.179889574283553,-0.566230243147325,-0.485124409077912,0.0545574493843875,0.0326958509324117,0.0015263580725347,-0.0584968193151377,0.0584311412569391,-0.571739318669021,0.475702234848745,0.342922218149862,0.543883940625844,-0.460474120274825,-0.48934750822008,0.566951388226345,0.0977657303120622,0.266391517614561,-0.531544347051497,0.145194483259577
healthy,-0.15800294463593,0.360815632770652,0.541130370093195,-0.0322827843236144,-0.154313554173962,-0.352007717564171,-0.220278603597008,-0.208314237341126,-0.591327991022604,0.654292270306567,-0.547656612698727,-0.689855885666132,0.625033319960601,0.281949660504259,0.557485926470254,0.650661363149533,0.209079462556391,-0.46598838404662,0.362529770201185,-0.0769500262484111,0.433862928050363,0.32505432736624,0.47516696808719,0.653090479575598,0.62440894890229,0.40640048598695,-0.438674209516842,-0.549891333914025,0.678744057728656,-0.584431903291503,-0.418036192543272,-0.492870111603293,-0.393953426538232,-0.619287129323697,-0.381886920425846,0.626423739942696,0.200915687412705,0.13898186748751,0.0285101993011058,0.299123159441875,-0.322827019527623,-0.212213673475745,-0.524077956308049,-0.559879623429951,0.584035699493288,-0.595325448471127,-0.458686208015061,0.514984214245059,-0.484962509809389,-0.609616791296568,-0.134451470626419,-0.36765817944794,-0.674367694360842,-0.736817979528201,-0.558956246178808
moderate,0.631821770867163,0.631635362121093,0.139643259328529,0.446473155765259,0.608789176628749,-0.537048659293903,0.65506410245505,-0.21036480087317,0.611155049143803,-0.538039244613927,-0.213480709995787,-0.634428412175841,-0.60806665016671,-0.136379895825904,0.474204042696823,0.218040351555497,-0.614374836575918,0.0655639394618245,0.600532611672958,-0.189792934131577,-0.401537203741897,-0.581510556489598,-0.490223090394796,-0.623949467624049,0.362683854934446,-0.001041424068952,-0.54525460558193,0.616843266913485,0.591134705799672,-0.472543310231837,-0.041814540871641,0.596188209491827,-0.447806407457929,0.105829989262217,0.35595355285232,-0.278320142265095,-0.291011122598171,-0.330012145866794,-0.429729380793605,-0.463174234991061,-0.51180424935537,-0.0136848668705631,-0.1438448288341,-0.382323677945691,0.586090225435249,0.224289776293866,-0.163146827258311,0.565386970238634,-0.463178196452016,-0.668063856661486,-0.064594481933563,0.428241852204838,0.658597945708466,-0.52608707674904,0.458230331718673
moderate,-0.0599162611843211,-0.288536021828234,0.406750001968105,0.353031698290785,-0.255643953716428,-0.302304762002711,0.183335131668082,-0.109352111241352,0.269838329837952,-0.259621259278835,0.071826199661694,-0.298342840050198,-0.239300784049812,-0.0016721062983994,0.319851844110975,0.306311117914916,-0.306439235074028,0.331309756871484,0.21148040673282,-0.171131233212749,-0.25168842170387,-0.251104242477923,-0.391565935573447,0.28386354310065,0.325979034738467,-0.183045219410094,-0.340764730445889,0.275275452430231,0.343364480927853,-0.34811858488487,-0.213655726487728,0.299715994940671,-0.257450669443894,0.349941002582227,-0.0800880168143762,-0.0813829688453923,-0.0287554233705045,-0.346572992575593,0.0929502041551427,-0.0809270886985551,0.285357504240285,-0.320442617936877,-0.0831306174232677,-0.0832449882524742,0.386645431667584,0.119652921849888,-0.150558366725477,-0.272148816151923,-0.327204197709967,-0.324925081225779,0.36508112392719,0.201145349684521,0.148210814211763,0.10844146520767,-0.292600205560038
moderate,0.644920920193155,-0.614370874940764,0.437928466877671,0.616688133383519,-0.49414614698375,-0.634442393303403,0.275038920524974,-0.578690465344123,-0.0803269660096175,-0.466652830593078,0.580392401565689,-0.672766174465265,-0.480156460079662,0.212078984059481,0.608741641520113,0.557486646122022,-0.651760130191362,0.599481612169731,0.560777771938033,-0.576344199371789,-0.565273616716863,-0.475367034928553,-0.358515137329197,0.431249825642153,0.599321184415866,-0.470138306857267,-0.65681422890576,0.478542976679194,0.599521014064075,-0.601303123874337,-0.581389736836138,-0.459470465548778,-0.498762473730921,0.165016986773771,0.341799548409411,-0.567408087435037,-0.439083470157851,-0.616254934131025,-0.565988068141566,-0.376298807661015,-0.0538621478395741,-0.569332495293177,-0.554683793576471,-0.653907855739024,0.578287582988862,0.629358682735894,0.603704685449931,0.623800215600944,-0.528099621508681,-0.685586314036148,0.345151428884595,0.503969768460907,0.624719814720946,-0.603575058052126,-0.643257761398284
severe,0.464495080175697,0.311051208263862,0.345043302784491,0.397921588792746,0.099706776045381,0.279029324594395,-0.35155443501685,0.403032508281827,0.348431836686707,0.113608820198355,0.0455540962741824,-0.277834044281208,0.380438469570678,0.371067815057967,0.255729937054093,0.43857827657478,0.142285062799811,-0.242625699617337,0.202635280526624,-0.339127904360537,0.258113825461812,0.21752100034404,-0.30856723657633,-0.16276591454578,0.454605898956149,0.391683064351113,0.128352517075846,0.458819881623293,0.369277754110467,0.265316008911924,-0.411392798255481,0.246653813336258,-0.385926846000766,0.0069381542262255,0.203121399314284,0.440766764293342,-0.420412684701802,-0.436120040587771,-0.323177489080738,0.440415996226952,0.422426741561263,-0.443333662127004,-0.273595279087634,0.333508943079647,-0.387777910090247,-0.503193948369784,0.117031668367936,-0.460979774119052,-0.398350517134799,-0.00157464360238,-0.287990114246922,0.405322032454295,-0.221018196092909,-0.288556299658432,0.505564492340195
severe,0.131932357568556,0.225789091924889,0.270452260289026,-0.0870221127618477,0.147629417275122,0.230746529118678,0.254721892490604,-0.185104500562546,-0.0503285267937821,-0.193010946724802,0.182198742399921,0.101427116785837,-0.189281931844075,0.170841180212867,-0.205826110782311,-0.135962636683081,-0.113792870171146,-0.197219200419689,-0.141846237684735,-0.138713288507513,-0.219948244593378,0.0797803370296053,-0.0617979445131865,0.0020467076741705,-0.188389573263765,-0.069939535861229,0.265509737166217,-0.152444673658901,-0.0619848675361373,-0.0805280291214082,0.438652655667015,0.198664373897662,0.13240911070422,0.0122772632308271,0.425669459743129,-0.226774414880975,0.0316382130415074,-0.0623055200622097,-0.123720172951207,-0.108685795131857,-0.0939884753166574,0.160215898910937,0.128163074696182,-0.13457612521763,-0.0456430228275307,-0.0526481619668887,0.0123791760491912,-0.229686635807691,-0.0742536794600756,-0.20254998652368,0.173925907227253,0.0302049708203188,-0.133093666562207,-0.248209414829289,0.0897563591082013
severe,0.805409271034548,-0.761619734343148,0.797612969454295,0.811461780455228,-0.798504760825626,-0.790370239289102,0.75711351109688,-0.811328301135588,0.801983060675383,-0.80117663819141,-0.77222018683358,-0.814364925513036,-0.78089561914509,-0.764955029248827,0.812115792948211,0.804023352967744,-0.796657754305067,0.799873436306425,0.770996083804678,-0.797196132952038,-0.769947541651474,0.783156688884842,-0.767976460858187,0.788271828629924,0.808255985810881,0.765487620174621,-0.799306601363668,-0.765276850661764,0.812376360978694,-0.76917017835091,-0.794813159334999,0.799283571056485,-0.767417342876999,-0.776511420353634,0.786875179163438,0.761385331635486,0.787173608536618,-0.820495569169604,-0.778324665167328,0.757195624391077,0.783962267326144,-0.8041465831978,-0.768018421836719,-0.769706386602439,0.775387276092557,0.78370326680348,0.761292728096657,0.771753551813697,-0.781185969824128,-0.781802723862035,-0.81128887228507,0.771763077438134,0.801674864522716,-0.780992684052327,-0.779107695611545
