group,ASCL2,ATF1,BARX2,BATF,CEBPA,CEBPB,CTCFL,CUX1,ESR1,ETV1,ETV5,FOS,FOXA1,HOXA1,HSF1,IRF2,JUN,JUNB,JUND,KLF9,KMT2A,MEIS1,MNT,MYB,MZF1,NFATC1,NFE2,NFYB,NR3C1,PBX3,PPARG,RBPJ,RFX2,RFX5,RUNX1,RUNX2,SMAD3,SP4,SPIB,STAT1,TEAD4,TFAP2A,TFAP4,USF1,VEZF1
healthy,-0.285637376238538,-0.0300367288817746,0.257380947235201,-0.0404165372683706,0.0333064057996647,0.239929975114905,0.496203549943892,0.198875490713176,-0.083370182202567,0.0741671510810596,-0.382610777867348,-0.0835898152317742,-0.137506697105973,0.0345825900588276,-0.022440968812262,0.312507725928488,-0.0231258826389429,-0.382044555532437,-0.0115025866415329,0.221336046098599,-0.0316863267479473,0.0226967059010649,-0.105393054405013,0.058150832008948,-0.0629700714819691,-0.0819239052904829,-0.0846879441287542,0.438563938369159,-0.0954934130948137,0.126408154523617,-0.305857051242288,0.371319003651439,-0.122292243397633,-0.012080130764878,0.0439503006409205,0.0156577313289317,-0.354268474850775,0.550291793187966,0.354572846089469,-0.0166231886816143,-0.272744372479938,-0.0607371538095575,0.0934273498263368,-0.0573860252632421,-0.200837313780136
healthy,-0.0432323553039068,-0.204565460842959,-0.0764401224851112,0.0265667224502754,0.287039756370694,-0.0852572229316588,0.0891139310074613,0.199698663375208,0.191038299159895,0.346974763151267,0.0599594452587326,0.263664472312988,-0.026218190567662,-0.128100590531864,-0.223410655354224,0.308584457489127,0.0811097622725202,0.0710820806715699,-0.0922648448349815,0.360080455609025,-0.114903021770139,0.133018327274766,0.189510773972989,0.161198436119321,0.339374877651365,0.174515722489246,0.234089067290641,-0.0876969117379721,-0.331943174252215,0.283760669427763,-0.192906450673891,-0.0161300486529526,0.0185773336669639,-0.0156256742105986,0.106036460043603,0.188850625714856,-0.0247357957911974,0.0610962985148903,0.240916442528044,-0.198307698066964,0.0507644248862152,0.156486690655758,0.103387652107721,0.21575914313956,0.245486987895574
healthy,-0.543129789485828,-0.417098300434454,-0.0705593375808367,-0.265421011679464,0.0041141347325098,0.593029265602082,-0.0187957175034606,0.574302371052973,-0.0236103311040211,0.401096894420694,-0.25607918736606,0.457679061431398,-0.0181522685041722,-0.392018803871292,-0.478779387038742,0.556005702921095,0.270685082860274,0.0247183834341594,-0.0545612842320891,0.307935907840101,-0.278284606663078,-0.228213391145669,-0.220100812818056,0.414015058347825,0.553731545310774,0.59098560543952,0.129499451176318,-0.361692158444742,-0.55051595936506,0.399157077008259,0.0716385777300052,-0.257359151915137,-0.547278121401461,0.217585111247215,0.0783888196399138,0.436641150694968,0.187635809995953,0.295283226592948,0.5100424214341,-0.547608922291127,-0.558302243890816,0.142786187048014,0.279376870360459,0.239243237360034,-0.322855868549767
healthy,0.277464606037088,-0.61055782242103,0.352089695905092,-0.598297245730915,0.585726972358913,0.0897779186211623,-0.276916075473407,-0.117103401701357,-0.215575136074635,-0.247916130672503,-0.24207126193893,0.61663102684379,-0.59599158017975,0.582321621132236,0.389133880790595,0.511693718099091,0.24183111578306,-0.162382106412448,-0.750208717292627,0.283167749170475,-0.315462814175691,-0.694892428175811,-0.721567023314414,-0.576946546517796,-0.185323281805426,-0.0755358080766031,0.426084894216716,0.301285005060845,-0.574068729469587,-0.159694569105229,-0.458030894317771,0.269167097055862,-0.0443732355987953,-0.605203744191803,0.46532057680879,-0.241877045375713,-0.77242814194392,0.0245369006691393,-0.161867694974738,-0.709627953772868,0.40761726114811,-0.0411489781945769,-0.157094954161087,-0.589930186223672,0.100211809797776
healthy,-0.657444107575288,-0.270851984223735,0.0771428291470653,-0.114373026041878,0.3049443154246,-0.46623159858521,0.262695341987594,-0.147834824628842,0.730328580868371,0.202036789208105,0.0197405210659585,0.169247449132445,-0.33512602909701,-0.577156014046498,-0.596181328627328,-0.0177231455320451,0.561091818729382,-0.142875237588867,-0.216225006135493,0.302945025571919,0.715313355062777,0.0479286994206268,-0.101483689857596,-0.115294573708347,0.147600532849231,0.311476534655437,-0.608214883258715,0.794369978114875,0.63233296125951,0.560222061877353,-0.629617642845282,-0.651068082864191,0.575010394591113,0.422212694616617,0.649949236856996,0.682913679210049,0.292766897419767,-0.10855025876123,-0.102655148755651,0.153555654433448,0.184585750970976,0.669814713538747,0.292961729531233,-0.181385407469133,-0.626900680278215
moderate,-0.439417935427106,-0.0216841401234348,0.601657820874165,0.0733149332888478,0.434556851981674,-0.0347776719727567,0.0731332390481142,0.370814416586827,0.0353778729718229,0.110732618222289,0.105829488028102,0.149785551322333,0.500527982919333,-0.476090978975861,-0.359903829931931,0.239918748395543,-0.346837094715235,-0.556077402353423,-0.325094132715304,-0.038154701260062,-0.204272691238656,0.224008737956047,0.0977532443851305,-0.504181039308568,0.329561109588209,-0.1620788877925,-0.0015123758023658,-0.206805735527637,0.192420954559816,0.0105156086471617,0.0177881711701491,0.267213188383934,-0.214442340108498,0.393701573014016,-0.167047157768437,0.370632722346093,-0.540106827167016,0.138620069869285,0.375495766520742,-0.155493016212909,-0.35436520561278,0.311398874855303,-0.553408849889698,-0.251994226063871,-0.609921423086717
moderate,-0.0300887752396817,0.0339110451483966,0.124315484233967,0.207223132947616,0.114777031270397,0.303583132009084,-0.150361308670522,0.0800481168578857,-0.0943089037313079,-0.267857736322141,-0.299111189295783,-0.0992838203961203,0.357841102479209,0.0411289540644527,0.085990312846167,0.339758463674707,0.3336865025759,-0.293178697166641,0.0778620034550351,-0.214493718342333,0.0969755784470971,0.0444577166502472,-0.321214208111139,-0.119155832751325,-0.0971706271454798,0.16555721318293,-0.0066908843055124,-0.108647558708399,0.0309921604685108,-0.0764492051597824,0.0066833155213171,0.20767648052753,-0.341821443125723,-0.0581556458034727,-0.0789431082554475,0.0107798352418377,-0.299406247615779,0.0870772241466934,-0.301181963464851,-0.0295026350355647,-0.279191640457155,-0.0974723166241667,-0.188600636489516,0.0156070476479131,-0.285977688103057
moderate,-0.0425289345842164,0.196057079364721,0.151691941708561,0.454776114169472,-0.341840717085756,0.235433647898846,0.552737847668447,-0.0637661062345754,-0.246218372395171,-0.559133324750893,-0.550676625899322,-0.388106589360434,0.583129400384926,-0.0393709170135857,0.113641496456512,0.148818023269675,-0.258116366274146,-0.147376825409829,0.146652889677885,-0.328214760781744,-0.143762477617003,-0.213742570969501,-0.107517292359908,-0.136831849637619,-0.221419199659952,0.430816051948231,-0.115629248458638,-0.0947228911683045,-0.22902792994053,-0.0728425684643363,-0.57928478319144,0.280986125930244,0.0853482611280114,-0.307453419103523,0.0721155063593293,-0.027223334351685,-0.374276516968892,0.448323320247522,-0.463789407630662,-0.12355091665839,-0.0248276507872938,-0.353319095585183,-0.0098757916505886,-0.261865809456863,-0.20903695865059
severe,0.0416928327817268,0.0350321785745429,-0.0861866095199399,0.0413876199377375,0.0303174932142848,-0.147336287173001,0.0691629366067445,0.0012966806539672,0.151198841021624,0.0459914049789062,-0.0736880487719781,0.0202473650945862,0.0473307396017539,-0.134669006281467,-0.0127857641384239,-0.119063340867055,0.110575201059835,-0.113347709037068,0.179916336469903,0.0312445061379544,0.0111033020325819,-0.0188625329049326,0.140859518964991,-0.192025324302089,-0.0643714741025016,0.0005184826883918,0.0858586478925476,0.0264748445511393,0.101488009956338,0.0629420922120172,-0.0972937030164223,0.0564785941276587,0.115705999583172,0.162630104681598,-0.0504008774951749,-0.0532122479773874,-0.0052350637806001,-0.12472494433646,0.113175197429595,-0.142259517010246,0.0369449721123395,0.180958041176562,-0.189476512694986,0.0874643328544047,-0.135366635639157
severe,-0.244267513631291,0.0058366148913709,0.45790932711322,0.160728927830631,-0.0387969609972818,0.185613727652352,0.258765309792148,-0.176310666757028,0.0171955654107313,0.0746415717401288,0.358066209417789,-0.124460015413517,-0.0483126661037798,-0.147246495443776,0.151043008680386,-0.130170326550687,0.179682384945331,-0.316097840092381,-0.246490657054835,-0.0405000881828281,0.0569590461520702,-0.130146644596775,-0.148597846938912,0.108715956428011,0.0083621966013394,-0.187130852824877,0.0971591629186723,-0.080474239639181,0.0737628725751642,0.333072867307302,0.14094610895495,-0.0752237531071464,-0.151838821006657,-0.0522695259033398,0.228974891892244,-0.0604398000031794,0.206145981694558,0.117244913454818,0.389018523181529,-0.0485721808487384,-0.159894138955212,-0.0921617772690783,0.0650893569546823,-0.397879520937153,-0.0037979933587297
