group,ARID3A,ATF1,BACH1,E2F4,EGR1,EGR2,ELK4,ESR2,ETV1,FOXA1,FOXD2,FOXK1,FOXP1,HES1,HIF1A,HOXA1,HOXA6,IKZF1,JUN,JUNB,KLF4,KMT2A,MAF,MEF2A,MITF,NFAT5,NFIC,NFYA,NRF1,PBX3,POU2F1,POU2F2,SP1,SP2,SP4,STAT2,STAT3,STAT5B,TBP,TBX21,TCF4,TCF7L2,TEAD4,THAP1,TP63,USF2,ZEB1,ZKSCAN1,ZNF384
healthy,-0.112762339323658,0.0107159121925736,0.04474418908974,-0.0824971515691725,-0.217525110538,0.0182787759206507,0.115037853123312,-0.128691044816023,0.0199159605971774,-0.0923817246840697,-0.108580997415879,0.112126103400263,0.121476535501274,0.110919331406357,0.111435238593669,0.070943124623487,0.100402031199987,-0.146926879893601,0.0289216802104066,-0.0649063486936351,0.0347035818490993,-0.0860653795459803,0.015067093664796,0.0128616597082175,-0.0954666171133373,-0.0353668357782933,-0.125736959220922,-0.155962049496134,-0.0792048387756353,0.101665706768131,0.0404401953571578,-0.106359313937676,-0.132033255619374,-0.123089448740437,-0.0926364658816042,0.0376483508904763,-0.0179136154123581,-0.0176221161755859,-0.0032898445117714,0.0631854481272184,-0.0469313892197448,-0.0033785937605563,0.0213677458545999,-0.185663065475249,0.050035749616469,0.110457460230643,-0.0345524358892056,0.0903475338247034,0.0811570923599135
healthy,0.136300042427432,-0.117239733942066,0.0817297756622936,0.0561747884750661,0.0766382667907658,-0.176511185000876,0.0726240924822853,-0.113985254085702,0.127622789573401,0.0454433868305033,-0.036096932031465,-0.0369033769114042,0.133104968809973,0.185250126289253,-0.127349790588446,-0.117084440915919,-0.0390184188257496,0.0310984399135191,0.0808121602014006,-0.0538958434335914,0.0827623653632088,-0.116208077866559,-0.0911970139261131,0.0135539241456313,-0.0189377269272065,-0.12062775681045,0.0994148885008371,-0.13770684302324,-0.0644808733614584,0.137183321220553,-0.0025917095530539,-0.0131908821769116,-0.0669920490784185,0.0311207086084287,-0.039333085166863,0.106461651027118,-0.056898866846815,0.0289107135322485,0.0034367097044592,0.0583710903786001,0.0541071194054818,0.123502700649225,-0.0841645324106977,0.0462170510850166,0.113935184100875,-0.0068645672569047,-0.0401111063399456,-0.0007653999407192,-0.128400015435951
healthy,-0.108163860621594,-0.035289705639603,0.0950065259102784,0.0495896151194049,0.165003467040234,-0.0051012457718625,0.195316831823187,-0.124635180107428,0.0737059691579643,-0.212416346696352,0.246066666633421,0.169165756832253,0.206745735849556,0.116164929105799,-0.181414419756682,0.0529270291249296,0.103379528222494,-0.0461321488999265,-0.0930408481902854,-0.115413379164833,0.0044934136538547,-0.193972577956103,0.062585461944126,-0.0668465229779584,-0.0921937181104821,0.0622532882858857,-0.0969681643474183,-0.168082186183515,0.01083318975692,0.178675069896,0.018767926403429,-0.0756462084339651,0.16586246468601,-0.185448231154337,0.240903531539772,0.0532472656942564,0.0883028667357321,0.12584203578686,0.236045115495091,0.0553252924863765,0.197631994413648,-0.0733061983445079,-0.0578290082442359,-0.134523893763015,0.0652563664697152,0.181869190168504,-0.057168449928022,0.106672913349691,0.0925080591344399
healthy,0.007300627418159,0.169932072916565,-0.0234325528308823,-0.158611954578079,-0.072248177662236,-0.0780944706118417,0.106262494409109,0.465019826935529,-0.0764953607663282,0.0595132090489123,-0.33962065997188,0.406012015566186,0.226694549803236,0.326053891010931,0.0402278126980407,0.392049088528283,0.0715822109282197,-0.0446763651900864,-0.476070136616953,0.331717240529651,-0.048351027485291,-0.119513389820327,0.0910426538712339,-0.155959932900128,0.0758333424516835,0.331950197272577,-0.336884405347335,-0.0115728171782716,-0.348150561954409,-0.0830049881703691,0.0368466495761278,0.0121742930625512,0.389622126754516,-0.333701979333794,0.0526271656647752,-0.0204514962052954,-0.450471217690832,0.169299009677313,-0.190665223037038,-0.127939316759403,0.0652542108152742,0.183363279479088,0.146843032571016,0.360141911586074,-0.132019350110095,-0.0276915811930893,0.441406962953341,0.482076998621006,-0.127454977316482
healthy,0.0417836104866944,0.0460902399753818,0.179084840325398,0.197675456586557,0.0077442901415016,0.006502312694436,-0.0522369898956747,-0.112531464245589,0.0192203279032162,-0.146839948933825,-0.120789991202966,-0.124991945669359,0.266431992659421,-0.027581037620452,0.0364451843496755,0.115470672411287,0.0102074761820028,-0.0811439111318568,0.0721858891842263,0.170304599764839,-0.0892462563099372,0.142229263427996,0.0157635599050625,-0.0503071480163882,0.197080636618598,0.121608284035983,0.0454596975791793,0.193813280565548,-0.0027240428420922,-0.0119296295249907,-0.0759192983127296,0.0936650376082259,0.0916944887758249,0.0887959875632419,-0.12709043064012,0.0412186976679622,-0.0686717991500543,0.123127733367543,-0.0739661953173778,0.0645562431147615,-0.0186529228220484,0.151139932389351,-0.0651693396739149,0.17323799265152,-0.0264021974884212,0.107935732314374,0.170546349221091,0.100379192609686,0.0452694548799298
moderate,0.102729817704414,-0.0987563186665747,0.103000296167539,-0.0214888366066826,0.0568319384020974,-0.336207788386273,0.0298845929725535,0.38610909851112,-0.190775800975763,-0.0556584813540832,-0.0255361819454397,0.0326769881560706,0.0918468829668071,0.150230467608897,0.327641180519462,-0.0182011468545845,-0.0106373630150287,0.0700897526988024,0.204176938270699,-0.00386950247205,0.0298249478833507,-0.179001030142458,0.100012361222716,-0.0802082252857853,-0.196207873696817,0.0991725234099124,-0.129178372882493,0.182178824363901,0.185991085028731,-0.461174518834476,0.0778879657717448,-0.185113013184387,0.133521321905101,0.0460195727627047,-0.054830222990832,-0.0365521711128066,-0.148956509677977,-0.0182625397852291,-0.382314316260709,0.30499265111612,0.0025531593861654,-0.0491676536796359,-0.0872570513405394,0.0210555904092869,-0.0471052007782666,-0.0773723525464024,0.106296069686305,0.269971370626183,0.0279121539054388
moderate,0.0793611284459408,-0.0968576503815915,0.212067160838505,0.163970853234807,-0.0165441461626514,0.0379633515538973,-0.0158341492365683,0.010892468676944,0.0145697939606678,0.155727355618117,0.206344387370219,0.0341396088745671,0.215148689100603,0.0649854777213194,-0.108064330223095,-0.0301552205405296,-0.0413978222049706,-0.0247934438340068,0.180746786347671,-0.146004572184185,0.106295132298437,-2.41291336666455e-06,0.180743433191067,0.0613003246294436,0.0547320232701979,-0.137378701432385,0.10302739056253,0.262556421464492,0.133977762347346,0.0116331990958147,0.177855866913308,0.0178268078610895,-0.124841067640415,0.0538713155486683,0.126188696748045,-0.0515177281317747,0.0073403203542607,0.150112596839742,0.247994319373195,0.141829246503691,0.0842280540041256,-0.0362556999124366,-0.167838492812239,0.0023554792315988,0.128994144673715,-0.0369741476994189,0.0393697175432461,0.14818386342709,-0.0338931858489096
moderate,0.0139759779478873,0.0479859183834403,-0.034265156966521,0.0271055022085124,-0.0040233410791169,0.0860509681661495,0.0285219872787432,0.0762706837445804,-0.125067268548299,0.130824454242446,0.0147404561742649,0.0545875381673903,0.0961097550773958,-0.078571671718212,-0.0076417326716121,-0.0183891013367047,0.0041744473610433,-0.049573221006803,-0.0664067274002605,-0.0677665627617499,0.081185535730283,-0.0385113606253034,0.156502303006776,-0.0337816451387212,0.0116525926384288,-0.156059486067787,-0.0549782494919221,0.115201817701859,0.0811167280448349,-0.104662285811333,0.0273856405721318,-0.0034442215075803,-0.0273578509110879,-0.0776589550383007,0.0652467312073973,-0.0027145409454313,0.0800828557133229,0.0140683139437397,-0.130293905989813,-0.0161969898621194,-0.0238188698907037,-0.0238637251502811,-0.0253746264017476,0.0182607155261987,0.0437183271875608,-0.107337505194226,-0.0627537401032826,0.0612262983486221,-0.0496257103447777
severe,0.182467759461386,0.166936279254912,0.0597182272227233,-0.241788988569233,0.0975358677916688,0.0815512194732489,0.145529798168571,-0.121586146875643,0.101481096060372,-0.112616083953895,0.0172860785894908,0.0551046711922848,0.0670831610756892,0.0291931659342482,0.147057812495614,-0.20563169503229,0.0377605185380279,0.330660396304562,-0.0890303973880497,-0.103690766623032,-0.099796948182154,-0.0928870865088311,-0.16109269549205,-0.0947054711597055,-0.393758343689905,-0.118825248714629,0.0323691508532624,0.0336781973951223,0.195458261325879,-0.0197994479498617,0.235750237867402,-0.0296034925230058,0.0789445507957126,-0.0235019075871658,-0.191098898333024,0.162445535590946,0.0894607166876284,-0.312735503002644,-0.0603237207504491,-0.0237256355415927,-0.311545460691862,0.318775205738323,0.0292122066112207,0.176230985719041,-0.0500408031514465,0.28311677793806,0.155742265262775,0.0389134315287132,-0.370735309128598
severe,0.312853829976734,-0.419867982755391,0.313160816890674,-0.41029939870398,0.377291868633126,0.199360272753225,0.308345578603482,0.317569049946804,-0.349999246563379,0.306076846281435,-0.163322484757681,-0.155185350977557,-0.405821846022121,0.10669429221994,0.15989314384487,-0.108156441182621,-0.401013539697503,0.124830782011358,0.201150204517564,0.05557948562851,0.31008154008779,0.474853795303558,-0.415396371755738,-0.313907983427987,0.0480385006296485,0.13213162402109,-0.159740145528084,0.360034747808088,0.0315250803606379,-0.0272470691728399,0.377760766387159,0.516764936159016,-0.241573449120785,0.167446012208142,0.364283545725044,0.317993385084297,0.209587393249055,-0.174650797022221,0.0938176766007412,-0.0568406076765797,0.153109723327181,0.167574253515739,-0.472804410082922,0.191261759907435,-0.382938447288872,0.363783949279617,0.156265251718365,0.320669122637406,-0.135348054654878
