group,ARNT,ARNTL,ATF1,BACH1,BARX2,CEBPB,CTCF,CUX1,E2F2,E2F4,EHF,ELF1,ELK1,ETS2,ETV5,FOXH1,FOXP1,GMEB2,GRHL2,HINFP,HOXA6,IRF1,IRF3,KLF1,KLF3,KLF4,KLF9,KMT2A,MAFF,MAX,MNT,NFYA,NR3C1,PBX1,RARA,RXRA,SREBF1,STAT5B,TFAP2A,TFDP1,VDR,ZBTB7B,ZFX,ZKSCAN1,ZNF143
healthy,0.0835355867885658,-0.0423825039246295,0.0182625955803412,-0.119244448660049,0.305682560069696,0.31881489069902,0.281759724695198,0.138072804309815,-0.170328742917684,-0.0081591889705785,0.0580980412320479,-0.069544374410505,-0.329599984078785,0.0487770308975208,-0.349683970198889,0.0340414712855691,0.273460699747345,0.12578916220848,-0.085832790093524,0.242250619484958,0.0522725066206715,0.183606381419506,0.0334788224486055,0.0693876748269334,-0.122588660376963,0.215400513861236,0.172566021706366,0.137913683533666,-0.0283931679708158,0.257257655314585,-0.239236488952041,0.122107412034432,0.0074728414048653,-0.0497899489179951,0.319245717706139,-0.149721549187694,-0.225130027807324,0.113677570051654,-0.113399411342466,-0.0700632117677911,0.0073068444417987,-0.401109180477303,0.0991078137073624,0.172277609246616,-0.0242762326430105
healthy,-0.117743513833671,0.0824410504183883,0.0808581225313382,-0.077763314660126,0.0976905548571847,0.0413397693502983,0.128011736235152,-0.0860834672720929,-0.151718122412867,-0.134400680816234,0.0859729136883108,-0.073925931558292,0.0927015171033743,0.0840680196955326,-0.12815504387163,-0.0838878031582367,0.119789811157538,0.0661045684633828,-0.0986018515452979,-0.141410532825429,0.112019933555609,0.110960204918333,-0.022527759636679,-0.129186381046737,0.0717380577846647,0.119405176092635,-0.0748150690564206,-0.0876469712441722,-0.0126971119899238,0.0670852511151349,-0.0966793340717352,0.0186571723736026,0.0886892841430688,-0.0880048767861564,-0.0650383651877841,-0.0982713680009195,-0.121688715244274,0.0854721852421295,-0.133371905797469,-0.115687106379374,0.146058422924681,-0.0920131280170116,0.149594579537663,-0.110895597030035,-0.0725837078724487
healthy,-0.0676345612280227,-0.0696371527240786,-0.0743394153240361,0.112041354424004,0.0049820201113319,0.0772712262309472,0.073106844980922,0.126899782051859,-0.0535299416600549,0.054172655632679,-0.021553726214673,-0.0665851439356906,-0.0024056324496944,-8.51100517141082e-05,-0.103684356262966,0.0935612706705361,0.153199969439928,-0.131730630533001,0.0811068006722192,-0.0593024560371195,0.0154047595226452,0.0153377180701356,0.107919893046551,0.0346712304102578,0.0249432077899712,0.0209948852896636,-0.039330051928051,-0.0805792531711396,-0.0548052998359773,-0.164764651270422,-0.193703410099237,-0.114662795442812,-0.0549295909501201,0.0267873237720817,0.191316478649719,-0.0428501069304462,0.0349458939665488,0.0932825625278077,-0.0148916321536231,0.0241155825528734,0.029650592142857,-0.0077929242917205,-0.0227447874258454,0.146254622288503,-0.124083082020802
healthy,0.301960213741712,-0.0772908689202114,0.120472251414932,0.0139034807227368,-0.310821411107056,0.308601173514848,-0.335092584927927,0.336230357928917,-0.27541744451956,0.298790515115114,-0.370516304518912,0.293828560638577,0.298467882724787,0.359022690221882,0.369759106051819,0.352334323240372,0.34689961354699,-0.352660906231397,-0.374123202956076,0.284960778938737,-0.329082404399554,0.237702376523805,0.278709611767793,-0.352999341024515,0.107444487180225,0.391612512245588,-0.290254583873896,0.384130074523805,0.23236511498097,0.097141320560156,0.118199339146752,0.286788590194956,0.291645195319549,0.353435223968181,0.135933585679533,-0.270597711668147,-0.354200323636671,-0.363979377230821,0.34496118547123,0.361539222866431,-0.364286207218357,-0.162920139046747,-0.368518617432685,0.144886963727827,0.280945651762793
healthy,-0.419183746149283,-0.52502709686794,-0.386300888317574,0.381357886376633,-0.407510199453199,-0.0836675769709154,0.354315106038648,-0.41549301542199,0.37373687436007,0.271839499622676,-0.302056737925071,0.391872503974599,0.370433554714044,0.23776054105392,0.187286411608865,0.160341103568512,0.316681712752001,-0.0022319504084927,-0.16557900051161,-0.376688302490916,0.411540431149363,0.368589841423239,-0.293873195106071,0.218005880054992,0.448584860468115,-0.197876198521106,0.368598101787445,0.168003417406106,-0.362893494266701,-0.40766053808175,0.364159808099498,0.42725494801508,-0.117967913300395,0.0443763285881004,0.230244435662775,-0.256270365166987,-0.135721088052181,0.242881966861713,0.177605264759296,0.250422027309056,0.162849776177909,0.178698110943765,0.406283535368591,-0.0287774568212695,0.450744119671594
moderate,-0.14370698746214,0.171496188223301,0.0860995005686762,0.326046387555668,0.181705666147078,0.345049224567382,-0.189798398364243,0.217234334531591,0.13922647315844,0.421779125039898,0.0464527638560452,0.0867752065460737,-0.289810534170547,-0.103990515968924,0.148676301042923,-0.0002221019970999,0.362351319908391,-0.0886276596203106,0.0014019095545293,-0.043349894026482,0.0284955113444576,-0.173305576244951,0.375578630578196,0.133977783246659,-0.134777000669294,0.0032213533752602,-0.25787965581386,-0.24984550955656,-0.0328015793945307,-0.184871931231719,-0.0246264333457652,0.111123137978153,-0.0689434329186744,-0.0948668457415989,-0.376290624874017,0.0802371883086087,-0.0865419557282532,0.0270557832412095,0.398139253025739,0.231259550998064,0.0096964135663032,0.0304797828283907,-0.15190617998697,0.408186089329592,-0.0501135119302926
moderate,0.0677786592882934,-0.120460648514239,-0.208934035589209,0.198466438468061,-0.173469383273959,0.19007032264893,-0.112394480058075,0.230432944787595,0.0819830635741045,0.219308609353688,-0.181090122790117,-0.043320181284912,-0.11725499302153,-0.173366765783714,-0.0506394492807154,0.208309009010269,0.186027161742092,-0.120300670594617,0.230295118530228,0.0582520933918565,-0.209056091134698,-0.205047855144876,-0.0055359513211826,0.212306345156028,-0.138333679169303,0.0455255603588303,-0.0828217725126812,0.0537568500985333,0.0639800409245939,-0.202344114763225,-0.0441766365321026,-0.0305370485407917,-0.171610880383317,0.226684249980501,0.146598906027654,0.013881144431336,0.194036582885107,0.190795003323009,0.206013331540698,0.114753876199393,-0.171005802789812,-0.0477212204051265,-0.0344403281154972,0.249417112358766,-0.218380816897911
moderate,0.0462569823859167,-0.0188275879442865,-0.0947337734496827,0.0216495795139594,0.0674030228383037,0.221839976821817,0.104582555672878,0.156569386076946,0.0565541969620812,0.148161380239158,-0.147671023250528,0.189991161411475,-0.102191238954243,-0.127989523195782,-0.193376434648537,0.0353931200778659,0.0007011895314218,0.0094331438039865,0.124895142430765,-0.0917720801253161,-0.115665595138704,-0.0535341114889124,-0.0996311755770742,0.0961391154555274,-0.180368973781595,0.187957111119322,-0.223276177778237,0.0782004507236925,0.162267327028629,-0.163815414356468,0.0091047005645212,0.0771609616322101,-0.11984870628603,0.135379687566462,-0.0312262950390084,0.111190845744565,0.102957189954115,-0.111506308471836,0.0655805508637119,0.0796257875557753,0.0062537850274576,0.0160316984915273,-0.025785646382616,0.191825303753398,0.0651888175492591
severe,0.0039963022536977,-0.158339795725159,-0.0366386396429151,-0.0644642859852251,-0.0829925099135383,-0.0450975904480747,-0.131341200266026,-0.15448910772362,0.113095639297787,-0.0264494489003365,0.0309511182644685,-0.0669521007247264,0.156085154134539,-0.0634878139413352,0.0126722468463884,-0.0090337939966893,0.140387366715513,-0.217715196701924,0.0513057065711683,0.0403932032034861,0.210322180291654,0.0017797297486103,0.0869012532705129,0.032165522092932,-0.0568266757004135,0.0004358910293387,0.0122725214483048,0.0705686638502447,0.0941220070687517,-0.038371734761749,-0.0472913215018431,-0.0166904388242669,-0.141616046451051,0.0588253026908315,-0.0165800384762247,-0.0241415105899728,0.0690582728817717,-0.0222390080405226,0.100747931405556,0.0046653664319185,0.0615310629450022,-0.253016659715536,0.0789048418545643,-0.0424127681909465,0.152049831068172
severe,-0.0922983713148216,0.0832407441052207,-0.137895335173223,0.191428132766219,0.146800283465324,0.111011452923974,-0.0324670726641866,-0.105152151609532,-0.0424457304864975,-0.187577451496288,0.0020289441861261,-0.016778818180307,0.0687302984134828,-0.0592037288144181,0.064794354890922,0.0799878900252404,-0.165880686755864,-0.0303598061762261,-0.0188201551357107,-0.165020132857229,-0.165285338119769,0.0069840690540754,-0.0325662148184072,-0.173099227004671,-0.127069507643097,0.0969367370000358,-0.0794649151617263,0.174076768645287,0.0216457065309999,-0.0165324499270686,-0.129255096432891,0.160920604780204,-0.0685126813849684,-0.0163034315508189,-0.06705777027178,0.0046106058820324,0.179483981736483,0.0827643660541904,-0.0236335067231244,-0.0887208266797685,0.0117572680690298,-0.0586063973352386,-0.0069072338845544,0.200110011211323,-0.134343567498268
