group,AHR,AR,ATF1,ATF2,BACH1,BCL11A,CLOCK,E2F2,E2F4,E2F6,EGR1,ELF1,ELK1,ESR1,ESR2,ESRRA,ETV1,ETV5,ETV6,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXD2,FOXH1,FOXK1,FOXO3,FOXP3,GMEB1,GTF2I,HINFP,HNF4A,HOXA4,HOXA6,HSF1,HSF2,JUNB,KLF9,MAFK,MAX,MEF2A,MXI1,MYB,MZF1,NANOG,NFAT5,NFE2,NFIC,NFYA,NFYB,NR2C2,RARA,RBPJ,RELA,REST,RUNX2,SETDB1,SMAD3,SREBF1,SRF,STAT2,STAT3,STAT4,TAL1,TBX21,TCF4,TFAP2A,TFDP1,THAP1,TP63,XBP1,ZFX,ZKSCAN1,ZNF143,ZNF263,ZNF384
healthy,0.0367135033795344,-0.544213919464254,0.590205396914355,0.609473267102336,-0.515341728224011,-0.557830912939993,-0.513186904619293,-0.577736917962642,-0.576718492397748,-0.0685541244187076,-0.512163182627173,-0.620855434319181,-0.101585522569021,-0.565579912464113,0.208906906531897,-0.457160366312759,-0.512934659249567,-0.304616369585463,-0.350993736500506,0.0560180132353135,-0.479765046114787,-0.586973874952954,-0.445195930685413,0.19971550123419,0.340005983819823,-0.510240652097835,0.533091301366095,-0.6093646177904,0.196804159181687,0.558738089348536,0.187058914469848,0.332641483146191,-0.563220620165402,-0.0813168573889682,0.593120693148828,0.645219338144404,0.58495001095294,-0.343181397511064,-0.287762690736392,0.599747406346761,0.648736480222435,0.0521288152830858,-0.361348372650856,-0.630932866593424,-0.591243194343213,0.528212820291017,0.298403321864661,-0.651111407864534,-0.598465731419502,-0.0651555957074852,-0.149010372844905,0.524127328039328,0.482200423162602,0.514622925658689,0.561476039917027,0.300039276985699,-0.626787686750893,0.613985049191942,-0.444071104976309,-0.6535909701751,0.181096503842925,-0.428368673510976,0.539406287172552,0.280724319383063,0.284385867702958,-0.433111539446002,-0.115776198922543,-0.629113217349112,-0.614100893422142,0.072232916357837,-0.512634613019509,0.544602275758315,0.629920523455231,-0.333708930893677,-0.555025281770623,-0.34030391389745,0.527502143751029
healthy,0.324085816849713,-0.466147996509368,0.568628475019423,0.633615464891991,-0.538313483720243,-0.614300600896034,-0.137997099343998,-0.650234850460636,-0.685036923341068,-0.560438062922434,-0.59791010203814,-0.493419014903764,0.292809866317111,-0.524811543415097,0.120779709371164,-0.570862151784382,-0.538106976125314,-0.455741948657714,-0.0015386502863272,0.618804311881813,-0.458002996802795,-0.549260968457169,-0.499805360400768,0.566699188659059,-0.454307860486391,-0.54850768741858,0.521942299760775,-0.324088330196567,0.321459610393225,0.449102133851961,-0.272983346874631,-0.568199656730852,-0.651923130958294,0.155432530763763,0.624861099076273,0.606923824591538,0.637687878671755,-0.550770319316473,-0.38984065140086,0.595609597790393,0.449132844884752,-0.324452937637431,-0.371167689305514,-0.630309518614447,-0.526130361925229,0.644663862226572,0.471077909148636,-0.576135842072096,-0.504297330958093,0.243377360394121,0.450605597282334,0.169300042533224,-0.140212907245709,0.362477396619866,0.455209256842318,0.582890754391994,-0.597557166166913,0.594569209910504,-0.406814453305318,-0.6124317725778,0.190290826869023,-0.416083194490867,0.628747353041802,-0.224895860241989,-0.251286036637607,-0.548765942415173,0.444766266234852,-0.640913191273519,-0.659680696525864,-0.520071336819187,-0.387552851605019,0.61993197831341,0.643694330070318,-0.588881884703571,-0.213901517079472,-0.375288614122499,0.383561105930443
healthy,0.585736435379005,-0.319453490038591,0.587820624000576,0.5995853795847,-0.409392170396524,-0.458891022821302,-0.2507262774272,-0.580346704721107,-0.588420594378252,-0.525262246754409,-0.332644575514823,-0.613147211152064,0.530684557373197,-0.441944646278405,0.13952656619073,-0.629813809013783,-0.577603631447899,-0.327242104012645,0.0310860934335961,0.53524544689411,-0.502027715938453,-0.591037486156118,-0.395542013107179,0.461995893094257,0.532524999363955,-0.497277689346705,0.396030123308491,-0.208216901059155,0.39362714323555,0.428217627377415,0.0213776324789951,0.275148562706753,-0.561473015534284,-0.0745384725079711,0.654645416444544,0.618683433791561,0.613573017377102,-0.579688984629775,-0.651660079968528,0.382001940794547,0.435741546498993,0.0018499109751357,-0.502834867139772,-0.647614210310243,-0.302669160675642,0.62159572876802,0.631045407786451,-0.593123366162894,-0.629480779426313,-0.124034649216812,-0.0187371028997161,0.630696102082349,-0.31990212996388,0.672559889195564,0.606976518035879,0.610270012418581,-0.612463135951942,0.612775771870275,-0.662085799160014,-0.623759107490278,-0.311566235034009,-0.438499599622304,0.636966933520883,0.0287679945566373,-0.57613246598408,-0.49786910575167,-0.0474232385716369,-0.619559619850437,-0.589166814120797,-0.151070187023281,-0.506574304936106,0.649839179022399,0.56580288540485,-0.473995515536876,-0.394101930312431,-0.653122032928512,0.254975411381914
healthy,-0.183086614036766,-0.772564394454312,-0.303943801672772,0.728021833784391,-0.430500673636282,-0.169036839686185,0.725240219886069,0.570201983351391,-0.762377389592722,-0.577532585639092,0.277321657334587,-0.738853070921489,-0.668097735505966,-0.644948672294601,0.170944606954186,-0.749991335253024,-0.770121297719088,-0.675117374353146,0.535175953627003,-0.745173370048006,0.354638714969689,0.106593543914941,-0.836117711620831,0.0175805870866111,0.187880961765289,-0.76050242437541,0.265481429118334,0.751614380721055,-0.666995586602857,0.612802662620597,0.782366959281842,-0.270780928427448,-0.0439075129686062,-0.829761986279571,0.745803169421211,0.825464917639474,-0.650585376684785,-0.336425704345818,0.766091893812604,0.797299764836937,-0.423273725828755,0.0974207784606157,0.777510943698026,-0.353331881270289,-0.688448127752652,-0.537805366010134,-0.510678070091357,0.404497832015082,0.52215485158599,-0.7719437796553,0.771790266058081,0.379913351065621,-0.476527199079318,0.722904713877101,0.68733679427535,0.717136801284165,-0.284919924355899,0.739446131997924,-0.42517362060459,0.674751303467471,0.806413486600024,0.701873351058137,-0.642114575115179,0.0009683165363026,0.754217551463635,0.222551417260223,0.248899336454658,-0.458482134954968,-0.762254053882136,-0.251507755525348,-0.709361403189139,-0.529152185038703,0.804508343496079,-0.377155354643794,-0.4806471366457,0.626750094573032,-0.783243430076219
healthy,0.0666923737153609,0.269257881303072,0.615048237314662,0.0217468698139503,-0.228232798590998,-0.286677408458043,-0.518458233438888,-0.664995176006579,-0.593538943873896,0.54627686481804,0.112739442807317,-0.442287466703385,-0.470517129870054,-0.175068303066397,0.113423399701746,0.581465296147372,0.299545169598051,-0.644121337709315,-0.136086048338284,-0.0546294128153115,-0.174076894394906,0.51595833810721,0.0017312658890216,0.487791151772244,0.551846345538895,-0.509971249090237,0.0932442051253851,-0.783827754032049,-0.262258832025232,0.597164244239796,0.412762231342463,0.427702414755131,-0.570288519781209,0.473160064263788,-0.170304444649075,0.163153313609854,-0.0003090959042127,-0.211289246245972,-0.699854781905898,-0.553250430125053,0.0171235842679589,0.250637319264976,-0.310715369455613,0.712185735531408,-0.671206688379537,0.185356428707948,-0.448055886809399,-0.140666586578373,-0.53903612884914,-0.254205897244199,-0.29783198910768,0.58769982630043,-0.616060197575529,0.321368491324479,0.254021755003391,0.514582203682603,-0.145399206579844,0.744684374843228,-0.602173899666054,-0.14094197787601,-0.29096529206542,-0.750854784037434,0.600556900613962,-0.519312357493348,-0.5779378213469,0.208559173113284,-0.642115502586232,-0.239065952382797,-0.675061344482871,-0.341286269683979,0.722902156295552,0.604192065742762,-0.444982191102346,0.572346144909519,-0.608875361929731,-0.516299494490849,0.411987025391205
moderate,0.43951647232727,0.0064214116979185,0.357418247825594,0.230085012815473,-0.226026689375377,-0.285428412895349,-0.131158510112909,-0.489183340089692,0.0215172545124563,-0.434057014141843,-0.271106771975077,-0.278568038789319,-0.0036948555637878,-0.0815419720383567,-0.294248362457329,-0.328124618887889,-0.441601653178163,-0.332296512362785,-0.005701915986119,0.446036355153628,-0.250984306290787,-0.402572949658178,-0.375962111908631,-0.472123545324607,-0.436073265202828,-0.433740593582456,0.157717705226209,0.0293271091213747,0.273571613732288,-0.319798337916486,-0.127261241673995,-0.0273515594601443,-0.349099406895007,-0.395284554380531,0.373666859317066,0.352610449685707,0.230070570383301,0.233189041608622,-0.174564145879675,0.406414417790977,0.155544556833909,-0.155944568440104,0.461627179507123,-0.0236980617703011,-0.423730237490005,0.253905835259228,0.155368621751097,-0.433372968036281,-0.33524364382462,0.429796934300811,0.155867760959921,-0.0776175693329394,0.0591754587492904,-0.0904087500925281,0.360962770799964,0.43771948364561,-0.337943284516977,0.346616621509947,-0.29125856017317,0.184363554932535,-0.191457415025332,-0.409612322393239,0.226879449347665,0.261410429369984,0.213876227424836,0.228581905746023,0.446844912530483,-0.143119032197927,-0.426020457112783,-0.0362603518624499,-0.308379188213158,0.396405593471634,0.419210631519352,-0.0957226898325947,-0.508276235419962,0.325496971531657,0.292764949613567
moderate,0.025566066393086,-0.345416888530361,0.573113480594463,0.546630483188654,-0.270900193297776,-0.576990298707866,-0.233071878043621,-0.664688899308811,-0.527525150777667,-0.487186587171891,-0.318011859704982,0.0141152458940208,0.424507483866671,-0.415799822759164,-0.0158683156655558,-0.534137223217471,-0.518389123349659,-0.494119125750985,-0.210932764832759,0.242940249254741,-0.540605692628137,-0.638554131897745,-0.493757890284238,0.417141625578607,0.48769312203369,-0.502168189756197,0.432212253446059,-0.359643857083452,0.346040834531594,0.593769257523159,0.0475988966249089,0.15380867182105,-0.580210419648798,-0.0675065988039207,0.507648435549344,0.653850534759191,0.580564247651056,-0.443237127773326,-0.164555115956366,0.598705263894799,0.37175388537654,-0.451905037372924,-0.224774273813855,-0.573105010074001,-0.544311867639738,0.61096473071577,0.423944380856205,-0.52321491117334,-0.411578800692786,0.253101899514109,-0.107084217897282,0.214218173243151,-0.175213586555403,0.56183061162995,0.452071891924185,0.446437559560554,-0.484835514488494,0.599635833689468,-0.559508524185464,-0.642804976076884,0.203904030997257,-0.464073906945003,0.620470565912942,-0.109850990702358,-0.161433090201665,-0.444803925258442,0.013848769427207,-0.604799899494532,-0.672025987230981,0.0178743814494446,-0.512270433281271,0.596570183828629,0.440920253826748,-0.232732175114871,0.152050954006912,-0.357260587375015,0.380366301192552
moderate,0.787919153852353,-0.385247891229951,0.808948819341573,0.761590313338202,-0.50904710582941,-0.785196654247472,-0.755395765377095,-0.827491868436685,-0.656995844888325,-0.724746820679093,-0.66436738084133,-0.573269686172854,0.600463639148332,-0.791642737389103,0.0121191797105491,-0.786524422881288,-0.432039394595836,-0.171749405192612,0.0515948119491795,0.704150774951814,-0.823013378358947,-0.8105014144742,-0.654302221160968,0.405379314255207,-0.722869587640561,-0.750322701115159,0.797586372235151,0.507002557247583,0.802177636761596,0.698383485631609,0.539679997225105,0.816487811304268,-0.837705862296061,0.0907074388893915,0.77847018011442,0.766510831094966,0.751596129320666,-0.821583470589202,0.320272571541329,0.574834742681397,0.689073573624911,-0.774932674418037,-0.228798105867707,-0.75040471342332,-0.515113548438107,0.828345462653607,0.169565273147225,-0.767290038322322,-0.819548413522364,0.603939379764088,0.554558920201888,-0.563924597367475,0.80323575004991,0.751632971649461,0.786156521325666,0.610610309471157,-0.722002448449818,0.78347768670306,-0.799436715992318,-0.785217142274541,0.582512655908931,-0.548122408841758,0.820439773132963,-0.109351021790202,0.681634633868845,-0.771131372831494,0.66100347154277,-0.754686731147448,-0.816104177512385,-0.543860237012607,-0.573165921640067,0.844057792819661,0.842858731537091,-0.605436129471314,-0.734291753031566,-0.783222679995913,0.470597339808084
severe,0.300577130578052,-0.312534827931936,0.285934199256464,0.358956035738673,0.20494784674341,0.27469839005803,0.242064296167539,-0.29233525751906,-0.614235634415115,0.173535263600167,0.29228396546591,0.257583941656864,-0.265147619790868,0.0563110755363925,-0.327613741705302,-0.0442355964308301,-0.283681148329193,-0.0102014194599024,0.0078524333961837,0.387780269903496,-0.138814343028726,0.112372339776886,0.0685290325673724,-0.437155520030558,-0.0246344333047085,0.348782162011018,-0.154996035944825,0.489209355155471,0.339567639647841,0.042028138439693,0.286800465043003,-0.303099939710781,-0.131031248889579,-0.311243028074816,-0.37349638295396,-0.0590874953763641,0.365666746025843,-0.287465362028286,-0.173030891744189,0.205837858850852,0.205490212712833,-0.201417243751561,0.37630509779036,-0.446577110312008,0.341161492706847,0.217602736079004,-0.267286688377805,-0.296388279570774,0.443755097535903,-0.0858524485924842,0.201742093421514,0.366264203459761,-0.144280746100583,0.292039853287028,0.156415116081984,-0.184995238067925,0.149151591444193,0.377656738376155,-0.584562231814803,-0.389736966745898,-0.289980572338325,0.60651333085748,0.169324565977658,0.178583731424132,0.342987109857865,-0.334541018439107,-0.151759887332172,-0.49248064832306,-0.0697676406656697,0.020436083769069,0.212038498165028,0.0180737997656446,-0.0608504222401982,0.0385630752935362,-0.436313000564922,0.0741189165079242,0.0914413826801998
severe,0.173301563169694,0.149196222083715,-0.318582523487699,0.007776571125294,0.142134891571752,0.0503945171795833,-0.147366790037436,-0.0439271581112178,-0.300365419312578,-0.0717052226234385,0.123539625577542,-0.0477379798980957,0.109453097816435,-0.175712592254495,0.190344088815102,-0.172804607061885,-0.25982835321569,0.0535678096170004,0.114888926477754,-0.0538237123139501,-0.0470024452604413,-0.25157512000691,-0.104067261751619,0.160228746672327,-0.0226936689550302,0.0376191813802174,-0.0077275684811972,-0.23995505866534,0.0319358646173999,-0.0776196932730558,-0.128011240595421,-0.0281903796893177,0.125341833932656,0.0813062760329814,-0.188997258566745,0.0760382443044788,-0.11335747010568,-0.0309860052838476,-0.139458060265942,0.125092860902548,0.0741860433528621,-0.13352626544922,0.0168475050214265,0.0888685224623774,-0.0062891676352864,-0.0245696287643908,-0.0041018677942404,-0.0171276615523231,-0.0554833675226008,0.181379079826411,0.0883091993529902,-0.0510924336258098,-0.186694629270401,0.0858461977668746,0.0285541871985208,0.24322289155753,0.0137954817537438,-0.102030929652487,0.0725546017877822,0.132455631922136,-0.0176647107325754,0.104251887875337,0.006576253833025,-0.118253279729528,-0.175435405580816,0.0257862802713587,0.158229042812217,-0.0447988112046964,-0.124760236894133,0.0871311559898562,-0.0284314331001775,-0.239577391822453,0.0510414510769011,0.0962575272207244,-0.131130580626712,-0.0092238815428587,-0.0962322834343715
