group,AHR,ASCL2,ATF1,CEBPB,CLOCK,E2F4,EGR2,ESR1,ETV1,ETV6,FOXA1,FOXP1,GATA1,HIF1A,HOXA6,IRF2,IRF3,IRF4,JUN,KLF5,KMT2A,MEF2A,NFAT5,NFATC1,NFYB,PBX3,POU2F1,POU2F2,RARA,RARG,RUNX1,SP1,SP4,SPDEF,SRF,TBP,TBX21,TCF3,TCF4,TFAP4,TP63,TP73,USF2,VEZF1,ZBTB33,ZEB1,ZNF143
healthy,0.456584876514512,-0.339132516274331,-0.187407318389117,0.248391939082298,-0.0979290534000968,0.106821069687892,-0.0780431436100508,0.0547867991216907,0.0902047588262398,0.308433959780432,0.0301109776292668,0.219179249114917,0.0973787032135025,-0.173113243522891,-0.155575219121006,0.0697015625613128,0.301883061134823,-0.328399758133827,0.0323835672870748,-0.144753726961014,-0.114368758897754,-0.285607956453543,-0.317942898032554,0.395510039458919,0.108777896002081,0.0325099552469148,0.177482048331198,-0.170299015480759,0.149923908224929,0.386752624768808,-0.0182582486575551,-0.355159134110131,0.0431499211504172,0.107123127434635,-0.355611175799988,-0.384353926609252,0.296876168449286,0.146884619215663,0.0325658225646753,0.11251227018906,0.309994089257396,0.183149421992407,0.0200169756353444,-0.325975094672389,-0.191568813894329,-0.0301358250987796,0.0698482416087257
healthy,0.0083391682263602,-0.0959291939509408,-0.0353651353939337,-0.0906198534252521,-0.109721586328225,-0.0348593879266808,-0.0319863377703178,0.0191896270305627,0.0061136638925547,0.0620702142736329,0.0509590967280618,0.0540096381100475,-0.0982393254894441,-0.0493154174594899,0.0317962654161118,0.0330752309737607,0.0651259340759471,-0.0618209550078868,0.0130623393744592,-0.105173577854326,-0.0917661958152926,0.0237853186768829,0.0341404911179861,0.0596419174390425,-0.0265900414885085,0.0633197080162577,-0.0517129913170977,0.0028357585790978,-0.0844220836454825,0.0589472097615468,-0.016576853316081,-0.087704889343277,0.0049585286143053,-0.0524146151398644,-0.0876549471284308,-0.0353301723680915,-0.0018593309339308,0.0866271523339648,0.0718898546419695,-0.111784717643408,0.0573900691951093,0.0073158567622457,0.0424774003019212,0.0883079146528087,-0.0380229161844251,-0.0934892196047371,-0.0496479485044786
healthy,0.109488109703027,-0.009066736622681,-0.0269604097407441,0.13824769590169,-0.131560172463678,-0.0038573961335989,0.0170792612895173,-0.0228541554372643,0.0108085828110908,0.0872190730164027,0.0053146909843343,0.127462570200871,-0.0964756995317552,-0.143534687755811,0.0192941067014939,0.0226163223192121,0.0619734123366849,0.0404392601047487,0.119988131063572,-0.142275199834965,-0.0483248391748143,0.189902716731671,0.0503700177891882,0.127979354630272,-0.118125268306264,0.107372055755468,0.0096796455039625,0.0259922491894265,0.149605074292666,0.175856849702124,-0.0284578287801032,-0.0038804542419949,0.0392888956968917,-0.0500625133436115,-0.14699145800607,0.0839932548518485,0.0964844145727245,0.0999701719592516,0.158032847911585,-0.0424405765129266,0.109247686572799,0.044024480958853,0.0657933022939674,-0.0996919136511608,-0.0484516587709926,-0.0955919243771328,-0.132262261764196
healthy,-0.0849421314765764,-0.0649016718857824,0.0589849267027804,-0.0698977976313932,-0.0896051821724798,0.0919633535244081,0.118533416389666,0.0375975116109697,0.118368211165011,-0.105079848981885,0.0130338928451494,0.0935168155562433,0.0825493203194785,-0.15786691515971,-0.0778556267190021,-0.0578964374403367,0.126739053314257,-0.0130112437417693,-0.205451349061106,0.0163060221334748,0.0938485583057519,-0.0908895195641515,0.11262066810726,0.125691865357977,-0.0942189377610265,0.057260930245495,0.0840654779457466,0.0573515266590154,0.0376921049250866,-0.0621597980765912,0.0426695784679138,0.122078667218751,-0.101471980043455,0.13167522555092,-0.0719255585340118,-0.0647258082595369,-0.147468312107846,0.0887271963414511,0.0535384834899652,0.0806747739397254,0.154307009028438,0.05081259728316,-0.0897810457987253,0.0254855705034103,-0.0836924338900743,-0.0622170869851409,-0.0407550630821958
healthy,0.0572081896833351,-0.15267576071557,0.0183265730847846,-0.0787012677321419,-0.0701500019072582,0.128294523703611,0.0087240616602859,0.0794588455326741,-0.0115058192469593,0.0530993941292127,-0.130053125654059,0.143271581456829,-0.166846721640581,0.0677657598631113,0.0164564624917855,-0.0352324749908184,-0.0727564100254937,0.0576652899966899,0.107117244940194,0.001911819932579,0.144344958542751,-0.0672473723569045,0.0058801656697488,0.10858643514662,0.0871205958501913,0.0416523084420699,-0.100144975542262,0.0827726100017436,0.0809927277759988,-0.121912994747892,0.0834059109945481,0.0586160926969084,-0.114140586998836,-0.110661687593471,-0.0615442585776171,-0.0585479958159617,-0.0490680587771671,0.0701389361641044,0.0171748845857733,0.0604921617669904,-0.0495166469804036,0.050247837239569,0.0773197522599354,-0.0476993114701382,0.0396792013166389,0.0545813525008155,0.0580057744014235
moderate,0.0419424816249379,0.0406852985648027,-0.0832307888680168,0.074956657772325,0.0227228426778259,-0.105431433935886,-0.392936133868801,0.240119329342298,-0.272605817997369,0.166759568550462,-0.141602731630097,0.0895586468699132,0.119603675042438,0.312172278537475,0.0654268807835584,0.132986690661107,0.0172768793780261,0.112796440512982,0.332752310333066,-0.255987065716501,-0.156639519410492,-0.0867886718270231,0.110412074806965,0.239845713605542,0.290420925441839,-0.490968304361672,0.0745618254330895,-0.20531369478363,-0.020903495664163,0.0367286305512627,0.0472323126704572,0.130001512229757,-0.128380679362184,0.0322550352148303,-0.0639843592949945,-0.144571440414371,0.318765627250237,-0.141897867705699,0.129164195372413,0.256144954733136,-0.107742454813592,0.318107280557785,-0.212287162950905,0.134098721231679,-0.438230298471353,-0.0351973925637827,-0.0671832039477439
moderate,0.113235914043493,-0.141234362079148,-0.148533852172479,0.195539444814882,-0.082892054652577,0.186870026984133,-0.128885221677177,-0.0229750901928064,0.120417413697116,0.203616682272024,0.109905695014722,0.191696528416436,0.0886834015950962,-0.0804901847690759,-0.134831695310523,-0.0154660830839338,0.0903277719415496,0.0038071399054448,0.134632884961842,-0.0436671236526136,-0.136439809249345,-0.0005127316492902,-0.181376592761357,0.0603530583132908,-0.0214715519371334,-0.0067665906030485,0.192623849173214,-0.0185121012395297,0.0785231061136713,0.159124459678788,0.085262867203604,-0.0857588475470051,0.077922275850189,0.107174775093232,-0.139669406177394,0.146929463285306,0.171780219823072,0.106145483904152,0.0685427214857425,-0.0377883065555366,0.135180890336425,0.154595939525461,-0.0147644593216462,-0.0551789044378238,-0.187609975357575,0.0667464581589446,-0.14763370372498
moderate,0.104115573881689,-0.158614025545271,-0.0004819128247096,0.137502789323174,-0.0405554035610296,0.110012889903575,0.130510538273024,-0.0096439533886211,-0.191719002291555,0.248797278455405,0.235402485735364,0.126505520481721,-0.187476169460534,-0.0063131691133399,-0.0350407895534515,0.0900444870667915,-0.146436287452127,0.049424922737316,-0.141107933609874,-0.0754262761675671,-0.0255678844099285,0.0032280987633131,-0.263842231191107,0.157691330665548,-0.159233269888839,-0.074850324181297,0.102457272559453,-0.0321153534579145,0.0698149361652411,0.187616612049399,0.116653933472796,-0.0068809797930345,0.0997660959950557,0.0448811241857953,-0.138937012797929,-0.256382410561081,0.0254817441339041,-0.0280996691408755,-0.0869406492879592,-0.0094610467143423,0.123110959271307,0.064808679077428,-0.16727387072417,0.0498461494951455,-0.138122680122848,-0.125269597417252,-0.0355293487549933
severe,-0.0965368752530902,-0.0732773431871601,0.129380847812484,-0.0920544947684885,-0.131646940168588,0.122278956510492,0.277040804930229,-0.0189390153210501,0.246187085927887,0.0161930783874277,-0.0262133058724497,-0.045140827910206,-0.002871405276247,0.138812044528696,0.197079159734087,-0.0858193885815745,0.157318146179011,0.0588044261993787,0.0785518024454297,0.0958281227833028,0.118664318914576,0.109370083824282,-0.0437396051219641,0.158689677985411,-0.0863710661796794,0.139044783515397,-0.0534792049398946,0.116496877240077,0.056760537320289,0.205319843855778,0.183682780281497,-0.0768345143666068,0.0485380508971467,0.0441878431704242,0.0921483565820549,0.0834297434300614,0.0816971309735135,-0.0164181551852656,-0.0720197864400913,0.0046605263756564,-0.101546988995601,0.0957380920641676,-0.0119999455323878,-0.0664235152495938,0.0476032638559135,-0.0631009986040632,0.370043495570461
severe,0.205399240985052,0.238706004703987,-0.562735483372792,0.391592457185806,-0.374709409466455,-0.324766892294595,0.121562512067787,-0.329923325351972,-0.350798834722065,0.234831231288472,0.326102182018332,-0.511555998293967,-0.452810202497187,0.171511981287297,-0.427359749198202,-0.392742524497139,-0.208541069948267,-0.161872470644982,0.0820192650314798,-0.330709403311315,0.404472615182939,-0.438533676071958,0.104006605450829,-0.103048216024718,0.365547603812699,0.0394876306551025,0.405188676090946,0.355607168822082,-0.347342177315247,0.25703458175982,0.330840499067011,-0.227865279542624,0.49040886249067,-0.403365253307174,0.182267295577524,0.127357540359349,0.052753130722009,-0.304964481136846,0.391134615190534,-0.335522703159654,-0.158707302664655,-0.0912361904916076,0.600866471586373,-0.0424179187398077,0.0454534806889355,0.344285262648336,-0.155267528802131
