group,ARNT,ARNTL,ASCL2,ATF1,BARX2,BCL6,CDX2,CLOCK,CTCF,CTCFL,CUX1,E2F1,E2F2,E2F7,E2F8,EHF,ELK3,EPAS1,ESR1,ETV1,ETV5,ETV7,FOXM1,FOXO3,FOXP1,GMEB2,GRHL2,GTF2I,HOXA6,HSF1,IKZF1,IRF1,IRF2,JUND,KLF3,KLF5,KMT2A,MAX,MEIS1,MNT,MXI1,MYB,NANOG,NFE2,NFIC,NFYA,NFYB,NR2C2,NR3C1,PAX6,PRDM1,RBPJ,RELA,REST,SMAD3,TAL1,TFAP4,TP63,ZBTB7A,ZBTB7B,ZNF384
healthy,0.0823769144445366,-0.109648861274255,-0.1494431314272,-0.123934022071059,0.0568233791678721,-0.132195705933626,-0.147965007209946,-0.125277803273064,0.130236256525134,0.0108680811992446,0.0595316292825554,-0.150479804835289,-0.0009087945458521,-0.0468862691592748,-0.0689110063586774,-0.0381369775297882,0.0954694874309802,-0.119844948978676,-0.0134395793727426,0.178380142389879,-0.170468963303537,-0.275355595895662,-0.288591070242262,-0.026439426868394,0.161549618450206,-0.137340518053941,0.0678156713672498,-0.179553374056665,-0.0273540682043313,-0.0764811711106706,0.0172184094359462,0.0143435802770342,0.257353123435681,-0.013143245167182,0.0055191035270109,-0.0903759043285552,0.003104476063066,0.000661861479707,-0.0403830164936987,-0.101009351299598,-0.0440932829564001,0.0742279658947301,-0.163986676767211,0.0218801411174818,0.0067418089641456,-0.0245244396958916,0.143552363312227,-0.0060538729795864,0.0396909042305073,0.0925756047573805,0.129155689823363,0.0640637026440028,-0.0821695652367324,-0.0449577121075063,-0.0337285220158565,-0.0408722826669155,0.0484259965126441,0.153872383598205,0.193811310358849,-0.13824407106748,0.0094842924584582
healthy,-0.15192110608177,0.0973730762565693,0.0509121071780283,0.0950391331783029,0.118188970100508,0.0021721623284876,-0.0731889522858321,-0.12078814344122,0.165567355675222,-0.132972748177025,-0.117396886000841,0.0248247271882964,-0.130785257425943,-0.12021988205518,0.143662831709889,0.141836183124177,0.0340127293459906,-0.192212939941147,-0.106871253553818,0.0119531178108801,-0.0449243814126892,0.114227197094296,0.0109363093256681,-0.166365092564217,0.116089773837944,0.108896269961338,-0.153883213533213,-0.1422469293622,0.102431975908012,0.0843641353102089,-0.148336509374506,0.134870247367624,0.057517408847346,0.163274924184841,0.173616892998246,-0.0398461651744024,-0.131057250227768,0.0621367087594115,-0.162169162297018,-0.0604818980333248,-0.138191833312546,-0.152296791154086,0.0948252288557658,-0.0871905993334611,-0.0185222832441273,0.0247419814500387,0.117876748859295,-0.123421580314789,0.0745747526633585,0.141392733939306,0.148615230036022,0.190892233340112,-0.0566655369636234,0.167669499711362,-0.152898691838579,-0.107908904532195,-0.121975680036006,-0.036142859891256,0.0061303633267195,-0.0094381467553693,0.0815568838347333
healthy,-0.103784929928859,-0.0015909585634204,0.0454951805255623,0.0397244548897204,0.0795209927198355,0.175719238389199,0.0063495665340573,-0.196801202819623,0.112139135417811,-0.189665638672236,0.0149398467832135,-0.141029980710619,-0.140893146949032,-0.177215735048777,0.0957640576048262,0.0795350447888953,-0.0628796629805175,0.125289374685093,-0.0912655172588427,-0.049713556005549,-0.103726954709282,0.0221290453130021,0.0845630837925788,-0.100510276102693,0.159973505445408,-0.0796438996288198,-0.0056998392082582,-0.0461430435174466,0.111188923377637,0.0709058222216219,-0.109077753043741,0.104184857379476,-0.0371890164172672,0.153289548363016,0.136177328224329,-0.192345131721961,-0.0821804441799762,-0.096930782812038,0.151376971329873,-0.233232979669844,-0.196579729689595,-0.0637527973349576,0.157951600532391,-0.117963801520727,-0.0474716249082296,-0.173541585073124,-0.160891460334972,0.121503260327501,0.0792642989830505,0.159526886169281,-0.163980077288432,0.101747783390441,0.162276729998413,0.067032828512303,-0.0582316420107932,0.0466686743779202,-0.126809064215089,0.0874528709253127,0.0151698902840738,-0.110303969980953,0.0567844319399723
healthy,0.506289841104467,-0.07241635955223,-0.505240385825748,0.60424031555847,-0.539172773171006,-0.513703098505646,-0.551146821181958,-0.541432126766043,-0.500740090131791,0.549950073934295,0.468239854163131,-0.611929745401417,-0.554633169482565,-0.503610968419315,-0.229565054452688,-0.509279079009892,0.537025203659542,0.580540774734158,0.357916854317912,0.506225400868055,0.505110190246057,0.505605985534375,0.515688909872646,-0.59696645948504,0.334792015193851,-0.531518851213429,-0.552972189511359,-0.561592715015125,-0.459475982011019,-0.540719338844908,-0.547546058584046,0.583093397160216,-0.547515811126138,0.714091192038952,0.474046050974592,0.29710499774741,0.550444554115747,0.176568877984228,0.537285594818923,0.543652027155114,-0.505299565634698,0.596010376793776,0.542880059425028,-0.375996943505673,-0.507071014582612,0.517140787852228,-0.503948950883765,-0.246482589171291,0.625631843833718,0.546988453273047,-0.537931312289915,-0.536312415738406,-0.46117115476073,-0.521859391285868,0.632571662763295,-0.506129398066869,0.36038925522517,0.652669125882829,0.519842017354095,-0.116446137411281,0.483239963071743
healthy,-0.3859369346883,-0.509393277856527,0.43242178956694,-0.392329970113314,-0.635786138840955,0.347076823604203,-0.350284860299458,0.0569967494204659,0.276546092239585,-0.0184764483274289,-0.532952888713652,0.393737754361988,0.301814626465791,-0.355958782087219,-0.524056120109961,-0.293362984266853,-0.274469384207058,0.532532445843359,-0.559746042584974,-0.223848391737485,0.367956625403507,0.118511408431505,0.392060919587705,0.330277210051057,0.609304820288306,-0.341182395575271,-0.562778826185566,-0.0236863196673505,0.717333131634855,0.0611954186320294,-0.337066004811906,0.336291764614359,-0.292320516328179,-0.302599562861603,0.735317554842057,0.500020117037767,-0.186023343531724,-0.600487038994885,0.398175031073327,0.403923003464466,0.228995731456776,-0.289747669253016,0.397101297324338,0.560508763799773,0.367759979912313,0.468598800455287,-0.234104400305413,-0.534344217272687,-0.270032107495719,0.191189607294101,-0.0977862901148143,0.189757962295449,-0.0054163902448995,0.0814359168888316,-0.0583494071088473,-0.0280404951460089,-0.687268586663166,-0.233298071513069,-0.440433242068016,0.551788071075226,0.18105701639847
moderate,-0.156154683482705,0.0709542887199426,-0.0539654368292812,-0.0768325066537585,-0.037892071978987,-0.0609971378375918,-0.043531419696732,0.137407414612623,-0.166108337637282,0.0030924186252554,0.113743309401127,0.0387937906537435,0.08472003178479,-0.0644057917809211,-0.0806529002924928,-0.15722905309131,0.055026475163247,0.0035410925077748,0.194542198078191,0.0390389986889051,0.188197604077499,-0.101713473130655,-0.0630401010396333,0.164539399594122,0.166220232926054,-0.0385171120686146,-0.102393368137239,-0.130154545572598,0.0176097396160572,-0.102364520133103,0.0587161786014228,-0.103652845772388,0.156257181315585,-0.134384711997364,-0.109650608086982,-0.180045638908548,0.068399929080933,-0.159047351533863,-0.184236030054883,-0.151214244228816,0.0195368737105803,0.110174243071159,-0.199187163835164,-0.151467538446956,0.11117714830588,-0.000221823668172,0.0662929320515275,0.128781642830276,0.0931405893558919,0.0685776065609565,0.068834178961384,0.176169079079941,-0.140580257976684,-0.103627931586997,-0.009313534426423,0.135080779369904,-0.0527372111986144,0.10775581872437,-0.169713245426935,0.0791733473530597,0.062365669670196
moderate,-0.145346290278434,0.0614045747836694,-0.235238028099682,-0.007763628700528,-0.0823239180137877,0.0389171340704084,-0.11952753945865,-0.106712923861561,0.0322215321654362,-0.15037972864029,-0.0231859133372807,-0.139474673394757,-0.0371254889539882,-0.138059406248202,-0.0091254996251533,0.0383133985131978,-0.0612478776280275,-0.148488581171227,-0.0772438731093405,0.116406015658773,0.0173251235469534,0.0093993386521198,-0.102347967530066,-0.101182906322264,0.0462023462700488,-0.156018528897958,0.0596782902822495,-0.0506341871981709,-0.0048041928569734,-0.0197147153650012,-0.0053079029036693,-0.0427063437908412,0.0274648556908311,0.0521124948682935,0.0955919977558718,-0.126938264055566,-0.124340239317541,-0.0976795910058463,-0.0315207963149705,0.053912112455762,-0.095499910597414,0.0155017477683007,0.0202683642424725,0.0310089318292707,0.148615765399093,-0.085142112604917,-0.147062714391267,-0.15269945613644,0.0280909846795599,0.164119094014007,0.13432473004942,-0.182307882969542,0.0701806845613505,-0.0138092296956151,0.130662693183856,0.0407154665091915,-0.0432420915706946,0.0202044707441131,0.164534106055416,0.153020436236866,0.0526764363082453
moderate,0.147067832040225,-0.406101615786164,-0.405631457524446,-0.455789357651118,0.0497201055744488,-0.211784999170842,-0.399718286172883,0.339510589875818,-0.159040896926954,-0.364538451512024,0.431068408509671,-0.411157651378197,0.401757280277765,-0.312833405258053,-0.401431411896017,-0.37494241923371,0.191545378506865,0.345710652445956,0.413908828007103,0.26977566075744,0.0933642362673994,-0.413392837908337,-0.337596869458867,-0.359133169281011,-0.320395557862566,-0.134648449487717,0.417005391751869,-0.365994014371957,-0.458649364791331,-0.445429834750359,0.38560941747635,-0.427562252873813,0.351339183967431,-0.372920149729014,-0.297246741240281,0.0895727975476,0.349722465915561,-0.409101410029373,0.21532217170344,0.286190674924806,0.099260803628874,0.382394012582186,-0.403052270894567,0.435996416483213,0.47123979256377,-0.346583769043404,-0.334221495372059,0.311410165904248,-0.0398991670640525,0.433022493105917,0.339222050319245,-0.441480758633134,-0.413215520963337,-0.2806503093846,0.433316158591634,-0.370388543782597,-0.278860033402435,0.354176657121095,-0.11796931930852,0.405685711966636,-0.249544442596922
severe,0.0975678420663396,0.0413720610991374,0.0125505401540391,0.0228012580524064,-0.1213729530272,-0.0981701538114121,0.106117243376729,-0.0688157820333903,0.0294780692928076,-0.200927582382689,-0.0885217476581174,-0.168269535440542,-0.124691852500838,0.134365949676435,0.0499604747026519,0.107168672252409,-0.110440947278166,-0.114882639578322,-0.167273294686843,0.114111908909272,0.0665483114354316,0.0890136831592272,-0.0007992762493853,0.0363290085732535,0.0408820286367166,-0.147632032377543,0.0720785418657027,0.0485208259344138,0.0261858123608155,-0.148281920089841,0.110966185956334,0.155226108266048,0.0685864658713643,0.0735153360759073,0.0367885924166501,-0.0446462391635838,0.0623692384743596,0.0740044170189836,0.0638859603095028,0.0896255100977448,0.083607150243742,0.0583918876143229,0.0394366707524114,-0.0317950188966806,-0.0192635091295316,0.0687310968117293,0.0648745889084449,0.0931242467274948,-0.0635120132071118,0.0586744888596413,0.0355696961363375,0.0607583162241103,-0.209059266700841,0.10389830026534,0.106109631221973,-0.103304552194369,-0.062503402701935,0.0262400489634524,0.0686445085513792,-0.144410187877044,-0.345492867912888
severe,-0.0551594587024019,0.196043902754054,0.182043456622986,-0.329517366030565,0.137065239678129,0.158182348032461,0.153661535797896,-0.262986508732891,-0.0495010111225321,0.0668826521997504,-0.173686098012682,0.140830436101897,-0.0880463362171743,-0.016102296799528,-0.156022030042248,0.0289938457603908,0.0975948426367602,-0.135344417572622,-0.400834615939583,-0.261449016365086,0.149301756441042,0.215515998326848,0.065140524205808,-0.121715585774733,-0.410418301849377,-0.098873691428673,0.0112688330393152,-0.0746295723320854,-0.360758735278022,0.222538518252373,0.0916212661023547,-0.0672681401347013,-0.169983332796888,-0.0555949907008875,-0.163912641050079,-0.0171056554991109,0.348814555123876,0.106064181032795,0.0882737641890797,-0.031193307127032,0.109063851930214,0.17782885459896,-0.178696945681266,0.0285811061076735,-0.103722019762213,0.226687716153759,0.270836489906961,-0.183940671665308,-0.244749659203584,0.105953192218619,-0.262986013247113,0.192807389654955,0.0803454962621535,0.131509357654217,0.119207932254442,0.0090525251562365,-0.269429310298657,-0.253151611533868,-0.131581698577742,-0.258999334680771,-0.0858934505136248
