group,AR,ARID3A,ASCL1,ASCL2,ATF2,ATF3,BARX2,CEBPB,E2F1,E2F3,E2F4,EGR1,EHF,ELK1,ELK4,EPAS1,ETV7,FOXD2,FOXP1,FOXP3,GATA3,GMEB2,GRHL2,GTF2B,GTF2I,HEY1,HINFP,HOXA1,HSF1,HSF2,IRF2,JUN,KLF3,KLF4,KLF9,KMT2A,MAX,MEF2C,MEIS1,MYBL2,NANOG,NFAT5,NFE2,NFYB,NR2C2,PAX5,PBX1,POU2F1,POU2F2,RBPJ,RUNX1,RUNX2,SMAD3,SPDEF,SRF,STAT1,TAL1,TBX21,TCF12,TCF4,TFAP4,THAP1,TP63,TP73,VEZF1,ZBTB33,ZKSCAN1
healthy,-0.121982088794458,-0.142132273064059,0.0658055492551663,-0.141296799680879,0.0608271253127425,0.0540070272240419,-0.0677824460648682,0.0759216725558584,-0.19561540014076,0.0065068076628952,-0.0674197320095316,-0.0897447857433623,0.0847582837523633,0.179609411997773,0.227428593548769,-0.131435304210725,-0.0183073854848248,-0.130781780406681,0.0345529820925855,0.119138434302678,-0.136118371478896,-0.114778271305548,-0.0265156623610912,0.0670077636250831,-0.205684856990177,-0.202741145950625,-0.197040087354446,0.0882362948221517,-0.0102981696229245,0.0887375328990886,-0.03462303618749,-0.0772845893022961,0.199165920161531,0.0141616535615502,0.105701253513721,-0.132654376065243,-0.0228135338148891,0.0186941522925806,-0.153343939377659,-0.06957487797492,0.0289413624893136,0.0845869638209786,-0.0084658553712543,-0.078376177941126,-0.0577560640792608,-0.191296425517053,-0.0565809740550839,0.0060865314650168,-0.153421031532849,0.0283773260497254,-0.137989189483056,-0.0187483767982861,0.0753193258499735,-0.0687576043868087,-0.191560546263956,0.111534390622682,-0.187244014403442,0.0542422822494642,0.0211993389676367,-0.0224081197752425,-0.0986110003274601,-0.212206889597917,0.0731789936712687,-0.0505573135100409,0.129620234416043,0.11353286114295,0.0897587409350626
healthy,-0.0404181721290746,0.111064792847952,0.164885870722783,-0.0961551431769155,0.0226018141801828,-0.132758152911536,0.0154860041411381,-0.120671436459539,-0.0926734944995268,-0.0851287727143156,-0.0104002131168576,0.0522695320551917,-0.0025387395242491,0.0912745993222584,0.0860788901784031,-0.110775011849939,0.0055036661221055,-0.123756869461472,0.169995528499102,-0.0053277695391649,0.0065252803737294,0.0777003841005277,-0.0169870228050901,0.0231032229101416,-0.124185022438065,-0.124788106290869,-0.0688813433062014,-0.1213774025686,-0.0534096868079071,0.0492366955805099,0.129107988409785,0.0556717513540486,0.0512922023550375,0.0866740759297374,0.020138158354181,-0.132296407136554,-0.0773227237900965,0.0267255198748306,-0.0370470623827299,0.0170464827480293,-0.0126843164701558,-0.0057294000702125,0.0550848430889703,-0.0159753760264995,-0.16039033344761,0.0120811636383,0.0454606098190891,-0.0448920844714044,0.0724898099709377,0.0821511884603928,-0.03991479749613,0.033604110953588,-0.0850837983723245,-0.0668474614645177,-0.0695443699553091,0.0244931508106326,-0.10754458488042,0.048308582434053,0.135118650565072,0.10771382498483,-0.120079147828394,-0.0720485164849133,0.0966141297898121,-0.0033657638698043,0.135776538274795,-0.0320023138944689,-0.0130156918366053
healthy,-0.175096653139822,-0.0143595948196627,0.354715773496946,-0.247772866062159,-0.0421397993812926,-0.281123957543963,-0.0272944421880904,0.23970573450272,-0.257072178894944,-0.246030772041634,0.22383684169757,0.326068868853872,0.0632525903847098,0.0422008225094114,0.292746766126669,-0.254449541070624,-0.0922887112816551,-0.0477207645313375,0.284896807961595,-0.0152518227251209,-0.178635516962295,-0.320980760985071,0.15983009377226,0.014169915057884,-0.299169824141681,-0.315706288925994,-0.295544755460135,-0.130936590902964,-0.251344574115907,-0.041196654265031,0.245155682664445,0.059083089634305,0.168464901010383,0.357956055915774,0.206968238326636,-0.352920464207708,-0.109232181503058,-0.216510840736,-0.411323598653208,-0.0593719596667215,-0.207909424556185,-0.133155898798478,-0.0105757940176516,-0.284960080694596,-0.0768012337928311,-0.0009897084763858,0.0903961221554627,0.160740560781914,-0.358186124737509,-0.0964191104382823,-0.0710486687823966,0.172499598514405,0.135528664356242,0.0303659973189157,-0.117091961789139,-0.249742537034397,0.0296880563917133,0.202090873443169,0.330865504070454,0.219917400103973,0.129980522671889,-0.232038908018754,0.182151386361944,0.136873408936016,-0.241551656440871,-0.156889521020449,0.18117765354115
healthy,0.102833346440886,-0.0878675536437593,0.0252709945445014,-0.0512862609779543,-0.161653219689483,0.0736236387141464,-0.195225809710394,0.336611122703583,-0.183005260482426,0.0983690324025565,0.0667262801114041,-0.285530359804702,-0.220289988880444,0.167990727756288,-0.129498039496026,0.224007396439065,0.175436081236559,-0.462912086315565,0.376236684989506,0.366338527514142,0.115152692822255,-0.155862389204827,-0.14417797919598,-0.173828980874576,-0.235685219971018,-0.0479982917127814,0.184024847105521,0.129162129174464,-0.134888412185564,0.117608131408105,0.126121811440482,-0.414938823214978,0.0810782132620683,0.250619397679057,-0.0815959103458876,0.162099782822854,0.104385120396965,-0.300938763849064,0.0735353799237752,-0.221706081412519,0.0647384813849835,0.50811244264404,-0.0915230483195825,-0.147334218923285,-0.281583742850192,0.0598974208683528,0.145779810376449,0.0921869651904347,0.0899422938651725,-0.176829779747198,0.214582148004645,-0.0273773498550028,-0.172439234250074,0.118372162727737,-0.215784838685375,0.0601766874886319,-0.0320208160648322,-0.173815807920789,-0.128743229244045,0.0894996826179377,0.154801966424994,0.378098023359574,0.009480574840324,0.0587461047073908,0.217735753141193,-0.104155911001076,0.415307665921007
healthy,0.267526113596586,-0.0982339567570229,-0.260519066229494,-0.308530040033656,0.0940182740304814,-0.200343287140788,-0.15237796455733,-0.167485198521847,0.242599717069559,0.230327838921909,0.297623548396177,0.188817598946113,-0.2335151241493,0.178441491491004,-0.244572679826202,0.162827113965566,-0.0843792262842071,-0.269426864422296,0.102823149471149,0.293888448520328,0.188981113318455,0.226364482942536,0.164336924337604,-0.164876438764115,-0.303139875901709,-0.361742762931585,-0.311732265660551,0.0440642182686824,0.107702019931203,-0.38533780385842,-0.236536404937765,0.207683173407928,0.0143303331903406,-0.189220989732704,0.114685826676846,0.251896795671645,0.0256692663912235,0.245513094972722,0.199156355402463,0.136992673157611,-0.0814558881147093,0.194607003753678,-0.112333543777256,0.120532503015841,-0.142328055824712,-0.237381367531901,-0.176104148990917,-0.0502868946618468,0.296261481974784,-0.195538288656057,0.2087082508183,0.25618469032912,0.386829353742176,-0.255127242053157,0.121916980036489,0.304571664187451,0.2045016983359,-0.070020672339249,-0.267183314430203,0.151576163117314,0.108082170096345,0.258081291043856,-0.172774929968244,0.201754324871664,-0.0686353652964063,0.199543145745162,-0.015582836682042
moderate,0.293921927484555,-0.0844792399129591,0.121454586541357,-0.151675293714645,-0.234328660606054,-0.110366934442633,0.0048916817963244,0.252188621898806,0.158554930211732,-0.137063292208972,0.107678952677814,0.240673623892171,-0.0773395746653716,-0.157183234923858,-0.184293849902613,0.0653409493601971,-0.115983511824455,-0.0390047488648948,0.0529350474802037,-0.24769396386583,0.161586053943445,0.305769814646612,-0.124230044421068,-0.262152609489286,-0.20750163402969,0.0627101215657058,-0.0596909958048634,-0.0028003264011513,-0.138694579957497,-0.04875866289268,0.112884108731243,0.163598877165648,-0.14399441090834,0.0394192242222359,-0.247897929370626,-0.179649980740994,-0.237301321497889,0.0097927438244202,-0.298463268531464,-0.10707534567057,-0.225944914851669,0.0201452475261759,-0.0010111017269873,0.0613139940462411,0.142425512608341,0.192775979018136,0.0734040220749555,0.19366666474657,-0.264087554973294,0.194475982418009,0.0604599566651935,0.177355968710573,-0.0112719845602781,0.146194838765971,0.118700943154138,-0.207078432875352,0.29436541611691,0.127346462818423,-0.161901273359949,0.160032207643266,0.277071977194165,0.336344134743189,0.17385801483954,0.151392141602103,0.0982518197475534,-0.289376005394223,0.169406331356771
moderate,0.151666793395963,0.238736354885321,0.186939180772113,-0.325772809432427,-0.0888319208262664,-0.229303240317342,-0.117435821252807,0.143651836812091,-0.30332392730143,-0.0739017870261295,0.159866547117691,0.0847908831569268,-0.120550068134926,0.047386055800369,-0.089119409432759,-0.129950449019654,-0.136131719864897,0.0416406157370982,0.247767073629065,-0.0477359578360871,0.101301576538999,-0.21397231683776,0.242174070279399,-0.13398850061699,-0.0163151848419922,0.0694567700095227,-0.097040519655217,-0.104731679711645,-0.165358238925934,-0.0575964200269368,0.0210475434236672,0.196482938356526,0.0188281001635189,0.0592599675266376,-0.0296481886227495,-0.0448174344007459,-0.306848103053066,0.0561522130889507,0.104436262179112,-0.0619783336507111,-0.0107869136517064,-0.108583509000396,0.257097247889073,-0.149370571890512,-0.0438483183050507,0.198371674142282,0.18351292329826,0.212619343448185,0.269364947860809,-0.25471319740973,0.131647510653243,0.198128094367296,0.210976630587236,0.145018552919409,-0.297404491989559,-0.120666491010428,-0.0896782573325735,0.237078394959748,0.0046317256929797,0.0978279038612117,-0.129539422994894,-0.185000507456449,0.224783763785586,0.229542702932444,0.212664847113602,-0.181961489229237,0.146036034332859
moderate,0.386003244730007,0.36955984752656,0.437520926142731,-0.430106313865048,-0.350953575210719,-0.410431393978985,-0.0527666557191557,0.354489000830504,-0.392751148823732,-0.357913760895547,0.386305096443011,0.260236778781964,-0.384144956296173,-0.361445707478267,-0.243836256185586,0.374957804798796,-0.394407713437903,0.391456967145492,-0.173060636583611,-0.264951879507447,0.380981646872086,0.0232703940877947,0.367694037937451,-0.367688829436874,-0.451204924092358,0.238978917141244,-0.30955412007621,-0.355727095604841,-0.359667557557179,-0.0855462434983347,0.351459845488859,-0.351309824584195,-0.366565985306588,0.141980568465837,-0.361268920109245,0.283148651061668,-0.386370011654842,0.423590198102042,0.0722173486498556,0.304956542429395,-0.192095212549256,-0.361134766026803,0.370732081917147,-0.445098731401829,0.382012025034591,0.408718400590218,0.372684384791907,0.400174388308935,-0.0705951722055203,-0.184961959852961,0.395503469343177,0.375647418319271,0.256759792940859,0.356174503793443,-0.41722195146933,-0.4306286922859,-0.401248988451246,0.36467312771255,-0.37336987575401,-0.390425462820701,-0.289840890562348,0.303150982522642,0.384390520004867,0.385205016878957,0.37614457874891,-0.409825739879015,0.419295859761048
severe,0.0461230819841975,0.0270483066709139,-0.16676925603461,-0.118322459197617,-0.009591019147321,0.0830253444912496,-0.0082003973093534,0.102058353687898,0.290043847743269,0.0155521830670733,0.0545873652122916,-0.0067955370225328,0.0558735717586712,0.0605893460187555,0.0768771822765625,0.0009454330038333,-0.111143433285979,0.161709860542208,0.091709849061602,0.0015491432351967,0.0396778108034463,-0.03762557570878,0.104444717715646,-0.0695719087850955,0.0374338312642275,-0.0232428439074925,0.0205755078223804,0.0563595774795172,-0.0437661440840789,-0.0083503756372707,0.0159546565546489,-0.15493710503784,-0.198691858362837,-0.0829740860753791,-0.192033010449292,-0.0450732336887762,-0.0132540974222134,0.005140080035901,0.112959310129687,0.0560833515717708,0.0323639942426675,0.114030041483426,0.0934868074784454,-0.0201407605174049,-0.0647270392554115,0.0364902967202412,-0.0742943276546444,0.013395532680819,0.0508768254412229,-0.0240174155250909,0.0094761623265742,0.051453008004804,0.180694459012757,-0.052648088478525,0.0338049252665821,-0.0634436803988024,-0.0573116550928153,0.0695054626904485,-0.119028686260721,-0.0679506240757106,0.0967550061051503,0.117267864752578,-0.174805436567193,0.0202185973711341,0.0748116579629668,0.0778055291417723,0.0844302047780702
severe,0.0862687700494314,0.155257553295078,-0.123499044092566,0.0364734826870685,-0.0213292412733592,-0.0151764137081136,-0.0075154479728653,0.12529326820358,0.172933506799225,0.0203170513955596,-0.11617959963638,0.344325218258916,-0.0345327508969206,0.0997944975754122,0.290439594881816,-0.062635002579967,0.0620786693659588,-0.13246867977251,0.0055153211776632,0.0205585910827803,0.227593740033907,-0.175228628786196,0.236299562899734,-0.150244119910123,-0.0619014742675469,0.109121493202432,-0.0777950826616907,-0.245109821982783,0.211047281542542,-0.0566024498999563,-0.127930406427989,0.177369818718402,-0.0573127151687301,0.164074246837007,-0.147112518268637,0.282280701020863,0.0783529007508253,0.157531392071905,0.0952260317699889,-0.0491597608082824,-0.0845042434409446,-0.0609570936871843,0.212313880025324,0.0295000141353232,-0.223477666183647,-0.0811820828249098,-0.0570048510591989,0.128630772529254,0.141407628033176,0.254221015758106,0.151826996794819,-0.0387948374679391,0.130904611306081,0.160484808698228,-0.003862160203653,-0.149860032210772,0.0701212480086807,-0.114538812621756,-0.116522110832193,0.0470131263339464,-0.150792533790124,0.184742718679137,-0.293805311834891,0.0019011351201116,-0.128711945702828,-0.222134844111045,0.166642090888852
