group,ARID3A,ASCL1,ASCL2,ATF1,BHLHE40,CEBPB,CEBPD,CUX1,E2F4,EGR1,ELF1,ELK1,ELK4,EPAS1,ESR2,FOXA1,HEY1,HINFP,IKZF1,IRF1,IRF2,JUN,JUNB,KLF9,MAX,MEF2A,MEIS1,MITF,MYB,MYBL2,NFYA,NR2C2,NRF1,POU2F2,REST,RUNX2,SMAD3,SP1,SPI1,SRF,STAT4,TAL1,TBX21,TCF12,TCF4,TFAP4,USF2,ZEB1,ZNF143,ZNF263
healthy,-0.0117497107861649,0.224310992875274,-0.116877849379823,-0.155678664327525,-0.0427824248059025,0.131721491534862,-0.194982392957915,-0.0689613849122154,0.0542225245130024,-0.0402751332396086,0.1305919940916,0.130955400564833,0.230422333692891,-0.281589768976225,-0.281265773713439,-0.105634357732707,-0.297536065362987,-0.315501850290999,0.0316231193788306,-0.0784050495172938,0.0212731785519378,-0.0463001084154053,0.110618077831368,0.224049280643684,-0.134985429910155,0.120121264866727,-0.256422871803149,0.0474646582255634,0.101279279737407,0.0843232451339699,-0.236607314750735,-0.183048303089509,-0.284524723634446,-0.275070113488893,0.0762271654445294,0.141562803750853,0.143609353445822,-0.127314954969853,0.14625674550861,-0.289889200825257,-0.27458327909575,-0.263352658145011,0.216926336992983,0.125492595128233,-0.030781257178393,0.0693102134753479,0.250525756038206,0.100689007565201,0.130846756389304,-0.1424318118603
healthy,0.333709677430652,0.35257926123382,-0.150889830709156,-0.267108422975273,0.176553347131437,-0.31595168368027,-0.0918691184254152,0.235834306202701,0.238058418473737,0.319535928936354,0.181537843012141,0.0800360028850786,0.0236432376659092,-0.0050928687469867,0.0582621022197633,-0.152544389882052,-0.116692512092641,0.10465449277359,0.194645228740951,-0.246507359086154,0.3435598353578,-0.204236210144626,0.217403772332796,0.032793891724389,-0.30474919533825,0.369945296669164,0.171844254358198,0.0517912512453373,0.17695859743549,0.307445846449939,-0.221334196222271,-0.436965266040846,-0.179621552491909,0.387047840000186,-0.123953528658213,0.288965424465418,0.184184571484567,0.149816217767841,0.0843734723602398,-0.167378180573734,0.146624034400736,0.105998295600704,0.362799350751353,0.38807505181621,0.0216768518831809,0.0306908228650082,-0.0494939121984537,0.150126180046747,0.0368151154349285,-0.0153592212912212
healthy,0.189941206703083,0.49696594746451,-0.455458395072696,-0.399302978659217,0.391334527706452,0.361065321270905,-0.263561820640895,0.510948140371501,0.378872788062137,0.438049258953578,-0.0217269529590427,-0.21303408869286,0.239457739288662,-0.216388356631262,-0.252831327916468,-0.236903835451491,-0.406924680979869,-0.359411402340005,0.273365909911882,-0.0266547470105248,0.438140031972215,0.066683408546944,0.168921119763895,0.195965127772071,-0.474815535010533,0.237683875993207,-0.0214481436773694,-0.0756409671321688,0.357659741718577,0.0237097307972003,-0.294442384154374,-0.0893423676329481,-0.347180017172212,-0.288361645873965,-0.391939124132549,0.393563663697475,0.214311089149459,0.224945712363866,0.387299368519246,-0.22251996968348,-0.22201355179003,0.287629699569303,0.504859511196949,0.415485482911408,0.469490193829151,0.194107855367978,0.114328932470702,0.0127830127535142,-0.151128470934685,0.148989470034126
healthy,-0.389940400481727,0.21266627272383,-0.323634612057807,0.0836127408846585,-0.297495754388655,0.457115289462908,-0.311776656727292,0.300183382021035,0.317296762084929,-0.239098781035815,0.355238268685497,0.392304090633673,-0.329302201146373,0.36029748738398,-0.251472929424581,0.0486854330349564,-0.173675261359418,-0.119152369581522,-0.416339988318057,-0.152291437193707,0.0669049410808197,-0.444564687324636,0.410266818969436,-0.334194183828534,0.327316438054933,0.201752476635068,0.248246722810505,-0.110614115015941,0.0417220940246554,-0.155196339965402,0.324846085561868,-0.0811226361062017,0.304270788278216,0.13266951688499,-0.34135767933081,0.132830168806181,0.135998435383107,0.0482298136519072,-0.415481422313005,-0.365759652704465,0.0971693927589113,-0.27059445850336,-0.140819309837856,-0.339324510754429,0.0423488998811046,0.433507357962023,-0.022696692734786,0.157873433045573,0.293173954344818,-0.334963206139808
healthy,-0.568511772789824,-0.454004517274693,-0.399182223257499,-0.377099573539353,0.449212179338933,-0.43282456795156,0.349682634685875,-0.37970590373577,0.527683403411358,0.0908194373585576,0.524166098755813,0.486636598740239,-0.512572480117023,0.321286046641109,0.0032012354063286,-0.37690678784546,-0.496115366591079,-0.410469701524011,-0.285618211051547,0.279111487031033,-0.337701789846475,0.338028615379042,0.232795758331095,0.365525812654441,-0.132742465419519,-0.208139047266584,0.326490432969826,0.2378131508108,-0.517428528346473,0.477368819524346,0.106407774152363,-0.40180675639497,-0.446261648075307,0.558298268045518,-0.509748542034366,0.261822830061471,0.651175465149627,0.306942956496703,-0.245036408783725,0.260502289428619,0.370702067165165,0.430031243906131,-0.115879095345499,-0.558507601867643,0.341453250516492,-0.202064229392905,0.391700814484166,0.542257339944589,0.447444839243839,0.4549783746211
moderate,-0.0945424723481929,0.0437787896067726,-0.188072609655585,0.137177957434804,-0.218526839927275,0.279485589252378,0.185904288575754,0.189933731873143,0.180839552315471,0.234037430739231,-0.0163521626417714,-0.355580824582784,-0.0602582047309945,-0.121448938392662,-0.0183180167134428,0.122439408745756,0.046433818634946,-0.30307255840928,-0.0767863781088014,-0.152730091153403,0.182156899749774,0.0299548408044782,0.0323035455578866,-0.350549978588447,-0.265403418488273,0.636909388361925,-0.116066070926253,0.412157015904042,-0.107325880662546,0.155395396584798,-0.214605408187154,0.366253197299096,0.129078402520891,-0.111207300024164,-0.159850982645584,0.331106586398762,-0.426873699905383,0.27731180200062,-0.0037659738105293,0.300840392441346,-0.102861548726678,0.149037145399812,-0.211584364286777,-0.236857756806464,0.11184924725522,-0.014170722749316,-0.457184279178843,-0.177686445701349,-0.01188957988092,0.0504569211729012
moderate,0.144200418634856,0.228150112410426,-0.360703218197793,-0.159843868176369,-0.125776176355846,0.287151697834359,-0.129191686530323,0.163842750256723,0.237714006026399,0.0798260667857983,0.166683351575745,0.0406000776664289,-0.122604392957827,-0.190622133391283,-0.11316289592495,0.17291237223224,0.0656890402191696,-0.037431005621025,0.0283734769588431,-0.165765394219389,0.148800449564798,0.247110816791707,-0.0827076220083306,0.0385934384955659,-0.285466200796618,0.0937727427853908,0.001778749416371,-0.0146923773806293,0.0601697926854233,-0.0984940812195534,0.179775815366855,-0.0583356590704545,-0.0443978204921458,0.0721393480894807,-0.197337030705243,0.185395927486782,-0.0164516822012617,-0.197283518360961,0.156122065913006,-0.273867068344755,0.106551098077777,-0.0785048893207255,0.224412745394815,0.0117538383749025,-0.0280324818254042,-0.105330592341167,0.0318925176938289,0.121604697963025,-0.223936511623219,-0.156557084855945
moderate,0.503788271374033,0.386177532205998,-0.461944545403318,-0.28755337255601,-0.157447123726047,0.57421283627111,0.436859910102941,0.448808209936937,0.423451961551882,0.0129862038487605,0.561946024826481,-0.30815930928491,-0.214940833485175,0.602846046224095,0.571463206477212,0.398364630240146,0.560473781310083,-0.361350104437069,0.38350234451679,-0.0497140470708312,0.554528593395707,-0.578173739705749,0.315734236065822,-0.59583746290397,-0.457056998721193,0.385836466649593,0.16630543239181,0.466867824295693,0.308929986263327,0.486410868606039,0.210017353397921,0.532390135165098,0.228997736113739,0.129496004646897,0.210682061034338,0.439193468890087,0.0513821336810263,0.442014281431659,0.230878707023859,-0.539039746584716,0.29024234209433,-0.417767984947016,0.357334878385494,-0.462170829282087,-0.497617443404496,-0.427512677765268,-0.600679479185308,-0.571819603083286,0.175985883685664,0.198289442432783
severe,0.306868979050835,-0.609670865409809,-0.158067880254323,-0.55221890898108,-0.475420730592792,0.345944018290872,0.0001500001506335,-0.69214436595308,0.235663527797877,0.110874794887277,0.0790092565580697,0.0271538247368385,-0.139121342240439,-0.0985833268477045,0.438134300743853,0.52147647304554,-0.0487937198858314,-0.117479548355362,-0.225244213537098,-0.0689184236398172,0.35132978319305,-0.396494069054375,-0.113658341986375,-0.394593434234322,0.126619114495546,-0.0334823121047066,0.423365931482744,-0.150116922902703,0.53339389007657,0.32655317603334,0.476594149492684,-0.0394785206578803,-0.287780035830654,-0.154622623629961,0.0682120938165808,0.271049322826763,0.555879672150971,0.304482267793286,-0.135167224345574,-0.0444921332876,0.253349305052005,-0.534049903393582,0.632495571875198,-0.0407696611949791,-0.178777394722171,0.154104268679038,-0.371703221374035,0.313675947911863,0.0991311122079295,0.38004911583112
severe,0.431708259120776,-0.378061656396283,0.269133995846183,-0.154736015282107,-0.373853107967338,0.3089789187311,-0.151369969482602,-0.395881082598724,-0.398877914010621,0.504028189242136,-0.395763627820384,0.306932628521125,0.540028822187896,-0.246317537871598,0.41383630040144,0.310527141210142,0.327389583543496,-0.382749935734226,0.364184151320057,-0.376420758628003,-0.0673883162004438,0.470122909894773,0.195860055394427,-0.409440914624672,0.150745526357253,-0.363974516842261,0.351795893538813,-0.0891749386079842,0.277092672155701,-0.283786107751712,0.434756136280221,-0.597471147052908,0.263502113563267,0.123873161606586,0.0819680719977967,0.121245048992515,0.38304233370562,-0.272662595094191,-0.338236061512865,0.183429176891928,0.365958362739702,0.0415948504052425,-0.358997308661398,-0.336328040852074,0.239142884597242,-0.468764993892028,0.12056559540136,0.0625741570578663,-0.437493278646337,0.128044540801879
