group,ATF1,ATF3,BCL6,CTCFL,E2F8,EBF1,EGR2,ESRRA,ETS2,FOSL2,FOXM1,GATA3,GRHL2,HINFP,IKZF1,KLF1,KLF9,MAX,MBD2,MECOM,NFAT5,NFYA,NRF1,PRDM1,RARG,RBPJ,RELA,RFX5,RUNX1,SP4,STAT3,TAL1,TCF7L2,TFAP2A,TFAP4,USF1,VEZF1,ZEB1,ZNF143,ZNF250,ZNF263
healthy,0.0823281759691481,0.0944733992530762,0.0715685725370795,-0.0684881250736886,0.0013332361934754,0.0257344093199707,-0.0640826113451941,-0.0480331234675833,0.0467183417005477,0.0810847128709582,0.0202104804557772,-0.117812770041649,0.0336701010395234,0.0329979562265341,-0.0938532536312534,0.0187810313411231,0.0114436667288003,0.0130432425871968,0.0372362267154174,-0.0167906445561408,0.127961743415528,0.0060893840243273,-0.0275407324245763,0.0768001140823665,-0.0086909775683256,-0.022103404801124,0.0201147481186204,0.0193643642268705,0.042571670526233,-0.0228701285496176,-0.0251365627967628,-0.118114288456971,0.015959138081499,-0.0053769662703052,0.0611436478178421,-0.0128220778203316,-0.0629154649896773,0.0284227002215146,0.0590255217998464,0.0061738706953723,-0.101379968348194
healthy,-0.0185304087196129,-0.100806246551128,0.07711599527914,0.059630807244589,-0.113834945026126,-0.0490924475405488,0.103325257211202,-0.0162996259974983,-0.0466948465544843,-0.0080932923369503,0.134829489976882,0.111893350544478,-0.0014938191415722,0.0783483377668564,0.13004293072731,0.107941431358944,-0.0457835194760139,-0.0965149290226572,0.0620871238696097,-0.0761979460831256,-0.046867838191689,0.0907723200350355,-0.0182494516434865,-0.070536688436394,-0.057333214905251,-0.0937222321482899,0.149678784817736,0.0404039048357703,-0.0852729419536502,-0.171685351424051,-0.0242351543512722,-0.033923783523317,0.0498217287010409,-0.0963342549654021,-0.129058895030506,-0.0010290327285272,-0.0965939482003177,-0.0480084031970184,-0.0359932354243746,0.0091507225824493,-0.0272230670065613
healthy,-0.112975261666477,0.0222435493315136,-0.307125747806972,-0.0472991226772826,-0.358818658006529,-0.209858276532625,-0.382369359125919,0.379513397236441,0.0510448265400215,0.0698831905417725,-0.444299794252375,0.394748855469927,-0.190877114436401,-0.175685594078137,0.186692031821434,0.456756181878023,0.239538311245588,0.383841277945881,-0.32222939241479,0.0043498496470515,-0.33200556965185,0.0856898411531542,0.194183439546912,-0.048057051024875,0.39695673369987,-0.286145412388113,-0.3854230414539,-0.107757638983777,0.0196621991621774,-0.0705312742013079,0.450132547188195,-0.467367178744315,-0.0628311615685222,-0.391178903108079,-0.0499573641282586,0.428646926204273,0.427878013387875,0.118346666912458,0.39262885299043,-0.0597664947717359,0.404854566771158
healthy,0.196963204118511,0.127303248645171,0.244342604591835,-0.0946992883043131,-0.194328343022278,-0.131797676003938,-0.281569800476238,-0.0642068039038153,-0.0030221008922451,-0.327945638446634,0.158772392573295,-0.0769425093633928,-0.127766305917034,-0.197979810488252,-0.0038512016765487,0.155919046707943,-0.224939037465769,0.165347316688741,0.0075890847601591,0.15479971988705,0.261014296862246,0.0327482581174771,-0.319754090088048,0.246485874957552,0.229465259249892,0.199153758501425,-0.0964952657161329,0.0443540386143754,0.24243656955378,-0.165150843444869,-0.175059290772721,0.21019539175866,-0.230263380850515,-0.217251308462836,-0.255219559030555,-0.149904193623782,-0.0180315153856699,-0.172424429676488,-0.235477666609026,-0.113809368427086,-0.022681653904517
healthy,0.211270653182704,0.127094818954964,0.387932997771728,-0.37804602438093,-0.110052080292372,0.456759442370659,-0.240642845639663,-0.238793427570508,-0.032930566463434,-0.294978280304329,0.202343504359442,-0.0609839755715016,0.369235927334196,-0.108101217350225,-0.377000361843939,-0.107890524152474,0.396220263549967,-0.0071245514647192,-0.187095559603624,0.275227743878037,-0.156279728569477,0.236054415999734,-0.0223568893169996,-0.365248363480448,0.150075984413451,0.146759517411802,0.023160644849164,0.429533199150062,-0.142217908482484,-0.0224895479970656,0.0643160494766879,0.0148733790709254,0.384850634323137,-0.235773491736065,0.287034366403908,-0.451812053949375,0.0499498947707206,0.0862281420428781,0.0321814350936497,-0.291622796043837,0.161913820746396
moderate,-0.0889029549310914,0.0999660666563782,0.102520219005981,0.030425900503575,0.16171767913348,0.169910591446639,-0.121335124530837,0.120753556928757,-0.12204879336109,0.0613308510263904,-0.123323672730545,0.0393711454210862,0.0885618642876152,0.151545884564138,-0.118728395306606,0.151086898700397,-0.138302077398164,0.135348399382867,-0.0179187553971481,0.0107622958464976,-0.194793805607148,0.16743054466406,-0.0367578257808159,0.0303534059271385,0.0832375403959975,0.0413342106787741,-0.193017761711297,0.134659481226185,0.0381795982011109,-0.194484641868042,0.0392750718005965,-0.217454292118005,-0.0082144410055548,-0.0730013062031567,0.164026375099027,-0.158763708210803,0.183107094070817,-0.176125939586822,-0.0050049083942275,-0.0935421684619613,0.130249028358737
moderate,0.0496558968414511,-0.0472138011012313,-0.0494586857523261,-0.143708827900386,0.012144043402486,-0.0049917747680577,0.0549722170209749,-0.187668047514851,0.0919919405114329,0.022888157404476,0.043549086385867,-0.0356179985413509,0.103184343150008,-0.0442958849790559,-0.0710384867354749,-0.0750329838790878,-0.0786987459978086,-0.0390510874858764,0.141026876791527,0.0495019285480447,0.0150941297706113,0.0481928239814628,-0.0585241114319384,-0.0789728664191114,-0.214845172035169,-0.0439355782244178,0.0626420525425681,-0.0287643894925778,-0.12666114124084,-0.0232014806371223,0.0152006656548731,-0.239360694997554,-0.0469926493639576,-0.112291814592931,-0.0835006415002369,0.0179878059865361,0.0688613840444512,0.0327855206072562,-0.0168248890027124,0.02215632171638,-0.0680650582354046
moderate,0.0338336358100451,0.086412057302618,0.11045558025946,0.0540454547049726,-0.0787403079945709,-0.0194383203952981,-0.0955498566242671,0.0925103181200831,-0.070000224019093,0.0927631739857361,-0.0793597049449848,0.0827376193181418,0.0874134750025828,0.0922132457466444,0.128428289650852,0.0558848321615477,0.104952387938441,0.0539692682307031,-0.0659184764973882,0.0101780602336454,-0.0492673737836877,0.0752944751630796,-0.109342535198336,-0.0678343971236105,0.0690108425016178,0.0720448796655529,-0.0813128133508445,-0.0818287549226631,0.0654831297888664,0.0811548521747212,0.0917855817077967,-0.0877943890818593,0.0836116830492034,0.0818335703102625,0.10206304105337,0.0821866164198992,0.189129012443724,-0.0698663809381256,0.0800798637665903,-0.0799140827302629,0.0238994820464857
severe,-0.100107135643079,-0.0964292173171284,0.169453892264495,0.0233169857945537,-0.0240868838409978,0.0210803675615399,-0.124363408995699,0.0517819180079805,-0.0262619557997944,-0.0169623741588827,-0.0527046728971589,0.024141725085118,0.0580479985400162,0.0190839911745617,-0.007738455728636,0.039778356261375,-0.0604791724518641,0.0209984385448578,0.005973770043885,-0.0242327748643375,-0.0337047794081745,0.0039213033693091,-0.0495773013669242,-0.0325428395559031,0.0990326013827378,0.043670677704277,-0.0264439798665946,0.0456653246464399,0.0104960692122298,-0.131417237915307,0.155295387375137,-0.10109750358908,0.0131512405420277,0.29283936884596,0.0096841429116256,0.015357113089438,0.0171704085266733,-0.134277108255038,0.0192869538768031,-0.0352037894275042,0.0103858445567656
severe,0.36954473120763,-0.48525875117099,-0.14762712198287,-0.153892829450712,0.142500757140318,-0.0554493617066671,0.0324157531777261,-0.157924870256554,-0.362680919634354,0.405847991827859,0.0795762788154325,-0.150813287203269,-0.134460369522624,-0.355807630463482,-0.0556758085920858,0.0364014214524735,-0.40126828127522,0.267445957162184,-0.355561889897243,-0.420031216630276,0.426884196663443,-0.464529214314763,0.415630226489447,0.281754083161491,0.0496291013258365,0.464701503499633,0.213600001877383,0.210313983396598,-0.414086732023812,-0.412218968326143,0.275730054432347,0.108845131105658,-0.445189160963236,-0.293665392425895,0.418272106819333,0.0588805905220482,0.0913806266212531,-0.357612097348635,-0.210500827463491,-0.354897442608637,0.0954834109234368
