group,AHR,ASCL2,ATF1,ATF2,ATF3,BACH1,BATF,CDX2,CEBPA,CLOCK,ELK3,ETS2,ETV4,ETV7,FOSL1,FOSL2,FOXP3,GATA6,HEY1,HOXA6,HSF1,IRF4,KLF10,MEF2A,MYBL2,NFAT5,NFYB,NRF1,PBX3,RARA,RBPJ,RUNX1,RXRA,SP2,SP4,SPDEF,STAT3,STAT5B,TAL1,TCF7L2,ZBTB7B,ZFP42
healthy,0.209968242505903,0.0093378493368323,0.230308314544142,0.17952036301629,-0.0705595858288332,-0.202864167561426,-0.374491906011616,0.202902024878956,-0.160992336779706,-0.112618294971896,-0.401713532883661,0.0195657791163473,-0.327201951357696,-0.111523515293206,0.186608736325251,0.219823764169464,0.153969659884371,0.093127170871033,-0.170085317665749,0.114914490590102,-0.0169564177493139,0.161712203787084,-0.310437902725702,-0.192486542434733,-0.208274874096604,0.196769235768199,-0.0050038126185228,-0.213257494323635,-0.230919426051542,0.19006483006146,-0.0860723200722504,-0.0295858308011318,0.214537322111674,-0.178148540983363,0.0659249061384878,-0.0719931547842449,-0.193996789315726,0.115576174849927,0.12109939371812,-0.143675841033125,0.0475710428283517,0.120590776322301
healthy,0.1882439266274,0.197277173107396,0.408809626126238,-0.0403429694032736,-0.201605233709671,0.152915557878979,-0.0909891733829952,0.364311757395066,-0.079182987745609,-0.123529062859659,0.0964763600158351,-0.0538548213434767,0.0143234066628238,0.255597557315093,0.0546955137805359,-0.0858108465232026,0.21076959990464,0.306225168657982,0.0791559312964876,0.233750099029162,0.161685593671881,-0.368969906676622,0.205277279484018,0.161896078970944,0.129324138008398,-0.0346394699284837,0.0648901063074349,-0.107679256213325,-0.355052901754704,-0.0323793545452099,-0.0591211163506691,-0.350335783289165,0.0208530297174537,-0.0842387974537391,0.16801832902752,-0.0034486566303192,0.0080557455360975,0.262002720703764,0.491264779203282,-0.219061222176668,0.0579997305978532,-0.0228600632381766
healthy,-0.378503071895659,-0.380852989933609,-0.208510887791877,-0.0151968756133467,0.290181624129688,-0.301266143176622,0.233451055647479,-0.188913458116898,0.0550789751442155,-0.261406212683847,-0.105070156045888,0.291157061805818,0.0888645891992707,-0.116132506054729,0.265064103969335,-0.200153160430489,-0.443591367739256,0.479460871375134,0.615999976995269,0.367972778801071,-0.267879571807256,-0.279473978730349,-0.427186279549793,-0.439357081463327,-0.144730565195819,0.128081617587324,-0.399319798665801,-0.0805290308759762,-0.177208206003335,-0.0219362631938826,-0.0817039898949512,0.342411877878841,-0.0911036620467514,0.390585197656817,0.148499301671776,0.044238315516314,0.0183448790226759,-0.208444380677596,-0.0504013081064094,-0.0123370696992377,0.0072825290138357,-0.519032604372689
healthy,0.0498323286871045,0.199670106451615,0.159640696490857,0.125412997099539,0.101875265056691,-0.134326391719236,0.135903275362842,-0.202818922769775,-0.16940730811081,0.0061309500115114,-0.210003604028218,0.0169512928783956,0.078034698740057,0.126586376765268,0.0373113279502708,-0.241171604544343,-0.21182803612451,-0.0445372672841612,0.0108731532034571,-0.188104642742147,0.0763843757221535,-0.202072976765682,0.139700668627038,0.113221235804777,-0.21707028719088,0.23573461536186,-0.0789630054376277,-0.186574793304551,0.0903197032853305,-0.192491201323735,0.150022613942516,0.219633238837684,0.0578999327601256,-0.0337829373379932,-0.115294866676773,-0.255214203103683,-0.184407919182044,-0.0113781520469355,0.138943170361821,-0.165938329127177,-0.171617915793292,-0.190738558278721
healthy,0.0339849795652387,-0.10277781955686,0.158651430028523,0.105164174054177,0.192998477172665,0.360932003314891,0.0229090031742432,0.0727755833595571,-0.0362067578903269,0.151475908919349,-0.0415061106360929,-0.0692865685083074,0.0003785251961261,0.0327835735079687,0.137865459476031,-0.142276100891762,0.164033070860404,0.0737959556273754,-0.117869454550237,0.225502271187845,0.059527201495142,0.252031950151121,-0.170698405835668,0.0378031467609459,0.0423619067316825,-0.351699280052857,-0.188028276771357,-0.0396628575071308,0.0011355755883784,0.0361244698042125,0.0205226486769262,-0.307806814919447,0.136565307715424,0.0200618353946857,-0.0947135871176506,-0.086567066592327,0.0264967637288301,-0.203992165477546,0.0859910499895264,0.218524241485346,0.0724135157806538,-0.042954380951706
moderate,-0.019568760824696,0.10278486934471,-0.0864741927930311,0.0863223539127966,-0.0186578775817079,0.145104255750164,-0.0133793759556881,0.0587415415026011,0.0656194526773367,-0.0301218630778363,0.0499114804556008,-0.050589354033565,-0.0916053566913925,-0.006348275554945,0.0470714032184862,0.0312268960352746,-0.0463783757601824,-0.120054141356684,0.0283018970528905,-0.116918938548995,0.0223653269202414,-0.061121000792759,0.0843229419384826,0.101111490855326,-0.114169484517079,-0.0406527596449344,0.0274163703027478,0.0286474355323175,-0.0679990620059139,-0.0119927208854037,0.0321559339269864,0.0172797747013181,-0.0761134397933105,0.0978967676854592,-0.031381585645474,0.0413843469769736,-0.0281407557906652,0.132890528273272,-0.0904872703914835,-0.0276880898799264,0.0821248790971424,-0.103884800995895
moderate,0.0569811008722543,-0.007948172735466,-0.10536319139402,-0.211790513760475,0.0324334333083338,-0.0843591090303873,0.0958121685133557,-0.029486232564209,0.042951458633692,0.126621031596272,0.148440381759686,-0.174974518913805,0.052988124153063,-0.0064972101934913,0.0128218834117194,0.0472378093941555,-0.0524096358193345,-0.0062797034746754,-0.0048698867184682,-0.0820560157355831,-0.0520003193780184,0.0317042810378728,-0.0099098630792173,-0.0101917652471342,0.172879601880821,-0.0177235854589596,0.0599397734897344,0.0962887866116894,0.0536556342240283,-0.005157448343907,-0.191442010719518,0.0972692493877866,0.0634887122309211,0.0903151527181326,0.0200239255041586,0.0946640634279602,-0.0055068051271529,-0.020302615547536,-0.234285939660294,0.0337320493721505,0.0561260639115081,-0.140605857049593
moderate,0.0779853495535506,-0.031097681346459,-0.0341499988663495,-0.0121324175574677,-0.0013285260911473,0.17647832962623,0.0315355972890315,0.041893665470199,-0.0387406993703497,0.0232957946772565,0.0133761143806997,-0.0372972091240864,0.0451459661153126,0.0157892511862791,0.0057486473096541,0.0327342282745032,-0.0257310387285052,0.0087742399549138,-0.0069448538085768,-0.0338383135383329,-0.0127432586150763,-0.12912882911975,0.0337059337966328,0.0436437422197138,0.0282971263963886,-0.0145364995535506,0.0300367417640578,-0.0222386583924569,0.0161613497220612,-0.008604919181522,0.0252822311039935,0.0239852973681056,-0.0151547019815778,0.0246572549196541,0.0115513689977378,0.0246178616401171,0.0367182750497627,-0.0295635458406925,-0.0319743923393221,0.0342002329321157,-0.0088690679164022,-0.0297699233178443
severe,-0.0367095089880815,-0.325197576686634,-0.0967989034996276,-0.0955662765423636,-0.16512082995898,0.128641448452849,0.0674230112236992,-0.0897655591214002,-0.0848997733546824,0.0505004692183448,0.0642082409615852,-0.0862970891240341,0.0541545474551656,0.0504821543837132,-0.0325287104394072,-0.0366618132449214,-0.0631775801886275,-0.0622459352823574,0.11277194053424,-0.0751888869730768,0.0786295953193027,-0.172428676362058,0.028056259518479,0.158755377575048,0.0821758034522269,-0.0659060219976578,-0.0073383986892917,0.009320996764302,-0.0011280367108859,-0.0337574856312238,0.0907898875644006,0.0774958877623288,0.0653793912617449,0.0959211212955076,-0.181307388474241,0.0859560941894038,0.232852506093197,-0.052546321688358,-0.14736814636901,0.036045234483696,0.0245837241514994,-0.096729406350608
severe,0.153432135277417,-0.13648635551396,0.439012296370653,-0.375907861785718,-0.354474378186255,-0.0258881068615594,-0.125604551881518,-0.10723050981354,0.527503854692662,0.411761406278705,-0.0240857271386857,-0.409218635566549,0.447787515414979,-0.0560589544156161,0.0997467972991142,0.369189776987064,0.079160108184399,0.0859013834884755,0.227279230462261,0.10497693834547,-0.378023995405478,0.247925259987909,-0.106729526689055,-0.122790315841187,-0.386751810328427,0.32622936569276,-0.356461258841971,0.383680432507386,-0.496124372561904,-0.412939347539406,0.422419830778037,-0.274103248167244,0.485871440870613,-0.0926320866503743,-0.554681421863055,-0.0605521148411337,0.504951429206586,0.356371566151883,-0.0665656175191719,-0.365563873256961,-0.518205144092118,-0.0804461581247882
