group,AHR,ATF2,BACH1,BARX2,BHLHE40,CDX2,CLOCK,CUX1,ELF1,ELF2,ELK3,ETV1,ETV4,ETV6,FOSL2,FOXA1,FOXD2,GATA1,HES1,HINFP,HNF4A,HSF1,HSF2,IKZF1,IRF1,KLF1,KLF3,MAF,MEF2A,MEIS1,MNT,NANOG,NFAT5,NFE2,NFYA,NFYB,NR2F2,RBPJ,REST,RUNX1,RUNX2,RUNX3,RXRA,SETDB1,SP2,SP4,SPDEF,STAT2,STAT4,STAT5B,TAL1,TCF7L2,TFAP2A,TFAP4,TFDP1,TP63,TP73,USF2,XBP1,ZBTB33,ZBTB7B,ZEB1,ZKSCAN1,ZNF263,ZNF76
healthy,0.137790995200756,0.0392444987763821,-0.0636670763891126,0.0778678712760517,-0.0138471006477101,0.137367849322482,-0.0890576542323459,-0.0126168556390717,-0.0314729276095303,-0.0596497361450066,-0.302368037069644,0.0868876507385424,-0.0693168663620232,0.158576151286423,0.164539098027364,0.0589347588982434,0.108977114369091,-0.125888156204864,0.0047641134694636,0.0788438445162927,-0.135297940722018,-0.0736229640431533,0.0018142919870503,-0.0251120028041881,-0.0928940167614309,-0.007339203494182,0.0195859385727569,-0.0127282856546898,-0.104321741225213,-0.0884397940078154,-0.127946825743408,0.108546283662154,0.165844077994753,0.0211963904795127,-0.0033369447263278,0.0148595768241018,-0.0205632566580139,-0.0351359011918992,-0.127749325646761,0.046362475265419,0.099497878212892,0.0619774707471246,0.179556021718347,0.0197447263450126,-0.111700905828444,0.0102804756047075,-0.0076831956372236,-0.110966428328948,-0.0367965926660415,0.0903090325198084,-0.0506918195532556,-0.0833918221796006,-0.0336066202878996,0.0759528119731537,-0.0596420513163433,0.114253805910397,0.0194305129130413,0.0235464110847544,-0.0112116847179846,0.120235004119413,0.0839193856673371,-0.0383743840509783,0.12365974801322,-0.109579893117369,-0.0439661535674809
healthy,0.0322344750630726,-0.482552509413686,0.488440157488771,-0.679714993900273,0.508882037556943,-0.119252743881412,-0.0270489404162129,0.5556417759128,0.525733309004006,-0.0218393795961151,0.513790104226008,0.498761115049737,0.473460044413486,-0.255977320941521,0.494329453072877,-0.475928836683007,0.513670797114329,0.159603260264292,-0.0881860781301263,0.443865290680971,0.450121706192154,-0.396313924240026,-0.0195430266042333,0.685102073817495,0.490257909109751,0.554596706023155,-0.520386593057824,0.188310143926347,0.668089758363528,0.36033232719875,-0.0351662173677864,-0.461297034473465,0.225063049774773,-0.0908028716267942,0.283228493090188,-0.628167319741541,0.479158503535873,0.428752003959738,0.45876797083222,-0.304850401495395,0.456650235276811,-0.293280906680562,-0.350082761695405,0.0304809762939518,0.487925310919384,-0.667429519122947,0.475016253977218,-0.263245032407397,0.567319045276158,-0.0132598390714418,-0.30237913796234,0.452885265284202,-0.001469989924912,-0.378911972902347,0.484023734970365,0.0566921583724591,0.455761404159422,-0.566182126758534,0.0197635182283492,0.527062711492371,0.572793031294292,-0.444683828080086,0.546837350406619,0.103913336546905,-0.082543222437233
healthy,-0.0971935325350535,0.083097266620672,0.125816906347093,-0.245834016765463,-0.0007954005845105,-0.047536232154846,0.0049823008835313,-0.177694700025726,0.143315719206325,-0.122657398469732,-0.0724366893421625,-0.0659630123626738,-0.125684339583008,-0.0169574985725514,-0.0125607008970625,0.0441226379796549,0.0393723289332724,-0.0315177481612307,-0.152915762372154,0.0554902379999515,0.135494280125305,0.197049447582149,-0.0064957714401695,0.0333405411674007,0.0547832152581644,0.0403886741245914,0.0278832093792311,-0.0654106508456526,-0.211013146732446,0.0219839883774445,0.0490386554811437,0.107169181532457,-0.0067056688166375,0.181671702948279,0.0409299884112722,-0.0494805446947607,-0.0158417283081685,0.1775510860313,-0.11453768416952,-0.0003977002922552,0.232875615576145,-0.0329207464144646,-0.258306339819802,-0.285957557361884,0.0060980711479142,-0.0713540607688009,0.005623040243276,0.126479740167518,-0.0685149225713119,0.144785000841602,-0.118371073097647,-0.153633832344282,0.0902116829599053,-0.0650792339354399,0.0225363498944657,0.083461825221906,0.206108176461297,0.0102076408345521,-0.0967737377821174,0.0406979965741233,0.113797519736711,-0.0609807114791425,-0.293955752128352,-0.0408526577988893,0.122193414795434
healthy,-0.488799680690101,-0.438818835139613,0.214329726326083,-0.378182789570888,0.260608196708133,-0.451124050875067,0.487837306990994,0.383354735387963,0.311661958882625,-0.0444415070712544,-0.273064596149697,-0.0736248392441697,-0.132478380148923,0.136836697526129,0.0556713677358321,0.413693078562931,0.598850039319214,0.452674090270504,0.451724721621385,0.25903214721272,0.0825243575140351,-0.194182465447907,-0.478788230646267,0.464398955650247,0.363656961549994,0.528897501065387,-0.295842128387932,-0.461259048893786,-0.256551433927523,0.547315903110793,0.479705086670416,-0.38542172552042,-0.162450956292981,0.0829462088230186,-0.414632693424559,0.383154782744399,0.391340648896176,-0.262950731337209,-0.0040738319087191,-0.0864640748447537,-0.430720753075253,-0.506513371589286,-0.50283456807395,-0.254053651514216,0.0087353295137678,0.33279679074426,-0.265658220181571,0.492887330464432,0.452395294511387,0.456860903550993,-0.204385739979062,0.244828194179028,0.113597486013322,0.134660790100023,0.341558943173628,-0.269851535987054,0.376827825925271,0.195680484643391,-0.459214817598808,-0.369049993216864,0.302636454191002,0.331645843820328,-0.421001916656148,-0.526789870151718,0.470196769497991
healthy,-0.144744409009741,-0.0604925170279803,0.0276934060124245,-0.226792622844254,0.155685205445023,0.211428951254285,-0.083988071358499,-0.109043271138303,0.127215856423004,0.0691520410150539,0.134253659520025,0.203762634319492,0.244173746259169,-0.0228049650519797,-0.321038660789592,-0.190276744812741,-0.203428978825367,-0.120084940164831,-0.0096760093296423,-0.088154885320021,0.125935550457173,0.276608164060216,-0.107491385119114,-0.0306575083090752,-0.260220247697582,0.0504362956236367,0.229011819851694,0.166152676644451,-0.24130275712367,0.247580136071289,-0.377721297640463,-0.173384465493871,-0.360309136505165,0.472836391756546,0.318866020362727,0.176977081628293,0.220352295864621,0.160674518996715,0.108461313881107,0.0551385102617788,0.0331250070795854,-0.244530680043583,0.0645894961186388,0.464192386629664,0.139266251362005,-0.2515762425707,0.1783039441747,0.162288480456671,0.38541865229564,-0.234024411693674,0.0881160881695413,0.007487850042586,-0.184464931670879,0.198012896618398,0.151052825677744,-0.0671035514697246,-0.231487078052301,-0.0951228535461788,-0.0503819796129651,0.19462202566647,0.232270780491991,0.0623237425306231,0.0757785943169902,0.118866709639768,0.173811234149148
moderate,-0.0976850274516504,0.040095682856534,0.0144756660869772,-0.148404671368562,0.100695685404127,0.107441672475024,0.0311184482346038,-0.135579840831543,-0.121296715969701,-0.153139101600336,0.107105165592985,0.026442279333911,-0.107970573828215,0.0150337714827008,0.100440039966486,-0.142901837284037,-0.068613503765969,0.0493472006718923,-0.0998800267689886,0.009794801058842,0.134753469155677,0.0351776633925615,-0.0731458537637408,-0.0996390567296044,-0.151403882510398,0.150895233206801,-0.13992478599357,0.0514264110969807,0.128953898518391,-0.128221449391371,0.128558983551288,-0.0810438595978322,-0.115246783038147,-0.0538255452040774,0.140952504133526,0.0192617537206169,0.104472105637667,0.0270106575084146,0.0628812932066839,0.0792506726847777,-0.0869602464052459,-0.142030412135521,-0.0578869616717737,0.120570724017915,0.127835339663223,-0.0942847376754437,0.105622656861036,-0.120612402148965,0.107098855171734,0.152712928034945,-0.13574508581592,0.0764168532813011,-0.0022089409456825,0.137547077967929,0.140047472323001,-0.132427858793849,0.0811125404616761,-0.0182695500444437,0.0399000597977647,0.0401373609875846,0.148012838235093,-0.15800018051907,-0.131340265029004,0.13965211709395,0.029945150143936
moderate,-0.0911951584686277,0.0985024531780186,0.0885192562155712,0.0399705932908297,-0.0677246068313969,0.0112289690853243,-0.142604382892303,-0.055078611493863,0.049365170079634,0.0831133793854208,-0.111506169322206,-0.108792612247397,0.0187026981068635,0.080770948233809,0.0560704394988376,0.0678595617125598,-0.0725781627360741,0.0672939862898294,0.091372587988728,-0.0751969802793531,-0.0438921170474761,-0.074747682946196,0.109049267512465,-0.0904950800225956,-0.0769137389127167,-0.137370814526494,0.0794479084166949,-0.0960945026365566,-0.0067251511650892,-0.0264933301082762,-0.0745759769590023,0.0207890764705548,0.0889542447164621,0.0125026057762984,0.0506609478057988,0.0139750599261285,-0.0486836178059043,0.0980051082923048,-0.119920365171849,-0.105806886120956,0.159527664742405,-0.0466731515628671,-0.111257647498636,0.0603123304789587,-0.0833391576966519,-0.050201107122551,-0.0707699781954941,-0.0743967400074579,-0.035209517628378,0.052309325282859,-0.132117816272661,-0.0834592012684005,-0.0896758617205369,-0.153652608833212,-0.113891828209191,0.0746323085723448,0.114576995345808,0.0746484248360551,-0.146975957078541,-0.137157386996798,-0.010077635255404,0.0740917359512585,0.0765772554255317,-0.158437482343012,0.0361356756242152
moderate,0.0302342910487251,-0.0404678025886022,0.161545018821854,0.0163815479412607,0.0131710204265029,0.0053989012614104,0.0070688563543028,0.103898605676576,-0.0436515582760407,-0.0231758111233046,0.0243226147757299,0.0478918925757062,0.0713643999921665,0.0834130588175154,0.0817741048507017,-0.0341205314292161,0.0163472100632389,0.0247016679656126,0.0235079026191719,0.0528699831877307,0.033439509054218,-0.0464758098374502,-0.051756331928069,0.112503040767737,0.0118652885148569,0.0206021958621777,0.0024547463338772,0.0157617451235197,0.0233117986407705,0.0359747768423955,0.0241954611831617,-0.0491578580938234,-0.0371118402916175,-0.0593528756915299,0.0269681143842752,0.0357805128835841,0.0249528489483112,0.0183235192635532,0.0411543129822284,0.0174248619346519,0.0648478378761667,0.0087405645006852,-0.0270433629466158,-0.0375287466208285,0.039270004761418,0.0201803553510808,0.0361356458187958,-0.0079552606174264,0.0344379576943207,-0.0403672056966848,-0.0423827137222963,0.0209194573494086,0.0431551557770771,0.0467819167780616,0.0367761694541595,-0.0313175545221715,0.0149933218179928,0.0457313296724101,0.0015387095164596,-0.0211349456137901,0.0134933534105144,-0.0217034292781879,-0.0039600471364363,-0.0168015438556044,-0.0455837893951299
severe,-0.0106476055744564,-0.0183505613368089,0.0838079400163202,0.141851253955983,-0.087110870669136,-0.0480258826039142,-0.0271231876241706,0.050448647724567,-0.0411960614757746,-0.0453416778301198,0.0131747297989266,0.0541115466336026,0.0008244671015729,0.0825834182510929,0.0033647888359513,-0.0613491735616732,-0.0229790734811923,0.0355018847033604,0.0945996618502221,0.0126084509889066,0.0216065941854444,0.0148254268711195,-0.0279641378943037,-0.0063018041217934,0.00591240212596,0.0272003903133691,-0.0267817535008885,0.0241900753441175,0.0978247999043529,0.0531659903207974,0.0168994320157968,-0.0277810807493336,-0.0168346105664031,-0.0418061513542895,0.0035562487613983,-0.0217880119307948,0.0711840553489866,0.0463675304272215,0.0440544953304787,0.0089944253948899,-0.0128237542326703,0.0609205768820478,0.0154687025879588,-0.0448269680842841,0.0249718426020422,-0.110732842599473,0.0294866805602509,0.0228722106917634,0.0454269334697508,-0.0165125405649875,-0.0902351753575434,0.0235704577414536,0.287625316825125,0.0137995536957799,0.0323278286951168,-0.0108063118045749,0.0348547745748585,0.0070352056612341,0.0540897337014257,0.0474102983358792,0.0100057840530955,-0.106365708373517,-0.0138452511027492,0.0155114504474954,-0.0828659780357354
severe,0.0677662439641379,-0.223041362664848,0.0743248794232713,-0.166636217089768,-0.124256065167435,-0.148116302388779,0.266535168449484,0.083038001566744,0.107502145368528,-0.511085834193876,-0.0317066196343933,0.133678430372848,0.46152078586612,0.130305630749731,0.362531589455961,0.0672954474712545,-0.0724044361753222,-0.0736816833513391,0.186364622356662,-0.424074513448703,-0.0158417939317592,-0.463499824648795,0.0603804969685863,-0.0417792936645094,-0.14899929983982,0.0368891067837529,0.113076850027786,-0.0715112776488951,-0.0688345116897167,-0.120249891845258,0.0541023071901058,-0.0722750518154075,0.450966815565222,0.168663012926757,-0.484363560738815,-0.314856501149997,0.0149022331610695,0.450225734467071,-0.373818850697214,-0.482301878543001,-0.263639939369508,-0.0596126583719195,0.300677059151383,0.140162212576638,-0.0944234865367279,-0.385637536181153,-0.107040493843492,-0.0665834947892105,-0.12612400952589,0.360115285729177,0.098302307714067,-0.415141234671867,-0.471813277827086,0.457940700305129,0.125797500303487,0.020221217423114,-0.289730871340586,0.208266142946104,-0.0896416844600885,0.0646904864448036,-0.176105323241957,-0.459316848614902,0.13923349028636,0.0592590529484876,0.0544359291652786
