group,ARNT,ATF1,BATF,CDX2,CEBPD,CUX1,E2F3,E2F4,E2F6,E2F7,ELF2,EPAS1,ETV5,FOXA1,FOXH1,FOXM1,GATA6,GFI1B,GMEB1,GMEB2,GTF2I,HES1,HEY1,HSF1,IRF2,IRF3,JUN,KMT2A,MITF,MXI1,NR5A2,NRF1,PAX6,PBX3,POU2F2,RUNX2,RUNX3,RXRA,SIX5,SPIB,SRF,STAT1,STAT2,STAT3,TCF4,TEAD4,TFAP4,TP73,USF2,VEZF1,XBP1,YY1,ZBTB7B,ZKSCAN1,ZNF76
healthy,-0.171768998385319,-0.243519291136937,-0.325999341232244,-0.346858776309273,-0.262619554551643,-0.183708510082591,0.179961706644059,0.163004516158227,0.0530792196306584,0.247329038647164,-0.228032650716379,-0.292137637540093,0.182985228966054,0.0947882067978495,-0.0911294866791619,-0.124741429062432,0.227339402365758,0.0952271841271352,0.303019189885953,-0.277083449758462,-0.013589874552728,-0.0171203077448024,0.2485552966293,0.0369822328075681,0.033341071782052,-0.0414422424731114,0.292275423648257,-0.0756791158608928,-0.251753930126365,0.241831507263246,0.330137434189644,-0.339895396475191,0.23208477128317,0.155006685048291,-0.0032005525236406,0.222936675643512,0.10981907840658,-0.197392416937548,0.170075169577914,0.0761031247828848,0.126796130817476,-0.0895557889354208,-0.155922348579083,0.125086086235502,0.0533848246129043,0.0837586975029709,-0.194505721210431,0.288908107715153,-0.146104512664362,0.163471319372866,-0.213264110040603,0.0943542189376616,0.292640422503034,-0.190509540268334,-0.208367425877665
healthy,0.30520791091112,0.234133223684152,0.0271144564013464,0.0438914502376476,-0.462654060782242,-0.124128039960457,0.307400685282382,-0.207490249325217,0.160494784481205,0.239265240080251,-0.237048946303161,0.0923646721676055,0.175875928929764,-0.125878321324398,-0.269189718515113,-0.0868415772792506,0.35938568268021,0.274007914932286,0.0327571994298145,-0.192806482607604,0.254840146145427,0.0895180036180333,0.316986484046054,0.0368119723427007,0.0270101232231677,0.170125023982633,-0.0260053523276803,0.176273160754939,-0.360680617408063,0.407951751566896,-0.306665567109527,-0.260196554082013,0.115919357104305,-0.366324044140189,-0.352547005213536,-0.0202813853046669,-0.0410842997594956,-0.308760298376262,0.15999841562565,-0.125245074996554,-0.263551624671517,0.441353273323811,0.0391882527757138,0.0955192808446461,-0.0058358209414278,0.244574198982987,0.0156460112455858,0.341093464797516,0.0613699240268407,0.301559121230229,0.266243229231503,0.0550292563045012,0.399125821048491,-0.172365794350673,-0.538241055409888
healthy,-0.271101231512399,-0.0666130712966621,-0.161589080388217,-0.107853372153491,-0.362268596783092,-0.179944779261249,0.0156710960652043,0.0950633132479069,0.343323594854684,0.0345833589349807,-0.171880057818222,0.315080700274775,0.439969295936473,0.053364665570229,-0.0339831428600599,-0.329835102698282,0.0973332213130618,0.0655435953813487,0.0934263603163048,-0.310104363362705,-0.0166860068827976,0.3215084687862,0.0334047528242272,-0.309340451994624,-0.120894430508588,0.234990049841256,0.27224709856452,0.191021494098423,-0.0280573732476603,0.315342612743832,0.26139955713777,0.176627221319868,0.122673252694263,-0.0736301428634632,-0.319685994522349,0.0219133432443803,-0.23788200002042,-0.0919531026778629,0.173997183609761,0.236485133518786,-0.162909555753043,-0.155892484186242,0.194328139020259,0.410918837910307,-0.297401608613473,0.346401066366096,-0.125958071577011,0.111825711267513,-0.072691623182678,0.463443200975647,-0.174750181958298,-0.220704907258141,0.0672460264302149,-0.205077463271113,0.257405391984661
healthy,0.295032258924618,0.0410731565422314,-0.367164386251507,-0.0266966601616505,-0.0578010210233968,0.129726461392117,-0.296402066608171,-0.198403269100671,0.360199441029748,-0.118076611785189,0.0369426595272097,0.0632000085856141,-0.285596796649918,0.132946725254103,-0.305405512613442,0.17791775466628,-0.254468119675446,0.156839737618469,0.228404488981757,-0.0191035486944755,0.121732134064966,0.328403692029499,0.26139091696848,-0.425392560321787,0.22284501507555,0.335289204616353,-0.0847448949977595,0.135807110647748,0.131477221508374,-0.186202254271958,-0.322857997253836,0.243325666287396,0.346641587110936,-0.279227596189942,0.354451111981371,-0.318577550877005,0.200770037405982,-0.262400846183691,0.201493036491029,-0.309433071417924,0.161451693665462,-0.332480693596524,-0.0056924019891086,0.295782816270754,-0.233505198894538,-0.129895053107016,0.334144726244059,0.239630427690166,-0.339685557797177,0.332474209299797,-0.259218677564976,0.358387080094586,0.154350578212439,-0.34343104969404,0.155317548961835
healthy,-0.272059284677487,0.472117404340612,0.764945810580287,0.211071696946381,-0.437062276085147,-0.0437610253651447,-0.303070184133775,0.244776176270823,0.18375771656415,0.422498421611773,-0.561252515794237,-0.0669227250337161,0.475536475634573,-0.421865546112665,0.029112272958964,0.325166800645311,0.210284461569442,0.329010361603308,-0.481826640656194,-0.187663021473279,0.206178488819132,-0.423972558445061,0.557794854530819,-0.243309757431426,-0.116804119554868,-0.181473190372248,0.0042294606525748,-0.350736514408049,-0.367777844920613,0.330685166277776,0.254138102861285,-0.152129377596538,-0.405951042708269,-0.33960716721642,0.0237559851982214,-0.35089087428588,-0.0774269147201291,-0.613248640641677,0.575963012151551,0.0163004030989746,0.356594471771743,0.205808025112337,0.240886307349477,0.359558181426102,-0.316090439828837,-0.0855771162696164,-0.422722243434628,0.158064514899147,0.584012879780448,0.0152816279052886,0.599225045740712,-0.207861011487492,-0.18726940378481,-0.30799426423659,0.0257163556466777
moderate,-0.153375942376087,-0.287711614850712,0.373206576652472,0.211392220403264,-0.156536418809461,-0.461307767432047,-0.380714017771416,-0.327791898098566,-0.454435622819001,-0.0373087549501344,-0.434417671464692,0.129164684858935,0.378809146823474,-0.485454127504942,-0.428012613838346,-0.0653221878450054,-0.0161629558594034,0.347798790695557,0.129923082794972,-0.463978457324227,-0.502253398439996,-0.374153409992802,0.459328395382177,0.435129651721989,0.165979870008793,-0.10002180361803,-0.440183067286198,-0.188442388770131,-0.394332440878038,0.195538182198927,-0.534049508377315,-0.249122808741075,0.501312094478325,-0.333220438351782,0.384925076149953,-0.416387386228241,-0.447236371805301,-0.205862841744508,0.429619334868609,-0.185536991304884,0.0745027025381172,-0.0684160207145442,-0.401911472899617,0.136645061124444,-0.283400009086564,-0.364331196355345,0.443325354973984,0.268601354656227,-0.0572194654604569,0.416127505431279,0.197599476358926,0.364957762263361,0.433930795122792,-0.478661140312695,-0.0145913027306343
moderate,0.330793759080655,-0.1460090344928,0.267172692132864,-0.363201769998042,-0.236318718556027,0.273343248453241,-0.0879346739761353,-0.296383081251061,0.317904635956819,-0.289814405297515,-0.263698383148497,-0.14232985481397,-0.15706281418798,-0.296286680277011,-0.256152585730011,-0.225649201785227,-0.277844592853563,-0.207707743840614,0.284445750124485,-0.318734101524877,-0.256342109746998,-0.227317817717808,-0.29267872110142,0.247983236416011,0.323887307225764,0.320439668680895,-0.312122514473145,-0.305305162745737,0.0771115414337049,0.215446045213461,-0.330375971860818,0.222365608792798,0.315483734834167,0.273709780750245,-0.325910088715247,-0.183499775592179,0.259597691328112,0.164790089792543,0.273865929468644,-0.381868097708885,0.237638979809585,0.374682723715786,0.20841115805775,0.356708188466321,0.121571015079091,-0.0432242896038565,0.266523363779065,-0.228210904948801,-0.281680517238266,-0.163272854678563,0.286674147292775,0.342894390775327,0.422757457383331,-0.162901107491154,-0.308937110417189
moderate,-0.66979452274462,0.672700841645547,0.630889597819957,-0.696771554148502,-0.679229936973307,-0.502496763189911,0.690408098109433,-0.654025388422357,0.681506156905933,-0.687206266340359,-0.650542571477763,-0.689419965472115,0.668057102355339,-0.650960049815356,-0.717918375685089,-0.682976747772721,-0.718128496391176,-0.71141881213475,0.663352085420969,-0.656468313854719,-0.676575221193731,-0.58199006953842,-0.682200546131733,-0.650306766428154,0.653063557169846,0.659137303251097,-0.656083162128606,-0.662482361191568,-0.66154512992326,-0.685629421871571,-0.651625664954138,-0.690338018552812,-0.417245604139002,0.686811341769175,-0.661458989144936,-0.682238952414706,0.703404797878582,-0.677690722948816,0.721955209500032,-0.62239770323621,0.651295339161095,0.350550813880192,0.684050503962579,0.657525137705764,-0.67638605720602,0.690114772108197,0.6508962540983,-0.705614150498927,0.680559012143438,0.673143033394051,0.678851536404791,0.678054686566071,0.67885807432018,-0.698522100276311,-0.692126158828372
severe,-0.172628771710348,0.167173329962887,0.316719427795733,-0.318563837901686,0.318263288042624,0.351625971215099,0.330324915579072,-0.197660989991189,-0.400007930623574,0.0875817067080704,-0.319043479353295,0.0441799193541513,0.31889956707728,-0.338184845139342,-0.282732657253726,-0.33347699465524,-0.284817890374451,-0.33128583361583,0.303517106473688,-0.288253798529904,0.270097617804291,-0.147948428693592,0.226684008229647,0.261233962548076,0.117811925565268,0.288857942743526,-0.172385389951043,-0.3624920972054,0.375047158784303,-0.241911007999016,-0.311547329376591,-0.240635391751079,0.370790666730701,-0.172125321619778,-0.194787690920873,-0.262551257597319,-0.199786266779683,0.289484034690995,0.296357212472922,0.367813587992456,0.241578063339529,-0.229342379600842,0.270144154115271,0.292888362192011,-0.220220332196277,-0.0948032705569937,0.277881263938006,0.329907128697819,-0.259396441895984,0.308518535264236,0.324728489744526,0.261509096000891,0.288278701818932,-0.268171300507064,0.0045722985979743
severe,-0.369566462769551,0.101282472097418,0.130232639069777,-0.261583154869766,-0.0715552692127695,-0.169294755109592,0.164504724329134,0.022603021145734,-0.0462928105343305,0.0845778906618563,-0.372241454545931,-0.047450249145195,0.156082777650548,-0.135089282589452,0.122764911427083,-0.172017424024193,-0.114206019777009,0.125116645443607,0.122014926373359,-0.224048059795965,0.073948593924338,-0.0433084245631094,0.313666877951472,-0.277936075143979,-0.0782145143200921,0.100793189693117,0.126230126409303,-0.255034818282562,0.142330797427393,0.124113058590833,0.303188727886188,0.171425348357345,-0.195887439757982,-0.0367878151059342,0.28240284816458,-0.230312362368233,-0.181847029755374,0.0736368327793724,-0.018545392360933,0.0799650430050017,0.124470129923895,0.0521567603998321,0.158639083784972,0.286535881217632,-0.17645714618623,-0.165533671361814,0.218039725972871,-0.444434109613646,-0.0351448135838218,-0.0978520850956007,0.143586295400557,0.0664639594950405,-0.161893302070383,-0.0778462845078714,0.267319965700011
