group,ATF3,BCL6,CTCF,E2F4,EGR1,ELF2,ELK3,ETV1,ETV4,FOSL2,FOXD2,FOXM1,GATA2,HSF1,IKZF1,MEIS1,MXI1,NFAT5,NFATC1,NFYA,RBPJ,RUNX1,SP4,STAT3,STAT5B,TBP,TCF7L2,TFAP2A,TFAP4,TP73,USF1,ZNF143,ZNF250,ZNF384,ZNF76
healthy,-0.0035705029676107,-0.0731540522023522,0.0955924161975056,0.0956603490175923,0.135592853439749,-0.0625677584551883,-0.202722281573701,0.109988129186314,-0.172848727990238,0.201133632276841,0.193814926365912,0.15163584136535,-0.0562904012679906,-0.0158240293162259,0.06840556726835,-0.142277711597156,-0.136377247231005,0.163120997624623,-0.32719084787331,0.0114722989176175,-0.0539353968383164,-0.112388901914267,0.103601964346605,-0.12206481911202,0.0974522210728468,0.135846450111344,-0.133046140288982,-0.0380384452858391,0.149547578799858,-0.0289615458787667,-0.12211077931092,0.0665250371258636,0.106115862491058,0.128645475231837,0.0691024543761044
healthy,-0.212156071040882,0.103757532190906,0.247215779842106,-0.179374326991163,-0.3197887789259,-0.262760045399909,0.284543757603377,0.235213345936786,0.216390946942144,-0.0185645728780515,0.0138223749306378,0.10121122616869,-0.143745161142173,-0.135556860412896,0.121554908499569,0.309079982098155,0.294118146830213,-0.0865798671730725,-0.336095051756253,0.181808516889587,0.0516516660785622,-0.335739038681067,-0.127401743871294,0.0608126868441069,0.0323388785327148,-0.0736287478694722,0.0157051337597858,-0.232024113348412,-0.0686780221254305,0.154647327557361,0.0654834636797745,-0.0005261673873001,-0.129035143331325,-0.0641108946660829,-0.429235146055854
healthy,-0.1762919809307,-0.382489468648828,0.470766336605589,0.50884078014859,0.441646094766628,-0.122686741740253,-0.0716227071747035,-0.362726967445757,-0.166029004312549,-0.0394595636604351,-0.192706199645171,-0.0161524637316485,-0.11528125701791,0.0259137432993902,0.213821101592822,-0.227366921953867,0.402873637936101,-0.0640536255880971,0.137955782404877,0.120243695233913,0.0532453260890669,-0.125925959652677,0.153104852035707,0.494815075652371,0.311750184541149,-0.119196675302624,-0.292064028541402,-0.260817027467011,-0.221444715467516,0.0431241334199448,0.421185580276032,-0.0547613236979117,-0.116088334881612,-0.205564913176308,0.270152955187667
healthy,-0.0380051111459361,0.201942916345255,0.191922757850088,0.240774491075832,0.40382964945175,0.28021756743406,-0.406221101223269,-0.428137449838245,-0.0449726470018713,-0.294286990369049,0.234852452010714,0.410697032577724,0.128521194285475,0.116465411197597,0.0456655736132305,0.20372612348847,0.363494969521914,0.338903810192114,-0.419950981976194,0.0079991903995217,0.117364343017738,0.389015187915828,-0.0097164433059337,-0.0995746125771082,0.213598088513287,-0.374392889341458,-0.171051091776092,-0.12498653574269,-0.147122731813679,-0.0861834597564105,-0.0259875978004006,-0.457285965506209,0.149420544853932,0.14140751220718,0.246254392479413
healthy,0.257845852311344,0.40020511675707,-0.0741267078651255,0.0276094454906724,0.0063517235552979,-0.0210638353799624,0.250485918667904,0.0982772172072474,0.210777952119521,-0.480086377586824,-0.421199152977084,0.103519909665589,-0.122699167726946,0.343714329972222,-0.543425237508825,0.404990236944638,0.0615395926877768,-0.0997429995661623,0.245848152262448,0.350632202269323,0.0773374692227487,-0.0546294758528923,-0.12685609547498,-0.0568010052735069,-0.431009812680932,-0.451926294278782,0.351105285464528,-0.415258468919259,0.405122079802319,-0.41316449412081,-0.504841812981832,0.130299520699098,-0.438912628679527,-0.416367500016216,0.348173720746699
moderate,0.111590425762899,0.18680557780006,-0.172487681745059,-0.194974644125704,-0.202334108498061,-0.225555307093412,0.174585458091617,0.0127070983269612,-0.0033820375187868,0.128074941867968,-0.0535772136884451,-0.144108423014457,0.0374556126014626,0.181835787077146,-0.249521756896031,-0.162733181161091,0.101284595814393,-0.215897187694359,-0.0810577359864791,0.267585620026694,0.0606878261893752,0.0030531820171743,-0.288458885997046,0.0566589477258124,0.222828371763823,-0.183192225437477,0.0713617887840226,-0.0485432171536252,0.245996814342167,0.054279419464255,-0.256036835128065,0.0249615674201031,-0.207540866495165,-0.20606790110826,-0.0137984521952477
moderate,-0.0702734131536725,-0.0492647270413658,0.209459101166445,0.0375860117156492,0.105153809207935,0.0621962846312234,-0.129442615472737,-0.131486554288849,0.0090006199467886,0.0637509574527074,-0.019890916369638,0.0787291315077814,-0.0139907165688038,-0.0583322882157563,-0.161757228652159,-0.0803007627735912,-0.0849177736204382,0.0707733897447171,0.123029943385039,0.0252784951253251,-0.147131165454271,-0.103879843267529,-0.0392689141775617,0.014292100851296,0.0862191110850198,0.0514432921040997,-0.100790728751125,-0.0969822191754255,-0.0623016054959838,0.0962968897630653,0.069366136382241,-0.0552976192311354,0.0810030506302773,0.0392033117745118,0.029626848512063
moderate,0.0256905601347146,0.0313334179331679,-0.0223923957903118,0.016474729213731,-0.009450497048543,-0.0236951572769914,0.0104200513579329,0.0290865065768896,0.052153569756246,0.0998194793080494,0.0291677689718638,-0.0293954545592588,-0.0274788009202658,-0.057838183546256,0.128319515984808,0.0063889257516409,-0.0327048713889787,0.012090213761614,-0.0238541099936526,0.0172097673681041,0.014802299043421,0.0084497166379357,0.0416465070558727,0.0160556832066066,-0.0190306339986036,-0.0183170237393317,0.0073470548800585,0.0362124337598248,0.0417077685672117,-0.0015602870654285,0.0089056468012935,0.0197290970310734,-0.0091793148791728,-0.0123543835784622,-0.0541219639224345
severe,-0.0785741102307231,0.125411853734153,-0.0406255423933946,-0.0729843199484874,-0.0359738770911564,-0.0618262583622572,0.0385301062693128,0.082957553424171,0.0220557435357401,0.0101620881275826,-0.0429215012375775,-0.0806003918733011,-0.10105518491068,0.0252948962747951,0.0261594946634239,0.0781010616061835,0.0079348328910738,-0.0517527669422339,-0.0420861345022486,0.0177346985477705,0.0623498390128448,0.0242510208874401,-0.119010456401136,0.118463730893951,-0.0402236225312197,-0.0501176934926618,0.0224251594936382,0.291541043674599,0.0352353799150219,0.0525025769526439,0.0550086156758355,0.0434715331528478,-0.0547861162722417,-0.0285237335671375,-0.0655907542586891
severe,-0.41508889239513,-0.137221181780287,0.0535394358408641,0.0809009552565054,-0.0017757426579104,-0.442555245218494,-0.007865549129754,0.101213949778064,0.429974221774914,0.366230775467512,-0.0485020215136439,0.0418325877487783,-0.445994119164084,-0.436002480891255,-0.0128319472775492,-0.104146241643755,0.0274893485386064,0.415637069665835,0.107342307890167,-0.43873525110999,0.471335059188939,-0.419122611386476,-0.430129104680517,0.380201686994126,0.312434328691585,0.0003875454362912,-0.445501063975504,-0.412323995809513,0.389899115380765,-0.306206209756004,0.0399121073537538,-0.157208178221056,-0.400969523236289,-0.331569469151537,0.0757560021432985
severe,-0.014040447566735,0.0290543002925499,-0.092222889299288,0.0599934767022588,-0.0110028077084075,-0.279591747384398,-0.0533947992869739,0.0273953229085205,-0.0319848978034832,0.0556061724637434,-0.0078230413888241,0.0050789624832165,0.0213576333138601,-0.0694457813786785,0.0743060051520026,-0.0406660679772703,-0.0373495452138589,-0.0110457678478299,0.121931973716868,0.0331902877154441,-0.12718778877404,0.0502451050649862,0.015570902533659,-0.0245495716729465,0.0423518954484388,0.0236989609123824,0.0547960158344687,0.150927203817712,-0.144042125472944,-0.0201712174634774,0.0108603232459898,0.0441981074401176,-0.0621472116919699,-0.0204024862140348,-0.0055221679215912
severe,-0.0706411211471573,-0.0575851625975372,-0.0508404831508995,-0.0216010310727894,0.216044371550992,-0.0847521434972233,0.0536127045148439,0.0535040290675603,-0.0056289416879925,-0.0451008378505888,-0.0338202456759384,-0.0311663228561393,-0.118653544273349,0.0399226950273793,-0.0756778243956636,0.0024407754991326,-0.0833846852838474,0.0054546952376605,-0.0491955795604813,0.0382319131089317,0.0785155407658402,0.0573420250332453,0.0640656058637627,0.0010401684244545,-0.0284883470439869,-0.0362456175703708,0.0155979760574437,-0.0365325340506422,0.0108996486334338,-0.0262600681427813,0.024361453931006,0.0311450912455904,0.009611132112971,-0.0400327051687488,-0.0170944293668566
