group,ATF1,ATF3,BHLHE40,CLOCK,CTCF,ELF2,ETV5,ETV6,FOSL1,FOSL2,FOXP3,GATA2,GATA6,HSF1,JUNB,KLF9,MAFK,MECOM,MYBL2,NFAT5,NFYA,NFYB,NRF1,PBX3,PRDM1,RARA,RBPJ,REST,RFX5,RUNX1,RXRA,SPDEF,STAT3,TAL1,TCF7L2,TFAP4,TP63,VDR,ZBTB7A,ZNF384
healthy,0.202939547137052,0.0994185024163636,0.0036181337119752,-0.0365871073301131,0.044731412823013,-0.0011705500791542,-0.0583388294514751,0.265798403245584,0.0333176133800449,0.0662140937400611,0.151244556761699,0.0742065954699273,-0.0084972660450261,0.102327738479713,-0.0384365975790401,0.0492517275327516,0.162385282262815,0.0308443930585901,-0.112115192484184,0.26189874604644,0.0725149580903408,-0.0790578827104546,-0.0719222416898306,-0.189025258385468,0.145999789558545,0.0740594965673546,0.0366832209080996,-0.0897943742821772,0.0799627521999099,0.0364772632409857,0.108460956169489,0.0584844880906414,0.131795527774475,-0.0760750971958187,-0.0469047703032571,0.0846166273362012,0.0586269781503137,0.0942967337081161,0.0384631944432781,0.0239015552993017
healthy,0.240245690668043,-0.132168312083932,0.195758078452381,-0.103030062544458,0.155443707446974,-0.166656705658376,0.0197840312232769,-0.0364127016642,0.0210936354963718,0.0491424445293781,0.102316929347699,0.0050061895577179,-0.0256226207753664,-0.244449365474929,0.0476503757647633,-0.221886143690733,-0.168106551234871,0.183627137164182,0.0321827059088753,0.0319064730385428,0.139195456963953,-0.206870316783042,-0.119901790493619,-0.181156121041233,0.0282388133795477,0.148579286347144,0.177888210786649,0.121288575464479,0.131921553192319,-0.158194383647084,0.0100615938054852,-0.0290012983546292,0.14361902136092,-0.0166943357237466,0.200590988432878,0.0110266952482349,-0.0646920931725905,0.079926575875905,0.124665882161011,-0.145683844930621
healthy,0.172774188524047,-0.0903952799748473,0.0117778151999255,-0.131113182989115,0.116352531909879,-0.17382695412851,0.0143000661272839,0.110003039357964,0.0859100598475014,-0.0760952138475635,0.0468261367818268,-0.137583304933208,-0.0354431086835747,-0.00545025526477,0.0257927573093341,0.16349669163472,0.0495128823348824,0.0914261129625503,0.0653920968688602,0.100769407702156,0.0961854907993917,-0.0872369831614595,0.073397501986128,0.145446148041538,-0.00362984807372,0.0579898387124824,0.12533393847295,-0.172785154832427,-0.129391472573483,0.0183576002278169,-0.169286902459265,-0.114334731167992,0.192041992347389,-0.0824008411659593,-0.184979689750785,-0.0766215966497948,-0.0068978079709061,-0.0304644046791369,0.010231565718371,-0.0341490842947561
healthy,0.0848165235482161,0.183143758816009,-0.167978740561608,-0.0655945541502111,0.365727686000145,-0.240568346263048,0.136040711600735,-0.165541969786589,-0.0715016310206299,-0.317552102131644,-0.372195407030204,-0.116642423677161,0.154255959094689,0.21595119248821,0.240203521295398,-0.209113771323894,0.245225755426905,0.217546997023767,-0.193411672215112,0.162161041745625,0.0227930289365869,-0.055039005921379,-0.338956521113411,-0.0210802204024957,0.196124702431114,-0.200811362594604,0.227503712287881,-0.331063626378989,0.140018847550882,0.109332111352105,-0.0567956909549203,-0.30197594482684,-0.207911230227853,0.177115615308219,-0.237082602140064,-0.267434576898591,0.0954151357487309,0.369273557177931,0.0823025626352759,-0.149819557483618
healthy,0.0770881533410034,-0.0276772826086853,-0.303456886064484,0.0674687530559843,-0.272784294261357,0.213292604856365,-0.0800052560290621,-0.176074128469042,0.153621040486693,-0.107307147407113,0.232421916317468,0.0614546727151877,0.0504353759659259,0.0909463462719417,-0.0276147174035795,0.350834387630863,0.121501628315495,-0.0139363994373205,-0.0192309799194002,-0.380826582828463,0.129408306110742,-0.151024584474801,-0.0599296458407334,0.10943436438071,-0.385198326535232,0.040205964931125,0.0038321188127312,-0.17268778674269,0.35314147956914,-0.396115954826197,0.195047026917381,-0.198503754499477,0.0409489267417565,0.0997523988905853,0.178905204000081,0.199700314047126,0.0401590410272956,0.268154469083527,-0.0620334008624165,-0.0102528729867156
moderate,-0.193672260513894,0.162905288116234,0.23453389605139,0.0832631054618377,-0.303992559453823,-0.295777790144642,0.151501410613036,0.0298265181472733,0.107383698653461,0.0175323400882989,-0.15177711098052,0.232574857951206,-0.238456030932245,0.110831692681508,0.0989536743255027,-0.179384980429207,-0.252205390899302,-0.0807051220838183,-0.275558893478556,-0.257817096486464,0.26046451578811,0.178532657526574,0.0349572700965211,-0.255175185394052,0.0040043231607518,0.105747325652131,0.137583180547073,0.111708512619947,0.296799852863428,0.105690504125289,-0.235953709458071,0.173126205209842,-0.025222959802936,-0.276843610806112,0.0672021820035766,0.265949532562874,-0.287217163276672,0.288051222117105,0.214855238748928,-0.291192930721128
moderate,0.0480259331425903,-0.0064545256533043,-0.0409883988456534,-0.120844934785181,0.0673008367530755,-0.0307128715016294,0.0265246578226912,0.123256700858776,0.0930606683080974,0.0440122345765595,0.0912590344909006,0.0998110201775599,-0.0234853228844902,-0.0397316217772093,-0.0232750403701329,-0.0089990782047824,0.126093949978786,0.071866545548149,-0.023397692750938,0.0291763635476795,0.0179479330166958,0.0336094348957098,0.033132238148033,-0.0340805213789722,-0.237074235444098,0.0345058553945467,-0.0956238497144974,-0.0995040166484487,-0.121183234790561,-0.0764875447846303,-0.0141840101374565,-0.0202048560481813,0.159655993067575,-0.217681895532186,0.0200613393498638,-0.0435293746569866,-0.0185483782685351,-0.0113954941019225,-0.365987401811329,0.0024500669993147
moderate,0.052807025480915,0.0686602556268485,0.103583348136714,0.0621086542973565,-0.110072646508688,-0.091831588884772,0.118388836166142,0.113220984662103,-0.046949362920804,0.163456312627778,-0.10947578645366,-0.117408208116708,-0.0797627565557983,-0.0926168066123875,-0.0590563469840555,0.102982196353278,0.047106721739794,-0.046970889902469,0.113397442128106,-0.0854116552314957,0.107137609990743,0.100013933109982,-0.0788418391141314,0.0765830414028651,-0.0762688887057795,-0.103643172643855,0.105006224675084,0.108454008838427,-0.105767523534183,0.103358396873283,-0.0768253235950267,0.111190040370314,0.0810236955203484,-0.102436481673101,0.079081665635792,0.0817386692260991,-0.108199384510111,0.103648535026378,-0.102788863556038,-0.109198924411586
severe,-0.0048174953211068,-0.0723476570059081,-0.0688930564421381,-0.0107658925212145,-0.0197409516402552,-0.0443520812602146,0.0417006547644226,0.0901110417456584,-0.0093274900658409,-0.0156726179814863,-0.0093787058900721,-0.024381995012328,-0.0745493890985508,0.070849470768556,0.0270598930703766,-0.0865059261545475,0.11660199500414,-0.0165506211652474,0.0035655796068811,-0.0121496451148917,0.0004408728338525,-0.0283849997068641,-0.13474321297182,0.076093527006894,-0.0382161623096633,-0.0147474156320862,0.0452728831065157,0.0370898117298179,0.0928092424363854,0.0009059415803838,0.0226044248087472,0.0171591038157385,0.206212236192277,-0.0857447487882645,0.0414701972641149,0.0190085009227077,-0.0396652095957423,0.0355000443056949,-0.0210647079666017,-0.0103426422628569
severe,0.426667203756894,-0.409394239564175,-0.21705275175523,0.372388377061672,0.180074616345181,-0.388610754958622,0.436819039082892,0.188055623213233,0.355970218841178,0.408407222699884,0.171404151653802,-0.372849931710441,-0.0989400717970857,-0.357286241326899,-0.454253631936499,-0.21076647887958,-0.387684264308345,-0.397178426526758,-0.355140434879216,0.419420626703585,-0.43604944319967,-0.385768051711588,0.45478078482839,-0.351963653981645,0.33268960523844,-0.390518852308807,0.423766003107489,-0.37112442740812,0.233518248914059,-0.434481509934952,0.351406745185658,-0.202666110259867,0.360788646493161,0.123701041628623,-0.443053577261648,0.497955587266526,0.164340843918906,-0.17700840568215,0.209348001405891,-0.377015420148671
