group,AR,ARNT,ARNTL,ATF3,BCL6,CEBPA,CEBPB,CEBPD,CLOCK,CUX1,E2F3,EBF1,EGR2,EHF,ELK3,ESR1,ETV4,ETV5,ETV6,ETV7,FOSL2,FOXH1,FOXO3,FOXP3,GATA6,HINFP,HNF4A,HOXA1,HOXA6,IKZF1,JUN,KLF10,KMT2A,MAF,MECOM,MXI1,MYBL2,MZF1,NFAT5,NFE2,NR5A2,PAX6,RARA,RBPJ,RELA,REST,RFX5,RXRA,SETDB1,SIX5,SMAD3,SP4,SPI1,SREBF1,SRF,STAT1,STAT2,STAT3,STAT4,TAL1,TBP,TCF4,TCF7L2,TEAD4,TFAP4,TP63,VDR,VEZF1
healthy,0.0327583452658427,-0.0197918005452875,0.262976539997339,0.0109119534204788,-0.0188593454907584,-0.184932146690073,0.0669680303032855,0.0447838829430133,-0.17377785488877,0.0126599222886712,0.166071071583591,0.113164817112931,-0.0474287536536392,0.0175247547804992,-0.203307680227044,-0.0806193106708496,-0.135495213091607,-0.0537762511796165,0.26590862300784,-0.0955375345559287,0.0780050925944358,-0.0582499022486305,0.0080316627919224,0.0087914445433818,0.156159412589911,0.05936339041556,-0.0639500430451805,0.0905722882623711,0.0917240201547439,-0.0733479100791985,0.183269985979723,-0.188893351056099,0.0346574633303226,-0.0989372864401305,-0.0606092902751049,-0.0114236314053682,-0.0958681794284178,-0.0158403973350293,0.0600837753644269,0.0844691470022293,0.104038403657751,0.102280633633791,0.0487612303891251,-0.123348025775212,0.0277022941467977,-0.0650946642951342,0.136185425855074,0.149819121796115,0.137005648067096,0.0617516053707606,-0.0192701292251063,0.112243220201555,0.0029335243569372,-0.102251230166491,-0.0796578365080694,-0.0389683383417962,-0.121512230864167,-0.104216554077278,-0.0682600532487923,-0.0526199069786475,0.0672233408020369,0.0935864319299792,-0.0294438250009079,-0.0265151051320917,0.112335370283716,0.0747368875949877,-0.0317613178909669,-0.0822548545170099
healthy,-0.0646366581112815,0.0726378787890802,0.0995880874525952,-0.0277525269833251,0.205945984522764,-0.0822499130653344,0.155219974973994,-0.214061959369144,-0.104466924072101,-0.246285506423104,0.219495349626295,0.0128254255280515,0.0796575120750975,0.119951599011561,0.0320511412695825,-0.141124292177932,0.178053309206757,-0.134827774872883,0.0130826615470976,0.154620947232736,-0.106037244273748,-0.0245221147782931,-0.157059061517846,0.0144573780522984,0.065207958170657,0.0093659167831113,0.0370658709834618,0.254749861747787,0.122857789510624,0.0554840523066107,-0.083864295573339,0.0989366241941146,0.234326502320996,0.228049339486964,-0.0527075779430864,0.0887240522533319,-0.142978889751748,-0.104040713912476,-0.0618754202462172,-0.113851783528974,-0.0980842038748638,0.0072280026973897,-0.198487924425203,-0.194894307040664,0.252360888601854,0.143428297823443,0.152605611463454,-0.10479471468762,-0.0185392497163179,0.117715402647485,0.0055961874388947,-0.0142483223121665,0.180636101594361,-0.0483410171096423,-0.255261863002345,0.177301916480899,0.0570525880534833,-0.153434971136387,0.110534482102994,-0.0090514409455262,-0.0696520741539202,0.052023994498663,-0.120275957983282,0.000441995721093,-0.0534179282091287,0.0896072201010066,0.212126786798968,-0.137683726106753
healthy,-0.443078154555476,-0.24113335271403,-0.151245024874093,-0.273345071024893,-0.547325395250068,-0.354756054433477,0.290201186115141,-0.251790272780834,-0.441051915899403,-0.53739134951462,0.0820571892502503,-0.445980604522283,-0.355073681033618,0.342313853821052,-0.446572047157028,-0.418697574834299,-0.186819204089899,0.249939276386908,0.282402905449607,-0.541290489847387,-0.280299998303845,0.146929684168728,-0.353178874074155,-0.0043920091950547,0.0939079472279293,-0.0833715062163515,0.0137565175785257,-0.0099778563009847,0.0260782391357242,0.218943301269688,0.0914436029164896,0.0220805250304998,0.293727936640845,0.126678250249385,0.233236498276039,0.438434234608585,0.333529835430943,0.21732231034483,-0.140336194055453,-0.021160503154229,0.346935868485175,0.445071535287396,0.274823677611757,-0.0997676103684637,-0.460865244163379,-0.482901958628342,-0.520119034051774,-0.401512880502526,-0.473033628741199,0.41070214662385,0.1101945249662,-0.0589580685710221,0.498465662035257,-0.376146563056773,-0.534959863127333,-0.455487497243748,0.42008856029009,0.503262918961526,-0.491017865894017,-0.426265850030765,0.13492558921167,-0.467119202393743,-0.392586477774422,0.438861387622568,-0.153424600509544,-0.238570434630132,-0.0139536651234409,0.417218968247435
healthy,-0.362237967786138,0.133010731045382,-0.453690757854687,0.338809738411219,0.399098739078464,-0.404518987233755,0.521281958387376,-0.40061631117764,-0.114558839698349,-0.173720617025618,0.406183447327556,-0.101721965118264,-0.441463346721918,0.422397122712277,-0.238691368195613,-0.312687209908353,0.426976619693907,0.440223319894357,-0.354645238074969,0.4390279275403,-0.564016626392982,0.370861348067335,-0.636533849728878,-0.515228712244195,0.257472743110704,-0.409816693470877,-0.454938900041068,0.421422468118101,-0.516543400372892,-0.157429034196234,-0.459610100577353,0.411582595549917,-0.50698837689926,-0.0062926492283459,0.451877786694495,0.464053259530822,-0.471771777303687,0.419026002658814,0.377534607624298,0.431516351417322,0.441812307151141,-0.364366626404393,-0.436218390317121,0.415514486897781,-0.305062830297789,-0.41604036214926,0.23828235411113,0.080272260223447,-0.3179703084996,-0.385446270937058,0.41632034202852,-0.313842025468314,-0.353522072414403,0.42482604960684,-0.263135640494686,0.179927243450481,-0.131139329301693,-0.337292166312044,-0.0932479074393386,0.340166626405776,-0.44000420520624,0.181377458071458,-0.364742367517718,0.125451274305372,-0.428121696823284,0.0704599798752486,0.419929242095382,-0.0756529979836037
healthy,-0.116240952854215,-0.337311181718481,0.233357937966169,0.0613610205309533,0.361398192557353,0.0271880099813081,-0.0502129286138957,-0.205797808087768,0.115512218055743,-0.046879354535777,-0.0233350185468313,0.438876656131118,-0.130141181510185,0.196285493218346,0.109868399616509,-0.0559497770274024,0.137351004516349,0.132552208343429,-0.0054345009971191,-0.0410959911351337,-0.231295773536449,0.103805946293047,-0.252591885147128,-0.0306068615358438,0.0104581196078656,-0.278942625359979,-0.0186525098417528,0.198355410145922,0.0667335015452238,-0.400137424344236,-0.0690592509020508,-0.162011700196571,0.0466467796000943,0.482399179095208,0.258987695878403,0.0268856625649205,-0.112550763874716,0.014621210956586,-0.04473191262964,0.0937354515779857,0.0623300827629646,-0.0070780305426102,0.0455149149131051,0.264856336755463,-0.0394292040960744,0.0406540987573366,0.449993738056751,-0.147336221754993,0.195099361046364,0.349769445773218,0.0500268686653496,0.0378554470312881,0.0651364869868692,-0.248475308785545,0.191626242006836,0.0645860596390868,0.160779053037453,0.0726098949201401,-0.0557947270702806,-0.0353746477173392,-0.205107835778576,0.0146677259437225,0.326853062110616,-0.150096110991761,0.0842929091892679,-0.0089308775302158,0.0706872754518297,-0.0467863245615039
moderate,-0.217831096729676,0.170245038694982,-0.0894052398855082,0.0095169792765373,-0.0204216970823292,-0.138084848078601,-0.0468514583465599,-0.345671045342647,0.071587676190607,-0.0859580375537617,0.0274093243194103,0.13444989374117,-0.0118301188361297,-0.0411677854877048,-0.0601963714002456,-0.268393162000644,-0.236635483804802,0.197434665578506,-0.0568570574986797,0.19243883591449,-0.124112788147459,-0.061547808304271,-0.0033441057160961,0.0982670474299124,-0.446143634314973,0.313772226427915,0.0006020261527978,0.0219190665197753,-0.0251660290867585,0.0618424322946297,-0.0840606242062919,0.0006946679003822,0.24452455299957,-0.0718024366054618,0.21052096585406,0.111440181193014,-0.0487416113689838,0.0744276249355227,-0.0883471201133331,-0.122760625210929,-0.114040103591916,0.187030474581372,0.198150969247525,0.0840145937455016,-0.0775192165465258,0.0737801491479381,0.218163910029775,-0.216228307372565,0.0967023021760413,0.0851043685348763,0.0851519962671768,-0.194770416699699,0.292879334250114,0.0918271391142866,0.21248183444243,0.126672052726104,-0.0092891502766001,0.278984959796962,-0.116555951426787,-0.150831510348512,-0.0819918671877413,0.249728027959896,-0.242011173675215,0.0286040834089473,0.0223973767337926,-0.14030708836862,0.0387951112627369,0.0668125604079834
moderate,0.102352071068823,0.0596457513029173,0.0313480640849392,-0.0047295750415742,0.0032094556605607,-0.100441336468286,-0.016263011212212,0.210519388945848,-0.197900131918804,-0.051218898845714,-0.0534832744007192,0.0739278066289459,0.21210764235561,0.0297660724458715,-0.0158243890840302,-0.0120589776396524,-0.0191420839237412,-0.11370451224843,0.133599052283977,-0.0709911852629374,0.0661471092715183,0.025344069617227,0.0132947828131734,0.029316119494528,-0.0568306381063405,0.0127246635004042,0.146652160566293,0.061019166341942,-0.0478514080200028,-0.0237890632280576,-0.0085426952150541,-0.154813931397423,-0.0110581379569588,0.0927448748356796,0.0309233073061527,0.0167047642257412,0.0680790146205937,0.0243745387880066,-0.0795581821118779,0.35227111758447,-0.0621255615877739,-0.101664767190197,0.241460139756079,-0.264755715817487,-0.0071467676194843,-0.0845427006745911,-0.0163889920749971,-0.0330339712995823,-0.0014469162997975,0.0141967759727587,0.0744953914154816,0.0092395408395007,0.302407743004368,0.0473215429474133,-0.0420767136315371,-0.0396097250676267,0.0931936350687955,0.0022976225755981,-0.0417211345099485,-0.365366418274086,-0.0269901698610255,0.111366337253095,0.0050785942129113,0.0115346288888653,0.008549702434641,-0.0008413136197586,0.0233414957131692,-0.0121172717430239
moderate,-0.0202800701233061,0.0813879632824972,0.0476322135804719,-0.0003446581472388,0.0207862376798104,-0.104379069523946,0.0367748608051119,0.0362068033070033,-0.0675521930340183,0.0674263213794824,-0.0074448744831032,0.0688006105742626,-0.033597926012107,0.0317105545407584,-0.0519113109067108,-0.0219078655610716,0.0259517938973354,0.0364476721454856,0.0285802415855439,-0.0309309130027482,0.0291702672497744,0.0047161587867784,-0.0154398071830913,0.0332950987242258,0.0436819947727919,-0.0103177853854152,-0.0400442993895163,0.0209993882646142,0.0268534660862,0.0433145920377596,0.022631065810738,-0.0811011987888468,0.0111327495422999,-0.0269325012451893,0.0892428021097989,0.0096187090138061,-0.0405969654697808,0.0442146748457904,0.0177606229034269,-0.002868914614296,0.0201735496371399,0.0685136451244149,0.0760072195150768,-0.0521813138266257,0.0270094629015966,-0.0252643181789383,0.019982458562184,0.0163659549233586,0.0226341486614931,-0.0340280681853963,-0.0262070767757929,0.0065519895606873,0.0945889083362904,0.0643500336710569,-0.043538420704142,-0.0054814136879313,-0.0685968044526366,-0.0144087603077957,-0.019709089625963,0.0191898142447665,0.0280014968714842,0.0486051201741187,-0.0264297134065499,-0.0247472076440498,0.0241923173440554,0.0440907990516692,-0.0312825452434731,0.15743669395389
severe,-0.0573402353767081,0.171708081575134,-0.0022890192698083,-0.075293022630941,0.132667681358022,-0.183898912184308,0.0396909857894712,-0.0133900738505096,-0.0647421253638816,0.0493079673578459,0.0485559263728891,0.0554964119893661,-0.123341863676233,0.0119592964291824,-0.0152989160784707,0.0214169458876542,-0.0176540292766263,0.0095866873766001,0.0555627250438744,-0.0301611274132185,0.0551694141277453,0.0407538709293589,0.0467160404087547,0.0193957193298097,0.0419955972551815,-0.0061392165698865,-0.0141595216698902,-0.0114703437914178,0.0073310369125145,-0.0593955565956841,0.120590173212609,-0.0780828478942919,-0.0796100682172811,-0.0548997930818747,0.0115561179881104,0.12537933296077,-0.0123645497210925,0.0120987222968862,-0.0019620214081875,-0.0015977036222512,0.0052311988443689,0.108157824487728,0.0630877023043634,-0.0027997201790638,0.0051012433354409,0.0330347341947343,0.0728488757344463,-0.0456821278559823,-0.0047278386615108,-0.0299159937158528,-0.0071244283333504,-0.114537223873278,0.172558119887958,-0.009120756681138,-0.0733506267095587,0.0819788014758886,-0.0309280347386686,0.121463014341575,0.0333416751649203,-0.0781608636553424,0.0170959765734916,-0.0745088591203028,-0.055740922546711,0.145068058206457,-0.0468334030111109,0.0621321752880385,-0.0144198367016058,-0.019224472234896
severe,-0.116135284014308,-0.422722513329712,-0.174396801751247,-0.411109255609928,-0.102736880831436,0.381738943483713,0.0993746764215216,0.142155572404732,0.233313707426398,0.0025136174460353,-0.0687676875197967,-0.0905917336749626,0.0296954684548789,0.0436250843703225,-0.0330295896438993,0.111359444702046,0.321798522830199,0.293436838191752,0.113491062673513,-0.179784043234055,0.377406683720752,-0.0580084303968354,-0.0039201469551441,0.0824509831363153,-0.0760063914692489,-0.314716137531988,-0.0503139662239601,-0.106427286738544,0.108705072799483,-0.0438744498377782,-0.0773892363342303,-0.109199743509686,-0.0428434911141182,-0.0414555709682524,-0.359131950664106,0.0711094221198789,-0.399428327478352,0.0617431604236679,0.418424427124706,0.14229971038185,0.297467626270177,-0.0861434191557774,-0.277796852618251,0.408291459662885,0.157800971611176,-0.347381660360443,0.184417436329493,0.315611417080003,0.125085372677994,0.121925164447281,-0.148168088492502,-0.424503936920151,-0.0832278394636941,-0.178632631177404,-0.0927419610096719,0.0576724468022852,-0.0639224860354479,0.311613449151298,-0.0911967071563883,0.0654034529975285,0.0231987705707323,-0.156219852439643,-0.451303788454426,0.0769551306425809,0.371355595498259,0.0942158225785143,-0.0429016876682599,0.067077618985277
