group,ARNTL,ATF1,ATF3,BCL11A,BHLHE40,E2F1,E2F8,ELF2,ETV4,ETV6,FOSL2,HSF1,IKZF1,JUN,KLF3,KLF9,MAF,MBD2,MECOM,MEIS1,NFAT5,NFATC1,NFYA,NRF1,PAX5,RARG,RBPJ,RUNX1,SP1,SP4,SPDEF,SPI1,SRF,TAL1,TBX21,TCF7L2,TFAP2A,TFAP4,THAP1,TP63,ZBTB7A,ZFX,ZNF250
healthy,0.203296338247357,0.140568661369834,0.0116946293511593,0.0040647208955079,0.0236179514574287,-0.112176004581952,0.0041883801182543,-0.0917235564111469,-0.164699011330211,0.145678053074894,0.106932104669541,-0.0256083080931085,-0.0046195552497404,0.100545125016432,0.0754954916260885,0.0007757504035643,-0.0543539889198403,0.0886610704739073,0.0193417233664935,-0.0947734652069425,0.162678315941124,-0.238037571203023,0.039912646289526,-0.111121060840075,-0.167024630392778,0.0126163129989585,-0.0840683976638944,-0.0621714984013041,-0.0890144785476103,0.0675893661022373,0.013575248027523,0.0702495755306978,-0.109471631145368,-0.0328533176170904,0.107795991071926,-0.0608215198834182,-0.054610812227951,0.145487955822536,-0.0780415466944205,0.121771883460102,-0.0767789361056489,0.0522458295929262,0.062755039360817
healthy,0.0276773941611935,0.152936845234257,-0.14710351891464,-0.0996243104593679,0.0713201647061531,0.0470905210476682,-0.0274448121687028,-0.19584102747189,0.163019007351873,-0.0135884350191424,-0.106517481533216,-0.0604548714718063,0.0286238945973402,-0.160176627892671,-0.0638764445080649,-0.132404940030339,0.267899232266177,0.148530670527961,0.0525080231096441,0.209834596474417,-0.114325356330036,-0.186798974217569,0.111329475496887,-0.165773534685449,-0.171112367293277,-0.0285360424717146,-0.154339326983908,-0.147476719130051,-0.14953459692454,-0.0326069811416921,0.0032310668668053,0.16628214504145,-0.263603249617608,-0.0094987198418159,-0.0976115236934759,-0.0345857783176385,-0.179058667436246,-0.0350554651109594,0.0749791166528383,0.142144328097737,0.0787670371645993,0.104614475660657,0.0303943684800715
healthy,-0.247355908040175,-0.0682764385616373,0.210468925465255,0.287335932413229,-0.255749745852779,0.499783093092132,-0.425593807842189,0.260842881817198,0.13614848649949,-0.107076079492294,0.457507878692194,0.170237523136876,0.37069504829439,0.405647513560936,-0.321960513390221,-0.15154811863225,-0.278045877542509,-0.453234453451663,-0.40401902158948,-0.138159510142093,-0.436720014734417,0.467759727478942,-0.204851174637549,0.226742915703494,-0.485869869738688,0.0066888395069188,-0.0525598516156417,-0.154826961527798,-0.420325800256675,0.248459785148343,0.16954896612881,0.028580580572864,0.221485837594298,-0.240699856962212,0.151930650303397,0.0019126583557366,-0.483432596519664,-0.129765672329489,0.471071358803446,-0.154280487711873,0.152805008408876,0.58039891041735,-0.195539260814191
healthy,-0.249497993519532,0.234337341350527,0.106251616579135,0.231611437358603,-0.164547846587474,-0.238990191516604,-0.143144572937113,-0.118096715969197,0.209264236989796,-0.212808645168121,-0.323331957725039,0.140320937102037,0.0534503594520358,-0.246907285243969,0.128373219276665,-0.153663776988409,-0.0869015260669998,0.106133523935326,0.155677052957347,0.276861280738132,0.21634979561834,-0.229494728522329,-0.0063941058382412,-0.312455218014211,-0.258423354095419,0.158963286183344,0.178493366173285,0.190826310347083,0.0572048910931379,-0.0898416256818324,-0.317066532146948,-0.189392095548823,-0.195873345613875,0.186807088297443,0.035969390440189,-0.169467016026141,-0.214574333801073,-0.234514887532254,-0.112798835638315,0.0227332411492583,-0.0208160681594201,-0.0643800372445715,-0.0988264397956367
healthy,0.488322435533073,0.448750114987443,0.224700947192333,0.438096625554276,0.101786215866191,0.208344388033472,-0.281762681563423,0.0086593548488084,0.136664172896114,-0.0900464274376539,-0.262131706861375,0.322879098538186,-0.534047863959621,-0.0885256088441356,0.637789418017479,-0.0698955810735361,0.44086668799247,-0.0430872737235064,-0.102779403519101,0.495398897560056,0.0595602220604422,0.351014242518276,0.0383773916507226,-0.111167183619067,-0.282073052704958,0.457549136849942,-0.108420399016488,0.0910473743691022,-0.120967152413014,-0.150902449014002,0.208173683905628,0.485148890610884,0.403350576259506,-0.195308800089029,0.451597770211021,0.173435393889396,-0.262527430066832,0.230737665895176,0.252300700953275,-0.148566906173956,-0.478087947140978,-0.272692084952082,-0.410178741373261
moderate,-0.097789407092589,-0.255682213019716,0.0364607739025981,0.173755243505404,0.145036772088945,-0.0708796840831071,0.199403734277648,-0.265015099330882,0.0352877945368341,0.239984959269955,0.0211361272598681,0.135908696306809,-0.192139710099911,-0.208621514458749,-0.113288091881532,-0.224021785683778,0.106334404281447,-0.064705176440381,-0.0967027936125606,-0.134178475537114,-0.21094337783392,-0.0795766562003099,0.266332941140283,-0.16635971093695,-0.0832940181056702,-0.0163006537279171,0.214312082835857,-0.0606606402384693,0.229675775568104,-0.139502823528154,0.130870734689814,0.177618338770896,-0.152488333618565,-0.202654575247286,0.185628157773692,0.0507613679001771,0.0497841995929969,0.230827417479746,0.189723932896048,-0.116629363013883,0.212432499887301,-0.0178018234594765,-0.203772832026626
moderate,0.106271285820977,0.0318836276304168,-0.0927983095322564,0.0288602227011969,-0.0792115949889933,-0.118759028766803,0.0181265298937527,0.101625952457732,0.0929668992183585,0.0340240291327827,0.0825280889026515,-0.130824400743724,-0.147286555864043,0.0492237045735761,0.0826543817082865,-0.062239784877887,-0.0812576878992223,0.0540189452552258,-0.0619889927739159,-0.0147408364901431,0.089453418419698,0.0870051314976776,0.0982011008114284,-0.051518497162594,-0.0527965205720437,-0.145406511837909,-0.0929518038652589,-0.0863230008883069,0.0637759238794453,-0.0819163534547649,-0.0572228965858743,0.0960536747388083,-0.12499191500751,-0.295293653285443,0.149502434131907,-0.091582759960387,-0.0622731142218593,-0.183136524886107,0.0477389794479213,0.100557022107553,-0.227307919398516,0.0836125629827553,0.072927294872383
moderate,-0.0265184768605158,-0.0189239416861672,0.0732259248915994,0.209597529901158,0.0128647398813883,0.0263309572481303,-0.0400528064252342,-0.051385092588438,0.0750763906971402,0.115229537684981,0.0788736149298166,-0.0871692653528969,0.107639830832607,-0.0645437440199958,-0.0054429564083598,0.106364957595373,0.0416330733091272,-0.0298432192117248,0.0382994957676144,0.0414117645701877,-0.0471768357704922,-0.0745905419394335,0.0405981786267068,-0.105755137791902,0.0299671993847517,0.121915399092932,0.0312537646455177,0.0256250091137933,-0.115824078450675,0.104155694529054,0.0471646828201933,0.0440253425564208,0.0405374686387885,-0.0647937351820027,0.0364643683270585,0.050396235819129,0.0523579629571097,0.114331570197743,0.0271222817978605,-0.0436684528935496,-0.0370437258912334,-0.0456945089791133,-0.0447431972049636
severe,-0.0424164327592274,-0.0964850912281941,-0.111103150727097,0.0216166793349983,-0.0995506298686364,0.0073977545243057,-0.0219605366721691,-0.0545881421970894,-0.0073317644020733,0.10855124936959,-0.0231936431201296,0.0314504275561264,-0.0034980590666449,0.0870183462356763,-0.0485432057404899,-0.0966027192379317,0.0288350377791927,0.0195784358223674,-0.0384485196357399,0.083632932335098,-0.0393113123826101,-0.0069143501484298,0.0120476523946123,-0.0694344598015909,0.112706522898285,0.11217350255909,0.0605555601366085,0.0193430015994047,-0.0733315096228597,-0.14474343183987,0.0445927428508208,0.187931629633735,-0.0208350514227227,-0.116823414137357,-0.0560742290575551,0.0286638322055279,0.292134432894134,0.0231458571695475,-0.0246390378996134,-0.0177444203604386,0.018246577226388,-0.0540768695373542,-0.0503071803778348
severe,-0.190121776240625,0.350682585309368,-0.429707915327895,0.194342836350037,-0.110329380982382,-0.0982957698729683,0.13527915155207,-0.330423596477121,0.406550672932077,0.131832945865823,0.393961320516538,-0.417299746092598,-0.046794704884314,-0.123711536809035,0.0805669110212586,-0.404049667724439,-0.0684154461796503,-0.380504320796738,-0.444191393962299,-0.115408944572005,0.460607606072668,0.150019673240313,-0.404589153343365,0.413807821286104,-0.157184367373393,0.0137451995074373,0.47288945507202,-0.430303618531718,0.211490215724222,-0.429456968156756,-0.150057603177111,-0.127357213323623,-0.114941932225176,0.123816860115681,-0.176682048188474,-0.401949297474232,-0.324015807779256,0.431369720683871,-0.173740446125705,0.155796876738905,0.14178684499418,0.121706330060975,-0.341032464335548
