group,AHR,ARNT,ARNTL,ATF3,BCL11A,CEBPA,CEBPD,E2F6,E2F8,EGR1,EGR2,ELF1,ELF2,ELK4,EPAS1,ETS2,ETV6,FOSL2,FOXM1,GRHL2,GTF2B,IRF3,JUNB,KLF5,KLF9,MAFF,MEIS1,MITF,MYC,NFAT5,NFIC,NFYA,NRF1,PRDM1,RARA,RARG,RUNX1,RUNX3,SETDB1,SIX5,SP1,SP4,SPDEF,SREBF1,SRF,STAT3,STAT5A,STAT5B,TAL1,TBP,TCF12,TCF7L2,TFAP2A,TP63,TP73,USF1,USF2,ZBTB7B,ZNF250
healthy,-0.0584828558268123,-0.181830844610455,0.118320454806931,0.246230002089665,0.307886684699036,0.0132681347762026,-0.143731266146927,0.298630074622849,0.0619415576072481,-0.205924614012259,-0.217041086583025,-0.302234387729006,0.0697613859166272,0.243022609684466,0.051254994300665,0.027531312337022,0.235214611093095,-0.0725552190744015,-0.137524511255642,0.184893298925917,0.183481330713955,0.218727831253101,0.0196609913288294,0.0388839945616657,0.0194922014499388,0.111263499044196,0.158855031648666,-0.086662013533753,-0.149473584385699,0.149133504037119,-0.302017221035824,-0.0378347081920379,0.0310422379945162,0.0253310809641554,-0.154953052060933,-0.0360684254992594,0.213137375817046,0.111757558080015,-0.0835410838642368,0.306172529706747,0.0137720038220761,-0.187183166861249,0.274969676841719,0.0035744021931454,0.15307626249018,0.182103986066894,-0.0588590023888301,-0.0981752144523389,-0.289111094865971,-0.183254546363856,-0.270160752206728,0.155556175326188,0.0646643162804069,-0.153256401204232,0.0048303720099162,0.180310004522195,-0.192976458681679,-0.0581295992882566,-0.14486788084136
healthy,0.0282005923590929,0.232491750413386,0.0135209109259678,-0.0968902075029189,-0.203193469385052,0.0077466869358487,-0.215863489719469,-0.0506339611184795,-0.109267309540455,-0.172589958701119,0.0920941164947949,0.100516958786988,-0.0416255567576379,0.0466360518799741,-0.0217331924555476,-0.0649061100195328,-0.0365523326467006,0.0777183343631205,0.0142654230357547,-0.0007298250161756,0.0396517211863371,0.115567935437106,-0.179025925479085,0.0084453533515595,-0.025211425652819,0.0514352999269116,0.194467825891865,-0.242173153091758,0.028908043578459,0.0609105342444983,-0.0493942057026249,0.136203713748527,-0.0771526753652532,0.0033261462839889,-0.108276960190877,-0.186002432206967,-0.0945649797854059,-0.0677017365202758,0.178120678914918,0.0794284885622051,-0.132786287864057,-0.29010304183509,0.120946294212508,-0.0245797433649799,-0.108151364951117,-0.0261163976918723,0.121447851596203,0.122655899361365,-0.194971991264145,0.0771206931894457,0.160563287971896,0.119938924305848,-0.019125752920608,0.0455022631582116,0.0750374593601249,0.0728960262065877,-0.0800384833660202,0.204182446109059,-0.0500324765932055
healthy,-0.0573966581972589,-0.122351859494271,0.399374109646638,-0.213076317309893,-0.205671358540178,0.0903295266812365,0.0630573377901078,-0.0903624376091019,0.311885893071114,0.245767838989524,0.212582653391912,0.19055427234067,-0.212571683082623,-0.0762217089362681,-0.22433185463986,-0.0480280140649081,-0.0011189715474236,0.0945750363758732,0.300959465019801,0.174362095830893,0.0253085035284932,0.0838899551289065,0.0676977786191293,-0.353375602800096,0.29331315944574,0.345093019287304,-0.107300595150495,0.0753221435746138,-0.352530888984884,0.089188614515236,-0.19549091152048,-0.0258021674464742,0.0118369637222558,0.028665418170764,-0.0512313443771405,-0.311765219668941,-0.208040945346486,-0.0795676532692505,-0.326640959064102,0.110098024019054,0.0285337744593024,0.0172014449643161,-0.137666411260971,0.138467243839029,-0.225242390310803,0.186078386150976,0.363852248170582,0.198650360595559,0.052043147264487,-0.0962864046248741,0.322965905452466,-0.17037987355918,0.258438546217703,0.115078544436018,0.0471833002496962,-0.0567274693306624,-0.0161044140354694,0.234556182896711,0.0002742577322116
healthy,-0.0958565925264182,0.186071818646192,-0.298738783063969,0.0959367743839745,0.153937711957147,-0.177703450900411,-0.310781607159603,-0.0224288291958441,-0.127076789675764,0.2715505878946,-0.256479671402883,-0.184528726979342,-0.0595923019910008,0.343481077762642,-0.116073056999482,0.0071460035091563,-0.289011414650829,-0.279850228333904,0.185475363807839,-0.0916151358981303,-0.202423190312151,-0.111316963754838,-0.035479653786473,-0.119623967834122,-0.185376363759223,-0.177437541678923,0.183546908315386,-0.203880372845905,0.105639597330515,0.252578578578099,0.184241545020135,0.0240267390714317,-0.177214996115093,0.234214478651031,-0.136493248845318,0.183280180911678,0.25124575974178,-0.162420625213723,-0.277559318118008,-0.247989394506327,0.0536506627096299,-0.0908010445892672,-0.201281007933083,0.132957883472858,-0.112245600574496,-0.143756252411929,0.0287255595606789,0.138015067774449,0.141143796583587,-0.334552255196187,-0.219546925993756,-0.158412350518125,-0.116407693527447,0.032145561240124,-0.159786078465442,-0.10906205355662,0.111382418332435,-0.259613309305341,-0.0536539354385097
healthy,-0.12979164214194,-0.242925533420744,0.13202371766006,0.185420011856762,0.186114084809393,-0.0498233959291831,-0.0911522853812837,-0.0553680923575852,-0.0764821070643167,0.114616683495787,-0.31949439960414,-0.0625060016999804,0.120626724290158,0.0084629577065083,-0.229966875907423,-0.123568647146195,-0.109206069342325,-0.337390439712311,0.233516112597012,0.303593819234782,0.0597770330453188,0.309367244249846,0.0324400233428416,0.164621484855772,0.181342333260057,0.21159760424064,0.208955394705058,-0.359151204215812,-0.394541037607334,-0.350806554398956,0.188432919446591,0.334133029150532,-0.0524340566941918,-0.360941596945893,0.0309099079699966,0.201509884849565,-0.169030425543505,-0.283607673076075,0.324329248694624,0.0598164690085365,-0.137158280070998,-0.0344749190448725,0.0654952477118785,-0.0746680527563047,0.0121699382489678,-0.134981414901384,0.167263694391354,-0.369585960083203,-0.0781857406753193,-0.223160228656056,0.115460613108645,0.378088353752929,-0.149840885841795,-0.198978096010991,-0.357621088842967,-0.322499420001325,0.038331756247559,-0.0519135019797187,-0.382260678661356
moderate,-0.0885578084181025,0.0731132672816131,-0.128841970774373,-0.0112866639905674,0.0410052159881043,0.0802862744821345,0.0132393418105666,-0.0839423087735424,0.237455310660919,-0.0462694748011087,0.103132779530161,-0.134224926332097,-0.253875317937227,0.262134051243862,0.0703878969273591,-0.181630456986468,0.0198290476062761,0.0430544803748853,0.0933456801735609,-0.0552054777687927,0.305053979549059,-0.0104109845748646,0.104893738833567,0.133592313412016,-0.0915809388660348,0.23022571886028,-0.418180850430596,-0.0746537066524259,-0.217501602380348,-0.134982054464777,-0.216409475959568,0.181783919076762,-0.233555773488799,-0.167710063510732,-0.0870823904258311,0.0970726997730856,0.301155169685424,-0.273319182969951,0.344019240698988,0.220180279529878,0.36106880619974,-0.0050361748721701,0.133923675157692,-0.310168558275891,-0.253712837221722,-0.0209525937535998,-0.254455128261312,0.122375471035989,-0.138989087830951,-0.150522454859564,0.171268783926873,0.00467484801692,-0.139715378083875,-0.235901634275683,0.182231213794916,-0.179637486276411,0.173436599596677,0.136868401750962,-0.0951344226610855
moderate,-0.312793674377437,0.0882579061945381,-0.0269994140967108,0.0117808878414084,0.0828402778293466,0.196009429167198,0.0115925097450823,0.1241672002595,-0.0737969322042867,0.0106572027711867,0.181547557425892,-0.0953579200363704,-0.072120232484326,0.0262309391938268,0.0964854953611628,0.0031846222416243,0.0912649233524936,0.0007587492664573,0.0190667361515783,-0.0517189893898306,0.213523355244374,-0.0075252485914422,0.0031005328928274,0.0057237614748683,0.0355413657576811,0.0278988110284155,-0.0784136170034466,-0.090392458952432,-0.0460080956800806,-0.0043980824173231,0.0733769343358296,0.093661320168029,-0.0146427685788426,-0.131885166077366,-0.0441871572906534,-0.0626769387643655,0.108070673472631,0.0933294515281153,-0.0609073218102361,-0.0169245525097189,-0.0635610739281392,0.082215443095226,-0.0015692688437397,0.0836174309924267,-0.0582948662408524,0.0732953886150212,-0.0163416128248209,-0.0191523217521332,-0.179412106916943,0.0277417045938306,0.0011289219513745,0.0062263524403643,-0.0085663405646249,-0.0406120133402036,0.0037120509863023,-0.014469353000096,0.0027198864456045,0.145306394721017,-0.0315034311384969
moderate,-0.10936764670886,-0.293146511021176,-0.18160904442855,0.134185320541442,0.0948967360896847,0.18239843313422,-0.205290447045917,0.193174942739645,-0.153539861339434,-0.184444946045074,-0.0600436509647045,-0.0376737684184416,-0.250202498977949,0.211182990807575,-0.308175963580813,-0.135239471780289,0.163583800335963,0.148233297859877,-0.196699733161462,-0.0441354502465445,0.243213759674473,0.188043120082538,-0.323319115838176,0.218495651323624,0.184953700708656,0.15504145395637,0.135998237863309,-0.2344817127021,-0.193053191619136,-0.0144824048756998,0.0868980626004797,0.221147585867591,-0.258106655567707,-0.201119329227239,-0.18825248429096,-0.303839127069214,0.195994042964627,0.331414878146106,-0.216750642649913,0.211658687009614,-0.0347454546124268,0.241531924051518,0.156269615719601,-0.535292906051413,0.215751340878269,0.205332291764321,0.300581739140045,-0.16815202793431,-0.18929625713244,-0.217030541857921,-0.209217908399139,0.219569166801265,0.175906858981534,-0.209841220066874,-0.2038178758391,0.161265915921231,0.18280112674569,0.23001437056522,-0.188328562298231
severe,0.0104276850977281,0.120970739259089,-0.0056209209854359,-0.095633065081178,-0.0097499623775134,-0.165838643926842,0.0047296921325635,-0.154912297354286,0.0071248610943254,0.0100882471392687,-0.114480259908847,-0.0214608945648706,-0.0074069892951473,0.0059370822175629,-0.10001447808055,0.0047095798329015,0.100307211572491,0.004163815764121,-0.0245529855991185,0.0273301441048705,0.118188439418031,0.00860647860987,0.0171847794074149,-0.0294831829443534,-0.0430302719911263,-0.0045605909372824,0.0541269484625947,0.252934998798752,-0.0600370403858672,-0.0106512199231524,-0.113493748178292,-0.0255891191092826,-0.0281171322128053,-0.0055714708124785,0.0383337479923398,0.0762523794925091,-0.0203670806266997,0.0699539073935109,-0.0161203719852003,-0.0024438228798521,-0.0393318946539274,-0.109299125587931,0.0127800073105173,0.0012396727284501,-0.0589508801043936,0.169668808308822,-0.0009823794423644,0.0137201440593254,-0.0875368622843709,-0.0040532255730444,0.0132360073715571,-0.014347860601029,0.300334794880372,0.0230978710149715,0.0165136669754509,-0.0202326782965351,0.0367574585187959,-0.0419226402853036,-0.0097075206202403
severe,0.0263613246615593,-0.47904147671684,-0.173940672962345,-0.322094079538805,0.12157274832844,0.414378347564161,0.0381139493360497,-0.0699159654617458,-0.0368883213783765,0.0925499730645099,-0.0022055210638494,0.0814922432249002,-0.221943926921245,0.172389429402551,0.114453207190164,-0.302928791988577,0.0480269474018812,0.265660021611464,0.0658579556344759,-0.0737180861048122,-0.0997927201062916,-0.044276275377861,-0.126671577258125,-0.0345463937785032,-0.30188492658635,0.010695220161988,0.0042705738585924,0.0655827732181301,0.0008949351891985,0.259489233625731,0.0477812125503842,-0.141104607289372,0.263914491819219,0.185039358610538,-0.149834625594897,0.102753385045747,-0.180612408028265,-0.176084929552199,0.0250179064444908,-0.0340657553637294,-0.0068565439211782,-0.4093421370195,-0.005639716385184,-0.0400747509816727,-0.0161159414384687,0.307999865742198,0.0046283448476177,0.308384714951774,0.0002684128612081,-0.0465965404012938,-0.0090471719637248,-0.321193390227739,-0.259055982096921,0.0452906932152393,-0.10172475114258,-0.0292214617072204,0.0593696755127863,-0.361028837435296,-0.193746021950838
