group,ARNT,ASCL1,CTCF,E2F4,EBF1,ELF2,ESR1,ETV4,FOXM1,GATA2,GATA6,GRHL2,HSF1,IKZF1,MAF,MAFK,MECOM,MITF,NFAT5,NRF1,PPARG,RARA,RBPJ,RFX5,RUNX2,SIX5,SP4,SPDEF,SRF,STAT3,TAL1,TFAP2A,USF1,USF2,ZEB1,ZNF250
healthy,0.0161115052756617,-0.31580028989953,0.0482837835113123,0.0210718165274185,0.112621023747336,-0.0502369295315909,-0.10752565094171,-0.157883683420391,0.128033250956494,-0.0565555576223309,0.0988714110049454,-0.0720480708870314,0.0459555841668184,-0.0308953063810005,-0.0210556437968055,0.160275129693532,-0.0396175102928414,0.0456965316782497,0.165929424367843,-0.0362614761581402,-0.126108407214788,0.0792947056629449,-0.0787983568591322,0.103007490592962,0.154625937130665,0.0169592259052922,0.0478086132833023,0.0120535938856079,-0.113564433033093,-0.141935541977171,-0.0036540744559975,-0.0366297908446002,-0.0730422124884616,0.060822463049056,-0.0709894308956566,0.111432616846043
healthy,0.0822360669753005,0.0615149982930563,0.101880363065878,-0.141173765949192,-0.0501775477922112,-0.15746830140261,-0.0147023304876451,0.129356069924312,0.179678488575806,-0.110754046818495,0.193017740969047,0.0257563619070482,-0.099677886169163,0.13239932010967,0.190167743561821,-0.0593384991879962,-0.0679503432945665,-0.286110600575259,-0.0190980752226579,-0.0795659898287961,-0.107324291076874,-0.168261867662298,-0.0925433399710983,0.0817162362449351,0.0748969972111904,0.0689768096865204,-0.157684645551101,0.0717699033596449,-0.223285991706074,-0.006865971568997,0.0904377643607152,-0.112474903704845,0.016703582585509,0.0346987699762122,-0.0793184448405919,0.0386365358657522
healthy,-0.186323369790021,-0.141278885664168,0.327260842493822,0.32429825906354,0.0512670106615763,0.0031277832498147,-0.0942520037039249,-0.150860475197051,0.117930644503579,0.0238768805830929,0.0290201016312038,0.112886543347187,0.176929006719275,-0.128305193170218,-0.110540705909826,0.155849509746932,-0.0796813796211611,0.0471480284945668,-0.0780624213897429,0.192722109466579,0.0992190116112011,0.0211015236149474,0.0296919142306358,0.0688993380663419,0.256610386340436,0.0988555720082297,0.0600446277394016,0.0795712464081394,0.0717958415688112,0.0903422746416565,-0.0541084475575348,0.0007709324911515,0.0914325934505707,0.0588662023600699,-0.0788994338087074,-0.140717206277757
healthy,0.212381714738898,0.0355410229633613,0.157435293237541,-0.0114466604992343,-0.152231597254699,0.0444507897545212,0.0703483484871571,0.0092651770207935,0.21100582778096,0.10240798527013,-0.0994462333565169,0.0822754255726548,0.053123616392592,0.120659730373085,-0.103402316878094,0.218078899868174,-0.0256279371791208,-0.0140317592729372,0.0988547000088048,-0.194549108596408,0.118498672769911,-0.0255127352426189,0.0053188979193444,-0.10389825712956,-0.193378297426144,-0.0653252172416687,0.0044054527774355,-0.199574690946928,-0.0747619716146991,-0.0234031508451154,0.0097937986726853,-0.062821821969031,0.0140513681131928,0.142820170966999,0.0190949252339475,0.0591443473860865
healthy,-0.268685948091392,0.0039700751154934,-0.174932897230427,-0.0300368551468866,0.414564759260496,-0.28437905444183,0.0298340615260559,0.130770686417217,0.311701594971444,0.0154669134656651,0.0663135140116411,0.30266947908983,0.148148539771479,-0.351690937048329,0.380745023109652,0.163514056426728,0.22672326808873,-0.318612177588982,0.0369006392365413,-0.139522011131526,-0.387741403028311,-0.0166368766627653,0.269933908834965,0.354998033018799,-0.047258713408202,0.319454551090894,0.0171828594880787,0.0227128855330392,0.135403740677733,0.0408629145973874,-0.0958745841250403,-0.26866254882745,-0.397982480880262,0.322168865708167,0.0590129436617357,-0.316326849477313
moderate,0.0385279601395129,0.010228250282561,-0.111270602684047,-0.0644399705911055,0.0988435481244413,-0.124771065994699,0.0343857070794452,-0.0909006482840483,-0.123499162284737,0.0132713965835092,-0.196681772450263,0.138633959833015,0.124658231062696,-0.0414232690491848,0.0168525764672943,-0.130208114668473,0.0163282780267039,-0.0689064025461298,-0.138720062929033,0.0122100983879929,-0.0130051120515699,0.170622958435305,-0.0182802928124177,0.0374077337530683,-0.123003367956551,0.101748456864716,-0.160856386159867,0.096359259654252,0.076520988179922,0.0628109531827357,-0.180440926726891,-0.0138529986283107,-0.105919804795993,0.0701973582275949,-0.0998642316520245,-0.050356280648935
moderate,0.0953856330719929,0.109482581772837,0.0028781918335573,-0.104011752185326,0.058206522108903,-0.0656004247814267,0.0934195230157013,-0.0609974319445697,-0.0924817700625853,-0.111203607603217,-0.0598938733968447,0.0041022539008614,0.0452311017788793,-0.0011040115684752,0.0793274065361941,0.13376253089887,0.0538457443665383,0.0001972150332962,-0.0661167174298492,0.101312956568887,-0.0220069930148732,0.188162772663772,-0.0958368417392892,-0.009512378707832,0.0217187208107672,0.0855466264031962,0.0806505291408966,0.0979590929475167,0.0685023247009163,0.108840651369665,-0.329569877716997,-0.1890934282918,0.200347822791443,-0.100879113697018,-0.0973070450809217,-0.0728581192150277
moderate,0.0437940520477392,0.0038670999942113,-0.000583891711024,-0.0167373944138892,0.060114706553304,-0.0103486726553557,-0.0008921290088002,0.0362055326353639,-0.0221047379000684,0.0257539154913529,-0.0093818437723702,0.0516976692779828,-0.0425479321255481,0.0394756022888294,0.010543362842516,0.0149525081267348,0.107288752496894,0.0105945278309305,0.0043767916951479,-0.0663799022629057,-0.006039069115201,0.0422309907722004,-0.0120895479723736,-0.0033283565587937,0.0492190816851477,0.023105763907604,0.0644363802063479,0.0054496559695574,0.0005121635059697,0.0262990058250376,-0.0246381913100041,0.0079203099395587,0.0098617775088162,0.0488772617746476,0.0071430212677554,0.0003505973406179
severe,0.0934649393555242,0.040325879926748,-0.0023424381650749,-0.0235496532317094,0.020192716223951,0.012740041325407,0.0302017861554347,0.0062721406262015,-0.0236440508256245,-0.0588192674027868,0.0272077939940387,0.0561333888227546,-0.0175307880395754,-0.0321175838098365,-0.0616899700849325,0.154338063302618,-0.0151635391916436,0.23611132796192,-0.0130714446018575,0.0454523038241779,0.0053853703447218,0.0299255100827798,0.0053575108040271,0.0173219103073412,0.0382618651111799,-0.0222204406842614,-0.101381591229234,0.0250381909686539,-0.0466704704998105,0.103690023961856,-0.0613704594187391,0.258685236568745,-0.0192808393208176,0.0159825119594416,-0.11212290321413,-0.0094660635329484
severe,-0.331120558736376,-0.0883540814304745,0.0814595468651927,-0.0214308113497853,-0.0435776118684231,-0.234141692137786,0.155061876097789,0.342583850727928,0.0346046727253112,-0.355670164612665,-0.317877134432122,-0.0338377838525119,-0.371152157896501,-0.0462447563552385,-0.0537114035928829,-0.315317218654955,-0.365732696751599,-0.0576289841399928,0.313252048000151,0.324562301548503,-0.0340902463840883,-0.199271662289232,0.375507136566194,0.104793667811231,-0.330232528568183,0.138123472618353,-0.33503372797581,-0.0716901970209923,-0.0678248735032679,0.331540311628257,0.184495478233459,-0.310077603130665,0.083118198551141,0.0857792350734827,-0.332283447305882,-0.275704354392633
