group,AR,ARID3A,ASCL1,ATF1,BCL11A,CLOCK,CUX1,E2F2,E2F6,E2F7,E2F8,EBF1,EHF,ESR1,ETV5,ETV6,FOS,FOSL1,FOXP1,GATA2,GATA3,GFI1B,GRHL2,GTF2B,HES1,HOXA4,HOXA6,HSF1,JUNB,KLF1,KLF3,MAFK,MECOM,MITF,MYBL2,NFAT5,NFYA,NFYB,NR3C1,NRF1,PAX6,RBPJ,REST,RFX2,RUNX1,RUNX3,SP1,SPI1,SREBF1,TBX21,TCF3,TCF7L2,TFAP4,USF1,YY1,ZBTB33,ZBTB7B,ZEB1,ZFP42,ZFX
healthy,-0.0675571120720695,-0.323567599535804,-0.174425147247243,0.288687001658561,-0.0200520009345756,0.0439396139419527,-0.0093375720318838,-0.198273144684908,0.111414137622928,-0.120769838813833,-0.193289160697845,0.141887719193052,0.273653996049898,-0.218514590535176,-0.144416784837173,-0.0170577161303999,-0.0884151411719926,0.181930715003276,0.0928992783460573,0.10000849856202,-0.272888638590501,-0.215193309418294,-0.131670930909404,0.104645822333735,-0.0788604029177659,0.0084132726862586,0.0129942905513862,-0.301287246785307,-0.0701703008509059,-0.129045080495696,-0.0459108962013906,0.260598795361061,0.196564591349056,0.310553261395871,-0.250133666375273,0.262660723415602,-0.151922160750254,0.0659928246365717,0.13603343965152,-0.0677055985173816,0.327207723639907,0.132896040004705,-0.250397162670668,0.151040546461582,-0.170636824462257,0.115832568585727,0.0810162380976047,-0.090308535192675,0.11968189742964,-0.0908621939538777,0.10278983768881,-0.164873478480258,0.0292031975380088,-0.15614807731012,0.12702967435716,0.227880267559616,-0.0117720591003737,0.15957180256369,-0.0626469876217572,0.010854953865471
healthy,-0.349597873475507,0.132595142220235,0.15929120849654,0.229575609920571,-0.583326695982216,0.0186851589405518,0.0784362459366665,0.029219019107778,0.0891062680618101,0.275387969192557,0.168519114494241,-0.381119639603056,0.245163016101087,-0.5804739801725,0.244867498264564,-0.24359974584676,-0.30750527334246,0.111752812220933,0.323944715021167,-0.103469035230034,-0.0189386548501817,0.0564493641688575,-0.0403949415735608,0.25992376366134,0.242138392408629,0.238669673352423,0.523375868398535,-0.446234934714843,0.274372894075417,0.0562258839212936,-0.219576983581912,-0.16683469011303,0.241593744576959,-0.370003066287267,-0.0479884947717696,0.29609932175739,0.0021090095646174,-0.54057920867682,0.523592254035065,-0.147484002083579,-0.0330498361963617,0.398523675512701,0.405216622414103,-0.57011516588905,-0.386727929625255,0.133613628208065,-0.102682761318733,0.38908552344571,0.0686576889748823,-0.329854389577475,-0.341232917762203,0.266029222195214,-0.198340493365752,-0.0768490995875143,0.153682236300203,0.564296356927905,0.45973925394798,-0.180290847852034,-0.0165717834614521,0.162658420041032
healthy,-0.383449961556553,0.305904156229416,-0.158325407927814,-0.042235352269582,-0.0051501215837876,0.0347878191547601,-0.19784959682665,0.244734213189841,0.537158770009683,0.0090045466168972,-0.017736888076089,-0.193755631254759,0.0772953765820476,-0.0482238657391025,0.378735368225094,0.0557911691233148,0.0428450918228423,0.324109237176759,0.0477230082489245,-0.29139017722056,0.319144215100211,0.0974058936333283,-0.0422026876506574,0.0401339284520957,0.068073065838986,0.0486593939914313,0.143963863807273,-0.255665972323293,0.23013312853052,0.511778361105224,0.319307538194834,0.160143738381287,0.359452354853238,0.162517367356479,0.071600844682849,-0.055649622441308,0.337175084746622,-0.155320262986746,-0.258279141837266,0.0298010206655958,0.159468669590177,-0.2852165642438,0.0068813463867944,-0.0740506911021983,0.185099507239725,-0.199831250374746,0.112050531117883,0.305817050578951,0.0353322294701711,0.0223534875507739,-0.132923222610739,-0.0323924137669519,0.0444783227690752,0.433013076671567,-0.116601801354719,0.121632152669116,0.0386966852194108,0.189367684112547,0.134665335620054,-0.354574438427156
healthy,0.441194275339275,-0.522246573179043,-0.510926636857878,-0.112478312077674,-0.222323290384325,0.235462444381354,0.511045598156077,-0.500545442753795,0.398149707643907,-0.526832652613705,0.442900196540663,0.0343142650764991,-0.400290201750962,0.44736084059287,-0.282251460558137,0.430836549790619,-0.413088657064033,0.326906456712121,-0.390616301351819,0.344636545707004,-0.0301077288313304,0.515991798527464,0.537907382993684,0.407686843013148,0.356133710084671,0.0716106552132996,0.296322073427462,-0.380108053344217,-0.291069163314459,0.184313132458329,-0.44272215922363,-0.125397347210008,-0.377701312522145,0.532881065829632,0.0594757935364423,-0.456599358825814,-0.432202581568581,0.339487220942093,-0.234398266781817,0.146228522563392,0.42343829000737,-0.413664041302262,0.203154336163603,-0.42423217458923,-0.355790583619116,-0.105572082697861,-0.0511946305128157,0.405688778759719,-0.415146606596827,-0.237849762950659,-0.506997676975174,0.408919346803335,0.342867502184122,0.338315411691803,0.505876851138398,-0.104598542277904,0.533857843291717,0.463664203269893,0.386162131383868,0.55767438074753
healthy,-0.22557561633434,-0.0167703898713152,0.247532804175965,0.0556829351196011,-0.126063082318521,-0.207263830335147,-0.261744476475003,-0.0268125856444419,-0.0006396793930694,0.371761625102311,0.216265583721955,0.276511051380076,0.238662069460026,-0.385179478395491,0.101947939897866,0.516868656580768,0.0971310769982468,0.238546464750435,0.0956128018122867,0.14442881718219,0.0419490956202061,0.412254101381673,-0.198601184096471,0.188936630374674,-0.0806689663525073,0.22468931356081,-0.0467659585198256,-0.272580491253987,0.121130614709311,-0.11215968924506,0.0519450495094964,-0.332502265725253,0.36620489206131,-0.0048014489383406,-0.0582570666531578,-0.080406929010768,-0.191109998914983,0.0405541321244763,-0.325473499382128,-0.266630702200377,0.0983256589973524,0.352209015220176,0.148559758804904,0.121924433715168,0.0118148013201867,0.153214775111096,0.527866517953179,0.175233618797837,-0.551642553225701,-0.222053526182138,0.313019018668872,-0.0059420820729705,-0.403244641014224,0.198940291244604,-0.0784031140445263,-0.0250014451941849,-0.147372883786438,0.113500703876314,-0.0463574885459378,0.197915262819565
moderate,-0.0841290522415281,-0.0692404752005373,-0.0178421538231449,0.0176062733717666,-0.186782254181286,0.0017701176133224,-0.0457192242200064,0.0107863146209206,0.0328847486281498,-0.184476913971285,0.272841092498924,-0.0257489303048194,0.141539717114249,-0.115510570106134,0.0540866050966021,-0.0701624084389404,0.35530188459477,0.0914275817116017,-0.00994276671679,-0.0586972855166025,-0.138664525666367,0.366795261010977,0.250571253962223,0.140464925229529,0.0873206828207428,0.0233453548699822,0.0086713594926839,0.250211347917245,-0.150462894926647,-0.028251320523342,0.103847382947288,0.028671790467998,0.226192980334331,-0.0464220842136405,-0.143275785645216,-0.0918184941549793,0.0012157695746409,0.25686468349912,0.0135325542249897,-0.0484179399984908,0.111436706069645,-0.0559387302870007,0.25648101554135,0.0104006182071803,-0.175826853266287,0.0155626039819071,-0.103476899953324,-0.0751900814505053,0.166471614332261,-0.0258703478836001,0.0420438068919268,-0.200326399583247,-0.0472808455375467,0.0136083315444436,0.0257919625493276,0.153608595467111,0.0035493632785101,0.0247154319880617,0.0291968707848254,0.0739257738222945
moderate,-0.333491451462846,-0.316100244051689,-0.280794244097042,0.319631022542086,-0.163440222719129,-0.312466533484141,-0.295884800587234,-0.341957614808588,-0.252183737767882,0.301179852729506,0.312063134939003,-0.291447862828038,0.299776733822319,-0.375479557923121,0.355046201896486,-0.168871525992429,-0.302127065832545,0.292352534639075,0.267881772008202,0.246447803144861,-0.353436475106114,0.285243230264112,0.297372555841096,-0.0034174342089081,0.378879886367762,0.361446583901932,0.396621241336167,-0.280710351479248,0.385257807760997,-0.328997246579802,0.346841236133806,-0.098276631847401,-0.176952735269285,-0.381355164830023,-0.495018654753868,0.384825403789493,-0.222503749307622,0.088226177239022,0.336908141942873,-0.345966610969568,-0.091131033503038,0.059000458379371,-0.356571738577512,0.10632615827392,-0.438560559181838,-0.33333303721116,0.397298332109571,0.0605212351955571,-0.31409812590362,0.154244758832526,0.342648241447629,-0.355146902786995,-0.342664454737238,-0.281796493137287,-0.297755278723339,-0.306162389995917,0.0079184813976594,0.316930096737282,0.371508045697752,0.407008010144605
moderate,-0.524768393296967,-0.434119612500636,-0.444795429756725,-0.409082490118444,0.431288692081896,-0.304681053967219,-0.0034927508911792,-0.423130127925833,-0.307842767232224,0.37429301894224,0.517973593193847,0.506256010786282,0.4963094789988,-0.476876016896611,-0.309802706347051,-0.418885852858219,0.556142124060447,0.429081779107035,0.428448574284807,0.375218527236872,-0.527936357515519,0.350643884757841,-0.420174374287589,-0.181648875154449,0.501250325153774,0.512842602913867,0.449518603113101,0.366971330089743,0.39609830768205,-0.465504798057162,0.534329546318968,-0.484432730723322,0.582845803240288,0.394386593524559,-0.458842845449013,0.440854128752265,-0.429489097404904,-0.404331312127547,0.407298656547673,0.268455617731489,0.561250771374491,-0.430508941155838,-0.421098146458068,0.440502262169208,-0.477461013676085,-0.327029278139185,0.404818496669449,0.527967970387185,0.226406319024787,-0.52906451637521,-0.137150512683609,-0.42354597725675,-0.260834739838469,-0.432909960063827,-0.260038865169291,0.461484832043396,-0.381683903448019,0.434540828857657,0.528763668270875,0.409958797651811
severe,-0.186114065847816,-0.21292908161728,-0.1460431671128,-0.0778052023092784,-0.208554000959264,-0.28704126965944,-0.217329562794128,-0.19506840064362,0.03488401176111,-0.236355998565778,0.227340118196801,0.246166128106213,0.283051838641666,-0.202117129947418,-0.150030400074389,-0.124438370478855,-0.17651368001649,0.214103888037944,0.252697993372304,0.175158093714022,-0.214733399041989,-0.0643247489947625,-0.234572084836523,0.333660307467829,0.320797951648225,0.371704885103476,0.212053845680059,-0.181568813318278,0.214446791629028,-0.211232318767873,0.240070303942338,-0.163817011214639,0.234038455500712,0.0059062110997619,-0.249053541129093,0.234702002244313,-0.239377219965471,0.159139882140277,0.214815935369101,-0.0217849280209118,0.0913761240667031,-0.15635629655395,-0.204318872313359,0.219105394229833,-0.23358777889396,0.30483862340569,0.224224639779097,0.0856587614897717,-0.19987208177888,-0.403861300274617,-0.0459480163085068,-0.151441504361176,-0.194855830862274,-0.138027859667406,0.120627159494845,0.267517035598294,-0.148522321917537,0.196040842543795,0.233376676758824,0.208345383583293
severe,-0.400426776889483,0.274042543969985,-0.382764902151626,0.508206997325323,-0.0298141009235696,0.48652128266669,0.310045037843213,-0.265699053137279,0.358714725666434,-0.379980699386705,0.408952279279531,0.133539752214667,0.330062932313132,0.28054498283491,0.554419697966306,0.263277185068145,-0.176391486194734,0.548900594268324,0.253920642895869,-0.654598994201346,-0.338024840474599,-0.260336634713151,-0.344770749344801,-0.215479396764514,0.417139084838383,0.231689568932767,0.387567778552531,-0.556475854501855,-0.611256268005367,-0.167467179260674,0.335766073671136,-0.588463625916363,-0.403892087838375,-0.313164222917751,-0.578426313243895,0.500676649034513,-0.564544470737756,-0.434362646029987,0.236282068338821,0.547104454243265,0.0975240886740249,0.548256293616357,-0.5442354928496,0.346238998419619,-0.525601088825754,0.13615241161942,0.41816260437513,-0.318555006779387,-0.452906888484611,-0.382639621469299,-0.0117237054690734,-0.56748772256299,0.546633047686584,0.314311334717925,-0.367534688312518,0.290181464860688,0.118908589401026,-0.307425962446642,-0.188709177432575,0.316625143977505
