group,ARNT,ARNTL,ASCL1,ATF1,ATF3,BACH1,BHLHE40,CEBPD,E2F2,E2F6,EGR1,EGR2,ELF2,ETV1,ETV5,ETV6,FOS,FOSL2,FOXO3,FOXP3,GATA2,GMEB2,GTF2B,HNF4A,HOXA6,HSF1,IRF2,JUND,MECOM,MNT,MXI1,MYBL2,MYC,NFAT5,NFATC1,NFE2,NFIC,NFYA,NR2F2,NRF1,PBX1,RBPJ,REST,RUNX1,RXRA,SETDB1,SIX5,SPDEF,SRF,STAT5B,TAL1,TBP,TCF7L2,TFAP4,TP63,ZBTB7A,ZBTB7B
healthy,-0.0545614637882521,0.193121458666915,-0.295880074205223,0.169639623232268,0.002495859468962,-0.138478390057006,0.0192602740018194,0.106459346197619,-0.0843586483680995,0.0595751680251874,-0.0042950057723182,0.03451077508443,-0.0598179663710352,0.092937235237704,-0.113716510990415,0.150002814982756,0.0556852101853056,0.138920304167697,-0.0253095914284186,0.077464193006151,-0.0349393444066382,0.0174480709269981,-0.0351476767160449,-0.0404050433498809,0.0396859608625737,0.0677193292265588,-0.0390007683776722,0.109648846650666,-0.0558068493724109,0.0218020241822545,-0.0588192193596257,-0.15151020004727,0.100406572566808,0.213250103976837,-0.163066210839286,0.019054341834226,-0.0471199681041839,0.12067855434583,-0.0421051117991781,-0.064536261153572,0.055095159321889,-0.0580946645489838,-0.0987492266417901,0.0149774609499134,0.182295379003203,0.166386855041019,0.0763023323571,0.0161793559644127,-0.0914081528911963,0.0585424350056995,0.0073311851663223,0.0384063972589914,-0.0762875474835292,0.179078516933483,0.0930421694377877,-0.0620830282032167,-0.0069627153951227
healthy,0.183199695743499,-0.158387585615796,0.280463600264421,0.0674187514306654,-0.294938152982996,0.180132013186695,0.341363611867164,-0.326108886811064,0.277406327310435,-0.11105525857033,-0.343448408768406,0.260261985405932,-0.257564802528378,0.279092819935426,-0.157518520748943,-0.204491716497184,-0.0162396652385348,0.143240928673163,-0.0900911403054149,-0.0317470970998908,-0.254723939738242,-0.236770251214631,0.0099398010067091,0.300755477336819,0.296228806763983,-0.191879934809217,0.21460272807656,-0.0404530862357382,-0.116159251194197,-0.101833172284238,0.166397911952786,0.092335916365756,0.225135465538527,-0.0579913494258317,-0.269522422860302,-0.173215927861729,-0.0349868120401098,0.174510142822628,0.352508050463153,0.0175397698431329,-0.0715084926220576,0.126903057050146,0.280038998044209,-0.123432276321057,-0.204827700124985,0.0393439156617775,0.0256777507831029,0.212416985421674,-0.265577594297614,0.087988811441532,-0.102938507741371,-0.0851391826700757,0.203457330701364,-0.115010359767377,0.0900649793299115,0.14750927673396,0.371640078632081
healthy,-0.212764527072343,0.0522013512756395,-0.045573649856608,0.0092525336641925,-0.336470683426577,-0.0098103105162892,0.146542196887135,-0.259322489020886,0.165867524292133,0.214208184807181,-0.0216548660225783,-0.156702485036112,-0.223734138496911,-0.0264014376659111,-0.0751576966197769,-0.124045197185901,-0.0232735125737609,-0.156330633801381,-0.0539403026380587,-0.0897692627845065,-0.251655791504812,0.0337619047533835,-0.102346583959236,0.198437317734172,0.052102920066446,-0.0323291838195664,0.0233938173849975,0.0389678220396195,-0.0283153778446744,0.0197956098489226,0.17987756640068,0.160431934184445,-0.167989263690305,0.0607976768785418,-0.0870241257281089,0.207088327342182,-0.125281055701331,0.153301139918424,-0.0561276628423596,-0.0537325034186501,0.146115661647296,0.0549246147299941,-0.0937393215553125,0.0895942739681624,-0.179057306324067,-0.167004951598369,0.045617397060694,0.066441066205638,-0.0995030156936452,0.11109602477644,-0.131001002635577,-0.0050309284698919,-0.0058730621485477,0.095051737677893,-0.0252093263545672,-0.222093618343686,0.0873959769628401
healthy,0.278179426038087,-0.447754255198493,0.354947369906603,0.301818325677823,0.165321224246535,-0.286740242496403,-0.352465220466697,-0.43241219997258,0.361275388979348,-0.0646114220533728,0.373064786597228,-0.411700547250848,-0.0509937134442533,-0.365626460494263,0.226394608682031,-0.403412637275454,0.380604640409614,-0.442121497879857,-0.375866951377227,-0.375469774977975,-0.079850325126515,0.366986119578819,-0.362929072310386,-0.403788695911147,-0.429030921138048,0.230455717058841,-0.383719510534627,-0.355562221714852,0.24910838783353,0.154774525791959,0.439844028302142,-0.255871757724269,0.127974459391714,0.423705183612699,-0.401847486107032,0.364222941439237,0.370054693068336,0.10577481656072,-0.1545852781416,-0.339759636799009,0.376459873200241,0.302241493170687,-0.293613262313316,0.37293483112917,-0.0983454248961834,-0.366750575292964,-0.373535875168938,-0.32084949175323,-0.109437936316602,0.166075778182946,0.354914881039589,-0.445873149798354,-0.282099207843384,-0.347900534651162,0.115279434605806,-0.185737228278435,-0.372579890257037
healthy,-0.145494726972609,0.262496089591457,-0.11783209558502,0.215121018941144,0.177132454422629,0.379955519920624,-0.044836288594814,-0.13674485731956,0.211534115853559,-0.112257644466219,0.0909691417256166,-0.181324938550975,0.108989059618009,-0.0073601388030967,0.149314545845102,-0.176301721456457,0.156581518334235,-0.25419652378923,-0.102855610615428,-0.0006366364787488,-0.1475443858798,-0.090293685949383,-0.0493781464005225,-0.0225695395575973,0.0930110367733112,0.124625472644841,0.169019221248329,-0.0370491375193857,0.0176860719340236,-0.391057839001245,-0.143670219990828,0.107156788776731,-0.372905935497405,-0.374924538966608,0.0083849682566924,0.234748055749402,0.124827332991761,0.264778664283556,0.124943790884215,0.10072054925377,-0.0217620981699158,0.0667924832521532,0.0052328413009358,-0.200113478533564,0.0202636732870069,0.322099238949446,-0.038384521352859,0.0266766212314772,0.0750377020379009,-0.352813067119331,0.16062648913214,-0.239010414613221,0.155906062558002,0.124679819661319,-0.0396577943103567,-0.362215100970122,0.0547895564698879
moderate,0.0585744353875844,-0.06222599907189,0.0793759598795198,-0.0962690114512961,0.0057924256282505,0.137416993087413,0.110466474417409,-0.15564971534982,0.123730592367439,-0.0233073687269066,-0.125309909617997,-0.117909443967478,-0.18714220362715,0.0186480419361784,0.258122990555052,0.0663404635871434,0.264989473767864,0.0484223862330175,-0.143587456812012,-0.21962780349604,0.0308106851104686,-0.156384757189498,0.141677102364268,0.143511297947629,-0.134736781319129,0.114677261763044,-0.0495437348457492,-0.0750901741855295,-0.0872238044591022,0.0750260556749438,-0.022513430698772,-0.13162485758817,-0.11380005670985,-0.145269044537599,-0.0932416603259277,-0.0532521638154611,-0.0488475702930326,0.190365246767858,0.1360780477193,-0.0977739106115133,-0.237204834202232,0.0109414901830903,0.171491484464097,0.0519998219559899,-0.0108583682225346,0.164029946657569,0.150697068132838,0.134246608361507,-0.141732371940135,0.165323051642548,-0.195929485931965,-0.157783179004082,-0.0213343464136125,0.145631415667561,-0.166043732096371,0.111318148117971,0.172777626352905
moderate,0.056572689546818,0.0143632266962715,0.0321640525138001,-0.0717917036917016,-0.0013539168181785,-0.0088845484417012,-0.0028645417992709,0.0531236203413932,0.0013656848266102,0.0168876879480782,-0.0051890958698701,0.0581752241633836,0.0216646055985733,-0.0245470228536899,0.0130572756846122,0.115673564398744,0.0275235841762604,0.0226342001160696,0.028072658594987,0.0168206549886569,-0.0469685050451959,0.0161628382135357,0.0257533181990095,0.0337691194866105,-0.0393048502377548,-0.0165044083823204,-0.0173111872894889,0.0602024498184162,0.0294979282744163,-0.0313167559067146,-0.0175112434328285,0.0049196233729964,-0.0053866196569649,-0.0062632618040637,0.002827301266259,0.202860355475409,-0.0049196233729964,0.0831880516039856,-0.0388171482174318,0.0372375537692014,-0.112592878545872,-0.0752903772870981,-0.0292058135334714,-0.0312918792306627,0.0112335323019562,-0.0068108466014698,-0.0203599952461024,0.0049745903997219,-0.0336657397669696,0.012283268446494,-0.179255964993315,0.0061746293354955,-0.0002194212205057,-0.0545277373980717,0.0025219288955619,-0.20711530981521,0.0701139431984521
moderate,0.0619789947634042,0.0016294066803158,0.0054630579420041,-0.0702611956121566,0.0222657197428453,0.205336294933499,-0.0056931591087388,-0.0117808066786779,0.0136440542283629,0.0428807484246487,0.0037346449147456,-0.0857921076835449,0.0059846324441966,0.0270945606029372,0.0716290830629947,0.0656713126291851,0.0950402554803441,0.0708735308730439,0.0236646877710666,-0.0154962605340502,-0.007920795074029,0.0138429243174864,0.0151962725341795,0.0095319410600172,-0.0113025397572384,-0.0289437386616131,-0.124523277504308,4.3339505043807e-05,0.0448398098921982,-0.0013522673514194,0.0150654239874877,0.0102816419835289,0.0039248042330984,-0.0377744125078488,-0.0633787244139914,-0.0416672970107777,-0.109999494716076,-0.0027270002823239,-0.0014727496248328,-0.0239592395202784,-0.0050967403871132,-0.0175115634807327,0.0287244735112926,-0.0114656911255892,0.0009207193492338,-0.0135766073231653,0.0025803948178244,0.0187071600948302,-5.6127463808706e-05,-0.0232949132715452,-0.0215068747903309,-0.0030873525554515,-0.004844538489931,0.0434020812143538,-0.0033158073409044,0.008639032328668,-0.0080741502457225
severe,0.118545691462477,-0.026454731644401,0.0807846291647372,-0.126872115680311,-0.114955223408701,0.095126328368213,-0.123815159547606,0.0704965094056837,0.0068833226829192,-0.261409429086123,-0.0076951155591455,-0.100213966001626,-0.0208686251805805,0.0377464108963388,0.0084209134562532,0.124473454392923,-0.0105284191428524,0.0035109719005592,0.0561943361843457,-0.0013977669281539,-0.0355326142128222,0.0303747195561796,0.104141518792766,0.0068447465817492,-0.0149302905533217,0.0244651888733728,-0.0411014861457036,0.0167337864945261,-0.0225778573946742,0.0017833775989821,0.0553558988052918,0.0117473692704187,-0.068991084745407,0.0001881926040961,0.0262867530539915,-0.0315072373493616,-0.106273325031316,0.0066366543130636,0.0599377555749493,0.0135023119434542,-0.0298737974360788,0.0393877983748406,0.0509172622177995,0.0103715931117183,0.0163475676265315,-0.0299161525600915,0.0097404074591986,0.0251172172377735,-0.0666128493156625,-0.0004266263943397,-0.105463609592602,-0.020468035091902,-0.0023888071265575,-0.0209851188558057,0.0225653517675456,0.0178618760656429,-0.0208940532890754
severe,-0.361496875206963,-0.145560120691704,-0.207223360290503,0.38646834477301,-0.391403813798235,0.0860346140762624,-0.123078047277113,0.196938143397172,-0.0943604680435862,0.144587377722392,0.135652967088812,0.06791803781483,-0.283357251562905,0.159242830252378,0.370201469390939,0.148021762868392,-0.105394703792548,0.409362327788732,-0.101415731507502,0.12946992305145,-0.381400875136082,0.0378956833040955,-0.192800770378083,-0.0890185048269403,0.179096399178565,-0.430978951038907,0.179395939028197,-0.14319494050049,-0.40939448178389,0.11467163909034,-0.0385451940062905,-0.418367815674767,-0.140058741351695,0.429507651913091,0.154424130999043,0.204563378733155,-0.0473668964252639,-0.445240432512429,-0.0141599425414431,0.408554416352495,-0.197067774767126,0.452077387272376,-0.365129938196729,-0.410297162890067,0.353806316491343,0.180706129715115,0.236678789097133,-0.138838581851219,-0.144047867529949,0.224304577907842,0.163480049888011,0.0910411603539425,-0.416628792231371,0.421727738937242,0.143062262962574,0.161553517883376,-0.168102440539328
severe,0.0168371869890975,-0.075128993570583,-0.264793940876585,-0.176206237082896,-0.0344639755393534,0.150943288178359,0.29291673129564,0.238162898844974,0.155641112809364,0.357688431941667,0.0808906118618326,-0.143392432032682,-0.458134137573471,0.163725299469341,0.0296987677519716,0.4173006616513,-0.175082587108211,0.157854721180546,0.0746910030541347,-0.206271311142404,0.136798201654927,-0.0148873765067088,0.17400338134305,0.129645192868708,0.119863882562754,-0.26807277659219,0.178545292819673,-0.134096782242103,-0.157042539093581,0.0020544694273992,-0.138626507403211,0.198438019213617,-0.186440950010214,0.087310649611933,0.238825260935315,-0.167766855167763,0.123636980898803,0.130202896014038,0.172303748749762,0.217330392472203,-0.140777033670551,-0.217560140361764,0.159294856937575,-0.0963321073034262,-0.01951566745507,-0.114287209530496,0.0644046774964008,-0.506243560700144,-0.123335548800331,0.0762171598618573,0.420896341570293,-0.0755447619822689,0.161789825828735,-0.262143775673132,-0.38715996075139,-0.102047130858883,-0.0170733864574604
