group,ASCL1,BACH1,BATF,CUX1,E2F3,E2F4,E2F7,EGR2,ELF1,EPAS1,ESR2,FOS,FOSL2,FOXA1,FOXD2,GMEB1,HIF1A,HOXA6,IRF2,IRF3,JUN,KMT2A,MEF2A,MZF1,NFE2,NR2F2,NR5A2,PAX5,PBX1,PBX3,RARG,RFX2,RUNX2,RXRA,SETDB1,SP1,SP4,SPI1,SPIB,STAT3,STAT4,STAT5B,TAL1,TBP,TCF7L2,TFAP4,THAP1,VDR,XBP1,ZBTB33,ZKSCAN1,ZNF250
healthy,0.402792297645155,0.135606097580822,0.504301803816087,-0.668066548281095,-0.487953024039584,-0.433728376385695,-0.610449831344188,-0.628518924180459,-0.70694483654239,0.650734732470439,0.0273400899365758,-0.531484995674194,-0.540842358689253,-0.75083628230663,0.112061021900653,0.186976159827844,0.592118090164939,-0.709736374831486,-0.103507629589824,0.730942949426506,-0.624662878010959,-0.822751068355276,0.4565688021636,0.274185005909595,-0.729157478082163,0.506560752297535,-0.524172009823483,0.0884139384789479,-0.75105315671479,0.0691166263727517,0.153143176382209,0.414089631029838,-0.675178973285322,-0.434087946477453,-0.74916452608338,0.57592448114861,-0.668321903502384,-0.608793429061339,0.259179408031768,0.732298318515375,-0.391414739921878,-0.739469760228016,-0.643486425093667,-0.674111490578965,0.365775578695314,-0.604441642541152,0.159469959448559,0.767488494330301,0.747046833853618,-0.239477903444524,-0.337577395414595,-0.510868876049707
healthy,0.274567821992701,-0.0290937005745518,0.396475307894494,-0.107647811881137,0.254880748677332,-0.239175361325863,0.205790676525932,0.0633344519533879,-0.0617743050936047,0.245342481893175,-0.440564716763158,-0.0216155104229274,-0.0649291473607007,-0.297809025926851,0.272300863741562,0.311097653617536,-0.010282494389043,0.363257493944685,0.241321467938411,0.299127879176022,-0.0337309896083704,0.0965037886922364,0.103882566422511,-0.269671623685696,-0.389167265925565,0.530815901130165,-0.275086732983263,-0.260008545152756,-0.0418647828299133,-0.167551579409288,-0.0566377690646554,-0.198244345167915,0.0554368997880747,-0.308223569507439,0.184021131472121,-0.31984649291842,-0.118399920716639,0.289299295348198,-0.289127918165788,0.0435218841116174,0.329657597639194,0.133166352286237,0.0146660632595814,-0.272553491460651,0.24196532723328,0.031272443957295,0.165654823183258,0.461887315587466,0.105017069714509,0.28212671645891,-0.116926623170013,-0.503341475957215
healthy,-0.227663035207585,-0.14221038518065,0.0673943614037198,-0.0196930160181956,-0.175231878559251,0.0761238056929145,-0.217102696236013,-0.115782292295136,-0.0016565237602466,-0.265109190735267,0.169074405371492,-0.48160158874382,0.176430678648904,0.181661806312841,0.0855616318532672,-0.231869733704001,-0.0644191575448557,-0.164813215961911,0.135725966513895,-0.11817989247444,0.0739877618968069,0.153969524241875,0.296790207649984,-0.050284214669593,0.0191045141560027,-0.0208700197425814,-0.0966123890433338,0.134712435529007,0.0941493997682302,-0.0888746793737605,0.229886264464758,0.178795584280308,0.136031115627625,-0.23030039540482,-0.0579347388781007,-0.335969174216345,-0.061193295485428,0.172420147439885,-0.111946132008249,-0.0836762462577233,0.0225919325986273,0.0151157793122509,-0.209528459305937,-0.382711479530147,-0.126898438581002,-0.0909562322567021,0.308767310363873,0.0371083118660521,-0.343129280206358,-0.164933095970876,0.147267141922456,-0.149991687580756
healthy,0.204380109603128,0.213189310883521,-0.164888101546685,-0.0717303324039266,-0.106793852382194,-0.0127226923906179,0.210717163488628,-0.0863146254695719,-0.352727577400886,0.138416771547851,-0.394740317471839,-0.0107169573440573,-0.0452063690671726,0.169055852166244,-0.04712222256744,-0.0390158787841867,0.119871212496023,-0.040519572761362,0.075235712709361,0.0504810392703603,0.11317382268169,0.101910288366931,-0.195484265751083,-0.150825283398273,-0.169783001973193,-0.0159681449810963,-0.0877073845652862,-0.213569890403861,0.241602406179752,-0.0517458588677473,-0.0425277370389035,-0.117936734891568,-0.168520611606787,-0.148522372428382,-0.165100254385684,-0.201409160113491,0.25984997956459,0.154929874012328,-0.193723073289933,0.0435601602057847,0.224001817979493,0.164343953806964,-0.0717748683052431,-0.162589239295097,0.150666573640854,0.173510252041549,0.173855202840837,-0.129004311240535,-0.104473127051777,-0.337041223213573,-0.11609861678269,0.235688848228589
healthy,0.0928344644394482,-0.057785425709963,-0.149316923245477,0.123820405190394,0.13244774226437,-0.344707989792187,-0.638453782927556,-0.415577053584846,0.008611917347302,-0.501418671977739,-0.103720791471132,0.433487066116433,-0.623273062017227,-0.0781471747826798,-0.314192350704791,0.417913142175923,0.245127394932964,0.059820829630901,0.307292023018278,0.746754233220798,-0.0151113321402972,-0.0162601017774932,-0.306551876137937,-0.384151650623698,0.0449793427073948,-0.271957719345328,-0.341277100607273,-0.144945430733463,0.252058562072825,-0.397636201599912,0.144752684150041,-0.36468424569806,-0.0942993384734566,0.127220454921961,0.500532037693997,-0.449400224043767,-0.204812519544385,-0.179662945339462,0.101824165090258,-0.471327075373871,0.213486115798382,-0.532913463708919,-0.0011256400471854,-0.401629910808419,0.605825641285853,0.0556729231556561,0.532682167808813,0.467001842041878,-0.131946601147473,0.174435657997053,-0.447765733016347,-0.329488719565174
moderate,0.846244163162097,-0.346770306413656,0.717684288928547,-0.679127742793162,-0.329232052198506,-0.594833496158892,-0.170654987495479,-0.581317401171345,-0.696695261719041,-0.224458303045992,-0.655349006327209,-0.471088825838746,0.297291793559624,-0.634450380996392,-0.64542783476558,0.47924788513998,0.797281694365579,-0.670180999173933,0.797633450393552,-0.263185801451974,-0.597031391834503,-0.1820012925197,0.552856166113909,-0.659615424477038,-0.682208505534039,0.513042831040029,-0.529268519516531,0.742473092539074,-0.600665866082346,-0.638227267178131,0.587409821370834,-0.682375111560468,-0.546956864030272,-0.138787311134198,0.572061929341404,0.529624042289449,-0.434437383396873,0.332812198394253,-0.300270999061783,0.258150677583683,0.670140289353562,0.615888296530136,-0.561706423112615,-0.7279378032942,0.702075911998665,0.607271577718042,0.8238973692746,0.715956222247465,0.522729884915824,0.0402052214230024,-0.505357512353075,-0.675448791980002
moderate,0.779909444930869,-0.730667957780914,0.781932195866855,0.639950336666263,-0.496279258129289,-0.784663943087689,-0.814919705268463,-0.104754498483997,-0.815114798205904,-0.720623496781508,-0.807872121602282,0.78422736316061,-0.809620969191647,-0.823720746189451,0.801377400391442,0.825314203443735,0.805574426427478,-0.79243137805734,0.739040002417971,0.758541415121181,-0.808030337216183,-0.803108404114578,0.797924017480515,-0.803158515638905,-0.268038216490343,0.83105576480081,-0.777398218156854,0.648522678701745,-0.528009815853922,0.783512865017008,0.687623050576884,-0.185269145587571,-0.734056507977875,0.688877920469466,-0.794567883640538,-0.798617995177953,0.830444612382454,0.174971599085479,-0.7343878090942,0.777196136371806,0.804174872519554,-0.827012344713232,-0.10633546503192,-0.824563125374364,0.819759110488757,0.694015764352447,-0.810685950607771,0.804635392967157,0.709997920538566,0.675946768010801,-0.762015615876042,-0.817251155090217
moderate,0.862065987341308,-0.235291732668199,0.858011739554478,-0.426062387072768,0.859791329933758,-0.826624368476655,-0.869931743091898,-0.845511565673351,-0.854652307256273,-0.683067867577931,-0.857491423486739,-0.750665044813848,0.711983996850604,-0.845595979966525,-0.860097749919565,0.879120883955682,0.864917188659606,-0.857698959711871,0.670743625558709,0.866279068358646,-0.860927047141387,-0.874127276706762,0.874966120513346,-0.844840448924105,-0.870151028959813,0.85351934160465,-0.859727246330353,0.843383534016366,-0.855727458500466,0.853308033889242,-0.538787875171968,-0.849854948959903,-0.77236693421504,-0.876749301061254,-0.857298442856892,-0.830683879124315,0.588879013934441,-0.677675833206024,-0.860748807961513,0.884526744103241,0.869478593095579,-0.872339884963582,-0.867239044092101,-0.867592698367183,0.875575873483905,0.830153857815374,0.851661678656831,0.861798805360103,0.861144687515347,-0.840009351202105,-0.871710630849793,-0.86139849702502
severe,0.824839672492843,0.774830402946667,0.799022013318453,0.691059301882827,0.828542588814883,-0.6335832360012,0.230508371937084,-0.752479784119161,-0.802850092221367,0.0346685606344646,-0.808180081142888,0.769806358658566,-0.793568888933875,-0.795110808934437,-0.792824888918023,0.788924113611527,0.78695740663606,-0.753789070168011,0.722234442337542,0.789742564136277,-0.59942078594024,-0.786948144686979,0.782692446304466,-0.767067224240627,-0.814598693759696,0.814867092348978,-0.773688671494712,0.808849562396717,-0.794932593199395,-0.497606309191509,0.784637906082079,-0.771226371752323,-0.801466048524556,0.704312994035394,-0.767698913739069,-0.767051355389033,-0.71258899259714,0.626466523595193,0.790549247822254,0.707987339599253,0.745852071228189,-0.770046916798106,-0.783837890726428,-0.793819412029685,0.848575891188412,0.791328459625364,0.735425792085611,0.776464246256161,0.799902833548952,-0.604297021260547,-0.805450502162468,-0.776797075795572
severe,0.699145929649943,-0.671119827518599,0.727967194254599,-0.705020546802102,0.707619000062729,-0.503911942112746,0.678389016546705,-0.746861753144025,-0.660284895056473,0.546781864591621,-0.696509000785768,0.698323766753087,-0.376209388907136,-0.719521461770649,0.75052571061868,0.73274626922154,0.7205619905929,-0.71416862780344,-0.689194923553524,0.716692154888737,0.744290975317528,-0.76312444574869,0.732529590822615,-0.672013541537841,-0.694932176050913,0.168172475536892,0.642751157513566,0.702242203219626,0.523429873280699,0.0676654239334129,0.689277612350621,-0.700708241657144,-0.219203951041937,-0.412640722887116,-0.733090862126996,-0.673869145645767,-0.358756990140149,0.725472355119315,-0.53590474396771,0.551588614992693,0.710795937397744,0.643948626297655,-0.552664581870843,-0.68747297154213,0.20876997486941,-0.298709735709123,0.684743566227324,0.745580920552249,0.729510943470615,-0.714756562026068,-0.677491252463932,-0.555979558871217
