group,AR,ARID3A,ARNT,ARNTL,ASCL1,ASCL2,ATF2,BACH2,BATF,CEBPA,CEBPB,CTCF,CTCFL,E2F2,E2F8,EGR1,EHF,ELF2,ELK1,ELK3,ELK4,ESR1,ESRRA,ETS2,FOS,FOXK1,FOXO3,FOXP1,FOXP3,GATA1,GATA3,GMEB2,HES1,HIF1A,HINFP,HOXA1,HOXA4,HOXA6,HSF1,IKZF1,JUND,KLF1,KLF10,KLF3,KLF4,KLF5,MAFF,MBD2,MECOM,MEIS1,MITF,MNT,MYB,MYBL2,MYC,MZF1,NFAT5,NFIC,NFYA,NFYB,NR2C2,NR2F2,NR3C1,NRF1,PAX5,PAX6,PBX1,PPARG,PRDM1,RARA,RBPJ,RELA,REST,RFX2,RFX5,RUNX1,RXRA,SETDB1,SMAD3,SPDEF,SPI1,SPIB,STAT4,STAT5A,STAT5B,TBP,TBX21,TCF12,TFAP2A,TFDP1,THAP1,ZBTB33,ZBTB7A,ZEB1,ZFP42,ZFX,ZNF143,ZNF250,ZNF263,ZNF384
healthy,0.0655318645814553,-0.233807845331168,0.284172393582898,0.272084387472189,-0.243656012756788,0.0568220954315166,0.273845405801506,0.213990749451948,-0.493025423656084,-0.271005313771461,0.337777714731753,0.25504498722541,0.106253097580624,-0.30122014534751,-0.0604628772345158,0.278901721880009,0.357706356170998,-0.20510838226679,0.229270571286278,-0.358592864989273,-0.317399051274092,-0.370751139043131,-0.351269159816277,0.262441168214085,0.0950189621725193,0.340167784743383,0.109238429225402,-0.0970711316925055,0.146759974955407,-0.394535205893135,-0.29036230821419,0.250886507311209,0.162170157263501,-0.278023180601736,0.119823930081792,0.272218203746436,0.24992819463846,0.29104646071531,-0.242194593130431,0.245053020101926,0.414952075145021,-0.377129970767477,-0.0691005545466067,0.211151905349855,0.327274961098032,-0.276108475145396,-0.403557053025554,0.17342646739137,0.0619218969994269,-0.249118769369841,0.159999434588066,-0.295971840353301,-0.124590246903121,-0.250959847077008,0.34972902473448,0.0113212023813778,0.0676756128142335,0.166247137882985,0.0509250598911352,0.281119385845334,0.147288520440347,-0.285977569362828,0.137594424119581,-0.317987881278564,-0.277751228302638,0.227726116453877,0.149887378397807,-0.300871301487671,0.111875492977088,0.318190237595719,-0.134389073177404,0.285231692425309,-0.287012965585233,-0.0671298843213379,0.197566385696635,-0.305371137693999,0.313034951231169,0.197083053601345,-0.267425392454741,-0.223802438983584,0.115030158845518,0.0386680075401463,0.27486697882198,-0.0546994659794661,0.194575966345592,0.322547426037676,0.165605030954405,0.205625312422329,-0.116316484580751,-0.185360882369514,-0.279298850952148,0.264992700903824,-0.125517745354898,-0.0484546425182825,0.183550426894402,0.248889150626657,0.107565341819478,0.29171179830269,-0.220004514253079,0.314983734720047
healthy,-0.429865360184088,-0.353009311787775,0.176554310504541,0.257623146225637,-0.275931286108623,-0.525986851108396,0.220317439169517,0.113664936143087,-0.284790570218505,-0.280345014099902,0.280145439447453,0.209623051787225,-0.392716471540707,-0.396532841588689,0.382378340622197,0.256733461276016,0.250545281036069,0.311892015732842,0.381150020790016,-0.190799514803837,-0.191630187946574,-0.34404798642849,-0.330911848934963,0.322000792892652,-0.245404013962696,0.261396350229694,-0.135156571765504,0.143500731977793,0.23195587886055,0.452077841419763,-0.223282509262634,0.262415260108279,0.100950896990467,0.0735451035461811,-0.112674575958111,0.110525972461629,-0.142251785333484,-0.0345354305662825,-0.294601966120012,0.172575931190437,0.353262434190915,-0.029276822886165,-0.498507292905505,0.106435853198379,0.348074995842711,-0.187043385975382,-0.238178619255917,0.213069778433752,0.348891189236536,-0.1032311842412,0.0377706982381419,-0.240084482056027,-0.358377473794562,-0.227984193015282,-0.317844695150872,0.442497438493814,0.458720631134966,-0.0415174015696637,-0.468846210267569,-0.23145441510344,-0.34527630626067,0.132982833610534,0.0894109469123126,-0.0212647406890036,0.0620694927296987,0.421005666269992,0.354595117496381,-0.413826716040854,0.299368398938547,0.201137372519538,0.0507755617816327,-0.0448477438192808,-0.0558223006828676,-0.402991629211593,0.122466028054514,-0.0218790372064986,0.380812478718695,0.151120358338894,-0.120189975447331,-0.310292959687968,-0.101717504074341,0.31525691813788,0.0446950234486872,0.448340563585174,0.175383499863792,0.517712357612567,-0.450813322215304,0.205745757512691,0.272104807556683,-0.325076783326486,-0.474694799415123,0.330425684535193,0.363198410573622,0.15674218915444,0.385012835315639,0.110095131630813,-0.300367638214837,-0.0808688512644327,-0.146970544261736,0.134393106513941
healthy,-0.19338900865194,0.355967478435328,0.0742462030059596,0.0641722688536091,0.127897534135523,-0.37430552740097,-0.0150563885978312,-0.318113907681041,0.357581052303886,-0.362716142115311,-0.0126142227427159,0.0534114755545075,0.160169011506689,-0.308835857936831,0.0948737824607724,-0.316663871704566,0.293452393554832,-0.366684661629874,0.297017519602255,-0.353874193416657,0.316980044962595,-0.42160068579155,0.0550577570014825,0.360720979831891,-0.256460122365519,0.524705875487198,-0.289647411932354,0.303373692341238,0.051819706738227,-0.141732839805797,0.181592475369642,-0.412529784043979,-0.0436864222386021,0.164290166387196,0.170515508812512,0.105514647972346,-0.0854321948244786,0.0441007182318805,0.133926631090339,-0.087623602578399,0.263056150679558,0.358169788715387,0.0944158763629383,0.33369361753354,0.350636143153402,0.160616015078384,-0.355378742023827,-0.103933781682205,0.154532405492874,0.0907308225279876,0.0836768881161145,0.0459759527277726,-0.254988281336767,-0.110769665571299,-0.306927915862522,0.22602026938569,-0.0645102471639152,-0.238645394654545,0.134624392763229,-0.271058604865516,-0.461711079456591,0.118455946499229,0.12194475486368,-0.187109153595929,0.249591530898008,0.381806465384538,-0.22602026938569,0.0556792009914002,0.305576002621297,0.424686100688861,-0.170798974492124,-0.360513831835252,-0.413859892232926,0.236225033851707,-0.134493562449562,0.214834277567171,-0.178692403416693,-0.258924093272912,-0.338359898720992,-0.427041046334865,0.332483437132121,-0.312172030935336,-0.271287557914433,0.05947328008774,-0.256732685518992,-0.0253374707468209,0.0902729164301535,0.0159394932150827,0.0618609333121607,-0.355978380961466,-0.005407652964898,-0.131397245026112,0.0912868513610719,0.126316667845381,-0.0551994898412883,-0.135562010011175,-0.106735730899904,0.29996120165976,0.031322957597081,-0.0101611543614617
healthy,0.141345346149094,-0.308767398306877,-0.197620265041608,0.410256672178171,-0.359558576217646,-0.219792385589642,-0.14180751826726,0.13530392287415,-0.114767616425615,0.120433474266532,-0.133574217416145,0.02471447190208,0.342309276725105,-0.31662351490744,0.16762440422353,-0.396267669168947,-0.224660976291515,-0.128366484652079,-0.0625502611554608,0.282173480418138,-0.134865223595611,0.11061373321996,-0.0368353606403275,0.0628659303780262,-0.294050737269226,-0.253024260643146,0.104858031061851,-0.126528318486833,0.0420115264821367,0.0800828535400471,0.146335348090416,-0.238841809059068,0.019663764341034,0.127632351357549,0.0984701810503487,-0.153411195125458,-0.136233123560061,0.196253983893684,-0.0212056870820264,0.0246731920806676,0.396236911654953,-0.0150274738106379,-0.171302355370548,0.0062381094828496,-0.11666244116927,0.0602539699133635,0.164279929280863,0.243668310531266,-0.110837129900545,-0.0236735728758773,0.213727489475072,-0.0670683780794607,-0.348673653896981,0.112314299980498,-0.313103398371704,-0.102458944970354,-0.270441917054388,-0.379828587347658,-0.0847531392174887,-0.0177438479412261,-0.023484171342338,0.206705063385386,-0.341019079953902,0.102691245141832,0.170589266690855,0.113114804752593,-0.299516671269185,-0.11177037762777,-0.199757102855896,0.193655783369492,-0.131968351422376,0.0702072633233287,0.0159558650882853,-0.0961819838908812,-0.0019595774046943,-0.348205006512711,0.0029648624673255,0.323590901235241,-0.136521272901684,0.114623541754803,0.12928516303057,0.175407674080424,-0.0755857812308849,0.0249273462752459,-0.0363869484626321,0.308692123338419,-0.412837065720577,0.219357733352417,0.0609087811981209,-0.235930367537099,0.149641780844722,0.251738110913258,0.443819595211237,0.244187141227841,0.146345060989572,0.344576429269735,0.178702775119049,-0.0439290146571556,-0.0761021837026714,0.0222692495395928
healthy,-0.157311775803546,-0.310484376556551,-0.0358574345160516,-0.103941853922819,0.431784558624286,-0.529721910937474,0.631798438301203,-0.144562808329438,0.100234324687604,0.352138197735558,0.106816923371333,-0.112551646346385,-0.149611522776561,-0.415805955496217,0.211722272417649,-0.142396871291818,0.518321836636261,-0.673737454036766,0.177206023113505,-0.344792510914019,-0.221465135106447,-0.626025175521212,-0.316088064194807,0.491413344827247,-0.137679599167178,0.171455884216477,0.164572675054217,0.37395943529251,0.252019492462773,-0.342803856979122,-0.328297474399757,0.409269604578416,0.070882409245402,-0.399557573733569,-0.588633856768553,0.302113530923612,-0.0435422716210609,0.284338972885345,-0.481100093025338,0.0599910603693958,0.509334354124284,-0.344191289956958,0.116667697513963,-0.263643097632637,-0.123180924548801,-0.505703904498949,-0.534493138789029,-0.169382442710712,0.270233404277354,-0.412822974593871,0.159477712841167,0.111572735300913,-0.248019060710015,-0.154822104404431,0.114347601256583,0.133879574400107,0.201933161962923,-0.545893213090242,-0.454607831109674,-0.18327218841104,-0.357965416242466,-0.310014190936284,-0.135166803885099,-0.486110267667521,-0.341570583221047,0.136770059770597,-0.318354204725271,-0.0906918689844933,-0.0684621094951784,0.328559545073348,0.148578656004172,-0.0344006298893246,-0.126163905451146,0.198426039713395,0.261569656126872,-0.260798860028075,-0.283267566308017,-0.431376036691923,-0.334695082019774,-0.38445767815813,0.003722945157191,-0.332005003634972,-0.325954254259413,-0.259665789762843,0.653303649457649,0.445666596363625,-0.396374185845536,0.475874095475493,0.311632862743759,-0.612698110973006,-0.266271512329536,-0.209556335380029,0.0811879530863222,0.201979409728851,-0.034863107548603,0.351660304154304,-0.401954749600829,0.327842704701466,-0.616798746218608,0.204515328893894
moderate,-0.306439851374571,-0.294055038353623,0.292181723566696,0.181983665889467,-0.16513847600761,-0.197872698274243,0.235578359596965,-0.100425533630111,-0.12688884153416,-0.345504575681014,0.107487035836757,0.137583452265347,-0.385435278566694,-0.134677139424333,0.310182131482934,0.0895588290476677,0.248936003066042,0.0537427205163717,0.0954912100128778,-0.173406229977063,-0.0688711763689739,-0.176535670397759,-0.216493629933848,0.223927591368697,0.20421740856799,0.246966565091767,0.167313498717422,0.123623987754514,0.138623989392952,0.107482831353449,-0.33010949759382,0.162272033266929,0.149943183368631,-0.212751784772034,0.411705035256398,0.0516993416287509,0.190181973393248,0.230732765075746,0.178430877494324,0.097750757335396,0.261893060763409,-0.202228108034639,-0.125683894611,0.174753404421775,0.270105431538944,-0.155916884256004,-0.189226105860534,0.388808434037063,0.376753020535959,0.273130194823493,-0.0478866001794353,-0.214521872244644,-0.166439836082485,-0.0759097713907008,0.140514267095293,0.192881396659079,0.0665968408637867,0.238994284811329,-0.151469120845019,0.197525175981521,0.100156881644957,0.0572884047845466,0.118690099083829,-0.151837520572097,-0.327071395948432,0.0451915263790958,0.013400703177437,0.338945726702933,0.219835614234866,0.0427743834236243,-0.0093188747964182,0.11101256758149,-0.0449372276300617,0.124326861377842,-0.11602184698735,-0.366454791093175,-0.131035186986627,-0.115611692391559,0.005205150335133,-0.182382076928433,-0.0710296711099204,0.0356585128983426,-0.298494392797993,0.230086724468166,-0.217781071719152,0.0565726277469288,-0.213378542749272,0.039211736240035,-0.0541901355332014,-0.150180229237884,-0.246972799325637,0.275538203901434,0.0829488013589767,0.132793240938045,0.316480012531562,0.132370037945782,-0.112406716253504,0.138306478412116,-0.22424930683284,0.241958155579005
moderate,-0.571884822649736,-0.577186025259075,-0.396756851420742,0.558989304423834,-0.473154247303764,0.330859295306589,0.526776150221532,-0.518604009483659,-0.581196513239852,0.514746027978398,0.594531214336595,0.619989062154206,-0.412220530989475,-0.569933693860336,0.61363760722814,0.628742456800229,0.565581370739423,0.566974203584729,0.595919425773551,-0.615651348646784,-0.620253078740852,-0.595076391444085,-0.441358212474379,0.599019496309581,-0.575226995352176,0.579699773245539,-0.571541794888091,0.582319217313276,0.60164087838727,-0.353984077296412,-0.602014168919716,0.576905013815919,0.575793341491458,-0.578489113335797,-0.59074016871355,0.580626291080664,0.362583474690031,0.532622082705295,-0.544356434814095,-0.569201722408934,0.129451163729244,-0.588299916027603,-0.482495753431616,0.570960540979941,0.57463739309346,-0.588731495936321,-0.601641027464959,0.474877138151799,-0.220574751855116,-0.485677071307974,-0.647414735462348,-0.606426868504543,-0.58782376188997,-0.548500645481615,0.587763832659122,0.587682287163415,0.528780052512723,-0.617970848404903,-0.335794363112538,0.311295233910806,-0.603115107650593,-0.42809059633754,0.554241329117173,-0.661873035098647,-0.44614211550401,-0.318035930682007,0.367699522810034,0.549234853098348,-0.494088034503106,-0.190237442209431,0.25601827049335,0.59844286380978,-0.615522098290701,-0.0598593134119966,-0.414788543254618,-0.589813799956113,-0.590205874277333,0.567217200217272,-0.602380750956172,-0.600574227524789,0.0744088485937649,0.456365714315762,-0.572746193534909,0.644666786426973,0.508549464770867,0.591636125622496,0.185821164760076,0.601027572776054,0.335631570276504,-0.581613334457392,0.409183073082689,-0.574295259797947,-0.0143874877341769,0.590330801380444,0.630875311292125,0.608544517072194,-0.562570895894289,0.532680372081568,-0.268575978676711,0.603638668493225
moderate,-0.686554149120477,-0.624069888061087,0.610125999671308,0.619254309919834,-0.625488414381085,0.634665663118225,0.597830924891773,-0.65518790009068,-0.611413962841864,-0.619903472186254,0.610840529743672,0.6346899394769,-0.610006728273667,-0.609903609345745,0.666881493931938,0.676367877067057,0.669573260575691,0.618403126050553,0.649004903514088,-0.621703317515322,-0.589778798467224,-0.644481594758879,-0.639065089374575,0.666535112183866,0.695164627256066,0.637790437581845,-0.655507922315255,0.613915757561628,0.610890788931551,-0.612733663641176,-0.657591250522536,0.61153077438039,0.66645864324251,-0.600598611320143,-0.605392041652397,0.627296869217053,0.676575231390322,0.628968947103718,0.612234865936219,-0.64352919358708,0.64241662018676,-0.641095784766086,-0.625634707921098,0.660466135977248,0.62942221018415,-0.625312112375273,-0.64500993800412,0.644507091970141,0.628505358968885,-0.604416979822744,0.591273471496111,-0.562533453380162,-0.657365637872304,-0.630771175137647,0.613371951696457,0.626054127515526,0.550433687783506,-0.36022034813761,-0.623690647678353,-0.611771686265077,-0.555520749047441,-0.600255515435537,0.601986679864282,0.482097222198073,-0.637190141188271,0.674101479972157,0.609494237958105,-0.610444919043918,0.609338604215034,0.611828430948665,-0.621926933231957,0.625843891254,-0.579307314372635,0.628896099873751,0.650200735429998,-0.666705350773117,0.558137539911551,0.603670970815294,-0.606949781475106,-0.606080162277925,0.631413339059503,0.603792393455038,-0.616044466084929,-0.0977593850686423,0.589274922197047,0.609439853286951,-0.616932860996419,0.630138873344676,-0.639522055859135,-0.608830085074242,-0.619942807239654,0.645557592504953,0.637153987613171,0.6310500287607,0.665075875649377,0.586881161584948,-0.609408088427282,0.623051365694759,-0.604609733838314,0.64894352957534
severe,-0.13814161399478,-0.443535602355461,0.537780366210679,0.399178904106195,-0.353993815317511,0.132273548831711,0.405947368821807,0.317682959654108,-0.437993326405152,-0.490868331613238,0.469938729569773,0.460589361276226,-0.40962676162982,-0.445967112163141,0.469498738242573,0.463653692466169,0.464176778997755,0.452192264708022,0.435088751124802,-0.43652474418133,-0.43775407505876,-0.423605670115697,-0.411681702960505,0.464333686514399,-0.462629582494666,0.466933149045915,-0.404314078446454,0.459984648136138,0.435960338875281,-0.438714420646132,-0.464302729879275,0.510350847578233,0.478301160444408,-0.418632451163521,-0.39481607458797,0.451767485301921,0.428957458933681,0.440915067180662,-0.485921991381099,-0.470721982985427,0.46306115842591,-0.427557736780177,-0.424627334704284,0.439849781878946,0.411364397450485,-0.451600133677796,-0.455860339081701,0.401106856292222,0.454033453615288,-0.379665069480114,-0.151985350183114,-0.461661395288335,0.420974417606276,-0.438987080841242,0.366981346443429,0.464218869638892,0.388309614208953,-0.516408976371559,-0.451956073505614,0.489338580663129,-0.415050880502818,-0.380811079740765,0.414174839149934,0.390716451605762,-0.370504938304721,-0.232740015739149,0.426651845362092,-0.442253927988412,0.445786693450977,0.495754814609368,-0.439672279866517,0.436605230066517,-0.397501801758714,0.418131632643961,0.362613277794767,-0.469910628158277,-0.484560486874003,0.440314015284269,-0.435266758607443,-0.417465525365193,-0.0338072548744575,-0.39865016860346,-0.414470737313423,-0.26887931208045,0.443052543600093,0.451563063585383,-0.349049080294828,0.4693541874234,0.0622900368143961,-0.424887023440855,-0.440395669215485,0.467800003136169,0.560686384104382,0.3852607203525,0.456521357504959,0.424248771669157,-0.441820958598747,0.446492015655218,-0.457921100150498,0.477025674672112
severe,-0.489470087923927,0.504597559796688,-0.323127146390891,0.211444685855186,-0.499063358341211,0.280560923584712,0.143629219078305,-0.285023901902716,-0.520245069197628,0.250082864779899,0.479756626541471,0.467412845135302,-0.483947397715818,-0.460281288824391,0.491245189981376,0.45000953194456,0.467522879117502,-0.251090098924647,-0.477660225255999,-0.452100854738545,-0.335374775024922,0.525414296398302,-0.513114867151113,-0.0073536556719046,-0.452652717480037,0.479779649036208,-0.421742986898904,0.361571665506934,0.50596909106404,-0.480870847573526,-0.517172581848524,0.279148764385471,0.525077761695822,-0.493542699529697,-0.0487690923073288,-0.492456579483865,-0.0738842641027967,0.471405893707791,-0.529182198514905,-0.454061829584387,-0.282769051682878,-0.336873268579427,-0.531349698681182,0.514402095459795,0.503765364325162,-0.44580860378724,-0.464684340942858,-0.522007305743312,-0.630225219387185,-0.499380933342143,-0.414182467340465,0.467920694283915,0.204582628159138,-0.477737079760489,-0.435612685713603,0.45929707717438,0.632899214437678,-0.396048867074018,-0.463062947894389,-0.549342116884314,-0.501706543876688,-0.0733056546394779,-0.0028632534998756,0.56355681455397,-0.490411978811553,0.339889215389986,-0.490926599282146,-0.421323164936051,0.455972696647565,-0.524941996690093,0.407167716333734,0.502656221784593,-0.651195326431681,0.518105670017574,0.543069164200657,-0.373516277482293,0.636114576680592,0.478902424273505,-0.541480612063798,-0.489568610658757,-0.480763522120119,0.575924634153172,-0.463743127187431,-0.430050044705804,0.0567169314831098,0.438454948115335,-0.480876941763309,0.466013890013925,-0.133350352310394,-0.362602599278617,-0.507189621851204,0.448860100038201,0.488236353058898,-0.0147814573195068,-0.479605287495184,0.488251249967257,-0.500307250189212,0.0276588188978168,0.477380231092065,-0.515342632083025
