group,ARID3A,ARNTL,ASCL1,ATF1,ATF2,BATF,BCL6,CEBPA,CEBPD,CLOCK,CTCF,E2F3,E2F6,ELF2,ELK3,ESR1,ETS2,ETV1,ETV4,ETV6,ETV7,FOSL2,FOXD2,GATA2,GMEB2,IRF2,JUNB,KLF9,MAFF,MAFK,MITF,MNT,MXI1,MYBL2,NFAT5,NFATC1,NRF1,PAX6,PBX3,RBPJ,RELA,REST,RUNX1,RUNX2,SETDB1,SP4,SRF,STAT3,STAT5B,TBP,TFAP2A,TFAP4,USF1,VEZF1,ZEB1,ZNF143,ZNF250
healthy,-0.306389133132216,0.180377308703864,-0.304741682579129,0.263763533936614,0.328959167311871,-0.300495000081867,-0.0852508144148479,-0.1924048880681,0.209777514294382,-0.122524263185828,0.165750401401364,0.363559660678428,-0.0575159142779452,-0.125046507870734,-0.329393924540337,-0.272420856834918,0.18237388975815,0.096977452310495,-0.304942310224855,0.150844823258891,-0.148791317709908,0.183046232356555,0.183691984592344,-0.0902928079383497,0.171691667549345,0.0127608782090696,0.0247595633525578,0.0128300899471407,-0.308754043505474,0.281038822156788,0.114421978109336,-0.0946789698467313,-0.205480914870911,-0.279719287411261,0.160418313741315,-0.305238164006735,-0.140202726579231,0.171165907924636,-0.329900101370918,-0.0740381288709797,0.214734073078795,-0.246165225607413,-0.141872159778668,0.180662123165524,0.188238072652773,0.184224463803273,-0.261263559880325,-0.157452288383589,0.106127704855117,0.178352793369719,-0.049378879341285,0.207081904284988,-0.173904331297664,-0.251247248665971,-0.0575215779291882,0.0416059499836865,0.161077697137723
healthy,-0.026417385000103,0.110231011921357,0.0453799163391045,0.157884171974779,0.0370097713953516,-0.0511082540466438,0.140945096987436,-0.0913025737391743,-0.0142569883360169,-0.0606311051191187,0.101674179449542,-0.0272859356645354,0.109296611974199,-0.0496764789326736,0.0210511496113537,-0.133383427266464,0.0213072607047119,-0.0498388338447811,-0.0323036785027409,-0.0137449036217069,0.0338179370606268,-0.0335346064307763,-0.120511885843417,0.0129288674165675,-0.0176887120201299,-0.0441234185434552,-0.0328887610649163,-0.0915969021615468,-0.0799069360725933,-0.0540259684027554,-0.0369000684149437,-0.137079235443513,-0.0108084930183077,-0.0415510348725374,0.0211378946998717,0.0049689401338887,-0.0643632060114914,-0.0526724150880986,-0.100052829886972,-0.0014106043633651,0.133265063524444,-0.0245994498962008,-0.0796961908733887,-0.0081842822501294,-0.017416241710395,-0.0118429728774172,-0.046724533947337,-0.0258993889723124,0.0558977926900158,0.0630363223437007,-0.107964091937741,0.0499548605558892,-0.116031797587136,-0.0382427614094849,0.0175218205186071,-0.101167731103899,0.158638620541794
healthy,0.262581399912887,-0.0642966614461743,-0.201774814096582,0.0168228251181086,0.0465490213346618,0.0702088715825777,-0.332779261793162,-0.263561263417803,-0.167380504103799,-0.27339292757387,0.381530223588309,0.0667187959527083,0.132843067981086,-0.183961115771255,-0.208997178806974,-0.211342245397391,0.0573055004841331,-0.140087452096083,-0.0393706954334793,0.178070925039456,-0.357760276317369,-0.156469889122094,-0.304363220150598,-0.125455557736157,-0.072278695615434,0.0748769853588068,0.0725539381729947,0.361459536290985,-0.0246287040505294,0.247806379423029,-0.0253993832116993,0.0632947785366535,0.242697877554703,0.165090486024895,-0.211606478252649,0.146682263775236,0.188959520616557,0.173050500789549,0.0140924189471067,-0.0397340156094594,-0.345825759021538,-0.324973382860741,-0.0958945070541401,0.143819741176605,-0.344900944028134,-0.0330951651210959,-0.282608048401002,0.478558729979599,0.239802325849165,0.0719153754394539,-0.263759438059246,-0.111935643308776,0.348688281620169,0.342489819223903,0.0654416704856268,0.074238422625266,0.066916970594152
healthy,0.0965659788650393,-0.30129775465225,0.247142719032984,0.265510388212902,0.0821768573582904,0.0773620077157161,0.226021611205257,-0.234438428102027,-0.326421048317973,0.169103355628597,0.243007670406477,0.229000835082624,-0.0275629152977235,0.127771616873558,-0.306376699653584,-0.0882078498257711,-0.0987879663588023,-0.315293993557387,0.0853076915342052,-0.300672565948025,0.181307984661654,-0.300600021235279,0.190113608614376,-0.0047520862394123,0.309009502149862,-0.31886987731936,0.0246301526408786,-0.223796363274966,-0.266151063990634,0.327004666456467,-0.197083606801892,0.0924024014189127,0.330939198236508,-0.171388106525522,0.319455125676117,-0.317306498004232,-0.283932669704661,-0.169414727317012,-0.0153118250441442,0.180060052580601,-0.0507283168284437,-0.198539391711599,0.304675566895153,-0.154706083030529,-0.292004695438606,-0.0902138333995607,-0.0229004910628284,-0.176552637985714,0.135825710206599,-0.326991624710355,-0.203394996810772,-0.240094470368799,-0.132901913750206,0.0133938732566078,-0.185367228138888,-0.342673509300416,0.0080280098408185
healthy,-0.0321975069655104,0.0786220003300908,-0.30654952969725,-0.0228269973241097,0.0771821794964869,0.0486270300992286,0.155383907799472,0.0140090675702003,-0.0566511126908267,0.0974875446579605,-0.155469518767956,-0.109908917903538,-0.135397638065986,0.0983747856040732,0.0041015436719419,0.124361605946795,-0.0814705107360315,-0.0413812290393083,0.0790578379878304,-0.0558961796050992,0.0659204457331092,-0.103200131100476,-0.0110438149345079,0.0207022887426293,3.11312612671118e-05,0.20096785710984,0.0337462872135492,0.274780077574162,0.0391086469668092,0.0837275271778971,-0.0274811208835429,-0.312285464585715,-0.0953161391845795,0.113753628670026,-0.297941735956893,-0.141211401107619,-0.109761044412519,0.0150986617145492,0.157298480367399,-0.049350831923689,0.0748006380095528,-0.095370618891797,-0.247252259798719,0.132595824551946,0.14014515540922,-0.0311079128211614,-0.0607370907321351,0.0590871338849782,-0.176848912443145,-0.101137685041529,-0.167680755999981,0.230410247453211,-0.122338073964433,0.160178122034607,-0.145499732347164,-0.0930124258508132,-0.137327776264547
moderate,0.204501145520822,-0.183570590268878,0.145528605434626,-0.137112225554616,0.163559311781034,0.0075987936653222,0.128299818285306,0.0997864265155941,-0.189915587331371,0.0025412482804993,-0.253715744812631,-0.0055123240901183,-0.0928138783592864,-0.225927242736814,0.0456316394059745,-0.0639472533687146,-0.0771046468520624,0.0618046436471154,-0.127938316360714,0.0023522286144706,-0.0034009033387387,-0.0202165454313817,-0.0026017403762275,0.184873273769213,-0.206314312677915,0.030242131109746,0.084578104376595,-0.165069438199575,0.213199821847564,-0.155987065006643,-0.17465997400962,0.114500947470279,-0.164607551310369,-0.146500540785656,-0.189965779813678,-0.124854670128349,-0.0788316454123629,0.216991820366359,-0.157990847544521,0.101933968446437,-0.171098338675517,0.228131214944008,0.0776863574129028,-0.0568837494713477,0.220726228088981,-0.123377618524739,-0.126709035739128,-0.0875132040717282,0.132977148363405,-0.113235110474295,-0.180285738912351,0.150459654158837,-0.135353602829163,0.177401702089392,-0.163866124209009,-0.122028079036585,-0.112107375337145
moderate,-0.0762784474678001,0.0647270539761518,-0.0447275595631207,0.0225616747981934,0.0776879080504161,-0.0910239412052707,-0.0705036468503532,0.021226443516156,-0.0065302368394318,-0.0708240127452044,0.0791959427545247,0.0116787930759411,-0.0415324138341917,0.0713994765181004,-0.0577878838872549,-0.0934971061716305,0.0412045802028637,-0.0686776359270658,-0.0047305123485425,0.017553661362176,-0.0609367296500283,0.0745475755072261,-0.0457049369131937,0.0395988675056396,0.0757745246103511,-0.0653228299922645,0.077759448965863,-0.0592921847231252,-0.0573501251749896,-0.0411938266623372,-0.0846454487710458,-0.0798199468145194,-0.110254706825388,-0.0531051650521634,0.0407066315345961,0.0681372705156104,-0.040117725836042,-0.11957250033685,-0.0589038624263358,-0.004409250325314,0.0734886504748273,-0.0911207230700089,-0.077633393574136,0.135448011957978,0.0700769403880734,-0.0328843269299623,-0.083565016657594,-0.0114575987215007,0.0724215109323042,0.0690123398759524,0.0060666397589571,-0.0718196113722806,-0.0182967011416096,0.0757988694312652,0.0663826511530405,-0.0615906046559298,0.0395633210800104
moderate,-0.0118969502681735,0.025744963334918,-0.0102933368211216,-0.0565406794847662,0.0298314881739176,-0.0122632653374104,0.0129686648132682,-0.0711389992957978,0.0186352815511446,-0.061422221675667,0.0148724283990789,0.002603382148409,-0.0048681463879443,0.0087796522486112,-0.0296246009965407,-0.0164636019062054,0.0199123831632135,-0.0085494493308888,0.0017152253198237,0.0182346834709956,-0.0108087116411116,0.0069215734274751,0.0424452671127553,0.0506895949024226,0.015519328142736,-0.107553200592429,0.0300800537235519,0.0081258144943412,-0.0205491800291886,-0.0082849588287471,0.0308175637943421,-0.0616377847964404,0.0029771474610792,-0.0245461921828132,0.0303035701735644,0.0129746789754013,-0.0046720938494216,0.0484161638665054,-0.0148539011209032,-0.0218602582271787,0.0118019036389347,-0.01327017785721,-0.0271801207866493,0.0945477510597413,0.0063084536089241,0.0202881242310483,-0.0194967382439635,-0.0003481994067205,0.0031774762289513,0.0074835568606194,-0.0143503625378716,0.0017746580475187,-0.0048948556707253,0.102387881418994,0.0238477535851048,-0.0117655716967408,0.0121201557196878
severe,0.17046013782984,-0.120848757884853,0.170451719226939,0.170017679821875,-0.13206099188485,0.192555679475596,0.246671892751249,0.0621769606902392,0.29857334434535,0.131528496475052,-0.175671116471029,0.157382558549006,-0.355146567502834,-0.215501957472947,0.149890514047209,0.163564277892638,-0.158185350513275,0.172547432441185,0.150048569390733,0.177312013468671,0.136998615144238,-0.0446722545828922,-0.140279111869002,-0.138765128894662,-0.224098723410955,0.193180998004977,0.104258231485274,-0.35393475979906,0.173395212381542,0.208638447365873,0.407287515718162,0.179141622360549,-0.200397741219192,0.143838112091211,-0.119267016422927,-0.087566859372106,-0.391612452641391,0.359999888661634,-0.0496546473307016,0.200220090263076,-0.150061774239079,0.170470843725501,0.15076583026129,-0.189145387421427,-0.19220106033732,-0.285567763578381,0.110552028174102,0.314411890818611,-0.149417740875511,-0.180566243879274,0.221395798832692,0.157649468544645,0.161273898995243,0.19787631844217,-0.297325957290628,0.149490394852376,-0.179037151117244
severe,-0.0855051235545894,-0.26450469768969,-0.0450038009595894,0.314427584866155,-0.170843739340434,-0.070768847590269,-0.0613503288826228,0.411962217851692,0.0557608119952536,0.341349725117439,0.0189453351510612,-0.0343124454262351,0.0084597453156676,-0.171187923081925,0.0652815366910316,0.0637122348136563,-0.442744157091863,0.0547363831009652,0.320008640992917,-0.0779950140094447,-0.117407605929544,0.25590788805219,0.0258195339289882,-0.434582568979984,0.1341768334525,0.0770731295337125,-0.417710120177623,-0.0548318204806115,0.0693416864910902,-0.431195895724238,0.0172264470261552,0.0089792360169338,0.156762664677515,-0.494516904967429,0.227887541074124,-0.0316415525178361,0.370958664507064,-0.147930645895142,-0.296956114212822,0.319683409355186,0.0303389338147916,-0.209114128578596,-0.419251670760208,-0.50966538918852,0.0497793926765709,-0.508217922263884,-0.0024018407210982,0.532971400356398,0.418188660797552,-0.073731129093971,-0.390029557345532,0.400202099038469,0.0860235989645827,-0.0322926926541463,-0.454364504139859,-0.0206533935023904,-0.529456461969851
