group,ARID3A,ASCL1,ATF2,BACH2,BCL11A,CEBPD,E2F1,E2F8,EBF1,EGR2,ELK3,ESR1,ESR2,ESRRA,ETS2,ETV5,ETV7,FOXH1,FOXK1,GATA3,GTF2B,HIF1A,HNF4G,IRF2,IRF4,KLF10,KLF3,KLF4,MEIS1,MYB,MYBL2,NKX2-1,NR2F2,NRF1,PAX5,PBX3,POU2F1,RARG,REST,RUNX2,SIX5,SPI1,STAT4,TCF3,TEAD4,TP63,TP73,USF1,USF2,VDR,XBP1,ZBTB33,ZBTB7A,ZNF143,ZNF263
progressive,-0.330813233335002,-0.105528996769895,-0.0365211014978308,0.461715902366471,-0.279216560870044,-0.302360747284367,0.199379734339902,0.203307876070773,-0.0749531908647341,0.34843678812756,0.341111334629449,0.0399184132650709,-0.300131261437115,-0.315737662367874,-0.0053082996363126,-0.301829917320735,0.0663537454539077,-0.0836588022682868,0.121135397700654,0.179845191678271,0.033654619694222,-0.0684770653084327,0.304484067138892,-0.28526802245544,0.100539195111761,0.303316241218903,0.379012594032721,0.318073314207852,-0.347162796214845,0.0632749316648464,0.112854450268006,-0.332724221204075,0.231654196128683,-0.186639815212752,-0.0184728827343679,0.111474292362565,-0.0071131215126589,-0.193965268710863,-0.183136337452785,-0.163601794791155,-0.0566926401158187,0.310854026702467,-0.338563350804019,0.310641694717014,0.104679668828085,-0.0573296360721762,0.33314888517498,0.261274508099307,-0.0805799884792255,-0.0157125669234853,-0.123258717555179,-0.0834464702828343,0.137166462602318,0.0444835509522997,0.105210498791716
progressive,-0.230338360567607,0.290142799919815,-0.322334480802366,0.12619881433919,0.318358862356035,-0.239728245380538,-0.13860521898494,-0.351107439207722,0.391281295647888,-0.0343419180967151,0.113158167061924,0.314244019917419,0.0851896139453199,0.127467299602222,-0.312403169352776,0.224351728899396,-0.277767333939016,0.303415487184221,-0.319689224948971,0.41991503006096,-0.36727289164514,0.2496131488327,-0.0642905457702469,-0.189623077490781,0.289988106595055,0.10953834326254,-0.1434007120525,0.0012684852630318,0.227383718064692,0.360992342659885,-0.198533412996956,0.195996442470892,0.304498340457541,-0.0475063200337892,0.327454829851921,-0.311552356066596,0.314321366579799,0.329311149749041,-0.249644087497652,0.140879210858912,-0.357960353494589,0.216214860017021,0.323927822047394,0.212022670916026,0.17146208116396,0.315017486541219,0.190396544114581,0.185755744371782,-0.304761319109633,-0.300955863320537,-0.325273653972806,-0.318188699698799,0.320524568902674,0.0715920706989178,0.339783887835292
progressive,-0.0498499080281563,-0.0834809533732403,0.0747394286374678,0.0827524188501307,-0.107250244667001,0.0479661555555006,0.0843688640893378,-0.0272250119285107,0.0144242126215661,-0.0238795944450009,-0.0232754474808838,0.0818526475801364,0.0650195564621348,-0.0497118808321825,-0.0851011050355401,0.0041147226606395,0.0204760602473969,-0.0967549887806664,-0.114314983595617,-0.0397613208835572,-0.101742499951185,-0.0551211829506554,0.0356162055535572,-0.0705078795209449,-0.0013924290274816,-0.018206246745401,-0.0795282755302154,-0.0960568469269173,0.151221617413143,-0.0791586710194071,0.0655348975289498,-0.0373361341255136,-0.0215338733980657,-0.0918945337937669,0.0203801380177567,0.0013681148919933,0.0103060800516812,0.0990661659643772,0.0883640916694673,-0.069856142084317,0.020476505018168,-0.0408338114696733,0.0635055567572111,0.150612133199773,-0.0797681552327777,0.110343328866357,0.0664600207328984,-0.0480036645571991,-0.0914917197320476,0.10728256467637,-0.0628653833606326,0.0046914420938703,-0.0207472221608619,0.0181424962682059,-0.0862858261129045
progressive,-0.340936708081878,0.430483939843142,0.0437466980852048,-0.0312183009809912,0.276240886969955,-0.165949915741059,-0.367431187203903,-0.188131340122289,-0.118095546474144,-0.240298764129998,0.0320398352173331,-0.0336829036900168,0.115220176646948,-0.0412820953761792,-0.281580859506177,0.0468274514714868,0.308280722187288,0.0184845203176922,0.0928333687066317,0.0833857249887002,0.137401601028178,-0.134115464082811,-0.0560697116303329,0.302119215414724,0.338882872491023,0.0408713282580082,-0.0377905748717262,-0.0340936708081878,-0.173549107427221,0.0525781911258799,-0.308691489305459,-0.218117339748767,0.0269052462401964,0.34401746146816,-0.0628473690801533,-0.353670488745177,0.061820451284726,-0.175192175899905,0.312593776928083,0.354492022981519,0.241531065484511,-0.0080099588043332,-0.104950998692674,-0.152394600841418,0.349152050445296,-0.11193403970158,-0.137401601028178,0.337034420459254,0.206410476880896,0.0408713282580082,0.0805103551615036,0.0636689033164952,0.0899579988794352,0.146027710509768,-0.0287536982719656
progressive,-0.0824554345740205,0.0374797429881912,-0.157414920550403,0.112439228964573,0.172406817745679,-0.202390612136232,-0.0524716401834676,-0.142423023355126,0.247366303722062,-0.157414920550403,-0.142423023355126,-0.0074959485976382,-0.0524716401834676,0.097447331769297,-0.0224878457929147,0.097447331769297,-0.187398714940956,-0.0524716401834676,-0.0224878457929147,0.097447331769297,-0.0824554345740205,-0.0674635373787441,0.232374406526785,-0.0074959485976382,0.262358200917338,0.12743112615985,-0.0224878457929147,0.247366303722062,0.142423023355126,0.217382509331509,0.0824554345740205,0.0674635373787441,0.112439228964573,-0.202390612136232,0.097447331769297,-0.0074959485976382,0.0374797429881912,0.0374797429881912,0.0524716401834676,0.187398714940956,-0.097447331769297,0.112439228964573,-0.0824554345740205,0.172406817745679,0.0374797429881912,0.0524716401834676,-0.0074959485976382,-0.0374797429881912,-0.0524716401834676,-0.0224878457929147,0.0224878457929147,0.172406817745679,0.202390612136232,-0.0674635373787441,0.187398714940956
stable,-0.0381052968536631,-0.0772672626352648,-0.123487862618278,-0.0595842279499136,-0.0382911162119749,-0.0232558287101076,0.0835954838205428,0.0653280115188087,0.0753118712339525,-0.112389801443103,0.0188174261333531,-0.0463358437196585,-0.0383700894392574,0.0116458709372753,-0.0130950832596478,0.117150529137544,0.0204730051469277,0.123009377770625,0.0224777101471767,0.0373881055995633,0.0182424581573459,-0.0028662636019602,0.127809770751168,-0.0107975340975977,-0.0067788331291841,0.0783305424442204,0.0603834298631144,0.0892288478092103,0.0091121167832172,-0.0185133256065774,0.0138630174923635,-0.0894127017704631,0.0744556728060386,0.0150158122037366,0.0388676922401214,0.0343260169815359,0.0294518322750482,0.0272000232627365,0.0529933582485602,-0.0176987578618238,-0.0673934651554289,0.0732726824489398,-0.0609407092655901,0.0610361203591848,0.0972283711845354,-0.0041275124965019,-0.0509266539047207,-0.0199226939703888,0.0831700646934846,-0.0093838775947483,0.0377901186343726,-0.0322037455026627,0.0572661314549733,0.0457483686714572,-0.0620256084421954
stable,-0.0161652192866204,0.0406684731517051,0.0866054966825976,-0.014069200076257,0.0363141905661595,-0.089613591197889,-0.0727401980567211,0.0231285634415514,0.008938776486037,-0.0602649372753743,-0.018059529535317,0.0008397231773736,-0.129030153294032,0.0658075487437829,-0.0142095193539383,-0.0126572373445897,-0.0018219581211422,0.0168492757653164,0.0265795406770242,0.0037864280086794,-0.0249790239159726,0.0267768646612634,0.0576514907285614,-0.0815627726409285,0.0203002530007891,-0.0690831268821541,0.0226637558342323,0.0286317101131121,0.0479606906137015,0.063080092783854,0.0865046422017643,-0.0276012404176406,-0.0852286137703506,-0.0520825693955876,-0.0098245419263998,-0.0277722545373146,-0.0015763993852,-0.0518633205242107,0.0735031841291128,-0.0068339873208186,-0.0574410118120396,0.0273381417719883,-0.120005869748158,0.0639132384950863,-0.0017298735951639,0.144377574290416,-0.0683464506743277,-0.0469959955796431,-0.16879312860695,-0.172915007388836,-0.0531963536621824,-0.084360388239698,0.0807559367942614,0.0123678288343721,0.0660574924571526
stable,0.055186492865631,-0.0688265339774389,0.0103210358177259,-0.000893990135664,0.0035652540739654,-0.0319106299322947,-0.012419503681081,-0.0118145882000628,0.0112364388907711,-0.0564070302963579,-0.0492444027423552,0.0868722869554234,-0.0088703093101513,-0.0105458716602283,-0.0957211833281936,-0.0079174335966891,0.123450937236814,-0.0264878035405124,-0.0744367235713066,0.0063328762304822,0.0720224148815792,0.0462144721029191,-0.0169590464058899,0.0560751297669497,0.168471638080733,0.098536984593818,0.0321943513525953,0.012146488729471,-0.0235542311192915,-0.0373120433866959,-0.10678096548557,-0.0505077660478445,0.0790083857021872,0.0450207008439186,0.0212951662255777,-0.110410458371679,-0.0045074233187371,0.0038168560881942,0.0597313888247852,0.0200103899827072,-0.128038659070731,0.0174033648565493,0.0290680624949439,0.0220285593308829,-0.0489071489786017,0.084639988233436,-0.0033618311688443,0.0157652751468895,0.0226067086401746,0.0555612192698016,0.035545476052749,-0.05398201513794,0.0958978400615883,0.0594209012327582,0.090164526077779
stable,0.0102132489191369,-1.11420944273039e-05,-0.144081461792493,0.0921552500905556,-0.103010688815775,-0.0069911577942956,0.142129569432364,-0.0057158944412069,0.110687591876188,0.0536046162897592,0.09447381864911,0.0208782591214171,0.0579844723173649,-0.0999709228724717,-0.0546519731659258,0.134284522037867,-0.0665334974961326,-0.0084082296219136,-0.125866163239201,-0.185978775592181,-0.0157731540383615,0.0652541824723431,0.0662995135131592,-0.0351563466711695,-0.0019944349024874,0.086649029608117,0.173437841855413,0.0856968869934201,0.0428909860390689,-0.0730080672760714,0.0679688018419044,-0.0616471826309222,0.144410660036936,0.000711068207997,0.0684225889603982,-0.0729189305206529,-0.11195576480555,0.121820570044415,-0.0491194168239318,0.121064933458708,-0.101445731007577,0.134200449870825,0.0867948897533472,-0.0825679842946982,0.0635636228724185,0.0551331090616503,0.103334822471842,-0.0034540492724642,0.139946731842288,-0.0289623550872637,0.0598533054281263,-0.0527547783602585,-0.052385063408807,0.121442751751562,0.162940975987217
stable,0.163173776183799,0.022890763177407,0.01592558642612,-0.153850596886503,0.131685372954022,0.0164697408598143,-0.0256840892703711,0.0604736960645603,0.138106395271614,-0.115723509565655,0.208374871142672,-0.115251909056454,-0.169268305841175,-0.116195110074857,-0.0546331051429081,0.0571362155379019,-0.101321555553879,-0.0538712889357361,0.017957096311912,-0.0558302448970356,-0.0587686788389848,0.30668543883011,0.167635842540092,-0.0112821352585952,0.0021040638102846,-0.155483060187586,-0.0283323075143501,-0.0485748524477782,0.204239297446595,0.0397232736596842,-0.0645729927983907,0.0983831216119301,-0.0029747109041955,-0.0874637559757978,0.213707584592876,-0.0740775569069179,0.12134643871383,-0.0379819794718624,-0.0500984848621222,-0.0770159908488671,-0.158348940205042,-0.185883154549974,0.0747668191895973,-0.154031981697734,0.107234700400024,0.0918895453698448,0.0149461084454702,-0.0248134421764603,-0.0952633028587495,-0.0783219614897335,0.0166148487087994,0.0203150988579207,-0.178228715516008,-0.31909215991834,-0.252596488120896
