group,CD4,CD45RA,HLA,CD11c,CD1c,CD123,CD163,CD33,FCER1A
healthy,0.135979691932788,0.360807520554188,-0.664222129870513,-0.700085449633099,-0.40205671238645,0.605722119420507,-0.284386771375343,-0.589084496138086,-0.248333258145862
healthy,0.162727772350557,0.404347117037958,-0.718659821223478,-0.804902723605201,-0.61832378473284,0.583454889969886,-0.010892060557861,-0.26381974346673,-0.386041714169094
healthy,-0.302323041191898,-0.611302357827359,0.4373463336195,0.775975973642538,0.50228299780776,-0.82760915547774,0.37324480219731,0.468302923903998,0.553983832329454
healthy,-0.5293212050305,-0.638985409005876,0.194247455699335,0.71735664362721,0.589076495606494,-0.647639940999623,0.614332898627748,0.809428640643935,0.726226794403507
healthy,-0.61799222880043,-0.624442266836756,-0.10279086976049,0.279423982893305,0.0073667695690151,-0.589082432181559,0.268431706293484,0.300848784289856,-0.122486391217407
moderate,0.0702157660477504,0.47811712317578,-0.318364306949134,-0.822280178711797,-0.624718011099355,0.798965005322396,-0.374123374178583,-0.831732037418136,-0.456939608113112
moderate,-0.48342556361396,-0.461375005312294,0.398783637035373,0.782458647008325,0.365890601094928,-0.834043003031748,0.153339218743434,0.803531490272867,0.325314748645685
moderate,0.0400133667530261,0.208721292695125,-0.245773943780229,-0.704654396634957,-0.532902308616681,0.342060693077311,-0.204485104364746,-0.537583202791105,-0.524358854006504
severe,0.259072030697682,0.265446711330879,0.326568658569857,-0.0376563118790056,0.19126038306963,0.164616187844909,-0.0426155282069102,-0.0395134709065588,-0.0670472713009565
severe,0.223082831387275,0.585594520863282,-0.558124289225943,-0.775731513071738,-0.38989994160168,0.776812898826631,-0.1417188188475,-0.806968213821609,-0.181551981666213
severe,-0.0011965651576187,0.207692814171018,-0.759551539570992,-0.623533481950236,-0.224137380034155,0.754019278111424,-0.261009765953133,-0.650732425889671,-0.451218798156151
severe,-0.301982831328974,-0.419783435693261,0.182635231728847,0.333635397752145,-0.0828757374812849,-0.454974366714841,-0.0254449090019047,0.299401948830344,-0.0364425541129272
