group,CD95,CD45RA,HLA,CD11c,CD1c,CD123,CD33,CD38,FCER1A
healthy,-0.225684230141825,0.417077656583416,-0.677423210675038,-0.831536877898164,-0.626615799457511,0.724921601520599,-0.708872029586686,-0.140517856092826,-0.490876753779406
healthy,-0.0885704329972994,0.473204857857183,-0.698122924024156,-0.790840748448392,-0.580400773223267,0.690584940089605,-0.246715360363687,0.0154606992126472,-0.350039833722116
healthy,-0.334721918994358,0.612806697921266,-0.592006988714522,-0.827433049868228,-0.766372442564264,0.806418951115895,-0.476616993430595,-0.159460651624295,-0.574823656083104
healthy,-0.44702481167499,0.765833502271055,-0.25017706170391,-0.753731677061994,-0.719192246193452,0.877762282497347,-0.710273512027235,0.117986098493646,-0.654455632056987
healthy,-0.504427070566127,0.62900350017318,0.0401250303558056,-0.630854428040094,-0.494188532190506,0.860510859177659,-0.608762894638299,-0.258224333459621,-0.127651617528712
moderate,-0.412411151293167,0.543077030192286,-0.178724895242347,-0.788388954507813,-0.533390597390026,0.905964805002071,-0.735072080990036,0.656937798747636,-0.328017765180976
moderate,-0.430181307499788,0.49836458797773,-0.482602890813825,-0.792016931793674,-0.385397298069386,0.844446330900896,-0.792098616718014,0.266504311968607,-0.266708659910549
moderate,-0.37083992113966,0.569548989113531,-0.367545751093457,-0.734165989751157,-0.717610965190376,0.661048792968182,-0.686532890023502,0.391104509793546,-0.576763478724633
severe,-0.404397630245444,0.449045711337437,-0.393080847178569,-0.823157321405167,-0.691661252405688,0.811470201000225,-0.797517209628583,0.242682036050019,-0.399824002757438
severe,-0.143325378775574,-0.366026762483895,0.680775532446725,0.469801070618714,0.413541969743636,-0.372992663753578,0.461278782081765,-0.186215041121088,0.0598896209024804
severe,-0.48086064186022,0.193948037298073,-0.513699271614616,-0.446599473350138,-0.0766197802888457,0.585487849747256,-0.613105226202763,-0.222572551584404,-0.364115747404187
severe,-0.65178999164073,0.520390672616269,-0.270875877525622,-0.813207207384963,-0.529149740893738,0.714027330300834,-0.771934661471372,0.358614297945127,0.0110712485396186
