group,CD33,HLA,CD10,CD4,CD14,CD16,CD32,KLRG1,HLA-DR,CD1c,CD66b,CD35,CD272,CD11a,CD66,CD169,XCR1,integrin,CD54,CD254,CD184,CD226,CD49b,CD15,CD71,CD36,CD49d,CD94,CD328,CD88,CD224
progressive,-0.188619934433867,0.0455581457517355,-0.16070293733676,-0.206646921638776,-0.155856373434811,0.163761793853649,0.0064705364579043,-0.135403805769464,0.0866880300442255,-0.0707874262667001,-0.149451381428858,-0.37093795292753,-0.122612960417447,0.0870348580212758,-0.101234294765988,0.132568996201912,-0.0694804934113586,-0.139256215314792,0.263786192303806,-0.0527269218430155,0.145726112040977,-0.0020266097253386,-0.0312663571138388,-0.169532252131169,-0.0097022284663731,-0.287032652292444,0.19356406418563,-0.149233934518891,-0.019587805541557,0.0514166084083308,-0.106675453968615
progressive,-0.30445334559562,0.229607233539187,0.170173817150087,0.127597537643664,0.265308596131227,0.1938932263271,0.510205344387799,0.0971425772685713,0.416680177522173,0.123446119124324,0.0659909727588628,-0.20401725625204,0.151254696304386,0.198191563784959,0.0511564443737974,0.141895589590261,0.118845340804397,0.0827079327327987,0.60547348207181,0.0813184669036569,0.114944173551982,0.15214753569475,0.145363576143275,-0.0098657165718492,-0.03247985873742,-0.21959084632438,0.294625981473911,0.0844543680623641,-0.0235859343822156,0.285831209211132,-0.0804202579255492
progressive,-0.0277928004252212,0.260509450978661,0.0610037833400257,0.350470290331794,0.18997411830493,0.276990409517708,0.483949071421225,-0.018991620662113,0.606719502744586,0.0387932640182091,0.0639914379087129,-0.202216810278617,0.0436749697148573,0.15786974452899,-0.0099542972578883,0.0440895701427627,0.0139029719473221,-0.0176290489598985,0.458698705263695,0.0271735447993181,-0.0297612263191921,-0.0469977571063291,-0.0514167179747931,0.0424713209569483,-0.386633249783591,-0.0318940273065283,0.271756020464949,0.0762791695999397,0.132291979730869,0.294979515404361,-0.0487682344364361
progressive,0.0154229479856495,0.133305087470278,-0.279002685289997,-0.364140219652751,-0.296326220445959,-0.469024084689868,-0.480159990890526,-0.133375265425246,0.0373499674955276,0.0863747365768427,-0.514912459026961,-0.335323464451648,-0.161979919482581,-0.0617200461967889,-0.441265770958049,0.458922862821562,-0.208809491758228,-0.0064138975692806,-0.0461425441031424,-0.0830731412422763,-0.0925419774503203,-0.218843702004843,-0.162931839027736,-0.302346299052298,0.690815798203531,-0.082719850312826,-0.0711430687211864,-0.237017554112178,-0.192436645555273,-0.31286898556932,-0.312079009803972
progressive,-0.286817522742456,-0.0933320971147838,0.0585806105307416,0.0095417025424287,-0.0757177614651684,0.241970361589408,0.256703532710674,0.388468574465522,0.0274509209680275,0.185852014036637,0.187798794433573,-0.0420811355239817,0.371367033285239,0.0699760106190751,0.406695788825994,0.175037348659271,0.390277651641858,0.478893600207002,-0.116901744502536,0.372072796347952,0.375267458817298,0.0953009245435984,-0.0014570482297045,0.280782571863247,0.0452408677851566,-0.135961098063572,0.182986765290167,0.370248268083127,0.265604722980284,0.157398261261512,0.168829273570121
stable,-0.211552818402784,-0.031339145027006,-0.0827314060617443,-0.017988201219519,0.0991255411322201,-0.0280880355036476,-0.104014235424628,-0.128478276003471,0.153008233807006,-0.147874746458501,-0.0871430479097357,-0.477991233355271,-0.0395629988940735,-0.0082153847225519,-0.0599185170120084,-0.177960294542486,-0.127771299084289,0.0427131898789679,0.238743493088704,-0.0913705007005973,-0.0596041867516486,-0.104374704677647,-0.138092992308409,-0.10156505488099,-0.272779991193091,-0.107984769947307,0.137205467140264,-0.0490757577292582,-0.0158908467771637,-0.0718130128731038,-0.109816381090607
stable,0.0463241006082957,0.434881050819325,0.0878855502720872,0.340006932418872,0.130221216698378,0.164312606670116,0.276416383030823,0.101082076708172,0.607014129996545,-0.0150570876755585,0.153837032340196,-0.186535297868377,0.0501197105646181,0.385559947213636,0.0788837105533138,0.0488958769107696,0.0456483699839415,0.020777641942963,0.530057327379503,0.0719235524524836,0.015607304737332,0.174908597740577,0.0281418360666127,0.0812058241099635,0.117541402848221,0.0607641248774704,0.442067415507025,0.0336384849341988,0.246071651993317,0.185574192369589,0.083546082148751
stable,0.0158182025756884,0.134763359662643,0.0855683213403709,0.192150296212096,0.239738673344687,0.238891913778401,0.354236028761547,0.101716769166251,0.326371058985501,-0.104498212075547,0.0605509469507342,0.0590087602970265,0.0842145642231697,0.216920763647083,0.0596729278198836,0.222150515065752,0.0998838121348855,0.0415659943907062,0.398793424060982,0.13399719590887,0.0388557670333813,0.218317355260804,0.107407969746806,0.075148871973555,-0.14326438972748,0.0150739069321698,0.170069842809608,0.129072838578903,0.139556724579753,0.323515247300461,0.120925944999525
stable,0.0217783748206427,0.227905492382772,0.093606387605852,0.314133204025501,0.0338788360429212,0.20071998810631,0.403143796101418,0.0604493831145526,0.643938410227003,0.258574019223944,0.161086242028502,-0.299006369789729,0.108533372208043,0.343651537274082,0.050366143440226,0.0908870348019537,0.0958381082525002,0.0544429055530702,0.53947179492167,0.0786966969635821,0.100955463625788,0.207552444918819,0.186737259024222,0.065706866062077,0.0165382773235759,-0.0566577346191187,0.369833426264445,0.168097222751945,0.245456392081542,0.266113230113771,0.0634377741347105
stable,0.0337699197865384,-0.132818278381895,0.165256276426589,-0.0309028196001442,0.0756265921428689,0.363750542395851,0.217689574799982,-0.103407908099004,0.155943202422233,-0.0419546207062871,0.476134297748563,0.102803187731218,0.0683907582030247,0.0651660914780835,0.271350756545807,0.0920105658609091,-0.0745461275038638,-0.0530357528393003,0.201036083993009,-0.0528997194639906,0.0119591527250109,-0.0589568427955367,-0.16183931194875,0.456256979328117,-0.202910825012674,0.0416930501483263,0.114682112763699,0.0275319754566827,0.104945257294429,0.169988340601893,0.0118530670656177
