group,CD252,CD137L,CD40,CD269,HLA,CD4,CD14,CD16,CD326,TCR,CD195,CD32,CD107a,HLA-DR,CD66b,CD35,CD57,CD278,CD58,CD96,CD39,CD11a,CD66,CD244,CD206,CD169,CD54,CD41,CD124,CD29,CD49b,CD28,CD71,CD193,CD49d,TCR-Vd2,TCR-Va24-Jz18,CD305,CD85j,CD88,CD224,DR3
progressive,-0.204253075172237,-0.0747695282503786,-0.0938251673634085,-0.0610347874258342,-0.0537940878625934,-0.302109102978321,-0.0979976276140925,0.138528161860115,-0.10153165693084,-0.237124657297828,-0.236445589069621,0.0269616656475853,-0.129427906737077,0.0482878848976036,-0.267725578915898,-0.387025084715841,-0.180136340248472,-0.18616285725967,-0.391459724460016,0.0927685090281752,-0.174425785812433,0.0081406130424856,-0.32028982127858,0.0453426053615055,-0.312980258182689,0.0835772576934149,0.275087163184466,-0.124992258932848,-0.0729143995319959,-0.188060737105079,-0.240460099942941,-0.15925363618846,-0.228061851286879,-0.326156303376605,0.183215318020392,0.012868491461441,-0.0257222671876475,-0.0137261083370833,-0.0152448759491255,-0.140090674708244,-0.318250191915,-0.166096426978323
progressive,0.115987393887357,0.1747877043235,0.155383677624792,0.0532419404530936,0.268579273852168,0.115733143466829,0.318256255543826,0.260978598003537,0.179192123627528,0.15751002883438,0.141374724136687,0.473267425380448,0.248926176445892,0.373274325984178,0.217792694736359,-0.149736572316331,-0.0246220484707529,0.0540042556000394,0.177452404309801,0.121311962445932,0.0098414334202228,0.134743968767605,0.0938186412186954,0.334252957364678,0.0322609016657248,0.173929557843032,0.349693149366034,-0.0025874130071647,0.102025100438786,0.0300044786441842,0.0825530598861893,0.101465619150164,-0.145547067992651,0.117861110944733,0.234084180307861,0.0034040842985899,0.112444674746537,-0.0673328397613048,0.309713864407317,0.339984265469067,-0.0017048701288087,0.139153507305618
progressive,-0.0517126998627436,-0.0561929795825328,0.0631221325259163,-0.0128420624771625,0.262430336783131,0.387194200214752,0.14570931260664,0.126962564764137,-0.0194285228732636,-0.0460525956507594,0.0186470300663242,0.352617289594648,0.0503652612815805,0.619895265587709,-0.0949722724973482,-0.366060256622598,-0.060514923934415,0.0332684555271366,-0.0122380736352405,-0.0189339938187192,0.146252325860361,0.1106776684302,-0.0807737526835187,0.140674226007142,-0.0075151006342094,-0.0176073936338954,0.355280104665054,-0.193643192626456,0.0095775469804066,-0.0824399500527797,-0.115799754472681,-0.07968188281369,-0.291790368785757,-0.0181430312999995,0.315352331204216,-0.0207152434750128,-0.0206469034305411,0.111163692269184,0.271972757651099,0.201439468405255,-0.133270013619766,0.0212460620437698
progressive,-0.351580132015785,-0.378136117874503,-0.104406849564216,-0.355729514466635,0.153820502258273,-0.29490767314037,-0.359678315357366,-0.371282739117233,-0.403653880170313,-0.36639885532625,-0.377896954132137,-0.411396293339834,-0.0390570979398035,0.0443852185572305,-0.361758709029022,-0.468200155866574,-0.325651347108617,-0.39606348623859,-0.286835265095682,-0.38871425562906,-0.19462420838553,-0.0652366010567958,-0.37417228013972,-0.167952023685987,-0.303248928071099,0.242540110858054,0.0468824128196965,0.0764357739841939,-0.35515984810725,-0.160719642477468,-0.263948946427266,-0.362369255850681,0.519085379666346,-0.358151689442187,-0.0774766417832937,-0.365540407309089,-0.399927500147597,-0.0085504053287222,-0.0855356756568468,-0.343207003644172,-0.390999740477058,-0.373084823751399
progressive,-0.076188855421031,-0.177657295276148,0.0070510029585803,-0.223568570123914,-0.102063164264231,0.0038759412761523,-0.0286506161489177,-0.0361081649710518,-0.0831486695068916,-0.176492530515547,-0.0735690558975244,-0.123511473230744,-0.0584441020132848,-0.233526981681962,-0.150851263655991,-0.118979048341531,0.071566041507305,-0.0714523744270693,-0.12024578316391,0.0001110859327022,-0.118313948297292,-0.204688215556006,0.0022940101096115,-0.121111738816035,-0.357043253827633,0.0151682628047071,-0.148653715621144,-0.159508682887151,-0.116968228906286,-0.362116997567281,-0.144711021052912,-0.09279657137468,-0.251468982379009,-0.0977418543828749,-0.0200540125416329,-0.173267132258333,-0.118461107285905,-0.100991732986107,-0.149124386540432,0.0036252503660102,-0.218992301240009,-0.0567783451160583
stable,-0.153190659119262,-0.118781257146792,-0.258694502835993,-0.134173620110062,-0.109035919992368,-0.0467485702301051,0.0285182695172907,-0.289696803533878,-0.0995203980841069,-0.159677676733195,-0.150592353595693,-0.0359339899584367,-0.196238632396501,-0.0690260165545587,-0.283863802519042,0.0210453023707616,-0.197212457396476,-0.136148922886946,-0.109235871851236,-0.112053106591997,-0.0048923599472535,0.0870647948203256,-0.279784843535493,-0.178827684006047,-0.0681612341921107,0.0265382689355902,0.138238905318611,-0.102147141608992,-0.0855245518735601,-0.039362695659467,-0.136073597930159,-0.171119523658417,0.0054379916642381,-0.148674172307167,0.0806045542468869,-0.121014073312697,-0.123497689119429,0.0537060106409275,-0.0573558012310627,-0.129069047111517,-0.114502162871186,-0.164808069387361
stable,0.0332866033437472,0.187565000283993,0.0451956589136133,0.23061493812785,0.359090786481813,0.385656704306046,0.211024516925399,0.248784402204094,0.169334389084623,0.195176927465578,0.0380750214648713,0.378894086929741,0.30398886172259,0.623814476193667,0.197902417451048,-0.134620572258419,0.0151431393084296,0.0541022124073533,0.218053485314145,0.147576231991175,0.391001921725557,0.382119080910933,0.134820412841046,0.282434917685491,0.138762712074626,0.239701358776948,0.40391747963508,0.170898975998914,0.146893484800516,0.308889034762711,0.170892968446092,0.107192531819309,0.0717282871930375,0.0448169055513602,0.408143429765702,0.0491094680570521,0.193431570416633,0.36922645078979,0.31913019684388,0.265740516779003,0.17301894168126,0.197934478577259
stable,0.0333457318084664,0.117348048596118,0.415901369328756,0.149501959290006,0.430483032693028,0.428032855330507,0.13630001798833,0.33300890811352,0.0668463907121382,0.0742424136971847,0.10495212918024,0.250288688069674,0.175273003039202,0.690897526765832,0.173302113227328,-0.241759540744975,0.0072626991674356,0.0236213186670543,0.120046202281254,0.11659445283544,0.282229187283753,0.201214201572573,0.0257977866020776,0.226400577476033,0.146270683410362,0.35773247409892,0.50042289240982,0.207645166127391,0.120738450216133,0.182556101912445,0.0293006183526737,0.14526377125094,-0.127207857266326,0.0736945916095246,0.369793633136075,-0.0740095763804298,0.102885645253152,0.259441170289811,0.460789113666532,0.181590864099661,0.0905499191725891,0.0640779347013056
stable,-0.070504315854331,-0.153524158000304,-0.136026958906157,-0.106824517894533,-0.256182293758723,-0.24919862442837,-0.0405591195734015,-0.223268365516656,-0.221996639235089,-0.182190226434431,-0.179861234654538,-0.281343044511117,-0.108578593779042,-0.507963646154712,-0.0863665179171952,0.240684159643193,-0.104293454611095,-0.127190270416071,-0.108195054783605,-0.155818435007105,-0.224596246907929,-0.289097844579896,-0.139749794801575,-0.0821512413176333,-0.0610494876475624,-0.147467047092798,-0.54076994291458,-0.205998504400274,-0.114974327500007,-0.305989996192643,-0.20479505896795,-0.132819763825221,-0.131674949712506,-0.0298198365718581,-0.297264775531154,-0.095903917107722,-0.0989465614658161,-0.351153044287124,-0.305799908244155,-0.208473312934939,-0.0820289425044353,-0.121330579978753
stable,-0.113650534783019,-0.163570776939446,-0.268716574307851,-0.124665805535232,-0.381704645091765,-0.393252624642714,0.004978416504572,-0.294529323548532,-0.124957446229656,-0.183066422665447,-0.0524130330351826,-0.37353766531632,-0.356671367436838,-0.578391051762473,-0.216411891249208,0.334275751313085,-0.14307986420742,-0.111397302264725,-0.181726469480699,-0.222937104209053,-0.267724949942823,-0.35136392066284,-0.251982190458142,-0.421479642203414,-0.125789214135569,-0.0094959694308365,-0.536644477926883,-0.312247337451042,-0.194551682631517,-0.306552008623294,-0.28179877264146,-0.150738750959365,0.492070335119203,-0.156765754678068,-0.419657258766321,-0.174216603385749,-0.157669688960532,-0.203955123372349,-0.325077408846207,-0.384148909967336,-0.0605095740345188,-0.15900096566696
