group,CD47,CD33,HLA,CD10,CD49f,CD4,CD14,CD16,CD25,Podoplanin,CD32,CD103,CD107a,HLA-DR,CD64,CD66b,CD35,CD24,CD11a,CD66,CD244,CD169,CD54,CD62P,CD41,CD124,CD226,CD29,CD49b,CD18,CD15,CD71,CD193,CD36,CD49d,CD88,CD224
progressive,0.0046289653174729,-0.144748861611831,0.202159738378449,-0.0210516873394981,0.0385595489659198,-0.135265708554096,-0.158249153273462,0.0706633885497408,-0.090188259902491,-0.0498260113217259,-0.037704204304045,-0.273500571137125,-0.0070126536769936,0.150763229179684,-0.0804861070187303,0.0788362794620973,-0.13971996226937,0.0562255314099777,0.0086600867342112,0.0264431361748035,-0.0919040623499675,-0.0890722770126112,-0.0392660852633112,-0.102507664477248,-0.001717903084859,-0.160253025698517,-0.0288594488809581,-0.0063734909854092,0.025766651169079,0.0498555679363437,0.0892410689341436,-0.147033703468259,-0.0200148004188134,-0.10666166054437,-0.00166722418965,-0.206456344401343,-0.284805568828145
progressive,0.0569817059742071,-0.302819980574171,0.230311900729047,0.139242201656993,-0.0221828102811714,0.159858735524194,0.187755891478698,0.176390877959391,0.0820786434080593,0.0899983323322927,0.435632323414441,-0.0265735238793705,0.0533366905066363,0.381018020456046,0.129090657833801,0.0443056854096147,-0.280001412663182,0.0577313845547274,0.175334415009941,0.0235515405548282,0.344179901044169,0.0831923919271504,0.611881988360952,0.163856456282127,0.219776892415817,0.0603123443080636,0.108508142162871,0.0471521056813275,0.114999726144329,0.156841813003753,-0.0114150394422942,-0.0034610893105459,0.0229567586779063,-0.206744835500429,0.307083442237598,0.258411780859224,-0.162383694357389
progressive,0.0960673405935693,-0.0773865060934682,0.263774300393778,-0.0012875867177509,-0.207271951367535,0.39025935593779,0.178036710681905,0.165125972880805,-0.0030568605687897,-0.027798428950638,0.41053423069338,0.039794523495191,0.0613286158058871,0.633460601297714,0.0758120653804592,-0.0230470348446076,-0.355268057021263,-0.039898464048679,0.112217567128968,-0.036883746002411,0.156576192919958,-0.0277239813051095,0.382770257360163,-0.164546486877179,-0.172568964932027,0.0372684306988941,-0.08891866005322,-0.0800097511566433,-0.0887457586721213,-0.113923105825363,-0.0106211577329031,-0.360839554389105,0.0178554888762844,-0.0946424240915695,0.288706288334363,0.248101255129387,-0.106007051762616
progressive,0.169481031524179,-0.145359029947789,-0.038094256351059,0.468556681964438,0.0317704600329983,0.298901162725583,0.140599664377331,0.566174725507473,0.214283848581863,0.435971655862384,0.508959580153233,0.444012204817385,0.0659252055084648,0.0366329130603925,-0.261416786427547,0.455303311255318,0.251039409772299,0.452195815017563,0.10622700719421,0.432776759682956,0.324958635244666,-0.274280805637914,0.211133267894707,0.183479209477525,-0.0146096702428186,0.430536654009409,0.404564943299373,0.111354850483211,0.310229055723601,0.0433070754561037,0.422912816835976,-0.466607422166032,0.402212553902992,-0.0232622785643237,0.189157290552957,0.403414011418705,0.279734004394091
progressive,-0.0839221214010418,-0.224116866139622,-0.0430571546494306,0.179828481132507,-0.0058023926203003,-0.0280645376080079,-0.0416685035201474,-0.0717875578896711,-0.0203355299341883,0.10040568660894,-0.0271601911466568,-0.0962017790917212,0.0713846747293909,0.114415818977015,-0.0046938157735559,-0.0308886109394569,-0.0256207871030268,0.0264039405632563,-0.168064740474739,-0.0409741216458511,0.075320163964663,-0.0026597352370337,-0.146016298214685,-0.156465381652818,-0.204071646019576,0.0379219876943147,-0.0340163019946595,-0.137320557202052,-0.0654483892310225,-0.184999501019118,-0.0186399347408017,-0.114026732407969,0.0222563530911697,0.0539846122067246,-0.13585251683465,0.069551099614566,-0.0485043541049878
stable,0.145460073518406,0.20956357316398,0.0947354135955056,0.0689362594803293,0.236881209940081,0.0672282134025592,0.161459051169004,-0.040344071214218,-0.0042827767421416,0.123937957932698,0.275302367588886,0.115000138603199,0.177469468552501,0.234001124955316,0.158144197087186,-0.0236719413479335,0.245764576390967,-0.0308494714450274,0.215659509923788,0.0368123153019821,0.207171167772219,0.271419994055282,0.221714296776998,0.174820886618183,0.334253625501634,0.0385683159894743,0.153793359005079,0.27140664859025,0.256148553099917,0.359918298212885,-0.0443691819855257,0.121305058064497,0.0931131275425358,0.238393304264366,0.223687161824034,0.197255803394059,0.259166683412419
stable,0.158829992105896,0.281463238890479,0.444141028871279,0.190353379137338,0.315589141330615,0.461371638525246,0.180263040937352,0.318295975621693,0.176342667066715,0.291223768333683,0.465638996915658,-0.0269635300206452,0.31640926865716,0.616533140658184,0.117910317806466,0.282461521656484,0.192606061792895,0.279788086018852,0.444462672899935,0.245206471222802,0.289584002790579,0.200453301080994,0.578172559017974,0.180799853787458,0.30000194182026,0.288019488817657,0.331234703581637,0.459439166541948,0.226922729053824,0.223757406030157,0.271787696560684,0.119391751363273,0.0734115379184433,0.254239826106351,0.449226974792538,0.434767124248902,0.292560873150535
stable,-0.234516107791453,-0.0257918499474608,-0.366525173567713,-0.0424358094341065,-0.0961103623165683,-0.464213170162675,-0.0621325831639594,-0.21823733457339,-0.0266859893384203,-0.0108698068130759,-0.093504174099505,-0.0120554083925972,-0.0703574381861919,-0.591579723713384,-0.222961984147282,-0.076471211068445,0.425567882139252,0.0733786147383176,-0.180924313925536,0.0166677566090466,-0.0785966806062489,-0.0870306441613424,-0.428106924270506,-0.0869395084804214,-0.117154564618997,-0.0873955710954419,-0.0569876056883803,-0.137118102846597,0.0225112429865135,0.156036915976883,0.0013157742470894,-0.0463275825011081,-0.0203570720334392,0.0709832771710123,-0.403453559390468,-0.0189619991686312,0.0116663445537605
stable,0.0746881847448091,-0.123626258580081,0.130922866602443,0.104253617998528,0.0913340575709302,0.35681777014939,0.118275417631176,0.173960735433544,0.047556774730117,0.147078441770892,0.489860047520398,0.0147247849072547,0.185613715378155,0.539816963427614,-0.0885826443010576,0.158519992609056,-0.171692382524109,0.0927852023640188,0.21834883510201,0.0649395085111884,0.299784447539391,0.166777257806208,0.461796897960684,0.0170886232619551,0.0618689182835765,0.0421395175195997,0.113174410369711,0.152437802243356,0.145805439247549,0.142798308120146,0.0354378680964694,-0.196334595029403,0.100347501827616,-0.109573967879448,0.251478631552654,0.34412845087645,0.0169173203994464
stable,0.148956144771215,-0.136974372402857,0.307551601634521,0.069769138843729,0.19625073062592,0.30987082756827,-0.057728364096017,0.185452850667618,0.0050382705300296,0.0331156429018597,0.295813869386875,0.0548702408472989,0.283144324915802,0.596298737734127,-0.29857800466591,0.0914783596506068,-0.48021353736904,0.0429606476669308,0.222492864665364,0.175058638634799,0.294054147919822,-0.111779339901988,0.523819709911102,0.144795626750507,0.162710350873074,0.0794322617602089,0.157917260354093,0.164751085806948,0.167771530184972,0.0266308018063606,0.154604572465397,-0.575305498970347,0.0671915823093213,-0.0593585454708644,0.381012524616006,0.260818967673794,-0.0564991852037384
stable,-0.170189352698505,-0.0212625008558436,-0.0227450620429548,-0.195669973044549,-0.163610624711885,-0.225608836475905,0.052961826193714,-0.0982246726360828,-0.119852808532697,-0.114597384250199,-0.343065414721824,-0.114968658624569,-0.190312849159782,-0.540884636742026,-0.0970838616038851,-0.106628457172228,0.131232933859637,-0.10433137648998,-0.363865527627648,-0.109197378007363,-0.444704691188778,-0.114123853999505,-0.146037216618529,-0.132259035329229,-0.109795171515,-0.267880850321734,-0.275138141858358,-0.329237616279226,-0.320474190433074,-0.0250037725030562,-0.0281415906834941,-0.142943724930439,-0.292293740520598,-0.00447385522467,-0.335167137386904,-0.285715818196114,-0.163930492318557
stable,-0.171223841480122,-0.526771808825268,-0.235065023269375,0.0423692254251138,-0.475027529212409,0.0467248469541706,-0.455352736473508,0.233247051174885,-0.0116518487892683,-0.203756242124616,-0.0802870494879993,0.194441183366839,-0.185685499334553,0.349921403790276,-0.432271236823651,0.239343239283749,-0.578724336842031,0.111952751407191,0.118706454950556,-0.0892730813956993,0.0198826044592107,-0.432097578337795,-0.233620543509381,-0.411222362006347,-0.557297978297989,-0.0993836360248428,-0.410711060371398,-0.353972321373885,-0.479401651532255,-0.401448624624272,-0.229732902519241,-0.0032571660651403,0.0385311606433997,-0.553444764590154,0.324313603111162,0.170425226470015,-0.465678934067573
