group,CD52,CD19,CD33,CD117,CD49f,CD14,CD195,CD32,CD185,CD103,CD161,HLA-DR,CD64,CD1d,CD35,CD24,CD169,CD54,CD62P,TCR-A-B,CD41,CD137,CD226,CD29,CD303,CD49b,CD18,CD38,CD71,CD26,CD36,CLEC12A,CD82,CD360,CD88
progressive,0.056680564978379,0.128303481653273,-0.158200550306926,0.0361521643526883,-0.173494912355629,-0.0310795514598139,0.0583871167401076,0.296624399188754,0.0314649367906271,0.316342739617443,-0.0048815382312787,0.16762860467467,-0.0479347737012565,0.0634347674519565,-0.130367590477473,0.180810452404542,-0.237801926417124,0.0813524595774944,-0.20875966036434,0.0848815572392242,-0.229994971242259,0.106237565796914,-0.144376203225258,-0.020146545808368,0.0828523077498366,-0.18778983916428,-0.0698523620699145,0.102386731554932,-0.116327604384628,-0.0674249304118331,-0.162869804630757,-0.054570810129301,-0.0212654480571346,0.195838662795635,0.13529854938226
progressive,0.216897245674586,0.100575826442138,-0.0711721110899146,0.128616846546495,0.185648977187266,0.253460285245389,0.140093565860906,0.487224142160808,0.0783468911433492,0.0038556505107277,0.0851159754266308,0.350215329865232,0.197223345888273,0.165438963999844,0.0689402939064641,0.274403021201197,0.102155212033891,0.496923308134603,0.211844205619473,0.071434507744352,0.222405387381117,0.109052935886291,0.27448977763619,0.242735369005142,0.0648278605363134,0.236023019833789,0.167780360041304,-0.134244939295688,0.107013425827988,0.115895435272955,0.0152676022079579,0.282671688471009,0.150946926457413,0.251816637113612,0.366901559948137
progressive,0.160116986815209,-0.0092250939991367,-0.23470850157893,-0.0576557534192168,-0.339451186939835,0.0315086494825225,-0.0358198763716528,0.257515761451996,-0.0898890346311182,-0.0301535219763571,-0.076046486463225,0.485815370100783,-0.0658059628803917,-0.111939248697583,-0.459395905896091,-0.112372945684467,-0.152122641714593,0.252341692087073,-0.304915815370086,-0.0058999201960582,-0.337879741435706,-0.0934855934747858,-0.230602436555787,-0.25030446537731,-0.0965450456084325,-0.218697632122411,-0.211246825267932,-0.269678362721665,-0.437617868760593,-0.14541706610912,-0.282273571937673,-0.246285461640369,-0.294530263165027,-0.0641190388692827,0.0939404493605632
progressive,0.0563334982753197,0.101793109075539,-0.422746611993783,0.149503236533444,-0.265668178003854,-0.0356883770932569,0.0232685914039407,0.283658143312716,0.0357187832636278,0.259891513892405,0.0521718402907264,-0.006588783205864,-0.465658527662996,-0.059504007231477,-0.154061565893744,0.146870341839546,-0.341203353233074,0.128173232353772,-0.124795868403806,0.0060793277562035,-0.271205817440554,-0.0146736541357169,0.153888855997964,-0.237517334955199,0.0834992108889717,0.0538556013542173,-0.194949605683474,-0.559789073196421,-0.49690108409287,0.044935443926941,-0.272730473689738,-0.26035868754291,-0.0160764942529564,0.140114331552402,0.162649118755694
progressive,0.124662856390022,0.0980269687400152,0.167671240965933,0.442061448471641,-0.125917453477459,0.0195911963837727,0.443702153586838,0.266482940787639,0.460143458723565,0.309018718839986,0.233883869433899,0.234390766435286,0.369118594520461,0.106507389716308,0.329787643057416,0.405345764081305,0.283879241281263,0.133506385921883,-0.0216735201610807,0.31952246227462,-0.0095791394313224,0.157162812994657,0.168770608956208,0.0985722147322975,0.345484196434043,0.183722695529214,0.258698423295656,0.287339192354034,0.101859726824392,0.437999239541275,-0.019939580504505,0.480746463406497,0.457135942731467,0.245499482840055,0.413243000054907
stable,0.0346013954416669,-0.01433332767824,-0.259707958596827,-0.163737038669861,-0.0346257116271929,-0.204529203246138,0.0110579196973203,-0.202600799872136,-0.199682073558973,-0.180598709086517,-0.0991678579490043,-0.0725988827086237,-0.278801045292988,-0.236824915810387,-0.326092492570154,-0.112018826236249,-0.206776899026678,-0.15881977027773,-0.068756322932466,-0.021334367240682,-0.154086672824397,-0.142372414644011,-0.0779566585680021,-0.118439982641522,-0.124633284462973,-0.0360836795886167,-0.202915086607859,-0.133762251419533,-0.143537911715495,0.0047232344050985,-0.19612533297642,-0.25757214849585,-0.177356012757094,-0.0167501985145282,-0.149429046474182
stable,-0.304945611782623,-0.13741707390362,0.0495185559328726,-0.2213243673086,-0.0770100885837186,-0.0656707362229181,-0.0406049871163488,-0.0397412994800812,-0.0382350067963984,-0.0591308064583128,-0.269559817127718,-0.240663192066777,0.0120382000450476,-0.171461902814388,0.210222703627044,-0.0587972666466198,-0.242831638258265,-0.15498496538008,-0.185694331657735,-0.0881489284745999,0.156511588681833,-0.24679038846227,-0.122455393010933,-0.145169008026996,-0.248411189166275,-0.131233320644348,0.173208401628742,-0.103795690926199,-0.198657503235338,-0.0142942678161141,0.0367588911975227,-0.201716708891562,-0.0933516231818329,-0.146533772964207,-0.0499968273405519
stable,0.0526758025096836,0.112418728364863,-0.0575808650394763,0.0523653530175747,0.108262099008547,-0.0237055039164188,0.0083907375053115,-0.0109300063332185,-0.0208624251541003,-0.0383525958187826,-0.0827293867346697,0.346448223706148,0.0586860985984118,0.06260267888176,-0.332775209379656,-0.0895415070311955,-0.0429398519371596,0.219100676179463,0.031627504997652,0.0253071036442945,0.0936551735752717,-0.0233625194624747,-0.042442045493393,0.018905335150781,-0.114516148245799,-0.0292097503201111,-0.188619678289114,-0.0586826333171153,0.0027038338690787,0.0367801418261683,-0.10007624762179,-0.0443534437816943,-0.153087507189478,-0.120020587104098,-0.0240412793615948
stable,-0.172509123599302,-0.111849097328251,-0.344920250511675,-0.142176558855065,-0.141620379126918,-0.286134939457375,-0.0823146202603461,-0.283340611883802,-0.140537352875156,-0.201611095209288,-0.298922342586241,-0.0669707057441423,-0.19634757466031,-0.16363382908337,-0.491338491508296,-0.194085466037385,-0.0411967894585546,-0.205901602807384,-0.171894500952328,-0.187381006633822,-0.203714016430034,-0.0720662870670598,-0.126419958026082,-0.221267531883078,-0.140317285289651,-0.188080447474773,-0.489125917961795,-0.151358424272449,0.0240461503544328,-0.205904384419096,-0.282179050013921,-0.124889919797875,-0.37962881051606,-0.0060658122944161,-0.276171198253315
stable,0.228562892127733,0.0255935696572803,-0.288000002062829,0.160881968746641,0.176775466465104,-0.200419711635481,-0.0002551763937351,0.174965083842196,0.0781951246762886,0.0154338011569797,0.0289842999160688,0.44403389450863,-0.426690398942846,-0.0078129411161253,-0.595022741870693,0.0711434367801318,-0.237788515552826,0.26479722090438,0.134624458351613,0.0778102483311066,0.17085679186151,-0.0118474968771229,0.188979118522847,0.091203424309257,0.0645471186610834,0.152843387757973,-0.235832910347263,-0.150220896435101,-0.48897048876892,0.135918232904617,-0.164634265770592,-0.471399183243032,-0.0591463151804415,0.104740476695706,0.138233058399293
