group,CD30,CD154,CD33,HLA,CD90,CD14,CD16,CD294,CD31,Podoplanin,TCR,CD32,CD107a,HLA-DR,CD1d,CD66b,CD35,CD58,CX3CR1,CD11a,IgA,CD54,CD62P,CD41,CD226,CD29,CD49b,CD15,CD71,B7-H4,CD144,CD1a,CD36,CD305,CD158f,CD337,CD307d,CLEC12A,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,GARP,CD328,CD82,CD101,CD88,Podocalyxin,CD224
progressive,0.0312499410205706,0.0372892449997778,-0.0398875820435076,-0.160445911482302,0.268579372216575,0.17859442851266,-0.142024784665065,0.189905540425483,-0.132169574491105,0.0896578326163384,0.173320374371538,-0.154654378513187,0.0461320672873404,-0.0178772980246846,0.108848818078188,0.22112132573664,-0.0088525263234123,0.0856873394108507,0.226343495806972,-0.165212360817812,0.10129460233716,-0.276137341074603,-0.0199543858760533,-0.0163036242957696,0.0886510156801524,0.0589136829270493,0.14989342788867,0.129449455151935,0.0331184379053106,0.108231037482373,0.102147552422806,0.0791270045627787,0.0829312373344488,0.0346723083428059,0.11493295794792,0.0743683963590591,0.105276108391132,0.0354772748990538,0.169546161554726,-0.0759121564339777,-0.0681675023010118,0.0004675025378063,0.108827089524831,0.0683530051384547,0.254096363982503,0.0826551336809768,0.087258809507212,0.0332769649361005,0.203805638838286
progressive,-0.151446040342593,-0.0700506331788372,0.150487730821854,-0.279580392585262,-0.113997838433058,-0.314378221879854,-0.254156455613012,-0.185719517867361,-0.208583210346126,-0.189278278331839,-0.157275732200041,-0.538140416269108,-0.161066952801725,-0.438539894978695,-0.132297439192521,-0.101352242598486,0.139796271908847,-0.194524536694309,-0.152764618567119,-0.29514954611321,-0.253603321152249,-0.65888994722804,-0.11469660589868,-0.274383490762796,-0.186493122793672,-0.164970051657154,-0.133175849194598,-0.108116157564929,-0.0020567530617908,-0.167752139701401,-0.177029278867071,-0.155122480414811,0.129919008386924,-0.0367142449991672,-0.215321186415942,-0.172841256786479,-0.13664019686047,-0.0292897676306938,-0.140493844196381,-0.269622498278474,-0.371629483423239,-0.233679376187031,-0.0852906987753239,-0.0957017827840613,-0.156532832325502,-0.0312058233171457,-0.392273891687624,-0.141742451598235,0.0545756069491938
progressive,-0.483422497355575,-0.233638038914913,-0.583970371774932,-0.464116265133606,-0.325635411628132,-0.494898413397041,-0.318019898872818,-0.466634249381728,-0.541613870447518,-0.523035779942529,-0.463913012129495,-0.453596241998325,-0.459120090362888,-0.30485230344227,-0.533197800906491,-0.38000523527515,-0.481142660016668,-0.593137298345011,-0.482549124861137,-0.461336507977676,-0.559053118792931,-0.376176592231126,-0.456063872172685,-0.504418017360219,-0.508585422453786,-0.532425650995976,-0.475271807076619,-0.421323636363215,-0.226071818740364,-0.471232844484009,-0.456511773285071,-0.456606506837723,-0.57281991797156,-0.483414060794995,-0.526529713591959,-0.454667129038817,-0.49766097872889,-0.466947830746199,-0.461501655469114,-0.546960658871625,-0.495709441135196,-0.56498940055577,-0.456668663588075,-0.46176668888818,-0.505307725473149,-0.481594188732953,-0.509391722970497,-0.474417924342973,-0.471562089382082
progressive,-0.242866564257946,-0.516572299691991,-0.0495789152497749,-0.186330307530278,-0.481227716899421,-0.0953053248222524,-0.181851389813562,-0.299341549977927,-0.171555288338856,-0.262100933186411,-0.363002012869025,-0.278008247376256,-0.251611075847826,-0.0813518550654217,-0.288790014624827,-0.128706693705756,-0.179291317428223,-0.325275384578044,-0.347160838269947,-0.208166522501412,-0.383722445460819,-0.108729121571161,-0.20223745287788,-0.177115752215115,-0.344847081751799,-0.224260805135769,-0.273228472199839,-0.295922044023235,-0.25697148248689,-0.347594230832727,-0.317414251952944,-0.230323933319034,-0.0808245725248501,-0.0525026471794259,-0.409308231631432,-0.384458072480229,-0.262304085677057,-0.116817153193664,-0.337329742306657,-0.181614886022073,-0.296981958827548,-0.178910741837665,-0.309901956696408,-0.201222532503242,-0.315641637795557,-0.266194632370173,-0.330764222037436,-0.378007825885854,-0.300631286511506
progressive,-0.152298793986972,-0.0085589254682279,-0.0322642512996032,-0.213281272349866,6.41026664402835e-05,0.109244051128898,-0.0764722895736559,-0.20702095211812,-0.0321875869054769,-0.174737977738091,-0.155052061848469,-0.145196935118469,-0.126657881747773,-0.312563286611126,-0.182984485495135,-0.146356574756468,-0.0357095151728897,-0.258865963051756,-0.161514792941714,-0.268627389623224,-0.16188904128548,-0.314553606625369,0.0050875319719977,0.178255805950845,-0.158784859943498,-0.227070181732648,-0.183841476634896,-0.0622967281696194,-0.271776997352061,-0.173353099809948,-0.0961082542436274,-0.1347819981862,0.0830795942650257,-0.338924644650495,0.0282049101161005,-0.0878461148752765,-0.296891359869921,-0.151470930654652,-0.22645125092289,-0.268628294367859,-0.273494804513332,-0.125118988396457,-0.369548313551795,-0.328090415702917,-0.268664389762499,-0.191799553438888,-0.296350395660679,-0.175885710017569,-0.225184682548966
stable,-0.151848203912819,-0.149245198509694,-0.418302379824606,-0.281201387813683,0.0684841743583887,-0.208340602894142,-0.116285997536986,-0.0129362511614194,-0.384029511557161,-0.063746286881031,-0.0246872985914866,-0.236523548055325,-0.226160418937599,-0.335772255166581,-0.169405352838246,-0.0835395054016381,-0.324640997117683,-0.189463512269651,-0.0444327525271303,-0.333880168820563,-0.0998251371016442,-0.441285745234514,-0.191284381603812,-0.269829501084619,-0.0569208998538596,-0.318221026260439,-0.0403922921121695,-0.0590095561646946,-0.171103530910442,-0.0273108765974942,-0.0709454088452271,-0.0426692625318387,-0.443051607123205,-0.293694361580364,0.0070985262677951,-0.0278090631578776,-0.035719569625052,-0.375061919668119,-0.0703620815223732,-0.409174218043284,-0.236446356898238,-0.235125146164441,-0.0941493937956555,-0.256905149927862,-0.0760950708727599,-0.245728405228881,-0.125308580483809,-0.0751451605773488,-0.234743177948381
stable,-0.329780045751285,-0.231595152365083,-0.356851440623533,-0.433449818105853,-0.130210905876663,-0.168520072090192,-0.200374867566719,-0.261053224095573,-0.426893125592006,-0.268525838843103,-0.308074943687621,-0.36722537186152,-0.304544781170374,-0.449201438706372,-0.33315535054583,-0.253525141188238,-0.251454359110888,-0.415568136341083,-0.295255592990257,-0.455104831358432,-0.284329267344487,-0.454600602177321,-0.246563709045094,-0.245868657372886,-0.328978957991414,-0.475769329135495,-0.172166079354382,-0.202934142045903,-0.239987856357162,-0.243535060573041,-0.317031671746948,-0.288541430470069,-0.357557850777123,-0.334258807650592,-0.374612851720207,-0.30702856778671,-0.289570348134377,-0.385711315410926,-0.355949021574197,-0.389215925450293,-0.415699832037012,-0.313162708891806,-0.287399125794458,-0.374234518027501,-0.289678975252619,-0.344457683793701,-0.357664265839649,-0.357683520208094,-0.341906133537643
stable,-0.0676805170044292,0.0140372085925822,-0.0581225712969806,0.202649774159027,0.0043562017784353,-0.0189938253782468,0.0297450628916369,-0.018861419631737,-0.0589019606061829,-0.089361060934074,-0.0857539752618356,-0.183115323717072,-0.0596813580642355,0.225788124728051,0.0271452065653854,-0.115828339818677,-0.496555679252701,-0.0757527416146497,0.0198250493585374,0.0316774402039233,-0.0456847689654026,0.165394142954897,0.0615841555093518,0.0435452056613646,-0.0130629968932791,0.0823513697775374,-0.0407712410203715,-0.0616224716461613,0.177859447921061,-0.0063220079408864,-0.010164327511847,-0.0438697148098077,-0.0684107713153861,0.16130587794886,-0.11579374186458,-0.0192671630571163,-0.004570415115864,0.0801385287568071,-0.0075198068197235,0.106112987085201,0.137787771475322,0.0488063716451582,-0.040374883598525,-0.0107909776230228,-0.103580357783097,0.0660676829500472,-0.17193692543141,-0.0326308480826494,-0.0978421673398029
stable,-0.140273782843856,-0.0582297361982805,0.0477515460628093,-0.225654859111143,-0.0399570472001587,0.0683675246899105,-0.200576132334557,-0.0671088756408923,-0.0761568514503394,-0.0908200491571418,-0.0705069176019635,-0.286521323712929,-0.0878704855146203,-0.664463317413061,-0.128879869428222,-0.129191300442645,0.419856311025534,-0.0313019520377189,-0.152426670671976,-0.277664977437892,-0.0965464702277521,-0.488855603200836,-0.0802230847807837,-0.0857158037241672,-0.151139266045788,-0.22133575590805,-0.103968954356612,-0.0331193048717654,-0.0900103978646407,-0.0465737245901809,-0.0647154756806658,-0.0694501446878738,0.0497216748280698,-0.307799874006133,-0.0555893512738077,-0.091763755143949,-0.119392225856095,-0.0586479620338562,-0.0466814103640192,-0.102380502210326,-0.326683391631357,-0.0922903519721648,-0.0959702978012473,-0.151928420985284,0.0326138718852321,-0.103451126056675,-0.17555930008333,-0.116012231691674,0.0367697758960435
stable,-0.10040261833205,-0.0980230141299265,0.188250484013611,-0.272619652647952,-0.101085455124775,0.0016678482570774,-0.202248811520843,-0.200568760298375,0.146186786322116,-0.191128283109757,-0.213864421915151,-0.355547843111822,-0.306172751816935,-0.606224971340529,-0.139871664894885,-0.125424911200289,0.500874376389887,-0.106267794874778,-0.223632083477116,-0.183874833792323,-0.140208402332973,-0.459727068951838,-0.11898182240435,-0.177585056396649,-0.234875599606172,-0.157773851707715,-0.231155645793798,-0.187826316905109,0.577717543029636,-0.243121935055784,-0.1343360550758,-0.10810451210499,0.0807101463979883,-0.135968436368237,-0.227323190906151,-0.174541300878808,-0.244653536387293,0.412307085877424,-0.223010671147418,0.113350590720028,-0.306274184689723,0.053851424436132,-0.160326960292355,-0.222771477037226,-0.0685706290778402,-0.157547964293481,-0.327143876003707,-0.180915467406071,-0.0220359311690491
