group,CD252,CD47,CD52,CD33,HLA,CD4,CD14,CD16,CD45RO,Podoplanin,CD32,HLA-DR,CD64,CD141,CD1d,CD35,CD58,CD178,CD11a,IgA,CD244,CD169,CD54,CD267,CD357,CD29,CD98,CD15,CD71,CD144,CD36,CD49d,CD158f,CD336,CD307d,CLEC12A,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD82,CD88,CD224,CD258
progressive,-0.167370013407942,-0.0336033534141621,0.121300252702473,-0.263674168127155,-0.256553882872018,-0.0179894709176173,-0.111383901489213,0.0245290394509165,0.0051546148688638,-0.12845531783036,-0.0835311369794573,0.033525720934934,-0.253365727476583,-0.104395236262532,0.0058093100293454,-0.286582453206812,-0.189761164215597,-0.0145653998265727,-0.106781433923202,-0.204189216918725,-0.076463067010644,-0.456953889674999,0.0384999177459783,-0.140756888758081,-0.0797431003147339,-0.171255505456245,-0.199961003416678,-0.144678802816868,-0.168050792380429,-0.0249035785582596,-0.487600870905851,0.210428933578147,-0.117342757593253,-0.0357637061883132,-0.0130630736437728,-0.286356988237858,-0.0642721923113631,-0.372996330898672,-0.22317023928288,-0.256204559803439,-0.181437650993783,0.0573480689535823,-0.162083107007852,-0.2016676564419,-0.0144074505093686
progressive,-0.113760464961044,0.112384246428366,0.162296223961097,-0.201888505331407,0.2422382724235,0.134998748800226,0.047444403071174,0.100978731217989,-0.0687024983270219,-0.0502559448979203,0.115475182908229,0.206283180149151,0.0666166288855706,0.157087257991386,0.0159551279060487,-0.405736437444812,-0.0583768819297521,-0.0191080440887711,0.0450321455036618,-0.07520953477779,0.0115407078160049,0.107775898355811,0.418402363283174,-0.169690803360161,-0.0360146174373958,0.121485678962479,0.107124680250244,-0.0981678615650406,0.0115317198603432,-0.100256851247656,0.123656451514381,0.201875208837808,-0.0610658239037498,-0.0415337173918402,-0.109022280550814,0.0149156472724355,-0.11192321237102,-0.0269236054890061,0.0861366337984202,-0.0310877785417903,-0.111631170232501,-0.102706245360633,-0.0117611885550068,-0.186874032337527,-0.0764923717656559
progressive,-0.338561117691933,-0.404303774654108,-0.440047699821554,-0.277576068923184,-0.52646691577363,-0.55260207554578,-0.448712376357924,-0.456840939030829,-0.236669092420435,-0.404600500447033,-0.716437733064131,-0.668959825577516,-0.278099244105975,-0.461903822234387,-0.36811476426813,-0.138294621953276,-0.449866714033288,-0.302191004954984,-0.469033205319786,-0.457993045491894,-0.427057282376828,-0.291073454284293,-0.594798547507353,-0.291666189232916,-0.275040639440227,-0.420611889039525,-0.343323253569305,-0.331851839901849,0.0891644932325037,-0.416446939791049,-0.344808587627517,-0.435209131872341,-0.385419810084417,-0.358264581253611,-0.407376658279456,-0.235226335472416,-0.375686175500277,-0.436513771927438,-0.61345460477946,-0.416365095963189,-0.437060995315702,-0.237227484320303,-0.600505517377128,-0.304826158821184,-0.334843215762408
progressive,0.052236336884628,-0.180123894145102,0.0933724118156153,-0.252232844074078,-0.252585895130557,0.0297544371247028,-0.156653526902219,-0.0334988215657456,0.0046338138205333,-0.0455768862025188,-0.204974436935039,-0.273743422721387,-0.241238686691032,-0.0931824247492136,0.13308883989092,-0.221246207200662,-0.088037073267792,0.101105657954119,-0.191611664237379,-0.0442938844383549,-0.0881479587842719,-0.0114219099825287,-0.294810615179131,-0.0299213454203226,0.0108149039241804,-0.189406051562915,0.09400966067104,0.0613306427054318,-0.0152915603127264,-0.0026590006457067,-0.243091939138723,-0.133958912902472,0.0186748544453906,0.0277322822661586,-0.0034002130612478,-0.19776132233573,0.0297265992165629,-0.273184280171031,-0.132333789612433,-0.214695596736515,-0.185663344934369,-0.07051909308994,-0.0542043465499705,-0.0163010527891942,0.0710537435002462
progressive,-0.001172197162255,-0.17762032641585,-0.111411277229512,-0.118204664142029,-0.0882178468017453,-0.179242263664214,-0.218737517899642,0.010250828142414,-0.0358318886055753,-0.0523403955024645,-0.176800155642049,-0.0225574614709845,-0.0684308931197374,-0.144855429054431,-0.0447327078161782,-0.0722762167166331,-0.107831504800847,-0.0950853309320941,-0.230713688690678,-0.0447261607745989,-0.0991402105407046,-0.0885225516715356,-0.351913059797352,-0.0295582907450767,-0.129073899281287,-0.172883293276829,0.0914036283138807,0.0554091753029821,-0.0807100965665431,-0.0718684742460067,-0.164940592237985,-0.196559412059017,-0.0342561597500341,0.0179558889574733,0.0279907832489533,-0.0272497625768444,-0.0078895828918268,-0.141691833103131,-0.0053380066296466,-0.0823290694872447,-0.102370093310699,-0.0699992007177099,-0.199688899790492,0.030452456806999,-0.108544583146418
stable,0.0399659901342756,-0.0876641975932292,-0.0220740773833683,-0.0194817214332129,-0.0791782491228034,-0.0450667954833038,-0.0143889446175939,-0.0308521808977261,0.162935837539912,0.173552228714434,0.0003981835396941,-0.23986914832277,0.0090476003981093,0.165256272503784,0.1289326453012,0.163199343551886,0.137750215727259,0.109790516130798,-0.0324299247197849,0.0010221266384109,0.11505903490627,0.167254635630776,-0.15528925291716,0.0828281947437069,0.241045792455056,-0.0107910264820232,0.057382055889842,-0.0005679728906938,-0.0556297033408879,0.0124766354502554,0.0753518135102421,-0.154615776708093,0.154406651899955,0.0491294803622277,0.14568040594194,-0.042150121865029,0.0669278658668909,-0.0016145172329479,0.108160856309563,0.0217013991866299,-0.0648789047361363,0.125018248368987,0.0935985729708253,0.0743583826730655,0.0904243932920563
stable,-0.133665702387592,-0.205686619893217,-0.277345403409676,0.0434892224609346,-0.338506501234761,-0.399750539621102,-0.0866855391057768,-0.309721500476375,-0.16316602331798,-0.142078783411292,-0.372503672280336,-0.589906533280881,0.22786902229566,-0.295008092303215,-0.0821432699040377,0.294045393911892,-0.190019029740273,-0.107438373940706,-0.351724221443229,-0.19453312067563,-0.199398264476334,-0.201870062222996,-0.444822022795692,-0.147341750626831,-0.103124282535029,-0.310993865004101,-0.238777681588511,-0.220632965021048,-0.0629840471593675,-0.218308824278297,0.11400188853495,-0.470803200415686,-0.191889045989247,-0.186255957790245,-0.190472169780751,-0.179319697619755,-0.163359368533852,-0.0257777883642145,-0.274784854784188,-0.0892223565136468,-0.256711957277873,-0.0660495027684349,-0.287311654809994,-0.163244096096204,-0.257848325124777
stable,-0.0436555851779701,-0.244442180894954,-0.204079841436969,-0.0794928908553207,-0.314288434904859,-0.339347296460978,-0.105057187786529,-0.215728703056966,-0.0137774441387756,-0.0243434129253852,-0.066423784074895,-0.463935154188315,-0.133049632254391,-0.178793025381913,-0.208761070938163,0.217398383933257,-0.125571072183417,0.0081200931906639,-0.10185419945458,-0.0963729660693244,-0.200674655723765,-0.0975360286689521,-0.254729551816698,-0.0616564331924941,-0.0844837858203451,-0.0959624577341993,-0.249033551312585,-0.0432033320205356,-0.123350183953909,-0.111843844681763,-0.148920235712796,-0.40948008157192,-0.0483513483269093,-0.054780679407492,-0.099702191957122,-0.123373425623627,-0.140989833734824,-0.231925676903686,-0.325029744807763,-0.270661396396571,-0.106502786499374,0.0036354620600912,-0.0547834155722547,0.0051290439350668,-0.0565328357309822
stable,-0.0739907139876695,0.107574296410167,0.178679898806946,-0.0784468196957863,0.136171406955948,0.234974235379978,-0.0740323634278285,0.0994531977603247,-0.0303824275294103,-0.0536086449873769,0.236381576250233,0.502971799206094,-0.059603862004424,0.180558372915075,-0.0193215411952604,-0.312426417808921,-0.069367143405422,-0.0695031073439592,0.212887519510858,-0.0055932838161646,-0.0084143080525499,-0.116812325974261,0.4159512714471,-0.0459302976383433,0.0247116401736437,0.110279114800853,-0.0735676200497568,-0.0665343040882287,-0.122415080115291,-0.0583438768985979,-0.060617033283342,0.267669143880732,-0.0747531070468638,-0.0063691883282336,0.0231376575696041,0.0615223833946136,-0.0091092742697433,0.0439283855798083,0.147819153368089,-0.0304297129340653,0.171320424885378,-0.150156887281514,0.0642144651285783,-0.158060189581059,-0.119417504417364
stable,-0.0708424093542164,-0.0097372231442327,-0.0606796263915323,0.260046702926367,-0.094876462779242,-0.183481594299252,0.162094144033422,-0.411215750557458,-0.238621648761594,-0.182507288521397,-0.347720099525564,-0.310388839876849,0.385266202443524,-0.110114985127028,-0.0171707947474962,0.216576193614905,-0.109639641725162,-0.047853601878331,-0.0655527064616712,-0.228201854352145,-0.21088848014311,0.110379247530226,-0.210137113783892,-0.0936219549008713,-0.0946797337484036,-0.191033268505096,-0.111260554351591,-0.332376429448783,0.467476075170289,-0.126771625738399,0.0522999108915828,-0.142377614781947,-0.199235264606366,-0.0987710280415781,-0.152443768111521,0.324803845221253,-0.181579427788724,0.0927171735733806,-0.182439174559041,-0.0015348477287496,-0.0829359635802076,-0.0723843312662002,-0.265031020076789,0.0049927668924002,-0.147238660289783
