group,CD33,HLA,CD49f,CD4,CD20,CD31,CD5,CD185,CD152,HLA-DR,CD1d,CD66b,CD35,CD58,CD11a,CD169,CD54,CD62P,CD41,CD2,CD29,CD71,CD49d,CD73,TCR-Va24-Jz18,CD158f,CLEC12A,CD85j,Ig-light-chain-1,CD101
progressive,0.0710641586324823,-0.291818749492409,-0.195841399642901,0.201171865272545,-0.0096882653517441,-0.0598340587675724,-0.179583459998273,-0.114416743751007,0.0638370049828841,-0.259792921350208,0.11494793495707,0.261244891283247,0.335258194157462,0.124243680829188,-0.142368669614585,-0.0114534740026622,-0.192103295186444,-0.0428290865664745,-0.0991315646017705,-0.193909589094769,-0.0732655480768563,0.319519233792105,-0.0951181290668895,-0.10406497222925,0.123458955761975,0.249789559958077,0.341802562468303,0.0046998451760257,0.282569069118601,0.0528028732255654
progressive,0.110714551085986,-0.242962125053817,0.0192198622281768,-0.169040730517847,-0.0368962221275573,-0.0672481171633018,-0.17465197321604,-0.242828511411286,-0.052393664111858,-0.229243479829947,-0.0755104688126162,0.106697204834213,0.103616716614032,-0.163204649871277,-0.260230965137286,-0.097248838278751,-0.362759747975734,-0.0441455430777948,-0.0607187120500128,-0.056277965700243,-0.111215989311457,-0.184644637814767,-0.302823682895789,0.126399101910793,-0.159536016464554,-0.10594398479719,-0.0152301123290801,-0.274054167125093,-0.155061441145938,-0.0182432600857167
progressive,-0.457683360619955,-0.196817835493653,-0.464468424993277,-0.0150852862729588,-0.20997614203314,-0.531854334510326,-0.130205601470021,-0.25337587459674,-0.24233124838325,0.128037288821134,-0.307695129053586,-0.264661934481263,-0.548677997899995,-0.365645482916361,-0.335583601587705,-0.361923404591171,-0.0885863433203643,-0.45473579912147,-0.457888779635551,-0.148488909844933,-0.515165826299183,-0.503377240911265,-0.139313634270903,-0.175018275922177,-0.285948031255552,-0.344267780603889,-0.481975011664273,-0.199962576852123,-0.356431431773807,-0.454649608274854
progressive,-0.129061212982837,-0.0195771548328711,-0.0914855706545214,0.403184155767291,-0.0064181720935966,-0.0727819882558751,0.23562519367223,0.199432143675981,0.306672661923532,0.0545682934914132,0.0319288694500844,0.452588474898946,0.152361545102233,0.224832308413023,0.0441012046674206,-0.514733432548643,0.22349900052931,-0.0069727703123939,-0.138433278611407,0.163826070744222,-0.0360135726761177,-0.447982564027077,0.113950066098127,0.121340758876226,0.203757614419961,0.14172856434854,-0.0300745102594464,0.0317550575660076,0.0761031497540025,0.0475183261606206
progressive,0.318155981914027,-0.0349678447042528,-0.0486128248208953,-0.0198201542530517,-0.0233057079234713,0.208254915056452,-0.167444137509952,-0.245559550954512,-0.14520021689633,-0.275547336310417,-0.189124346541408,-0.245972345036216,0.119247659738849,-0.314178865213829,-0.0695853917833667,-0.154614381660619,0.107500499873504,0.0073816760621742,0.212622895953522,-0.0652065957418394,-0.103419705008669,-0.0684985824823286,-0.172276653969271,-0.144605436875478,-0.147164062805827,-0.167154407752243,0.0040236933873068,-0.363430931015195,-0.102786763620087,-0.211603825417374
stable,-0.279678759897258,-0.497008509825887,-0.414063731975949,-0.473919597934428,-0.157200929357295,-0.292725266539378,-0.324685299947953,-0.240250662121315,-0.327750030743063,-0.484646473372852,-0.328064579109139,-0.212794760076936,-0.0784205831514596,-0.373615900306593,-0.476617365494822,-0.223339898463636,-0.60370671794252,-0.355957096190317,-0.498436257010893,-0.196747812652075,-0.480344968887521,-0.141095965022705,-0.442588574305398,-0.0762040520123598,-0.282895040824498,-0.292755899738883,-0.425452556003187,-0.410878735096848,-0.356573834368198,-0.409675178249583
stable,-0.195155572066222,-0.422638672464355,-0.278673346436779,-0.395481172890792,-0.283137567826941,-0.29653360946159,-0.294966406806185,-0.0888523845519316,-0.110398171419648,-0.564229273927489,-0.229659592686394,-0.113175318355148,-0.0040306628820518,-0.235818228722518,-0.453606380071879,-0.144087755803657,-0.410012638012007,-0.220682215846068,-0.225628420865995,-0.224259198471118,-0.413281066419609,-0.191942062506025,-0.403799798985628,-0.0226189714792003,-0.253740038752438,-0.239041791329274,-0.303257641025258,-0.296083914564466,-0.0916365765555221,-0.343206070886439
stable,0.0497809725133909,-0.106897559330718,0.0421100177970461,-0.241964948923152,-0.0332109351449379,0.146611796396728,-0.0135032271119762,-0.103075570978298,-0.0906079329676575,-0.433081306992894,-0.0397456168250296,-0.15696771502133,0.246940147416692,-0.0098308199699212,-0.236262838859613,-0.152479017923564,-0.419856138048516,0.110156278681912,-0.0218181351338117,0.126698172370565,-0.0701114541252391,0.169336362083052,-0.177051378643358,0.0255858963498721,-0.0703333560622187,-0.0923462039450556,-0.0736522293594469,-0.280558861278915,-0.0792915877694206,0.0503203711502099
stable,0.16516903291238,0.158464225797207,0.141217509221705,-0.0700262060230845,0.113348437652761,0.155075678764111,0.103379470256314,0.127748918402986,0.0948528362579911,-0.179820042422501,0.149622055390882,0.0013251294099177,0.185999376082626,0.192820655946362,-0.0284631919501169,0.0653671218546117,-0.159893212922777,0.115644921811521,0.114496660627234,0.1242132624283,0.0395325324798293,0.261978800151145,-0.0635548935397095,0.168082968900553,0.100209709480937,0.156529804268268,-0.0627791851610351,0.0275944763448521,0.214286100256249,0.0805267652843052
stable,0.0162364715716842,-0.235078667775723,-0.0990644243960392,-0.31335538040915,-0.163046933463758,0.129367184008401,-0.0946891360178708,-0.151399250466043,-0.175154137683687,-0.630009348631119,-0.113983600436565,-0.141066876126684,0.371313121955589,-0.0835880470795389,-0.272442666147135,0.103496151585727,-0.531833916761014,-0.0806342701644548,-0.0414546600860861,-0.0809336101322735,-0.148244593666158,0.549431862177811,-0.380265094962278,-0.109761296221037,-0.148933888128869,-0.195250366848425,0.289488413726303,-0.289076939370809,0.0246002339668354,-0.167125117936014
stable,-0.337907635818599,-0.36613445395964,-0.192977230939505,-0.287003001508745,0.0451616527893873,-0.0463652813407916,-0.468156339257456,-0.0681118723242098,-0.12321404235663,-0.117948734929763,-0.261410278766181,0.0929833968822698,-0.137830978762377,-0.187056235150485,-0.27967841405805,-0.243292173398404,-0.223892049750727,-0.0047865618137105,0.0895167229239842,-0.462480630912623,-0.27012835422994,-0.358180494849691,-0.0404350477939713,-0.152082719627645,-0.180230246961145,-0.220408723592623,-0.263421818780708,-0.204425934134239,0.028666736854427,-0.223206525885313
stable,0.2355120811952,0.108083962735972,0.126957216332227,0.043821424383319,-0.288457880190448,-0.196687012901662,-0.0567490321996002,-0.100031653056999,0.043541584485804,-0.322378913905077,-0.107764836263311,-0.14693639615443,0.235997839550302,0.04219285553068,-0.306152229163179,0.0437392398981302,0.139726152844773,0.0429275641275959,0.150922814934545,0.0792927379404491,-0.0136234239149768,-0.253910900077982,-0.233250572142099,0.163849046986855,-0.150513801577758,0.0593331468125427,0.0721552664044735,-0.0605409710389206,0.0092993757531186,-0.084656487643959
stable,0.0443451850320761,-0.0091976847959449,0.0284152188765884,-0.166329417612514,0.0124089598557325,0.164690519219458,-0.214239215694771,-0.172384752407356,-0.193393459811282,-0.345788599296814,0.147823660729482,-0.236884769087461,0.113695747632925,-0.0760357819677159,-0.271911152838475,-0.247904205526338,-0.492344892142486,0.213966432421262,0.0799904961289898,-0.126207820991875,-0.04941472654354,0.29380568588384,-0.27247492677856,0.0410527929420897,-0.123093610212367,0.0797618037827027,0.134615938809912,-0.0586437008292065,-0.0328576645235113,-0.0323221312009301
stable,-0.213484220334066,-0.492832463257434,-0.421519810211011,-0.602569041618143,-0.458111194104743,-0.265184218788236,-0.407632324127875,-0.499982648697708,-0.484409421596829,-0.660932102521779,-0.460626699627132,-0.392186028467599,0.152970066593594,-0.483398119836808,-0.204959507474688,-0.386000523040164,-0.438666100573822,-0.357654630030066,-0.38245191040771,-0.167029186104885,-0.35374879042419,-0.12034791864788,-0.464770410628674,-0.458991926081426,-0.474245902082704,-0.452470212135027,-0.327922699306569,-0.492184703909275,-0.515841904186276,-0.384177704879626
