group,CD80,CD252,CD137L,CD19,CD33,HLA,CD49f,CD4,CD14,CD16,IgM,CD32,CD103,HLA-DR,CD64,CD1d,CD66b,CD35,CD96,CD11a,CD66,CD169,XCR1,CD54,CD62P,TCR-A-B,CD41,CD226,CD29,CD49b,CD18,CD38,CD71,CD204,CD144,CD36,CD49d,CD307e,CLEC12A,CD85j,CD360,CD88,CD224
progressive,0.0045287410513516,0.142455627315504,0.042640657053003,-0.17077501153241,0.495098521653931,-0.0291917659926086,0.111870784382417,0.0808797067563621,0.24565208349086,-0.343913595544433,0.107416337655172,-0.0823002210917379,-0.112032370379188,-0.213833119658187,0.464382216742701,0.16560485495219,0.0974146901933391,0.658802904375847,-0.151588619003741,0.0806236320790921,-0.120893380379816,0.195304903513604,0.0701286076655289,-0.160181850261703,0.318749395528512,0.0387355786745296,0.278359537784575,0.0729382104070726,0.29316743054867,0.163318791799496,0.266493049806027,0.0801177505498092,0.590963528984484,0.0624102574360274,-0.0187420044196067,0.377030282316069,-0.0972768854877512,-0.210819568838735,0.456120418423152,0.0335900699345368,0.0016940714623877,0.021788372017869,0.189273936950233
progressive,0.102321047846013,0.15585200350648,0.0984816763606327,0.18793166907401,0.268156044595654,-0.118395926717024,0.0958854997939364,-0.022612412484732,0.0465822353603342,-0.101671125253509,-0.0022649473740816,-0.122428591941694,0.0391036184908515,-0.0943294248025036,0.1111409984111,0.17970904756262,0.110700644651256,0.221536897037661,0.0516502339321919,-0.113230763423889,0.163463100012418,0.109819843139962,0.0576551892362759,-0.157271726005181,-0.0470703536765116,0.0514343480023603,0.0484924680638085,0.0942134187208964,0.0148254457268199,0.0732496730548538,0.0538119473109418,0.0346340560980705,-0.123092706376797,0.0794091988612802,0.0708109078682136,0.214306265967174,-0.341427656999583,-0.022438398799281,0.143306052188604,-0.0357921073688343,-0.0215667386603394,0.0442409830335149,0.187168610329546
progressive,0.0503616581887163,0.10831292295738,0.0914641176095824,0.145870355481426,0.0178362568240431,0.269645102368855,-0.111758739108715,0.391527131875897,0.306150608661973,0.25578800924209,0.0699725110234296,0.593646265498747,0.0820172877070078,0.59611369360347,0.104214625330658,0.128831215172507,0.137026170676667,-0.0796258729721838,0.121164840524641,0.206008053489253,0.0666665824546057,0.0434831881789462,0.159521326077342,0.496884495780105,-0.0077155741674982,0.119761726815181,-0.0307942936175222,0.0627218345566504,0.0121173125711679,0.0505115442191841,0.0778307047636292,-0.151895727094842,-0.482725788615913,0.141018544541394,0.179534777342144,0.0117261677185312,0.193969372610158,0.0612975715249067,-0.070235840142613,0.365702042208316,0.0745490942370577,0.409456968406105,0.0765282556521037
progressive,0.210116840645538,0.173321656314209,0.198523833167358,0.0134362700862241,-0.0231254027106463,-0.0741270473199471,-0.0533538001065376,0.386346373518428,0.305973078679851,0.469930433207126,0.208846817708379,0.437328098232558,0.302756046998144,-0.0350048838082933,-0.227575914302871,0.114018141690339,0.59079258615706,0.342975812682928,0.260417956660167,0.038371023607076,0.463648358491578,-0.444766257711532,0.242469456878069,0.0622166431097416,0.110759948384172,0.171677493748134,-0.0899989967134794,0.138637999445932,0.0087384880238282,0.10070974853322,0.113354666207917,-0.214972491584873,-0.578967147942152,0.0792954087633561,0.0719194215394795,0.0649719275982799,0.0517852101544888,0.119224360137558,0.0926538397783153,0.0131756424929415,0.0551177688626616,0.339062416367409,0.291799670196829
progressive,0.327932723056332,0.419702025844987,0.180869732896159,0.26532026781669,-0.0823519792521447,0.112248088783845,-0.0568460563114169,0.0156278913231638,0.301961885617813,0.119266122473377,0.37998481570102,0.261862032120714,0.178486439834208,0.0927498784670304,-0.011594818429414,0.253879889413713,0.360735414911276,0.132583425582176,0.121833496691142,-0.106911191639947,0.218805626312771,0.101622611264328,0.208199259265685,-0.0479526837459757,0.0590256727311918,-0.0118235528580241,-0.0704222908337377,0.0408432533758279,0.0093239185934759,0.160461395666403,0.0891118303135729,0.0385345954603553,-0.149957231105061,0.237580001895241,0.202612900659295,0.122094587315282,-0.0306380747163835,0.300716032907216,0.143972408826884,0.285277140390168,0.272659511916874,0.257696854721128,0.206046748988246
stable,0.321798868062936,0.240248974704801,0.334754087058578,0.173278182838707,0.107559718169325,0.260272660311459,0.282527375013311,0.435893676220201,0.233486063079839,0.0702531744499364,0.146308695218295,0.272586878514197,0.235611473348181,0.363170468689692,0.0893539510875327,0.272859927780706,0.006945814623611,-0.0857681706355967,0.313054685509695,0.33507176268739,0.0938240171077285,0.0466059390048176,0.283717000366678,0.396985067932647,0.185691286528592,0.379749523731596,0.210928804702947,0.31691997851371,0.279538994608965,0.301493547340582,-0.0173467230776784,0.0671635824460674,0.0051025607538075,0.282927827737129,0.302209655504282,0.18780947629724,0.280426844737823,0.196030048570891,0.155296281841122,0.273839450646589,0.229636515626325,0.322261148565446,0.262167119817737
stable,-0.0710087320383733,-0.0018286137892473,-0.0466313732687462,-0.0159789187718273,-0.193242055127256,-0.241871821629221,-0.0120030851273808,-0.0636688117589356,-0.0112997956734651,0.0384054388900775,-0.215483363252171,-0.135611536847785,0.0089411940672802,-0.171439886358718,0.0012219287142619,-0.126803324458973,-0.0192472455841852,-0.182831800138687,-0.151997509361548,-0.169027103382571,0.0146485454426736,-0.162916412722793,-0.0081507894773417,-0.0962514413294296,0.0564085724360405,-0.0546977902064342,0.0773780809309123,-0.0151918644270158,-0.186042107484394,0.0189132255018466,-0.0550832861395123,-0.143147666871179,-0.211239116348936,-0.0359500712754416,-0.0849953228517448,-0.200612803561089,-0.181971709877767,-0.0776336402676065,-0.268607847898207,-0.15739608168781,-0.0611160927495173,-0.0843867227656194,-0.0535783566890526
stable,0.136487919631698,0.0680410189208814,0.0683593552784735,-0.0380594229239877,0.181007914597683,-0.0820434272261255,-0.0259256637625983,-0.175922844003781,0.122041557239874,-0.0021844683649923,-0.0505675621669749,0.228207090708287,0.0984025262517471,-0.145473205106122,-0.0156731204357886,0.0990105219947758,0.158440414487683,0.548782532993003,0.054307927551702,-0.0065630020233582,0.113562967216588,0.141444102313424,0.115514974077608,-0.178161161429689,-0.0229099005795548,-0.0488072906480878,0.0167364323736155,0.0340171161448956,0.0018845600708538,0.0522167026077052,0.244466747869126,0.210717518113282,-0.14365197863888,0.0113915700042833,0.0523175346585324,0.224096347336889,-0.137708352685097,-0.0397448114913127,0.0189283120041154,-0.0694950516962067,0.069562899677741,0.203477862059746,0.147480879807441
stable,-0.0572356855769616,-0.0160156197274049,-0.0881479329775167,-0.111913168559149,-0.218835836676441,-0.325137720981998,-0.15603464755638,-0.239751448236591,-0.0102150559371457,-0.0339075380467689,-0.0812166079739026,-0.123500541564561,-0.01859598199179,-0.334172215087225,-0.131626472362811,-0.205494676327966,0.0868215853472533,0.0278942591102233,-0.103850788070413,-0.0965441234742944,0.0817151303417192,-0.0077894353500631,-0.040362655841198,-0.184967036421253,-0.0554944671616682,-0.112750765656798,-0.182212880409823,-0.105792705642908,-0.239247901927623,-0.0648726948904339,-0.12808855900831,-0.226054719274629,-0.0839390632801078,-0.11173361435414,-0.109949315903735,-0.263986813736716,-0.42894655409733,-0.0919207839609405,-0.0131836293785628,-0.281041028574176,-0.115053827906739,-0.190869740701021,-0.0123168983282879
stable,0.116067137802349,0.152594051179678,0.199149489154227,0.14278085736056,-0.0259352573511438,0.414126375587262,0.287967354526301,0.33958742559514,0.0642111333544185,0.219813429748165,0.0669589640707333,0.359718697087554,0.0710001935937261,0.55691846820724,-0.190755227186366,0.155271785965894,0.0900814743764662,-0.384958362209806,0.236830109936423,0.326041707235041,0.148986810934622,-0.0999222571095496,0.238106208327486,0.487752348255471,0.255864995321688,0.152386514302805,0.296169395503662,0.326012215478346,0.319916085614643,0.295524611935293,0.03110582591481,-0.0369759831829655,-0.376974102513275,0.289577854200963,0.241503088968269,0.0589018399111717,0.460262411309932,-0.0188617543033224,-0.213517849974262,0.327074375140003,0.18607734385931,0.348789163118883,0.0394274951040931
