group,CD30,CD117,CD10,CD7,CD4,CD16,CD279,CD32,CD196,HLA-DR,CD64,CD66b,CD35,CX3CR1,CD11a,CD244,CD169,CD54,CD137,CD184,CD29,CD18,CD71,CD158,CD207,CD49d,TCR-Vr9,CD307d,CD307e,CLEC12A,CD94,CD150,Mac-2,CD85j,CD328,CD88
progressive,-0.0005346948083367,-0.189569504692333,0.118639307819513,-0.0885918485335556,-0.0951042478725032,0.176220570401604,-0.174173436412552,0.078772034376136,-0.0214417038484423,0.0640487436444862,0.159512810465045,0.228795303767572,0.36397300093905,-0.0482787086938775,-0.0267035780012391,-0.0117049501349569,-0.0341485658414634,-0.0663263293884224,-0.0435288617326825,-0.100764649306606,0.0095503703929971,0.240380763556399,0.158540229190299,-0.0669701191458664,-0.222377260215105,0.015543046230204,0.0822922659508366,-0.058912417937136,0.0670891013116111,0.125485896885252,0.0120337177967488,-0.129666130552584,-0.225806482832239,0.0099262836490851,-0.0580516121164313,-0.0674978751272595
progressive,-0.072041203477879,-0.0380860181021914,-0.0730466241870107,-0.051485080949127,-0.155149015947812,-0.124688796881125,-0.0244470814158923,-0.373418234436864,0.0023134601460585,-0.410526711869151,-0.19230949464273,0.0045690768596587,0.357821772907837,-0.107784798482606,-0.208325582157951,-0.275620920366116,-0.0730600586341178,-0.564944183152423,-0.0670945927134515,-0.125277136220092,-0.193747136221638,-0.031747190365864,0.0651929073778331,-0.024743602155113,-0.0832960796394038,-0.349337906306847,-0.0172041084762746,-0.019303844478752,-0.0122204833272648,-0.050598341268888,-0.0192958197923974,-0.0658858452035652,-0.0886573138302426,-0.268067392958934,-0.0327590689137907,-0.198084049319423
progressive,-0.069318766601212,-0.0621384600476943,-0.0805526174712494,0.0025909087384654,-0.346153409186946,-0.229024379014116,0.0135250583287662,-0.484553684515205,-0.0570622610879883,-0.604786758156615,-0.118719843133285,-0.0984236862555078,0.208587159252475,-0.0330880271089959,-0.152274896812725,-0.178748440442806,-0.0465641718642499,-0.428245623786169,-0.0010454555593593,-0.0234897768686532,0.0622822593183253,-0.0057332611777897,0.420868523511268,-0.0703044019266653,-0.0378820340697833,-0.204577279598215,-0.0240021876028202,-0.0896758121469114,-0.0040697002984711,0.0963711002554025,-0.105985320837552,-0.0596022629592105,-0.0647361706760218,-0.322092376570883,-0.147755169137709,-0.332474143044217
progressive,-0.0720473407182506,0.100287997936432,0.204844911802717,0.425419027490667,0.12562080036111,0.0496462546020809,0.061190706837447,0.0382777067873983,0.0868487269662296,-0.135424073161458,-0.255605818792529,-0.0490880294669639,0.0634463993011846,-0.0079445659137303,0.0130833874406926,0.0077365708079979,-0.0564395496064059,-0.116606016565694,-0.0647030487377157,-0.114814037531052,-0.117992133440422,-0.0753604554228317,-0.506141148487694,-0.0850467042889144,-0.116337741548231,-0.0687515910981637,0.0489685830119458,-0.0109186124596245,0.171655286093305,-0.113715014804084,-0.0031674032604971,0.0210024258162667,-0.040196926840879,-0.0703437674349272,0.0086189235082793,0.0245428117085398
progressive,-0.0475512528989987,-0.092219188596071,-0.232239363952628,-0.091074266713353,-0.079504845019918,-0.397471692604928,-0.136654157923671,-0.193030652636398,-0.0243509089611102,-0.171623728465523,-0.0622993684595443,-0.244554636995662,-0.0889577745236147,-0.0468996718984766,-0.138397437184927,-0.0877072242335124,-0.112749458189387,-0.0931412273272235,-0.179687959262425,-0.0929519397059845,-0.108251405414432,-0.0508451601884734,-0.262701309449181,0.0387760388031243,-0.181440570461203,0.0041108286049454,-0.0700764550361379,-0.135176063176413,0.151764675378898,-0.101081969599281,-0.205746704074163,-0.254367026309167,-0.343715659069908,-0.181255156275655,-0.138502110022679,-0.235380634875459
stable,0.0700044395200138,0.0455896111151174,-0.0525011688057389,-0.0565883651625102,-0.100272461294918,0.0296345431808914,0.0014567362755761,-0.0120473069659232,0.064175998877249,-0.130767743895889,0.14758901545277,0.0163584798051153,0.292092584275067,-0.0663548888742802,0.0325382186732044,-0.0249401940990916,0.157623132208463,-0.107301382055886,0.0612049668794692,-0.0488817994339055,0.0533741861898972,0.102716439170847,0.452333143319606,-0.0051158192073111,-0.0017102387228862,-0.0381939657574898,-0.0987418035314453,-0.0408755659915411,-0.0034692345238239,0.145011605482605,-0.0887834742838021,0.0481379358509843,0.0049846346827914,0.0199711229064291,0.0388259909761965,-0.0320568971654448
stable,-0.186564730897965,-0.0612396151065233,-0.14258096111948,-0.161514198070407,-0.36179553757644,-0.16158699556787,-0.158218599586699,-0.287651289443355,0.083544170278663,-0.633721608307643,0.184582361270671,-0.144819729135164,0.277667821902191,-0.154873452901828,-0.302265305901472,-0.18024088548536,-0.152651745697837,-0.432452358466346,-0.117764400843534,-0.0484529235863591,-0.271434349454442,0.0603226591794288,-0.0756806921642904,-0.0637082733298715,0.0051659210737113,-0.389292137708452,-0.02127892724341,-0.0990163189646775,-0.182307681597673,-0.141942395118311,-0.0646949018605101,-0.122980986019612,-0.0951317152737297,-0.208150217580356,-0.185960428175116,-0.182035383848237
stable,0.0651294057996335,-0.0309892887433089,-0.0831718215375029,0.0781572693472657,-0.286961790781069,-0.332357706294027,0.0388751432871259,-0.185386746448101,0.0311745584200666,-0.469086972904149,-0.125488565773556,-0.217050769599297,0.414863111586073,-0.0452434040590455,-0.160532774151772,0.0314726705772475,-0.133632182661422,-0.45473654261484,-0.002550119588127,0.0515953883060766,-0.0337263021541016,0.102892933617573,0.111345815899177,0.0199047808896354,-0.0960944587162301,-0.169280808977712,0.0601757221825492,0.0206294863072276,-0.0094913161754442,-0.0300080128838441,-0.004164376980888,0.0228668714294441,-0.0121986806684519,-0.268294778041448,-0.163390469280824,-0.0225714640034332
stable,0.0982174505164295,0.0406925913684447,0.0799951016203548,0.093522575257897,0.0221629847488146,0.257753108759101,0.0478622327582054,-0.0437368160394851,-0.0583842757958007,0.0701961345352363,0.297166254787081,0.195107968764786,0.122824988079897,0.14589329367012,0.203540317296233,0.0150741391413664,0.0239463116900162,0.114430567779929,0.171557247901687,0.0296477038414361,0.26340801305931,0.130655933317467,0.328590336288678,0.0934471067768896,-0.0100656203608717,0.225590837918272,0.150780691959296,0.106064986632501,0.123716472793302,0.283278556598716,0.0664738214031517,0.174934024037986,0.0520166822077302,0.118913892137737,0.112466743478705,0.0267410611007031
stable,0.195076274918666,0.280935106167484,0.113266183323828,0.164009096279957,0.151678968029166,0.253941581734665,0.211859481639638,0.281682095130597,0.149759373581174,0.0583546657636062,-0.232251150647132,0.173590291202397,-0.0647305798921472,0.140856324261115,-0.0149210955723798,0.155775736561507,-0.260720996127127,-0.0650183220554797,0.0795939120881889,0.0161416743938354,0.0563370154149223,-0.0614353501942763,-0.256466620365079,-0.015179559234134,0.183630874589412,-0.0956070806666541,0.245508045178889,0.268648996257826,0.114566673965046,-0.157532922644845,0.178221286501748,0.163685508759951,0.113386323790646,0.142794051771773,0.0680639139050488,0.191693081922097
