group,CD252,CD30,CD33,CD269,HLA,CD10,CD49f,CD4,CD14,CD16,CD31,Podoplanin,CD5,CD32,CD196,CD185,CD62L,CD152,KLRG1,CD107a,HLA-DR,CD1c,CD64,CD141,CD1d,CD35,CD58,CD96,CD39,CD11a,IgA,CD79b,CD54,CD62P,CD41,CD124,CD226,CD29,CD38,CD71,B7-H4,CD144,CD36,CD133,CD209,CD158f,CD307d,CLEC12A,CD150,Ig-light-chain-2,Mac-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD101,CD88,Podocalyxin,CD224,DR3
progressive,-0.054859180823571,0.10717660380439,-0.535282396399974,0.0708878480637639,0.0705033571251347,0.0826103186944244,0.0204162040398745,-0.121538297253291,-0.221252375747281,0.352954769011845,-0.19039969765134,-0.0579491730247125,0.0076491751946632,0.0986773265925173,0.146467376404557,-0.0041200128427009,0.174055903851803,-0.0966555953970783,0.0896990779246307,0.0006123725746107,0.144618941401315,-0.028193114217332,-0.54496782855046,-0.0843710498677159,-0.0244557461892965,-0.662696437498774,-0.169242530909167,0.101514895551945,-0.350294890709387,-0.0914405209764175,-0.0170338752110135,-0.0350361435813053,0.161819863574622,-0.137900825286145,-0.140578444775554,-0.0104909476026544,0.0702009712975244,-0.229353592013644,-0.157832900339652,-0.449065133090048,0.0355382542312291,0.0595640823317949,-0.435730120839499,-0.124843300214053,0.122695206394445,-0.0485120322044154,0.111408697229451,-0.469971946220224,-0.0679015205542254,-0.252494580108405,0.22515831683483,-0.0478212537868724,-0.235529095455384,-0.0528076028422948,-0.0099902667352435,0.112838753211574,0.0320525306179769,-0.261603526021824,-0.0422846094345515
progressive,0.0174429357797972,0.0586696852820389,-0.294307605452398,0.0085925875840465,0.200729495738284,0.125828014651564,-0.014953413532446,0.129109811631902,0.23252071408286,0.233033867579787,0.117949802102379,0.101011693396905,0.077063940772013,0.465452540708505,-0.0423379530185767,-0.0387786748357417,0.0042890623100656,0.0836582472422789,0.0190607123611597,0.0811857386003956,0.355866846950584,0.0501192178078274,0.10088089304831,0.119080844469446,0.0069297291007571,-0.222232360987703,0.0664053155597836,0.0822525262198559,-0.0448223823689693,0.170656261842777,0.126756787459435,0.0303600988921212,0.611312428638031,0.129754641887761,0.23070567812144,0.0878121218374255,0.114099890516599,0.057471715169032,-0.392079115158586,-0.0606955032581565,0.0531756257455302,0.0746402962902168,-0.233846244245585,0.0877215635268071,0.0444165180133457,0.061111567176716,0.0336644672595611,-0.0134840527935426,0.0785939714055535,0.116113816657024,0.0794752739445231,0.267123446210414,0.0860973080586458,0.0420622047001928,-0.0524008077616009,0.26040441629944,0.0388527982100021,-0.164358345723193,0.0668759379529101
progressive,-0.0944721403776908,-0.075039087230518,-0.172337491340204,-0.0674592835522932,0.0801338602094324,-0.0263804394484858,-0.304134975969028,0.237894484020128,0.0994126793467056,0.114648038269547,-0.199160948710432,-0.116805105260909,-0.0831870594399705,0.373391930539674,0.0104795484441543,-0.0786427067786007,-0.129798140341855,-0.0385800620856453,-0.120839049510072,-0.0513083882398884,0.490319882760334,-0.0101002244925904,-0.0613499075926774,0.122338013592389,-0.0812600644876387,-0.295975068559467,-0.078748215505528,-0.0708454089652358,0.0921696908970709,0.0149409471048207,-0.0462061171324739,-0.050321034724716,0.357856686718565,-0.229355485143441,-0.254157135198481,-0.0346692019907579,-0.180904710316801,-0.206672310142727,-0.304045854071105,-0.54417887182769,-0.109451095671479,-0.0327312032715848,-0.212417962678718,-0.130526460281866,-0.134398642398996,-0.10726893399641,-0.0506122437380036,-0.23200469470627,-0.0833399055217427,-0.0513135234827937,-0.0458501358185726,0.166254482261794,-0.0983448744446085,-0.0852246654029288,-0.211215331172139,0.17325794089731,-0.0761598321152256,-0.134536920951876,-0.0149175561801819
progressive,0.0442778046242982,-0.0007366988606156,-0.261626411516799,-0.0020209592273431,-0.0588307035323282,0.0841090757336824,-0.164627106873631,-0.0659672016873256,-0.12881713804644,-0.105339341849156,-0.135387579517312,-0.0746906900695604,-0.116330605570892,-0.127661495413455,0.0008906119453574,0.0461492492128463,-0.121437933422024,0.0746983764325822,-0.004785350524642,-0.0517017093425835,-0.0393342690770335,0.0643172938737668,-0.0845908924957699,-0.0470198197797565,-0.146605710439521,-0.289026081251558,-0.0956267871449406,-0.0579855733608485,-0.104835030366855,-0.0011180841093355,-0.0379919640227951,0.0434876667025807,0.105413246530507,-0.204975948541723,-0.143633942331681,-0.141010508594195,0.014484028508895,-0.121883420935037,-0.0834741064020823,0.0139347226629725,0.0162801469831904,0.0365127287308587,-0.201625968677507,0.16724157541913,0.0861859421179326,-0.0721456686595301,-0.0591041019371482,-0.292038374062081,-0.0371119589643982,-0.0691752444326664,0.0535130904915039,-0.0224089667596485,-0.126634089446038,0.0084104634825674,-0.0808343735551255,-0.126461775655855,-0.0134282698431105,-0.140146655011913,0.0178634738922632
progressive,-0.110230094633006,-0.201966959686977,-0.3806627760627,-0.0382945597173674,-0.133612265343269,-0.0159212367790187,-0.186696330400046,-0.175402359032158,-0.0784331736949521,-0.0729944718150367,-0.303241367222571,0.0145677540739478,0.041455012744641,-0.089010796716696,-0.0371241247727519,0.109675155893709,-0.256785947790474,-0.188115854258826,0.0294175387651186,0.0104299513672741,-0.0897424810919247,-0.121543501210802,-0.376448884900216,-0.0381950174214982,-0.0034083948167902,-0.216816799647076,-0.0782245773198825,-0.165668799206379,-0.238900806388424,-0.189805243351035,-0.12950807468002,-0.0050565000845851,-0.257417482991136,-0.140727315459068,-0.034007328678595,-0.0880642991269,-0.184098674463261,-0.265198771781074,-0.130758561721339,-0.254633132151658,-0.0757719849802778,-0.025522014890556,-0.362122215785031,-0.168513887442974,-0.357016813044244,-0.153854306499345,-0.175716621082556,-0.205820406398412,-0.108451027063934,-0.220548992871936,-0.109043981607344,-0.0789993371970059,-0.160916987099433,-0.0898572339295887,-0.250402338297811,-0.0157844506676936,-0.0035554813129646,-0.121142408579262,-0.0873894168877683
stable,-0.384031195980527,-0.397086913789787,-0.360259654953791,-0.353989497987477,-0.312495316751432,-0.259976582698722,-0.36017115357461,-0.325134929479828,-0.275059165878405,-0.165773821735018,-0.357211459350465,-0.344608429266118,-0.372146082913474,-0.285372226066983,-0.205060330051828,-0.374227823478764,-0.392017944477876,-0.354938816788351,-0.333793538720223,-0.317659957349447,-0.299707433628114,-0.16884767441773,-0.382213438929628,-0.332353180040565,-0.357110695780036,-0.282236147996065,-0.415373077573095,-0.375693527778363,-0.124944299057222,-0.382505955801967,-0.355045500387979,-0.354651010460783,-0.185471958461948,-0.392140104583424,-0.322132704414837,-0.367006593435007,-0.406722885713246,-0.456757086615304,-0.334523785330329,-0.624560636583799,-0.355596935921842,-0.375304157083822,-0.357499262016914,-0.152779388752861,-0.238183395181964,-0.404600909108938,-0.366625620249853,-0.407168893869681,-0.43371751940717,-0.427640071181519,-0.332702829659276,-0.361551668863898,-0.399584624222971,-0.373562116571994,-0.393812851278648,-0.367406711239661,-0.417499839085072,-0.364308340472733,-0.391638343164
stable,-0.191188358838335,-0.166392180566489,-0.412216739156566,-0.152344107178006,-0.396782132880868,-0.137192109671354,-0.450699258631825,-0.207268953549178,-0.158137392455313,-0.183267261395951,-0.362590543360122,-0.236119850343623,-0.210706522149818,-0.183084368960795,-0.188768882854773,-0.212640557668846,-0.281074974908559,-0.143943174911586,-0.251138772911798,-0.17983824333044,-0.189049679767274,0.147278672088686,-0.128036761869922,-0.314494599944838,-0.301908192448536,-0.205296206826222,-0.319282725530477,-0.148692974581264,-0.11925992526716,-0.355414190900985,-0.261024426305757,-0.185379400956088,-0.209861039230043,-0.340008007984976,-0.356037774854585,-0.136618636370218,-0.307410890077833,-0.490796080356616,-0.294338401599309,-0.34533375971648,-0.265629442737365,-0.254993359594267,-0.304830481600586,-0.204667972999833,-0.145408665452473,-0.254513317807208,-0.17858187189504,-0.521166900299723,-0.230008302295337,-0.315950680940911,-0.172476367332179,-0.259439894946504,-0.275563147259995,-0.269090215616022,-0.398554158475841,-0.229260117466515,-0.25907062201235,-0.220087225542126,-0.22425995550919
stable,-0.0164131322058713,-0.0576841016093268,-0.290587806484556,-0.0137850416272068,0.0113478648258236,0.119069730849077,-0.103222470260668,0.0992047458017378,0.0179060158748653,0.267274341227374,-0.416633758173148,0.0548647512657544,-0.0974466843963752,0.15380097201454,-0.0139140989433936,0.124467585985031,0.0021796622597157,0.0335170875159468,-0.0036892615026854,0.0964385014170984,0.276527619601281,0.0177750995765369,-0.105238402098176,-0.0601710278257996,-0.0449363799643051,-0.291334666507139,-0.102260013157119,-0.0246050064023197,-0.0178951285285072,-0.0715530910745072,0.0218953181983784,0.0345434770616155,0.177773504431911,-0.193842188252645,-0.139054986429152,0.0655387646431687,-0.0344736528147526,-0.138186651434548,-0.268154382208172,-0.258221062567988,0.0053202080114103,0.0201493982387444,-0.361545539508642,0.0398803947555888,-0.0036363614933379,-0.0646499122151221,-0.0206163765675814,-0.249719704258438,-0.0680874424482433,-0.183591943643659,0.0155030768287039,0.147417307643882,-0.0537081808808101,0.0029851326188076,-0.270581607224545,0.11176362213827,-0.0237665807755533,-0.0677266541129034,-0.0542926863519684
stable,-0.0006010860248664,0.0523827956028334,-0.211665969783369,0.0476642698061099,0.0549878673381583,0.0585296863115047,-0.0144475315546986,0.196478893054274,0.0039502921973746,0.183754561122069,-0.116171579863821,0.0565621203871041,0.106345154062547,0.252975183435944,-0.0414100053690465,0.0986220343194607,0.0460829562909925,0.0879730904743603,0.0318968724279664,0.114896985730522,0.342479837863593,0.023502066403071,-0.202812989398389,0.0790972516667185,0.0399960467579403,-0.301771544211272,0.0155774205955055,0.0072251469687273,0.228034781384317,0.0582051893644831,0.134383876359213,0.0576596390866756,0.247027734894774,-0.0679984996618122,-0.0587782335882327,-0.0136358870275314,0.0832612842280022,0.0004563440219981,-0.141554254962667,-0.17543138888621,0.0675723862077935,0.046413574976167,-0.252594990258014,0.113133866329493,0.106386215857765,0.0823815125630722,0.0868547075215486,-0.245986032838567,0.0506601648213416,-0.0936318603092347,0.0710503800168524,0.198796749393423,-0.0229820669773404,0.0807541991727458,-0.0628996801730221,0.263440079124666,0.0631438493413691,-0.0366110263235778,0.0164422980210864
stable,-0.232656990523277,-0.228125900089125,-0.31955627537829,-0.275851697784555,-0.217824124006572,-0.191787020475908,-0.0691829484557766,-0.0893001753895544,-0.213236529638446,-0.0977137628776136,-0.241518388081847,-0.362085836544403,-0.167402116595821,-0.114560903151635,-0.199841931698691,-0.298692270029983,-0.319128155911628,-0.260390167325022,-0.326715483330498,-0.166375358654593,-0.0936922370588629,-0.196579741734624,-0.427438653746901,-0.169514009066683,-0.411386588834359,-0.368494661714721,-0.334639499683585,-0.182565542999189,-0.2641133608933,-0.129139443691883,-0.308147126087595,-0.209533132209985,0.0420739962879569,0.0120878025904378,-0.0168402839723803,-0.317320862160909,-0.134229067629065,-0.131282302849635,-0.336289346868828,-0.318816167136817,-0.303832653616506,-0.352388491834746,-0.16285093929941,-0.199045310290134,-0.201263557287655,-0.334747343559489,-0.277966195346614,-0.397407880822145,-0.256554903842045,-0.407294480838885,-0.215800355635157,-0.23262962259485,-0.379675898653212,-0.245341790335567,-0.219328136245914,-0.202689650415798,-0.327057005682233,-0.292469921268348,-0.176312730572357
