group,CD274,CD275,CD47,CD33,HLA,CD7,CD16,CD45RO,CD31,TCR,CD103,CD107a,CD95,HLA-DR,CD64,CD1d,CD66b,CD35,CD57,CD58,CD39,CD24,CD79b,CD66,integrin,CD54,CD106,FCERIA,CD41,CD83,CD184,CD29,CD38,CD71,CD26,CD193,CD36,CD49d,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,CD82,CD88,CD224,DR3
progressive,-0.14862336984448,-0.264380090846966,-0.248136552940385,-0.442990511701419,-0.179449902806156,-0.296802919036848,0.171690106202348,-0.403676294868598,-0.0722431079107645,-0.317414950382762,-0.154901153034676,-0.301662631834845,-0.168789645657898,-0.168329675185442,-0.468050626631547,-0.414074709313898,-0.135751616524841,-0.384986241357552,-0.453399002816037,-0.463261779625655,-0.416647101707095,-0.252515966255483,-0.436682846950813,-0.259953088686173,-0.41093864083357,-0.0708242611065578,-0.183737161939273,-0.274500570676074,-0.338920558028973,-0.412302396938941,-0.303007833735602,-0.488601421930988,-0.372762509598294,-0.282726109900893,-0.343759126521169,-0.469604554654149,-0.317974487444491,-0.171352121196826,-0.320255741450635,-0.24063515561742,-0.305509616185041,-0.408219885475422,-0.378065610058592,-0.291753542167973,-0.466205152152304,-0.178211680243279
progressive,0.0932927963907112,0.0123404052622899,0.0015237927993209,-0.259659244872646,0.160881476290289,0.0290907160473336,0.101074420372144,-0.0558958951010519,0.0619636823893343,0.0343881503517277,-0.0145372662248625,-0.0251017353882569,-0.0267249621199521,0.325739735817681,0.155095449591541,0.0030780790898248,-0.0101338484111714,-0.235301852934468,-0.0943093041335166,0.0428115352434642,-0.106662659679901,0.0856585248514962,0.035424551557247,0.0024800214103409,0.0105721782249705,0.546038263574055,0.121979238524228,0.0055797336011529,0.098694620905932,-0.0426166976929863,0.13173831405081,-0.0102272274930223,-0.419288221186754,-0.0155186426282825,0.0402423218960349,-0.0085009276800553,-0.258010488217021,0.223123739399332,-0.0502128815070448,0.0491180686459457,0.0143058808038022,-0.0200339869286267,-0.0074222405552183,0.224949074128938,-0.160236957240552,0.0548200258553854
progressive,-0.159908098442889,-0.0923923420639846,-0.122793721859125,-0.308733928909585,-0.0190732583974177,-0.0849397462820672,0.011185532544439,-0.112406166326439,-0.316074051472583,-0.118403039849076,-0.065574355098594,-0.115758393112402,-0.116671350592165,0.378933693501101,-0.160778510710609,-0.137440683529098,-0.124425125830426,-0.394250746306507,-0.111198831483268,-0.159853670425987,0.023359996237685,-0.128234100105892,-0.0992634925463009,-0.118861333435318,-0.102200308725613,0.211393553348574,-0.0407229003873233,-0.138790595129153,-0.283051698535343,-0.0768412052934836,-0.111599006383189,-0.305137152921222,-0.352517949372585,-0.606063068885786,-0.182465101455496,-0.0682795656470279,-0.272049352044969,0.0363764185596655,-0.373137417214696,-0.16035156778587,-0.168735486847028,-0.0534678460708165,-0.311188991264995,0.0956684200916115,-0.192832397300153,-0.0559647147553812
progressive,-0.511410699046567,-0.424000293532714,-0.257038243723327,0.018999087679398,0.0833652991857811,-0.459343413983408,-0.416785042040902,-0.286954730190138,0.0567460435239485,-0.445094627791424,-0.436926444334738,-0.0078583350209214,-0.21667298663713,0.0421979770412523,0.0705985158827787,-0.260781759496083,-0.478068251333337,-0.260170821185583,-0.29333906350714,-0.311638251622312,-0.0758332757349569,-0.384835760184106,-0.390923770818618,-0.502904947659295,-0.170348385264456,0.0672378253141606,-0.434680629597439,-0.45852764586797,0.104256844085369,-0.150934338084766,-0.208483023938732,-0.098323771851186,0.140547289288106,0.3767350190385,-0.193491052078191,-0.271319059676535,-0.0029196303067153,-0.154076257746424,-0.157934013621833,0.0132462274746252,-0.0461283154160648,-0.2094217911496,-0.281620653606028,-0.33199091163404,-0.346661237732792,-0.375883479873725
progressive,-0.383600847030251,-0.338249838095839,-0.158998256105443,-0.101805483070679,-0.0441505187752235,-0.228264988372051,-0.225462637570757,-0.205338344401347,-0.0685377373445647,-0.326903900952669,-0.319426407865453,-0.416553595982522,-0.0623207459008561,-0.109034994687959,-0.265178316842881,-0.164541150476057,-0.362854056815456,-0.304858135285723,-0.207760211106377,-0.36739703081671,-0.166179956887334,-0.401931083144283,-0.198410258013843,-0.258706294354471,-0.0563378026699979,-0.133743991093636,-0.132398237050955,-0.290311869751979,0.264752707155097,-0.337959087650405,-0.421103484162848,0.0203136685359979,-0.299037122935557,0.0188311419973275,-0.434092865199918,-0.359211256054623,0.174601751076397,0.0294060459653465,-0.472090981654802,-0.167732814381342,-0.277913009373938,-0.202838293423929,-0.463474344061778,-0.418124056103261,-0.291784375402452,-0.468997138216914
stable,-0.176414664040571,-0.0882771456187764,-0.114262027584911,-0.380788331753869,-0.254467480404676,-0.0105184405786578,-0.131913040657556,0.0364080423667994,-0.423731385689188,-0.0376020312165574,-0.0249942409590713,-0.246570355415449,-0.207705725343126,0.0266669677194435,-0.263192822273065,-0.153554420637542,-0.120888876463865,-0.537084555624472,0.135057567803305,-0.221868077055755,-0.152809959468382,-0.110781166126772,-0.129447655572171,-0.0039165106538423,-0.0161284768412111,-0.0191007569607176,-0.072814418188811,-0.0866575625324949,-0.336307561450567,0.0024996345861409,0.0277061245170568,-0.292451306777534,-0.170176628327494,-0.4633194268178,-0.0295466058740926,-0.170966118206288,-0.356705926763749,-0.0867754608875375,-0.295318517318,-0.306071512762822,-0.241857892469458,-0.116867528751904,-0.149016188391593,-0.148751021214839,-0.152180545527061,-0.111839835273899
stable,0.188125082550032,0.130739621045057,0.121511957588275,-0.138588831496437,0.281295347070734,0.127387959210287,0.193751834879134,0.067799078096567,0.0125754398424715,0.138686820776156,0.0087763199202339,0.190937584846863,-0.0431666805501433,0.52516684200815,-0.191025907427806,-0.022596186050903,0.151431866056304,-0.341279549478189,0.101557635068986,0.064861448684898,0.101652049147298,0.125364184345343,0.0844536925637323,0.167415830936758,0.0597499117102636,0.397444420847851,0.191560217030924,0.0920460865609482,0.105994223770226,0.0042401719862845,0.105376138697839,0.199993518523355,0.0070376471480582,0.0187474738463344,0.0695700936269726,0.101741954653822,-0.236191804535953,0.376751367047489,0.0875810794347997,-0.075464742687726,0.024717077985136,0.271458322088164,0.0535607930897647,0.21839112008487,0.0840752376265373,0.126718428096265
stable,-0.0073210667771005,0.047815491523819,-0.161767273527228,-0.133948511691667,-0.261673305708729,0.0920054283329594,-0.343084153548625,-0.0710363994495167,-0.0023069134165195,-0.0830609501599719,-0.0866958647338934,-0.14092328159326,-0.0920460682211124,-0.51258489637708,-0.278221040303903,-0.103505438516942,-0.277838232444086,0.0026144729319433,0.0841495342518909,-0.0639087995161314,-0.174237053540628,-0.103209600075899,0.0013569031565963,-0.0995612883770852,-0.085784524177974,-0.346908924918382,-0.0407161448493098,-0.0793959434557759,-0.071043174779796,-0.0307069230074744,0.0826537099535714,-0.124537228745622,-0.156483304283178,0.0918650223565812,-0.0145406148867082,-0.0911061386866705,-0.0518250025789321,-0.258598821914039,-0.139339507630476,-0.209307218413168,-0.197925246439436,-0.146490469790498,-0.0629884747352873,-0.206005437235722,-0.0968697751856167,0.0007982953403423
stable,0.0718197873175143,0.103654052277083,-0.0979828818700994,-0.171494626393241,-0.0374971552484953,0.0329513687387781,-0.0230995935213111,0.0894521237497064,-0.152251946278309,-0.0229564476276748,-0.0111803047030063,-0.04393960119124,-0.133792116204213,-0.328807352635131,-0.105900508708345,-0.0811093894824906,-0.0261637767015005,-0.0424083946239578,0.003881351237579,-0.0297992738699331,-0.166196180939506,0.0206201336529038,0.0557774995555023,-0.0035392522116053,0.0568157505041059,-0.315700664386622,0.0489733058642199,-0.0163941571144345,-0.0434799925894126,0.0731143640328596,0.0417302554393836,-0.182643729563273,0.0865638263425187,-0.0156834372023922,0.004209378672424,0.0384594633490216,-0.0856412557925576,-0.217929692492249,-0.241104280923583,-0.115068699541958,-0.0120324271232445,-0.216124770578899,-0.0360224990913225,-0.0657856638614182,-0.0320676610657151,0.100533919574292
stable,-0.224481126246303,-0.264723116924303,0.0257497620308188,-0.270367575739225,0.147369139734858,-0.0627668746768432,-0.230771211517638,-0.213784553113061,-0.260488729800708,-0.204556574063756,-0.106766893558903,-0.0596248701665125,-0.0006450938454265,0.309758224294585,-0.295773362536768,-0.232375428286947,-0.374046488900321,-0.57933704493588,-0.06076602615982,-0.23635581829968,-0.0544512387951028,-0.228362790539502,-0.101531732236592,-0.249892473737011,-0.0820035146168205,0.2919573947221,-0.109135813462669,-0.233926563384685,0.0792600448256768,-0.0510522738499966,-0.208523178783198,-0.026834118896297,-0.323653546723043,-0.451005416865478,-0.118292133889141,-0.178359618200564,-0.188020204458214,0.142479126857654,-0.418983207305227,-0.392214168463288,-0.368841597611412,-0.0423252108683692,-0.298564648570512,-0.0335945130056343,-0.213974014547394,-0.087704810515014
