group,CD112,CD52,CD56,CD33,HLA,CD49f,CD4,CD14,CD16,TIGIT,CD146,CD32,HLA-DR,CD64,CD141,CD1d,CD35,CD11a,integrin,CD54,CD62P,TCR-A-B,CD41,CD163,CD29,CD49b,CD18,CD38,CD71,CD36,CD49d,CD85j,CD88,CD224
progressive,0.368998550956001,-0.186629027349598,0.128961494476578,0.246120471572518,0.0401048838416638,0.177750758696307,-0.0175917670653487,0.0509861503952593,-0.116672623084923,-0.0416727518832715,0.0244324979489731,-0.0291404525932275,-0.031217479347581,0.458557869758242,-0.065873400718776,-0.0416004559471038,0.29802628366947,0.175628137117729,0.126016304613882,-0.0256137726915258,0.275056739569978,0.0735008268175665,0.240986918183695,0.02715961766378,0.262148458941663,0.170246306018376,0.151922399357545,-0.0788931562566405,0.341904416227804,0.166468918817595,-0.120438681301735,0.0498223083156004,-0.0526080571500934,0.127660573490068
progressive,0.0565140178024792,-0.060626973502435,0.0901387538947884,0.381194687668706,-0.115863074226637,-0.0134899988451001,-0.145906925892748,-0.0115184380225597,-0.182463175516189,0.0398289585309879,0.131594636342237,-0.129240652376652,-0.141127486952365,-0.0559671747840134,0.022194680274939,0.140988005308145,0.411817819610557,-0.0368721794531128,-0.0424240953480463,-0.279241887662014,-0.218378807972432,0.0310920575924752,-0.214016414011988,-0.0912325012732442,-0.0141551402447187,0.0405796282160585,0.0729126396458939,0.380969678025019,-0.0357939111105645,0.141870971066544,-0.235924044717818,-0.0459013235479267,0.0127733363846724,0.24722313487808
progressive,0.0058250397520436,-0.0639151897050233,0.0334014717244326,0.394534885343239,0.0235037456651391,0.207338100727643,-0.19721087385186,0.152623505926572,-0.0994894461012712,0.0404755807819938,0.108618985202883,-0.0328163399478494,-0.206563443341489,0.213577421228673,-0.0901567435283426,0.146337137945848,0.509867979979069,0.132579521921914,0.0520902435976752,0.0801105317831947,0.160482451090925,-0.0416671189346948,0.221867578620801,0.0863490410911725,0.176445025859496,0.142107271142948,0.323612256306082,0.256503745704572,0.185411355830066,0.259776025845072,-0.14949356534478,-0.0200769912908458,0.0287086943414937,0.237448328404017
progressive,-0.257183378304228,0.156223312571119,0.0661670549968306,-0.161332153270938,-0.0631340689034248,-0.144374679283723,0.0751707705501878,0.0731852561069513,-0.139428868169931,-0.218663103492798,0.158058328552043,0.041875964534641,-0.0407728877236253,-0.107008494910582,0.170263724754708,-0.0380240937862528,-0.015182944310383,0.0947395946515209,-0.0912648916724677,0.202083410300759,0.0591487949571775,-0.0512795833047531,-0.0704502746287693,0.0515405100784214,0.0276899148371152,-0.0334885564778343,0.0785364280960678,-0.0069200160765425,-0.0836671322759908,-0.0059069491058583,0.0668483546533763,-0.0655038275530627,-0.062371754121482,-0.0874546520558069
progressive,-0.0993990067325581,-0.0598392866541515,-0.352679284688198,0.0429069043953644,0.142521598382792,0.125119031604638,0.0127169312944833,0.124562998937811,-0.0239437430390779,0.048164603368976,-0.0253567011100143,0.108107126716623,0.0079682162336465,-0.103405692964802,-0.111454182697708,0.135741995665199,0.120468261529604,0.101971244343917,-0.189379104452926,0.0270671891488764,0.0309570773342822,-0.307901871784741,0.158978924453887,0.181867160510317,0.160361925885421,0.112066013841189,0.0814722831570944,-0.0691449156964768,-0.0889158455933115,0.118187910967186,0.103905157438947,-0.163316925262631,0.0329313320284957,-0.0117607854196917
stable,-0.17353034118404,-0.235265617861802,-0.141956991448224,-0.140113631183754,-0.193205820662394,-0.261950638389845,-0.300971125057285,-0.12652207127892,0.113726989447029,-0.202369434010685,-0.0622004559608834,-0.0004011900599274,-0.0735470525287885,-0.0994975241656002,-0.365535229617091,-0.11219119033888,0.0224045249561273,-0.23473756500226,-0.404069919899086,-0.0934844696408809,-0.257903112390818,-0.237797193955191,-0.209377818272137,-0.223178410873258,-0.25795177554266,-0.240488819127429,-0.129200208559031,-0.0389269861615663,-0.349887058468292,-0.214280747997953,-0.0629145250044074,-0.137096268890863,-0.135986155459667,-0.0937738690900085
stable,0.0285574261940184,0.283632419061517,0.029323459833472,-0.0250748298001744,0.401167519829134,0.323634753319327,0.349095759937342,0.0676416395012802,0.233181574338921,0.370521224949054,0.197882102591295,0.394267144277241,0.512096003546186,0.0160442870852416,0.280391496551733,0.155392437700759,-0.0815351881041821,0.381827674439015,0.126617418124018,0.41179340874921,0.302336208125091,0.156758908728731,0.222198580114695,0.227942210698106,0.385495744495949,0.232908378653923,0.102468308656595,0.0713318594053834,0.102117139799146,0.0306128848342411,0.421586703427668,0.357740671641356,0.3653982450415,0.277763844937724
stable,0.0608714832579209,0.318975841321003,0.0810417340686901,0.0393860436808644,0.334641419314246,0.126162594853001,0.434433073613469,0.156715935710815,0.380860483037115,0.121329968894816,0.157243879732083,0.383635873771579,0.653799464474385,0.20992093709046,0.11640920454356,0.219168219077837,-0.131515752510481,0.20978464067299,0.0444919790435162,0.47842883671943,0.0746508006718789,0.095982059723605,0.167078502018202,0.0951420922983791,0.163466688201248,0.0863824139472768,0.13894805498362,0.0436555324366203,-0.13348709692747,-0.0054686667661216,0.282195251327582,0.460744358546934,0.275417594591617,0.100593591056446
stable,0.0010034138260093,0.237382847412018,0.0015835487371497,-0.18182917025822,0.0572788964646506,0.0293336215760618,0.0992155708107053,-0.201231156671955,0.177288476845975,0.0008062120053706,-0.0231870161300665,-0.0078319562036554,0.207960324088187,-0.139330404271204,0.175910142308411,-0.0500443829525317,-0.434773401214513,-0.0062054468017219,0.0732853469696477,0.105569094445889,-0.030698463311905,0.0062185482491691,-0.0711466135693783,0.207243367690972,-0.0039647113220825,-0.0231543693290281,-0.220758626172587,-0.233028003898261,0.0828109302331523,-0.204758566134445,0.133413508585253,0.127606996912203,-0.0102113318635373,-0.136092029838452
stable,-0.155852498364728,0.0671700038081249,-0.163902936829576,-0.0138490255273586,0.0335821932105034,-0.0741339134530036,0.208825807223688,-0.0973143353566905,0.0302422748842349,-0.0599707096998215,-0.107984955713114,0.0325542847299432,0.388628161303363,-0.130581667294875,0.0820160534404126,-0.159221643325324,-0.355960717772122,0.204712633809663,-0.107234780141053,0.430848692070885,-0.113246895205698,-0.0815868148465153,-0.111873505031978,-0.187646416594806,-0.0062950849679414,-0.138294182170719,0.151721058241783,-0.0494175720057871,-0.433900344366127,-0.13005427347725,0.261243743787775,0.0124723501319503,0.0072989660554373,-0.128268553288521
stable,0.0238878712545238,-0.337299786274314,-0.110575380954473,0.117491326750132,-0.26951570444138,-0.134686146470259,-0.184640451269413,0.379324242887956,0.0322931066084056,-0.0127507550445227,0.159447051853558,0.1066829958671,-0.358400192075425,0.291737051252339,0.106025666317032,0.0604358056034985,0.313163705362678,-0.175811496914581,-0.125721757219881,-0.240474057597376,-0.0157798229442266,-0.173847243174294,-0.0206777037601611,3.32651063709881e-05,-0.180600046714532,0.181834613180641,0.125991881164605,-0.0770053417416046,-0.135330879888185,0.102149907786713,-0.314909782929453,-0.059598707711024,-0.0639032196601906,0.331245009165365
stable,0.0997667125576806,-0.386058698881114,-0.130087865972575,0.498516152413075,0.322591918267875,0.379148723964099,-0.245210916472205,0.302945914093531,-0.260239013041866,-0.134512912405099,-0.407061799017413,-0.0629170016834716,-0.12601018578099,0.37104672424526,-0.15125943359289,-0.107540353697881,0.455731763311132,0.0795320102381911,-0.167191558575999,0.38302258393424,0.442904484488248,-0.120682918328457,0.463682963963317,-0.0821472293919992,0.273375829892329,0.406819345412418,0.372278444633706,0.192522530294912,-0.084767073877081,0.597279490638423,-0.197690338412755,-0.239431819406379,-0.0664635929316528,0.39868735676604
stable,0.0952797228472177,-0.0018985924513574,0.0589827410408116,0.105615404734873,-0.104832401636778,-0.0925546970863714,-0.160510156973848,0.165327392600558,-0.114779564491527,0.26838358852692,0.261893816432646,0.0001851876619914,-0.187617722929846,0.179153269330783,0.221753763702073,0.409753096485411,0.341431454524119,-0.169286706260033,-0.0391723362364897,-0.376538033153677,0.155510728854308,0.355128960453281,0.154450719783299,0.0624817722832401,0.0024601550152833,0.0834240042591927,-0.0072810506190189,0.283111747796668,0.21820469395577,0.0786538924368265,-0.0701283110575808,0.142386376099085,-0.0099773764312925,0.157868321997279
stable,0.0090616492051671,0.122673099794242,-0.008081662708873,-0.06432070334903,0.254810384646224,0.189982479817899,0.183102556977327,-0.0700432305630873,-0.065132335129799,-0.0097692623826623,0.0300174467980915,0.0285339230679493,0.322267627984963,0.071557882858197,-0.110873284041927,0.231182738730259,-0.187795498809084,-0.24195911410896,-0.108657795229008,-0.0229451309976867,-0.0114225239072547,-0.0751878973535587,0.103939979624445,0.360870491629594,-0.0157915088035957,-0.19647320828552,-0.230362710438353,0.159475307714756,0.107181452275842,0.166052559600971,0.214671175519526,0.163618139982913,-0.0239076845843627,-0.0853495197391472
