group,CD47,CD40,CD33,CD45RA,CD4,CD16,TCR,CD32,CD223,CD27,CD107a,HLA-DR,CD64,CD1d,CD66b,CD35,CD178,CD66,CD169,CD54,CD62P,CD41,CD226,CD29,CD49b,CD98,CD18,CD15,B7-H4,CD36,CLEC12A,CD85j,TCR-Vb13,Podocalyxin,CD33,CD4,CD14,CD16,CD32,CD62L,CD27,CD95,HLA-DR,CD64,CD35,CD169,CD54,CD267,CD41,CD49b,CD28,CD71,CD36,CLEC12A,CD85j,CD224
progressive,-0.180576337233349,-0.0247665854227,0.0342382678485044,0.0304811394524759,0.0969999695683169,-0.322598024886013,0.022589257529677,-0.30151515055012,-0.0803710802853534,-0.057347927143099,-0.132114444483756,-0.435589658862645,0.195871860376003,-0.12116560918349,-0.142884987855999,0.244509933971397,-0.0652601285333057,-0.0239774203520522,-0.0128172980746555,-0.403770281634439,-0.0666135015783016,-0.161706678118073,-0.0124754936339025,-0.0778565663511759,0.118851818373535,-0.0572832016407746,0.047959033384574,-0.197558482208998,-0.13095124308333,0.0305858788038981,0.246334886317068,-0.171011173211692,0.002202514903762,0.0290441086643077,-0.486571876103198,-0.0614386167779643,-0.223857847127146,0.41030991897627,0.108320598119303,0.0700598211619785,0.203673289166449,0.206399871274871,0.222378243242313,-0.349374581583736,-0.621327648067672,-0.163341104389412,0.123121799056919,0.0012467512408254,-0.0564143576257735,-0.119909454132143,0.0281055324636449,-0.383125668914977,-0.317651490017467,-0.366723473590386,0.0117693601887031,-0.165611405627767
progressive,-0.218826355171869,-0.12066592913918,-0.01187530890016,-0.199874900089506,-0.198528652601447,-0.273851960222946,-0.0912668651647758,-0.306798975115441,0.0818706736530377,-0.176694500789833,-0.120553574748981,-0.296068826751731,-0.218151759435226,-0.0902003307641534,-0.152690613500848,0.188495623400114,-0.0670123333018826,-0.0713072539218721,-0.0857891135536742,-0.535543435374707,-0.316994516416026,-0.444589748199798,-0.166848785052885,-0.340239856732519,-0.176962324169147,-0.130869525954341,-0.0850612886381224,-0.0581198316522323,-0.0460858913704189,-0.241210513371502,-0.182795516772934,-0.240939048318427,-0.054030349066728,-0.0213987594499563,-0.28270747747474,0.14580705159447,0.250053626511976,0.0898675509899775,0.444493961844911,-0.0360138142840646,0.122759001801078,-0.101071157811387,0.380063986070977,0.132451266795632,-0.29744982421657,0.0320658869948633,0.5785728534361,0.0088273358820107,0.252369329559065,0.0925971601359107,-0.0243512081558611,-0.168114567952361,-0.210023012029641,-0.0904848261448639,0.225834593970582,-0.136161219140005
progressive,-0.0898240683978821,-0.143152902592182,0.159475985325789,-0.401449787735052,-0.255462949461003,-0.303958972266609,-0.142622569015927,0.0072672735406673,-0.188694345100848,-0.190442279962979,-0.131092617619282,-0.165882908751999,0.0433974529099207,-0.0817816361576519,-0.236794126403237,0.325377772187432,-0.0658256713923343,-0.139809759598928,0.0795455019232905,0.134879148971268,-0.0124003246612192,0.0399849174243054,-0.0858188896162044,-0.0961870690083976,-0.0495398345343346,-0.102766417482263,0.207929350035099,-0.135650677789681,-0.132369464477692,0.0753119192579295,-0.0678973190337367,-0.149727010464698,-0.118930572236046,-0.109458433599551,-0.352456082961453,0.213972213172379,-0.0560641103868404,0.0941475904770607,0.232917677700966,-0.152991930345022,-0.0239795944345669,-0.166169513914396,0.382695436016869,-0.207183210946861,-0.448776415448255,-0.16536064699346,0.200081107294675,-0.0952427053464604,-0.293622903289559,-0.216255710532763,-0.164371580257737,-0.505557260355419,-0.313314566379726,-0.319505748380084,0.0561037958553324,-0.23021940490695
progressive,-0.290811473875533,-0.182847772694734,-0.159559867142763,-0.0509896746810247,-0.309375592940024,-0.436783328976436,-0.199367134657403,-0.471123764668127,-0.0516145015500268,-0.200528817343035,-0.141450030376586,-0.0674572342185586,0.0993463254648746,-0.108522965345815,-0.582621018918279,-0.387699436582654,-0.142188728461467,-0.554743545014178,0.422401009393788,-0.139181035209821,-0.212816361044642,-0.051578134988154,-0.200345103152468,-0.167018748653571,-0.10454721437877,0.0868951876246029,-0.22061941610926,-0.316711709805974,-0.0947643608367075,-0.231070462883562,-0.240803492491153,-0.0877098145413376,-0.0743082280853784,-0.0957750935770121,-0.132091686973,-0.0180724624943475,-0.145588948569894,-0.0707267487224013,-0.0339985757070306,-0.0293627535632046,0.339170380839829,0.0562670875322285,0.143203437316226,0.0283865994726931,-0.141331701982781,0.101434400104221,0.0978927517104114,-0.121547254954228,0.0250515926300138,0.0156662622151672,-0.0779288234600599,0.198206843876049,0.004733681903778,-0.139158862089549,0.0662706400226964,-0.0942745723151488
progressive,-0.0784905164607738,-0.0940935750510837,0.111324525207631,-0.050502612904694,-0.104478239378763,-0.196087781867534,-0.245913163024988,-0.324495306566759,-0.297263093894708,-0.0095998549516267,-0.295118597387202,-0.382363434384332,-0.0252915267522495,-0.440035250923074,-0.269059601674298,-0.0041555763232168,-0.138238801302503,-0.0921062949902418,-0.14070258469029,0.154720567673241,-0.217448407027442,-0.0750754675199393,-0.376939321371813,-0.228238632157571,-0.190663471471258,0.0470003913426622,-0.0822265059655366,-0.235067429301871,-0.400625523553477,-0.149759909017858,-0.0115103692090279,-0.408391091961715,-0.407079720393825,-0.439888098574779,-0.238878107292145,-0.104418178305269,0.174084072343199,0.111460883074467,0.249710900177064,0.0811264841747683,-0.0100096308855335,-0.0421737609587149,0.0381016247154377,-0.170479874881656,-0.0394898255733826,-0.0460401896631345,0.0300253735372027,-0.0016222727158009,0.0070529033204619,0.134262243123047,0.149652125566129,-0.0081410093894763,0.0725502851270366,-0.125433409363287,0.103994326049074,0.0368067562496732
stable,0.075936219306757,0.0526123123603548,-0.252638891926346,0.0120354802728312,0.0537591313949171,-0.195903355751596,-0.0722699399454485,-0.145600062508778,-0.112583496595198,0.0505853323605246,-0.13953436018028,-0.0780859046819537,-0.334201274958832,-0.16737490800607,-0.143430454210204,-0.296598575952037,-0.118287877428396,-0.126289468741411,-0.0079249612100231,-0.184837721157039,-0.040623285388189,-0.0283560257362624,-0.0471588520370038,-0.134398432942762,-0.0529902624310008,0.0963686429765002,-0.0174902438370334,-0.165118877449594,-0.0866047182765679,-0.110751850658614,-0.247086799042441,-0.144814594974123,-0.132128844541701,-0.147759390253027,-0.0672154958890732,-0.0095581510154673,0.0775616791880896,-0.10394458328305,-0.0521486947500988,-0.322022776850237,-0.248041741729402,0.0097965695314542,0.152456473968153,-0.126220747849423,-0.254147410176422,-0.128575473821594,0.340745724539453,-0.121595640943364,0.132605733168714,-0.0119529153336849,-0.113927563522487,-0.377689527041916,0.046778452978613,0.0116946151363112,-0.0448759081878469,-0.084066185978006
stable,0.0715433618657811,0.144357622197443,-0.178870177171299,0.179734981150753,0.0742138931438384,0.112113883446911,0.214519969700334,0.0208101258321407,0.0246236027564015,0.171801672070249,0.219440379652119,0.0956121702489679,-0.0331021857634632,0.228576357478701,0.159056260922182,-0.100211172714231,0.166998495745549,0.188325746915748,0.144561784318838,-0.133455278751954,0.0781829802478979,-0.174183908450175,0.136250457035186,0.0120285070088106,-0.0024449533131174,0.21882442548446,-0.272637436402467,0.188543277750431,0.128312040085967,0.0721230980840239,0.0986942905048839,0.139703148695203,0.227695823898866,0.131804458720677,-0.292199965621317,0.169105787699557,0.0277263297495995,0.150233457279621,0.20474499584443,0.027079813456724,-0.0254332569865391,-0.0261061143684618,0.387435672721664,-0.223590783816306,-0.394479787915296,0.0718168077508502,0.32654185356136,-0.0297120123207312,-0.0246900428079468,-0.0135673145032973,0.0543763032935014,-0.18573200530978,-0.3387992655444,-0.034003559623188,0.0874117284624557,0.0359614770801211
stable,0.136086609543034,0.404805870173976,-0.122097859580777,-0.123184162752545,0.258074205131559,0.176802269613816,-0.0374387643344327,0.265903635284199,0.0085477983442359,-0.0582523063059238,0.0691321778144029,0.451041777322889,0.0862898673574094,0.0082455667578055,0.155848915695453,-0.157483084178818,-0.0284385552842479,0.0023755526040059,0.318509611963173,0.325938493107732,-0.042338965628323,0.0138977730379311,0.0058088284177853,-0.0348837852681748,0.0051584331078716,0.0240795291542357,0.061886819427113,-0.0318640509591698,-0.0532997151187772,-0.218928133074518,-0.106147464429762,0.245536799725846,0.0499012657264441,-0.0477875604819149,-0.0191965133806852,0.405185141829398,0.142129113644408,0.341964396564106,0.294702923164773,0.121901038342321,0.111111727131784,0.132740112913353,0.66351223180122,0.232158754563352,-0.336249781249995,0.217174728098491,0.503277018980639,-0.0025072346996935,0.0893020903309928,0.0390684173116356,0.12597593942702,-0.123983763590998,-0.0852270769037701,0.0777299271371183,0.444350332409587,0.0475066157498994
stable,-0.228240583379486,-0.0486919946205966,-0.414771295139208,-0.0054855187753765,-0.308022261098816,0.115382229549309,-0.112785687314687,-0.353811248511242,-0.106733594385379,0.0314387249851832,-0.129240740376567,-0.204110926798044,-0.281958462180651,-0.292019289971575,0.0006556299667191,-0.398626758984143,-0.0603703318862023,0.0184885989660005,-0.0020730359605869,-0.278171657234757,-0.405312135363089,-0.432740145714747,-0.162332822519588,-0.311671884949628,-0.293164899286886,0.0177672172369342,-0.340571028821013,-0.0371527861284817,-0.10761504310158,-0.466571167915484,-0.345170910611339,-0.160750040325231,-0.138780654959627,-0.117337304561769,0.0961877932613029,0.234951734787216,0.216287258915217,0.196930482537337,0.381191086256303,0.0870982348000084,0.0020260347707836,0.158499889620587,0.351748325619068,-0.0540873720228566,0.0572113019534573,0.0707197149432314,0.428747768256449,0.0268295297179608,0.247916577432162,0.202958159882006,0.0619634117058397,-0.199466154134426,0.0559799945377921,-0.0793013565699928,0.243459982665625,0.125171068757573
stable,-0.0629318895639129,0.0888618082835568,-0.303681725919164,0.0153308401032709,0.0318000372088127,-0.206359303940974,-0.0861383011619899,-0.0384704359258474,-0.172929671156524,0.0714645012247427,-0.116476085218851,0.168100812107917,-0.314564539852649,-0.11211823546733,-0.360958390700101,-0.553614642727768,-0.0339809572468432,-0.214258815798171,-0.332249323894839,-0.0160488914725113,-0.0029808485888919,0.0925752053790446,0.0377973408976967,-0.0979172415970642,0.144554933617339,-0.0156597658934575,-0.449479614553013,-0.283458944945543,0.0155725785322638,-0.176029728349386,-0.475501805615832,-0.0309836170248951,-0.0058689025502708,-0.0242786004959602,-0.207655751494593,0.288383560797822,-0.125670344046319,0.247753691903517,0.29191208206592,-0.177275859998498,0.0298238127380223,0.0832892654220396,0.588069723036682,-0.357393684188673,-0.530171450180782,-0.13372331710982,0.48923050036035,-0.0182369345170169,0.111275308750893,0.120177555377658,0.0648580325628598,-0.593279527321839,-0.120503738518317,-0.427894957228885,0.201569968348572,-0.106685402785611
