group,CD47,CD52,CD33,HLA,CD4,CD16,CD32,HLA-DR,CD64,CD66b,CD35,CX3CR1,CD24,CD11a,CD66,CD169,CD54,CD41,CD226,CD29,CD98,CD71,CD36,CD49d,CD305,CLEC12A,Ig-light-chain-2,CD85j,CD328,CD88
progressive,0.0032215997814689,0.195761006601346,-0.339577774234378,0.0664809994889271,0.109792776816291,0.497844018686614,0.279075619741375,0.301394180904506,-0.394191538562104,0.139964393124295,-0.496438627001345,0.287867563734599,0.181296072824908,0.0449706402241996,0.255294885010218,-0.196940168298955,0.245622738229103,-0.159969029020744,-0.0163773753453499,-0.135139056538925,-0.158085694874708,-0.387771899577007,-0.332667574481967,0.423521440463264,-0.0699132319635449,-0.370853938669475,-0.0208707453743186,0.224657865347,0.0195021253692689,0.241297991860733
progressive,0.0707746809237194,0.195121709247753,-0.193513790620281,0.32880199709675,0.135162932864773,0.189662245505657,0.309201808021442,0.243623270214945,0.106378027558256,0.132979878878614,-0.285231260545433,0.0134485028160919,0.056180868222603,0.146145380075882,0.0699866881891161,0.138803405430487,0.451707005378659,0.25101081110783,0.0532052743246927,0.111633712538673,-0.0528879218917204,0.0387068539654344,-0.121388369340807,0.291372874121328,0.0074232246139628,0.0608668420208653,0.054865592547598,0.193456362023648,-0.0394516802763649,0.182150752626259
progressive,0.410270567523605,0.438937454613354,0.341291669395071,0.559422405409475,0.512489345591445,0.411691476798348,0.584131286915152,0.706119336614393,0.383971465465308,0.24928240491906,0.0508760656205037,0.284529461787493,0.194413429274586,0.498022119503701,0.176157335275977,0.24204282584388,0.593696760216763,0.21051410975408,0.276740328553754,0.401463685692573,0.275039705542559,0.0757736651403345,0.288654877830689,0.50510853420009,0.460684755408692,0.328940027094634,0.473732092325954,0.582567323219673,0.38776969029672,0.485517264408872
progressive,0.114372343127225,0.310046666253904,-0.242924959675721,-0.141018666909036,0.30112177811215,0.48377817597579,0.417348298636025,-0.0574004330213807,-0.360248387486522,0.45206985998037,0.114577793876603,0.40442848148908,0.411977008522078,0.0728558032534776,0.482064583271641,-0.479665525363656,0.133559837521855,-0.202717631899659,0.293086188840067,-0.0677165186490467,0.0673973050577335,-0.524671027991167,-0.17620668348782,0.0838644638652049,-0.198211480572791,-0.0275404960516789,-0.125857195355399,0.0806055225432607,0.112113693488586,0.341813448183324
progressive,0.242723084221034,0.201279773785277,-0.156775379766778,-0.0689690921378771,-0.0405772612526112,0.168471685601603,0.113957378921113,0.0576398018651697,-0.0244896496830829,0.107836892883635,0.203433631792458,0.174448139646624,0.176290881600239,0.134637237685633,0.266765147893782,0.143617067295806,0.166509744278391,0.0430764767823728,0.115438259444674,0.0873653540689283,0.170375885539488,0.130199503048991,-0.172761909615825,0.0835787160975797,-0.04290150134766,0.0488568776066217,0.0189396131836976,0.122746494416434,0.157762238431965,0.170051095872293
stable,-0.243658805754582,-0.0415091145997679,-0.37409244383711,-0.325321032061304,-0.0522459818538769,-0.079657157380453,-0.185581129353219,-0.368842935417414,-0.395401152495422,-0.144852886167615,-0.275840424821355,-0.0605771688645585,-0.108156181308529,-0.340147583772011,-0.0396072058591723,-0.263790251572889,-0.352383029988325,-0.273791423247813,-0.0405341331186887,-0.310561558811217,-0.0141362822146033,-0.111200511465196,-0.407366496129029,-0.39527695806196,-0.349894728628387,-0.299994801246637,-0.330193402163218,-0.263426265448164,-0.233057033127786,-0.110689186966252
stable,-0.219933868480718,-0.358191270888936,-0.0849669955605607,-0.376191932226858,-0.373069117881344,-0.215949935808552,-0.448079632475862,-0.490482213466599,-0.0518925389010311,-0.219840538939175,0.0338245125863604,-0.340802711854944,-0.264463149958637,-0.411058234603898,-0.279176179877254,-0.397603279565616,-0.303476041653208,-0.235173923110941,-0.404634897321921,-0.431568926062636,-0.494625862808815,-0.199891825700798,-0.0419200060978681,-0.423450833801192,-0.303893389440766,-0.26658024051853,-0.142420640341082,-0.357645808509806,-0.417887116859377,-0.372959023709559
stable,0.170686597032696,0.139918816204006,0.0069852028631601,0.175406220601732,0.239810943786945,0.307753091513693,0.363341733124992,0.560135468270953,0.164215532208506,0.235642039264583,-0.0543649136572663,-0.0001742805053949,0.0679336696689087,0.159678608931437,0.0796995131983926,0.348955445492242,0.4300756962522,0.0204809638100039,0.0216240863012075,0.0153018703179728,0.0180325393929612,-0.355712806707314,-0.093208241157692,0.103910049943703,0.0780356726021248,-0.0292487496426267,0.115229223970773,0.317108601885694,0.158104733062178,0.203272193670183
stable,-0.297422525054173,-0.130170235289884,-0.138081676081737,-0.245284422805423,-0.0382331162545524,-0.0256522166701151,0.111005467489846,-0.216288430803862,-0.0290565491924791,-0.0184404101224118,0.194180023870777,-0.124972509055749,-0.0233196209159826,-0.0360898690103464,0.0887813728672599,-0.0620277531207677,-0.0812086288049081,-0.126384252038461,-0.102795978986788,-0.118668938298087,-0.158979706490418,-0.103173948349976,-0.206951286654593,-0.14563369733477,-0.20019960893696,-0.0440270477631031,-0.1703988949874,-0.139812468751686,0.0663549649141211,-0.0454229302633388
stable,0.016171255623837,0.181971119586968,-0.261246946104722,0.173576817511212,0.241261566852591,0.265888783813326,0.247754137435389,0.503203323731839,-0.416446416494322,0.166898592496721,-0.575440510833929,0.0409935667302771,0.0876282837706087,0.0985818012280482,0.11046239987128,-0.241141473275703,0.394751846711123,0.0588733573020108,0.0708559106977718,0.0417232574516063,0.0876612163866606,-0.607565256251867,-0.152964758429495,0.285895494837583,0.042593370609807,-0.460800964654242,-0.179083302687338,0.144393827854292,0.035968199924573,0.1942011725317
