group,CD40,CD52,CD19,CD33,HLA,CD10,CD49f,CD4,CD16,CD25,CD32,HLA-DR,CD64,CD141,CD66b,CD35,CD11a,CD54,CD62P,CD41,CD226,CD29,CD18,CD22,CD71,CD36,CD49d,CLEC12A,Ig-light-chain-2,CD85j,CD88
progressive,-0.0707354861620371,-0.0563028270848016,0.0676433356010671,0.548747253659626,0.109243276982053,-0.0687525056314194,0.169871513768365,0.184885892522145,-0.249932803317996,-0.0140856123822662,0.0273829416733288,0.0476198837505473,0.511799565541011,0.177662386946115,0.0739708191641354,0.513328142304853,0.189338297209475,0.0207855963538504,0.210776852990066,0.216778306895911,0.107068160554252,0.414151943640123,0.136563796741811,0.13868428744552,0.266170195521966,0.484733444767985,-0.0644505032357562,0.420774686997955,0.220316929187773,0.081595631375371,-0.0277587809061491
progressive,0.013308685153652,0.170411567362232,-0.0743819186469686,0.306353870675536,0.0969790323598041,-0.041509865515896,0.169042245191268,-0.0101153390167692,-0.0575132852753607,0.0565997526204126,0.0583136884226595,0.15456526427201,0.0061120639940137,0.170500015704032,-0.0292876674722351,0.136887247688827,0.139151749123819,0.128032766884995,0.0918681307535621,0.113003710790186,0.123197312799854,0.281119108975263,0.13109165039661,0.055478400536468,0.0630695013852747,0.32235349398245,0.0893003979472679,0.19489067446379,0.0857935550967103,0.105771351359713,0.0773293158326092
progressive,0.162682001644165,0.402224536046798,0.17467990565066,0.183438438887054,0.477431402065672,0.138680207323086,0.022043222166247,0.526642513928152,0.314921223885836,0.112408253225291,0.541429463676569,0.761781108169296,0.287480686126913,0.352556774676048,0.101094460466019,-0.150979215563622,0.361576791855305,0.536115690642497,0.0530328586008837,0.0449844887768159,0.128903565627541,0.207969882404012,0.082316420283952,0.0568020962822719,-0.083635009920671,0.132904637586424,0.467431565873785,0.156448204757042,0.351526165903111,0.49773796116888,0.407059379880224
progressive,0.324060604111883,0.313486155357523,0.364606734706321,-0.148028733224837,0.118225265210764,0.352161259414961,0.118117355030379,0.320555554723314,0.186797978487357,0.1655394076265,0.286115600044856,0.191403926641534,-0.0734385303679582,0.134147314519712,0.0807731461444915,-0.0681631678633054,0.289994049051574,0.333337925175302,0.134588475835405,0.0923850774663201,0.339659715577638,0.077356811422496,-0.0181522876259779,0.0940826126890254,-0.0788729725801938,-0.0241196661350747,0.22092009164815,-0.0083460147661522,0.108589308620268,0.221369738660079,0.160515941626304
progressive,-0.047782881240998,0.0886891617898271,0.246515077506536,0.175975675481919,0.086613453791071,0.105668513064444,0.257554295321112,0.217312976116338,0.0268736853973667,0.441835237694051,0.26070384029915,0.216560347215292,0.0663978512575069,0.10260659195243,0.0841595845750434,0.110308430442804,0.157249728063863,0.0478101206429239,0.340753699059038,0.317645528637418,0.391197344181182,0.378262140263012,0.24334228471732,-0.0457309053188589,0.137506989608332,0.0286768362718076,0.22720155287689,0.136916137891538,0.270771731207948,0.102682543516845,0.0779902717628926
stable,0.109020256075663,0.151175308903148,0.0352815101012208,0.391935146879924,0.300696084937872,0.130537171463989,0.407219852934464,0.132686678951329,0.193783222275595,0.0653445923805428,0.277151858575584,0.158387094721056,0.236148908555314,0.168156746282588,0.167980890885082,0.410397934012298,0.281069598357964,0.385443515745296,0.427127531007319,0.572777689943311,0.296816854742129,0.396365771713937,0.291103138116569,0.0497324455321555,0.180052885589866,0.367390241907403,0.189436395843749,0.380522811365077,0.356486402169599,0.225042676328209,0.230357157703418
stable,0.10200576234206,0.244630498663029,0.0533984894839044,0.0680037431158082,0.383085599610463,0.267550815742058,0.346970615856974,0.460745659163227,0.252599726179983,0.133430713780152,0.390795789707939,0.552068085896023,-0.086864370827999,0.327031994606982,0.20606037355354,-0.115658115412661,0.410095428799869,0.472431060394999,0.249651981405509,0.396841561600937,0.320094239097393,0.421712181629011,0.127088019441515,0.105996588088956,0.125656448707897,0.0422257996074344,0.383833781687041,0.222427733369694,0.0966552421985208,0.283621436630703,0.321471107957564
stable,0.377640399054742,0.140802354294916,0.0312019869535823,-0.0074777844273609,0.235610162190648,0.118807926183785,0.0165926754821936,0.289142118819387,0.341926090574724,0.0519357601516291,0.383455598868069,0.577123368666366,0.160046683007957,0.0520386059446337,0.246800223914373,-0.0545425165703256,0.120331436230037,0.443363457200108,-0.0380437156915554,0.111027004875759,0.0584508642456142,0.0621185341525891,0.176224752480598,-0.0559885839932908,-0.325204848041046,-0.0058629561358998,0.152341306365449,-0.0069082947763754,0.134975058234046,0.359820691333825,0.248343553595409
stable,0.101202881380063,0.172275084856972,0.113206701126248,0.0105306816957238,0.109991130645511,0.107942592250227,0.0441668469876734,0.288262874913353,0.227111928381827,0.042658804321801,0.42890364366349,0.523721683377733,-0.0465151181173135,0.226859278313311,0.188476476721538,-0.144195240317286,0.163706689635287,0.402853645080842,0.106501536192504,0.0799101184445151,0.115989019344183,0.154066471497929,0.130696995852239,0.0115060920019681,-0.265964494105285,-0.0113499565120131,0.223454639029181,0.0843616621036445,0.105710010573594,0.297003773639893,0.253003427791835
stable,-0.196921081565945,-0.153614755560388,0.0039325129461855,0.3100515978553,-0.209025953640881,0.0392693486608621,-0.138128405426297,-0.150986178383517,0.0359006761051885,0.062892241479574,-0.121162340167812,-0.339550399348718,0.370785826231906,-0.02603662576739,0.185507478742511,0.552787286202392,0.016503760611547,-0.269234464769227,-0.105710216342664,-0.182790775588548,-0.145342720976407,-0.028448267897698,0.220655675771283,-0.0090941322367856,0.578837831956812,0.0966859489953389,-0.146454318258328,0.524453192961991,0.341112380348284,-0.0981575292185148,-0.116762605142428
