group,CD47,CD154,CD33,HLA,CD4,CD16,CD31,CD32,CD152,HLA-DR,CD1c,CD64,CD66b,CD35,CD24,CD11a,CD66,CD244,CD169,CD54,CD41,CD163,CD83,CD29,CD15,CD71,CD36,CD49d,CD305,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD224
progressive,-0.231901824435012,0.0821037698222956,-0.172758398424819,-0.0209821999973979,-0.117017730132504,0.0412943909789791,0.0231415565404422,-0.0234663911214945,-0.0477145509819388,-0.0405231982971672,0.0530213331719864,-0.145177487192361,0.001885530684576,0.0201648185048902,0.207572794200844,-0.0265128851270614,-0.0469952107622768,0.0930831688151754,-0.0506534853146639,-0.0517295172047525,-0.135089053308993,0.172119986640341,-0.0809667173386144,-0.226643707301581,0.0430308391053459,0.0818741186930727,0.0252333500132159,-0.0140485225542229,-0.0707727666860019,-0.163462497787576,0.0765370290499753,0.007596108309711,0.0071508134656009,0.0833997615487422,-0.15575695138227
progressive,-0.08686846827248,-0.194365806592699,0.157927595176532,-0.301535181181637,-0.175159108641674,-0.134410106134684,-0.156745070245817,-0.285535827562685,-0.0529768066888599,-0.327429409483687,-0.201242391794461,-0.0525152070522908,-0.0001956503457926,0.346432927237022,-0.0653197800848907,-0.208002513905129,-0.0156543700918781,-0.143613219936472,-0.178639887779739,-0.530328664488406,-0.284226183924503,-0.25818917861284,-0.0420580773665527,-0.214599271923438,0.0741586644146405,-0.0181757488404493,-0.153711951369532,-0.339363517285539,-0.0721432013237774,-0.0688021668144709,-0.090960225361117,-0.255061064613506,-0.118041887651509,0.0281316727832101,0.0710599490082684
progressive,-0.361521193134378,-0.0641039231391021,-0.404300678156854,-0.477122516602634,-0.324206185965165,-0.298449473220563,-0.435531085868385,-0.251618825009576,-0.175503822168751,-0.482312754839464,-0.0955498134001284,-0.389868264426749,-0.134312945187699,-0.0488273881553281,-0.111679934014161,-0.391169737790381,-0.114641046124056,-0.297485220719611,-0.209363957256068,-0.356193780700373,-0.248171081846365,-0.383777695507526,-0.139721962952737,-0.427715774080692,-0.228824629812967,-0.433230707989683,-0.361368868706383,-0.466362367803369,-0.497541150168544,-0.43376780681372,-0.460396481247162,-0.416305319428141,-0.3526182558986,-0.314395023689009,-0.150394844299982
progressive,0.247313181065041,-0.107555148596136,0.0787833044764023,-0.0467776718011228,0.318167601721058,0.446315770595764,0.0414047641896918,0.486332941837864,0.213505254230735,0.0175204810094331,-0.064539142751799,-0.175552628296132,0.540306551257413,0.339548715066091,0.370283527533563,0.088914737114176,0.387704044516427,0.161316792483346,-0.430573189999803,0.123905453049746,0.017081451438578,-0.0550279052853904,0.0215165875170989,0.0500862357939546,0.30031473562076,-0.621580895728756,0.131960972270906,0.0440276003225287,-0.0597490592944275,0.158330798764687,0.050099414464954,0.0548586662099125,0.118144602881103,0.244565338941474,0.31504242753571
progressive,-0.0844254205986204,0.081616192551699,-0.112926857736919,-0.164468110183127,0.008388529931342,0.197918003313565,-0.14130536798494,-0.0385563243260793,0.0141362168663358,-0.0268288374530188,0.365664548265288,0.23407115639708,0.18449212903172,0.16008449246643,0.0611411386936136,-0.0100495573186797,0.0898560181756142,0.0103079740940714,0.0870674692447818,0.0221091612316279,-0.245210946441508,0.0762127177807169,0.0354687500037057,-0.130021689513933,0.0357915247242152,0.0723505909012061,-0.40676027407842,0.0397095471373857,0.0957975769872149,0.0084264589681185,-0.0285238943029176,-0.0672802197554575,0.0415006847535376,0.0188251840190126,0.0575480742564633
stable,-0.0601721818520244,0.0270020288279904,-0.045877794468345,-0.143768499403739,0.0325707420221454,-0.0066582017506315,-0.12190921819096,0.0727687333787608,0.0208811558300438,-0.0242924201681629,0.172614918488515,-0.0670769208560372,0.0167121440873952,-0.0351207593070978,0.085027328387711,-0.0905485206063946,0.119278019395564,0.0717057522881661,-0.0828493193128536,-0.178479981788449,-0.233161253247786,0.0463940903226122,0.149736032655308,-0.0992682768066528,0.0600477588980986,-0.115129215045872,-0.201550697228768,-0.0635398377316365,-0.0445429826469498,-0.186021615776175,-0.156254669329569,-0.0322143021024928,-0.049229776529349,0.0557462922361201,0.0767561716877422
stable,0.0978349089624046,-0.0235896042660701,0.297796862553634,-0.0713611033777577,-0.0948883234825813,-0.0879774815835756,0.134995373044833,-0.0647760428703994,0.0383115179271599,-0.195316439262902,-0.0087845763974649,0.278018690881281,-0.0767525176977868,0.368455488211186,-0.0209144039458366,-0.0114583029375095,-0.122372345239328,-0.0351455085334501,0.0650989764841777,-0.140402411978844,0.0796145678915753,-0.118392985300668,0.0255543321818471,0.0607208952763829,-0.0484878971939678,0.0808102063708451,0.364995280744573,-0.0379139127875059,0.109679230977407,0.0430186865591239,0.111852525717027,0.0513377728263118,0.0396154715365263,-0.0154311508141516,0.0057481302458718
stable,-0.291094116764749,-0.0205085975588303,-0.186211436186161,-0.451049012614972,-0.439625008995241,-0.295333324404073,-0.134818344531552,-0.208290485633897,-0.175792760082292,-0.567306375424739,-0.0361008489106718,-0.350124469077545,-0.159159675664845,0.195668223641463,-0.118951441408752,-0.212718081929201,-0.124756046507227,-0.22439117286717,-0.154509518346994,-0.505410903177592,-0.37807627271119,-0.193881593214955,-0.0540669130648107,-0.307764522041306,-0.186886817286702,-0.174700838246341,-0.112064625919846,-0.411493634227491,-0.261221466048247,-0.172262383159667,-0.286887674600456,-0.41766006253077,-0.273572209725706,-0.174283317848523,-0.0736018677335137
stable,0.0203946948046808,-0.0039252491916946,0.139802335280568,-0.0565319691874727,-0.0065592201547254,-0.0895703656445411,0.107039220361961,0.131193528385898,0.0288962716800525,-0.294055854818912,-0.113366974253874,0.0662660250051432,-0.030470001479132,0.604556436564109,0.0474627872282666,-0.0250827426739639,-0.0024378746062587,0.105086504543507,0.0389779919390614,-0.0982146050505541,0.125530550473184,-0.173530744668948,-0.0060591787017751,0.0079328363190911,0.0884660017673018,-0.103719577046573,0.187672439280952,-0.12660485832203,-0.158545991147791,0.0502559419564751,0.0739100889283593,-0.0495528449063953,0.0700629939087768,-0.0004667423501774,0.162643737087314
stable,0.0358597044387391,0.0690740757353811,-0.334660591304313,0.18221756449505,0.144828096145542,0.15044646241922,-0.268595519431875,0.232423219935864,0.0060231369259575,0.357779969821409,0.0646856803008919,-0.392666409218921,-0.0013302393709024,-0.499272114217631,0.048513647218685,-0.0805466394425611,0.014836078451386,0.25371078501836,-0.418801889757043,0.204597179384578,0.0946484677132723,-0.0899270933301142,0.111127489411889,-0.0484739274563405,0.124934390577017,-0.522701755458917,-0.191538005011363,0.0991808428324924,-0.0886908555105485,-0.517618871629637,-0.270115616460892,0.155766793125737,-0.15163080686148,-0.0773693519837765,-0.123496514299907
