group,HLA,CD45RA,CD4,CD16,CD45RO,CD335,Podoplanin,CD324,CD32,CD223,KLRG1,CD107a,HLA-DR,CD141,CD1d,CD314,CD66b,CD35,CD58,CD24,CD11a,CD66,CD169,CD268,CD54,CD62P,CD309,CD226,CD29,CD15,CD71,CD158,CD49d,CD305,CD307d,CLEC12A,CD150,Ig-light-chain-2,Mac-2,Ig-light-chain-1,HLA-A2,CD82,NLRP2,CD224
progressive,0.213125608458799,0.0637663243471611,0.0845982377750737,0.227991659841364,-0.178951385763586,-0.0859462159511665,0.0747093704070305,0.0844000441671811,0.120814065257759,0.0719923951656053,0.133534937400718,0.173209253496073,0.292472066574021,0.029840484597644,0.141294012187662,0.0722313803500812,-0.0115571163988172,-0.490190558645296,0.0496645688145066,-0.0857219826962816,0.130532560182861,0.06074324249832,0.0027938531960251,0.110687517915447,0.261481084859416,-0.0503375257844543,0.0283110951158968,0.0049678257877618,0.047817625865764,0.0388665643532156,-0.134727470903962,-0.210154367632264,0.282338770538911,0.0794474555772607,0.0853023324865448,-0.201564064990064,-0.0004746053276287,0.0433069610918733,0.0224410941756184,0.0245735136773692,0.0809025811104931,0.0450455254469098,0.180011089794698,-0.0914398624915975
progressive,0.186531240337417,0.0021529072249287,0.177271907037904,0.155323549013726,-0.0349766571085258,0.0634103910614751,0.0592190988077895,-0.126336575456687,0.355386098530093,0.0084530961784826,0.0350233179156857,0.051205475799448,0.289112505333592,0.126056276164847,0.0257335500196926,-0.0234650809193578,-0.0114038266986407,-0.283260429733722,0.0468517037851693,0.0022113467216239,0.188170856919158,-0.0750083125270872,0.141670664538734,0.0124928836789203,0.620944259196402,0.167186970401768,0.0473642187109011,0.111958972169328,0.135237964726856,-0.0566526206026458,0.0216223442375809,0.0074597016136644,0.240742617425769,-0.024051807812363,0.0232035709052648,-0.0072939018497234,0.0592659945843201,0.106060555530089,0.0528552013707676,0.0891130480683495,-0.0012498503378839,-0.0010375195088909,0.0604690090021623,-0.0935398388033193
progressive,0.123747655999975,0.352197512467007,0.0906072877198357,0.0074966463523396,-0.164760683490618,-0.0281284204619879,-0.0958200229177252,0.02243231908327,-0.197927461564387,0.0149172656917108,-0.0547808333169497,-0.0200356017753317,0.135509782507792,0.0181905447492874,-0.103583072293943,-0.0342063411026853,-0.166393642347223,-0.263306674296286,-0.120085206952356,-0.0850710027728675,0.0955966240472306,-0.0857527397701146,-0.0320167900695197,-0.008352730974169,-0.0196515617311729,-0.0933957826819439,-0.114175591404684,-0.12655481485995,0.101221393429904,-0.132071835228324,0.456605339111989,-0.123969353582186,0.323379538992156,0.164141377123646,-0.152551470776662,0.17250187496635,-0.0869033838862817,0.0757838509812104,-0.101239367223326,-0.0380781722186856,-0.122170213205053,-0.0896870116026964,-0.105349895939532,-0.191985948791752
progressive,0.219728753240549,-0.0594429732196929,-0.280869403975592,-0.540774421041213,-0.0923482187950543,-0.0132568258030088,-0.25483714514582,-0.0265946146778588,-0.443888831343132,-0.0078048972295268,-0.109190944360199,0.0756015135566143,0.194511162527119,0.0392096403970285,-0.0360209260547511,-0.0143450082827497,-0.601322723851627,-0.281946419069408,-0.157692878702395,-0.373766654403603,0.0457738224277573,-0.458682490414832,0.528917384609947,-0.150466475784517,0.0248081589776281,-0.0900946997525593,-0.123673072842302,-0.199596318122111,0.0504559757412992,-0.336449477189717,0.717767116719809,-0.0563060581734274,0.0303116398154384,0.194926681058644,-0.141029819825885,-0.0531331377657145,-0.0822042078155704,0.145564227449199,-0.152399608347501,0.0340932728256032,-0.0527878162456185,-0.183573440550528,-0.168454192412792,-0.295881699188036
progressive,0.0905154960515999,-0.0927306214652711,0.0442169623063535,0.10541440311285,-0.0071533715909497,0.23567714002983,0.151971663939857,0.0960909817773989,0.142694766439116,0.103126003255797,0.31074630270588,0.159798083552356,0.131136789889988,0.0207226169928741,0.0230155719684301,0.367595393034534,0.0954339275679452,-0.181774862799875,0.215421917280729,0.105332535212688,-0.0650834110607073,0.249681332571424,0.180313641613257,0.0472585460467677,-0.0285126206103745,0.024102380829955,-0.158107053176179,0.0981912243764587,-0.0512262877169927,0.302161694295838,-0.115281062880502,0.0318848711853639,0.0341308558950661,-0.0408811098871417,0.0858391929987329,0.0602764274359557,0.130532061243642,0.11120608224492,-0.0173268617591028,0.0928644062685887,0.200680844778111,0.179748837226819,0.144711091690752,0.195206132474796
stable,0.0037962850544225,-0.077033513161028,-0.108211156889718,0.0328316023456292,-0.221049527138364,-0.11513518034431,-0.200847967906825,0.020625452950317,-0.128683154851434,-0.104982322129951,-0.125503734558061,-0.0779542024845532,0.171892119492825,0.0077787946706473,-0.160729252565994,-0.187596156476611,-0.0184405064975761,-0.262068939699832,-0.197571189152695,-0.0924807103655622,0.0605563210077869,-0.0327673256192162,-0.0979993608781009,-0.0165780624119103,0.217360807551997,-0.171138554383835,-0.0978615513580566,-0.196198771641875,-0.0250492284307595,-0.0514484850183518,-0.0219646538954948,-0.0066836360086437,0.108942458013656,0.0619036815455562,-0.158454629851966,0.0953274105396755,-0.182846661906453,0.0229661141909629,-0.118066687354405,-0.117240188162569,-0.127728545876108,-0.111600654806773,-0.156286628020204,-0.144756468138728
stable,-0.417634829718637,0.0657580115256294,-0.425737834019804,-0.15873853336659,-0.186571613713816,-0.0648985135735711,-0.121401054490551,0.0009381530814874,-0.309737166852737,-0.129078490838908,-0.183526070270593,-0.239212359863101,-0.490835802439907,-0.337479003265018,-0.212280148118818,-0.1229717759832,-0.215171878118805,0.0653279071043859,-0.269767283247666,-0.176106326383359,-0.383374177576779,-0.163804920577138,-0.226754445168572,-0.163954862856383,-0.396200806440536,-0.271668766331854,-0.0947751042087367,-0.326997378379253,-0.422610460725515,-0.150591205255238,-0.194019447648691,-0.069092126829465,-0.428985738757012,-0.432972839178217,-0.137266669937467,-0.300242326996624,-0.172332865430368,-0.164703295312559,-0.0898871841781554,-0.160451222357459,-0.0779276827390666,-0.150649762295155,-0.189226030807875,-0.218968578765417
stable,0.0665827155888845,0.0098750027627165,0.189249173080822,0.312194686387076,-0.134161766318644,-0.117060088512969,-0.0222317607583227,-0.0788681582015081,-0.0246219186106047,-0.0059216593895535,0.0084027518243717,0.0780630375828812,0.310726241131658,-0.0076197732715009,-0.133258118732715,-0.0220907038117727,0.139606204659163,-0.410399946788809,-0.123691104188166,-0.0213201984029666,0.114302043730063,0.0104016593665753,0.0125278955326085,-0.0171329703665953,0.336647331618554,-0.143693434415769,-0.145362406520093,-0.0056029967140677,-0.014803980662786,0.0545336503227801,0.111045693797099,-0.0359619691255933,0.149332440218868,0.0350905245023371,0.0023266446173626,0.0434113312719094,-0.0030243639562462,0.0012760833011758,0.0006846589790826,-0.0454374203597566,0.0231180220384421,-0.148842230327322,-0.0107178709186129,-0.0526414602610852
stable,-0.123950769774772,0.101224204669143,-0.28436268956668,-0.17760257349834,0.0034614028794457,0.0070530736836359,-0.119362688460585,-0.0628924777644713,-0.328732148083631,-0.10272813962985,-0.0230968184800124,-0.142433175077922,-0.282823283839407,-0.0321847526724943,-0.0397089868025007,-0.0434187294497601,-0.102103024066103,-0.175849568694869,-0.115884701537762,-0.116642143110168,-0.119049120835854,-0.0566373564217191,-0.115209572405154,0.0055186438035002,-0.356259772240147,-0.11679727091666,0.0754730962015436,-0.0180483076478345,-0.16994649146551,-0.0049029486686641,0.104730282294455,-0.0246766811052045,-0.138851389886459,-0.189021381111574,-0.0677471545259316,0.0007187166579067,-0.0507253545731573,-0.154012865521854,-0.0578241633836017,-0.0592203210621611,-0.0745747132509655,-0.105858005607152,0.0103758596110111,-0.131507937991394
stable,0.197091400449369,-0.0486332733226482,0.279644400225713,-0.0787736299786171,-0.0691832446225949,0.0097799058238788,-0.0522245357111067,0.0836696317794738,0.0649123304648487,0.0760929011469339,-0.0636156816874481,0.134774360316499,0.500813144169486,0.187291122911498,0.0220523716292439,-0.0501436935891975,-0.043301300543269,-0.271406483247685,-0.0050676038490943,-0.0787125601587266,0.386639013524479,0.0559072911316126,0.107617753662035,-0.0773433403312033,0.480474805154933,0.0519061506855478,-0.0770349748218859,0.0205898065629617,0.196293272815002,-0.043157342059613,-0.207877963091305,-0.051267063357512,0.400074236609995,0.275445387967397,-0.0136345047760543,0.0327559258143542,-0.0153415667026362,0.0889323544249973,-0.112266526960833,-0.060281486764644,-0.0475343211627798,-0.0870573234234513,-0.076573510112855,-0.0185160369202043
